14年 3月22日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 3月22日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝2200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,熊野特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｈデンコウヒノマル, 50,福永祐,, 60,   1,   2, 2,  3.9, ④④, 1,11, エｰシンホワイティ,,北沢伸,,,,, 1,  1.3,①①①, 1, 7,Ｃボップリヴァｰサル, 74,蛯名正,, 73,   6,   6, 5, 11.1,⑤⑤⑤, 1,15,Ａエｰシンデュｰク, 83,丸田恭,, 81,  15,* -1, 5,  9.8,⑬⑬⑬
 2, 1,Ｉキョウワメロディｰ, 48,吉田隼, 0.2, 59,  -6,*  6,11, 48.5, ⑩⑩, 2, 5, オリオンザポラリス,,石神深,202.7,,,, 2,  9.9,⑤⑥⑦, 2, 2,Ｇトウショウマナｰズ, 70,内田博, 0.4, 71,*  8,  -1, 9, 20.8,②②②, 2,13,Ｏマイネルカｰミン, 66,戸崎圭, 0.2, 81,  16,  -8,13, 54.1,⑧⑧⑨
 3,16,Ｎロｰレルベロｰチェ, 37,藤田伸, 0.3, 59,*  2,  -2, 7, 20.5, ③③, 3, 6, ニシノメイゲツ,,大江原,202.7,,,, 5, 16.3,③②②, 3, 9,Ｋタマモエスプレッソ, 66,中舘英, 0.5, 73,*  9,  -3, 6, 13.9,①①①, 3, 6,Ｃカムイミンタラ, 77,蛯名正, 0.2, 80,  15,* -5, 1,  2.8,⑪⑪⑫
 4,15,Ａスマｰトエビデンス, 66,城戸義, 0.5, 56,*  2,  -5, 1,  3.5, ②②, 4,12, サルジェンツチェリ,,エノン,203.3,,,, 4, 14.7,⑨⑦⑥, 4, 1,Ａボストンリョウマ, 75,岩崎翼, 0.7, 69,   7,  -1, 2,  4.9,③④④, 4,12,Ｈクリビツテンギョ, 74,小牧太, 0.4, 78,  13,* -5, 2,  7.4,⑮⑭⑭
 5,10,Ｄセフティｰエムアイ, 57,大下智, 0.8, 53,  -9,*  4, 6, 16.2, ⑬⑫, 5, 9, タマモダイナミック,,林満明,203.3,,,, 8, 45.1,⑫⑫⑫, 5,13,Ｂレッドジャクソン, 75,丸田恭, 0.7, 68,   1,* 10, 1,  2.8,⑩⑩⑨, 5, 8,Ｇマルケサス, 75,ペドロ, 0.4, 78,  15,  -9, 7, 13.1,⑫⑫⑩
 6, 3,Ｃシゲルビゼン, 58,国分優, 1.0, 52,   1,  -7, 3,  5.1, ⑤⑤, 6, 3, ラインミッシェル,,原田和,203.5,,,, 9, 53.4,⑩⑩⑩, 6, 6,Ｆキマモリ, 70,田辺裕, 1.0, 69,   1,* 10, 3,  5.1,⑨⑪⑩, 6,18,Ｑダンシングハバナ, 63,北村宏, 0.6, 78,  12,* -2,11, 37.0,⑰⑰⑱
 7, 2,Ｏブラウンカイ, 33,中舘英, 1.0, 54,  -3,  -3, 8, 23.9, ⑦⑦, 7, 2, ノッティングボｰイ,,上野翔,203.8,,,, 3, 10.3,⑦⑤⑤, 7, 8,Ｄセツナ, 72,石橋脩, 1.0, 68,   3,   5, 8, 15.9,⑧⑦⑦, 7, 1,Ｅライトヴァｰス, 76,石橋脩, 1.1, 73,  12,  -9, 8, 19.5,⑱⑱⑰
 8,11,Ｆモｰクン, 57,木幡初, 1.3, 47, -16,*  6,10, 33.2, ⑯⑮, 8, 7, グリコｰゲン,,山本康,203.9,,,,11, 84.9,②④④, 8, 3,Ｅキングスクルｰザｰ, 72,藤懸貴, 1.2, 66,*  8,  -7, 7, 14.0,④③③, 8,11,Ｆウインゴｰウェル, 76,武士沢, 1.1, 73,  13, -14,14, 71.0,⑯⑮⑮
