14年 3月21日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 3月21日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  ダ1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  ダ1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,下総ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａハツコイ, 72,横山典,, 61,  -3,*  5, 1,  2.3, ⑨⑦, 1, 4, マサノグリンベレｰ,---,田辺裕,, 62,  -8,* 12, 5,  8.6,⑩⑥⑦, 1, 9,Ａファドｰグ, 77,後藤浩,, 69,*  6,* 14, 1,  2.5,④④④, 1,10,Ｊグレｰトチャｰルズ, 84,シュタ,, 81,  16,  -3, 6, 16.1,⑤④⑦
 2,16,Ｍレッドアシェット, 27,田中勝, 0.1, 61,   2,   0, 9, 39.8, ⑥⑥, 2, 7, トｰセンハリケｰン,---,戸崎圭, 0.2, 62,  -9,* 13, 2,  4.8,⑭⑬⑫, 2, 7,Ｋトｰセンセラヴィ, 63,武豊  , 0.4, 71,*  6,  10, 4,  8.4,③③③, 2, 9,Ｂハリケｰン, 87,浜中俊, 0.0, 81,* 18,  -7, 2,  5.2,②①①
 3,11,Ｂミカルベウス, 63,内田博, 0.3, 62,*  6,  -5, 2,  4.9, ①①, 3,14, ポルテシャンス,---,村田一, 0.9, 58,* -7,   3,13, 87.8,②②②, 3,13,Ｈフィｰルザスマｰト, 65,田中勝, 0.7, 67,   3,  13, 7, 23.8,⑩⑧⑤, 3, 1,Ｆキクノソル, 85,戸崎圭, 0.1, 79,  15,* -2, 1,  2.8,⑦⑦⑥
 4, 5,Ｃツインキャンドル, 63,嶋田純, 0.5, 58,   3,  -4, 6, 15.1, ④③, 4,13, ダノンジャガｰ,---,横山典, 0.9, 55,* -7,   3, 4,  7.5,①①①, 4, 6,Ｂメイショウスミトモ, 72,戸崎圭, 0.8, 66,   4,  10, 6, 10.8,⑦⑤⑦, 4,15,Ａドレミファドン, 91,吉田豊, 0.2, 80,  15,  -4, 3,  5.5,⑩⑥⑤
 5,12,Ｇシングルカスク, 52,戸崎圭, 0.7, 58,*  5,  -7, 4, 10.9, ②②, 5, 1, エスティクレスト,---,江田照, 1.6, 52,  -8,   0,14, 91.3,⑤⑦⑤, 5, 4,Ｄパッシングブリｰズ, 68,浜中俊, 0.8, 69,   1,* 16, 8, 29.8,⑬⑩⑩, 5, 8,Ｅタナトス, 86,柴田善, 0.3, 79,  15,  -3, 4,  5.7,⑪⑨⑩
 6,10,Ｉデュエット, 43,村田一, 0.8, 56,   0,  -4,10, 39.9, ⑦⑧, 6,12, シガｰロス,---,内田博, 2.2, 49,  -8,  -6, 8, 18.7,⑥⑨⑥, 6,10,Ｇテスティコ, 66,シュタ, 0.9, 65,*  6,   4,12,124.8,②②②, 6,14,Ｌコスモイｰチタイム, 83,柴田大, 0.7, 79,  14,  -6,13, 96.1,⑨⑩⑨
 7,13,Ｈシャルマンウｰマン, 51,浜中俊, 0.9, 56,*  4,  -9, 5, 12.9, ③④, 7, 9, ゲンパチケンザン,---,松岡正, 2.7, 44,* -7, -11, 3,  5.7,④④④, 7,11,Ｎタケルファラオ, 60,田辺裕, 1.2, 62,   4,   7,10, 35.2,⑧⑦⑧, 7, 3,Ｉハコダテナイト, 84,石橋脩, 1.2, 74,   8,*  1, 5, 15.8,⑮⑭⑬
 8, 7,Ｎラヴァｰサクラ, 16,横山和, 1.2, 51,   3, -11, 7, 16.2, ⑤⑤, 8, 8, アダチヤマ,---,宮崎北, 2.9, 44,* -7, -14, 6, 11.2,③③③, 8, 5,Ｌホルボッシュ, 61,北村宏, 1.4, 60,*  7,   0, 5,  9.1,①①①, 8, 6,Ｄジョウノボヘミアン, 86,田中勝, 1.3, 72,  15, -12,11, 61.3,⑧⑧⑧
