14年 8月23日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 8月23日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2900m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小郡特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂシゲルチャグチャグ, 53,太宰啓,, 60,*  5,* -3, 4,  8.1, ①①, 1, 4, レッドアｰヴィング,,平沢健,,,,, 8, 28.2,①①①, 1, 1,Ｂダンツトゥルｰス, 66,松若風,, 65,*  4,   2, 2,  3.8,①①①, 1,14,Ｂサンセットスカイ, 70,浜中俊,, 71,  -8,* 14, 2,  4.9, ⑬⑨
 2, 6,Ｃデンコウハシャ, 53,浜中俊, 0.2, 57,*  3,* -3, 3,  5.3, ③②, 2, 1, トウシンボルト,,難波剛,190.3,,,, 3,  6.6,⑦⑥⑥, 2,15,Ｉホッコｰエイコウ, 51,幸英明, 0.0, 67,   2,*  5, 3,  6.6,⑥⑥④, 2, 9,Ｃハイマウンテン, 68,国分優, 0.1, 69,  -6,* 10, 6, 21.8, ⑦⑦
 3,11,Ｅディアエナ, 51,国分優, 0.2, 55,   0,* -1, 1,  3.8, ⑥⑥, 3, 2, グリッタｰウイング,,西谷誠,190.8,,,, 1,  1.5,⑥⑧⑦, 3,16,Ｇシゲルエチゴ, 60,太宰啓, 0.4, 66,   1,*  5,12, 77.6,⑩⑧⑦, 3, 7,Ａラヴァｰズポイント, 74,小坂忠, 0.3, 66,* -2,   3, 1,  2.0, ③③
 4,12,Ｆフェアラフィネ, 50,松山弘, 0.6, 53,*  4, -10, 2,  4.2, ②③, 4,10, シゲルヘビザ,,田村太,190.8,,,, 7, 24.7,⑨⑦⑧, 4,12,Ｆシゲルハリマ, 60,国分恭, 0.5, 62,   0,*  5, 7, 18.3,⑪⑪⑧, 4,12,Ｇケントヒｰロｰ, 65,幸英明, 0.3, 66,* -2,   3,10, 25.9, ④④
 5, 2,Ｐミュトスレディ, 29,川島信, 0.6, 51,   0,  -6, 9, 22.4, ⑤④, 5, 5, トウカイルｰチェ,,北沢伸,190.9,,,, 2,  6.4,②②②, 5,13,Ｄタイマツリ, 62,岩崎翼, 0.8, 59,   3,  -1, 5, 11.0,④⑤⑥, 5,15,Ｏベッラヴォｰチェ, 52,川島信, 0.3, 68, -11,* 12,11, 36.1, ⑭⑫
 6, 4,Ａジョウショｰエガオ, 60,国分恭, 0.8, 47,  -2,  -7, 8, 20.2, ⑦⑤, 6, 8, リアリｰサムシング,,林満明,191.5,,,, 9, 48.1,④④④, 6, 3,Ａスギノゼウス, 67,浜中俊, 1.0, 59,   2,  -4, 1,  2.7,③③②, 6, 2,Ｎブロンシェダｰム, 60,川須栄, 0.4, 65,  -4,   5, 5, 19.0, ⑤⑤
 7,13,Ｇハヤイガナ, 49,幸英明, 0.9, 44,  -7,* -3, 6, 11.0, ⑮⑭, 7, 7, ニジブルｰム,,小坂忠,191.5,,,, 4, 11.0,③③③, 7, 6,Ｎビｰスティ, 47,藤懸貴, 1.1, 58,*  4,  -7,14,115.3,②②③, 7, 1,Ｈジャストザブレイン, 64,国分恭, 0.4, 65,  -8,   9, 9, 25.6, ⑪⑧
 8, 5,Ｍナムラオウテ, 35,岩崎翼, 1.0, 43,  -6,  -6,17,177.9, ⑬⑧, 8, 6, タマモショパン,,熊沢重,191.9,,,, 6, 22.4,⑤⑤⑤, 8, 8,Ｅスリｰマキシマム, 62,川須栄, 1.3, 58,   3,  -6, 8, 25.8,⑤④⑤, 8, 5,Ｉワキノコクリュウ, 63,川田将, 0.5, 63,*  0,  -1, 3,  6.9, ②②
