14年12月14日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年12月14日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:15,,,,,■ 4R  ダ1400m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 7R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝2400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,ｵﾘｵﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｄファイアリシンゾウ, 57,蛯名正,, 70,* 10,  -2, 5, 13.9, ③③, 1, 9, クイｰンズタｰフ,---,横山典,, 66,  -1,*  6, 1,  2.4, ⑧⑤, 1, 1,Ｆイサベル, 77,浜中俊,, 80,  13,* -4, 1,  2.1, ⑥⑦, 1, 1,Ｅホｰカｰテンペスト, 82,浜中俊,, 88,  16,*  1, 3,  8.7,⑥⑤⑤
 2, 1,Ｂハルマッタン, 63,武豊  , 0.0, 71,* 12,  -3, 1,  1.7, ①①, 2, 1, トｰホウレゼルヴ,---,浜中俊, 0.0, 70,*  8,  -5, 2,  2.7, ①①, 2, 2,Ｂエイシンエルヴィン, 79,秋山真, 0.6, 72,  12, -12, 2,  4.0, ⑧⑨, 2, 3,Ｈアロヒラニ, 80,藤岡佑, 0.5, 83,* 18,  -9,11, 44.0,③③②
 3, 4,Ａネイバルエンスン, 64,浜中俊, 0.5, 66,   8,  -4, 2,  3.9, ④④, 3, 5, グラッブユアコｰト,---,武豊  , 0.5, 66,*  8, -10, 3,  7.8, ②②, 3,18,Ｄカレンバッドボｰイ, 78,武豊  , 0.6, 73,  14, -15, 4,  7.3, ⑦⑥, 3, 5,Ｃヴォルシェｰブ, 83,ビュイ, 0.5, 84,  15,*  0, 1,  2.1,⑧⑩⑩
 4, 3,Ｉコパノチャｰルズ, 51,幸英明, 0.5, 60,  -5,*  8, 7, 28.0, ⑭⑪, 4, 4, ソウルヴァルキリｰ,---,太宰啓, 1.9, 50, -15,*  7,11, 80.8, ⑪⑪, 4, 8,Ｃリノリオ, 78,酒井学, 0.7, 74,   8,* -6, 5, 14.5, ⑯⑬, 4, 8,Ｋロングリバイバル, 76,小牧太, 0.7, 82,* 19, -15, 7, 21.9,①①①
 5,12,Ｅカシノランド, 56,国分優, 0.8, 59,   1,   0, 9, 68.5, ⑨⑦, 5, 8, ディルフィン,---,松山弘, 2.0, 52,  -1, -11,13,174.9, ⑥⑦, 5, 9,Ｌハギノブシドウ, 68,蛯名正, 0.8, 72,  11, -13,16,235.8, ⑩⑩, 5, 4,Ｄトｰセンアルニカ, 83,菅原隆, 0.8, 81,  16, -10, 4, 12.2,④④⑥
 6, 9,Ｋグレｰトブレス, 50,秋山真, 1.0, 60,* 10, -11, 8, 67.4, ②②, 6, 6, ヤマノルミナス,---,秋山真, 2.1, 49,  -5,  -8, 9, 36.3, ⑨⑩, 6, 3,Ｈアドマイヤライン, 72,川田将, 0.8, 71,* 17, -23, 6, 22.4, ③③, 6, 6,Ｇマイネルジェイド, 80,国分恭, 0.8, 83,  15,  -3,10, 41.8,⑪⑪⑪
 7, 7,Ｃバｰサｰカｰ, 63,藤岡佑, 1.0, 56,  -1,   0, 4, 11.0, ⑪⑧, 7,12, サスガ,---,高倉稜, 2.1, 52,*  5, -21, 8, 29.6, ③③, 7,13,Ｐメイショウヤマホコ, 66,小牧太, 0.9, 72,   7,* -4,13,121.0, ⑱⑮, 7, 7,Ｆフェデラルホｰル, 82,蛯名正, 0.9, 82,  16,  -9, 2,  4.4,⑩⑨⑨
 8,11,Ｌタピエス, 49,四位洋, 1.3, 57,  -1,  -2,10, 72.7, ⑫⑩, 8, 2, クリオロ,---,国分恭, 2.5, 46,  -7,  -9,15,269.4, ⑩⑨, 8, 5,Ｅマイネリベルタス, 78,高倉稜, 1.2, 70,   6,* -6, 7, 43.2, ⑰⑰, 8,10,Ｊサフランディライト, 76,川田将, 1.1, 79,  16, -12, 5, 12.9,⑦⑦⑧
 9, 8,Ｍナンシｰ, 45,高倉稜, 1.5, 57,   7, -12,11, 78.5, ⑤⑤, 9,15, ヤマカツセレｰヌ,---,国分優, 2.6, 46,   1, -19, 4, 11.5, ⑤⑥, 9,10,Ｇドラゴンストリｰト, 73,幸英明, 1.3, 66,* 19, -37, 3,  6.2, ②②, 9, 2,Ｉエスペリア, 77,武豊  , 1.2, 79,  13,  -4, 6, 14.9,⑭⑬⑬
10, 5,Ｇドリｰムポリｰニ, 53,和田竜, 2.7, 43,  -2, -14, 3, 10.2, ⑧⑫,10, 3, ブラックノヴァ,---,幸英明, 2.7, 47,   3, -22, 6, 23.0, ④④,10,15,Ｎウメ, 67,国分優, 1.4, 66,  10, -18,18,320.7, ⑬⑫,10,14,Ｌマイネルアイザック, 75,松山弘, 1.4, 78,* 17, -20, 8, 22.7,⑤⑥④
11, 6,Ｊハイイノベｰション, 51,太宰啓, 2.7, 43, -10,  -6,14,362.0, ⑮⑮,11,14, チェイスザチャンス,---,酒井学, 3.1, 41, -18,   0, 5, 18.3, ⑫⑫,11, 4,Ｏアグネスキング, 66,四位洋, 1.4, 65,  15, -30,17,298.1, ⑤⑤,11,12,Ａエｰシンザヘッド, 84,幸英明, 1.5, 77,  15, -13, 9, 32.1,⑫⑫⑫
12,13,Ｆミキノソレイユ, 55,酒井学, 2.8, 43,   3, -19,12,218.6, ⑥⑥,12,10, アルテミスアロｰ,---,和田竜, 3.5, 39, -20,  -1,12, 83.6, ⑬⑬,12,12,Ａスノｰストｰム, 80,藤岡佑, 1.6, 62,  10, -21, 8, 54.7, ⑫⑪,12, 9,Ｂナリタポセイドン, 84,和田竜, 2.4, 70,   9, -12,12, 54.3,⑬⑭⑭
13, 2,Ｎグロビュｰル, 39,国分恭, 2.9, 40,  -5, -13,15,391.7, ⑩⑬,13,11, スキュラ,---,藤岡佑, 3.6, 37,  -4, -22, 7, 23.0, ⑦⑧,13,17,Ｉダブルイｰグル, 71,太宰啓, 1.6, 63,  13, -28,15,166.4, ⑨⑧,13,11,Ｎメイショウリョウマ, 71,国分優, 3.0, 66,  16, -42,14, 58.8,⑨⑧⑦
14,14,Ｈウイングタイガｰ, 52,小林徹, 3.1, 40,   3, -22, 6, 20.7, ⑦⑨,14, 7, テイエムカケヌケロ,---,小牧太, 5.6, 28, -22, -15,14,242.8, ⑭⑭,14,14,Ｋティｰエスネオ, 69,和田竜, 1.6, 65,   4, -11,14,138.6, ⑭⑱,14,13,Ｍマイネルリヒト, 73,嘉藤貴, 4.7, 59,* 17, -69,13, 56.0,②②③
15,10,Ｏシピオｰネ, 35,小牧太, 4.8, 26,  -8, -27,13,338.0, ⑬⑭,15,13, ストレｰニア,---,蛯名正, 6.0,  6, -39,*  3,10, 45.1, ⑮⑮,15,16,Ｑウインレｰベン, 64,松山弘, 1.6, 64,  15, -34,10, 76.4, ④④,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 6,Ｊセトノフラッパｰ, 70,田中健, 1.6, 63,* 20, -42,11, 94.4, ①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,11,Ｒサンレイロッキｰ, 61,水口優, 1.7, 63,   6, -15,12,115.9, ⑮⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 7,Ｍデビル, 68,ビュイ, 4.7, 38,   5, -57, 9, 55.6, ⑪⑯,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:良(指数:0),,,,,,,,,,,
"単勝:1,390円 複勝:15=230円 01=110円 04=110円 枠連:820円",,,,,,,,,,,,単勝:240円 複勝:09=110円 01=120円 05=180円 枠連:310円,,,,,,,,,,,,単勝:210円 複勝:01=120円 02=140円 18=190円 枠連:520円,,,,,,,,,,,,"単勝:870円 複勝:01=250円 03=830円 05=140円 枠連:5,070円",,,,,,,,,,,
"馬連:1,970円 ワイド:01-15=510円 04-15=670円 01-04=160円",,,,,,,,,,,,馬連:290円 ワイド:01-09=170円 05-09=380円 01-05=370円,,,,,,,,,,,,馬連:520円 ワイド:01-02=230円 01-18=430円 02-18=620円,,,,,,,,,,,,"馬連:13,880円 ワイド:01-03=3,610円 01-05=520円 03-05=1,710円",,,,,,,,,,,
"馬単:4,950円 3連複:1,410円 3連単:17,180円",,,,,,,,,,,,"馬単:480円 3連複:670円 3連単:1,970円",,,,,,,,,,,,"馬単:750円 3連複:1,440円 3連単:3,800円",,,,,,,,,,,,"馬単:26,390円 3連複:10,280円 3連単:84,650円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝1600m 2 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,阪神ｼﾞｭﾍﾞﾅｲﾙﾌｨﾘｰｽﾞ ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｂピンクマン, 65,藤田伸,, 64,* -6,*  7, 1,  2.7,②②②, 1, 5, ナガラフラワｰ,---,藤岡佑,, 61,  -6,*  3, 8, 27.5, ⑨⑨, 1, 1,Ｄフォロｰハｰト, 79,幸英明,, 81,   5,* 12, 3,  7.0,⑤④④, 1,16,Ｅショウナンアデラ, 68,蛯名正,, 81,   3,* 10, 5,  9.8, ⑬⑬
