14年12月 6日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年12月 6日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■10R  ダ1400m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寒椿賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｆバンペイユ, 55,ムｰア,, 59,   0,*  0, 1,  2.3,③⑤④, 1, 4,Ａタイセイボニｰタ, 64,菱田裕,, 60,  -5,   3, 2,  6.3, ⑧⑧, 1,10,Ｎエアカミュゼ, 68,武豊  ,, 77,* 10,   3, 6,  9.4,②②②, 1,11,Ｃレンイングランド, 68,内田博,, 67,*  6,  -2, 4, 11.5, ③③
 2,14,Ａディグニファイド, 58,蛯名正, 0.1, 58,*  1,  -5, 2,  3.8,⑥③②, 2, 6,Ｄセラフィｰナ, 54,伴啓太, 0.0, 60, -13,* 11,13, 38.8, ⑪⑪, 2,12,Ｈマッチレスヒｰロｰ, 73,ムｰア, 0.1, 76,*  9,   4, 1,  3.7,③③③, 2, 4,Ｇボクノナオミ, 65,ビュイ, 0.0, 68,   5,  -1, 5, 11.8, ④④
 3, 9,Ｅエグランティｰナ, 56,ビュイ, 0.1, 58,   0,  -1, 5, 11.4,⑨⑦⑥, 3,12,Ｌワタシダイナマイト, 46,蛯名正, 0.3, 57,  -1,  -5,11, 28.7, ⑦⑥, 3, 3,Ｄデビルズハｰツ, 74,古川吉, 0.4, 76,   6,*  8, 5,  9.0,⑯⑭⑬, 3, 2,Ｆサンタナブルｰ, 66,池添謙, 0.2, 67,  -4,*  9,11, 39.8, ⑬⑬
 4,15,Ｄディｰプブルｰ, 57,小崎綾, 0.1, 59,   0,  -1, 8, 47.3,④④⑤, 4, 8,Ｃベｰリングメファ, 58,内田博, 0.3, 57, -16,*  9, 1,  2.5, ⑬⑫, 4, 7,Ｂクリノエビスジン, 75,横山和, 0.5, 75,   7,   4,11, 24.6,⑧⑨⑥, 4, 7,Ａアキトクレッセント, 78,柴山雄, 0.2, 65,*  7,  -4, 1,  2.9, ②②
 5, 4,Ｂミコラソン, 58,武豊  , 0.5, 58,  -5,*  6, 4, 10.0,⑭⑮⑯, 5,18,Ｂテイエムマンゲツ, 60,松若風, 0.4, 54,  -2,  -7, 6, 14.1, ⑤⑤, 5, 4,Ｌプレジｰルシチｰ, 70,内田博, 0.5, 74,   8,   3, 2,  6.5,⑤⑥④, 5,16,Ｄラブミｰクン, 67,古川吉, 0.2, 67,   1,   3, 3, 11.2, ⑩⑩
 6, 6,Ｉフェブカリエンテ, 50,高倉稜, 1.0, 54,  -4,  -3,10, 77.6,⑮⑫⑬, 6, 5,Ｈイサチルホｰプ, 52,幸英明, 0.5, 54,*  9, -18, 8, 18.2, ②②, 6, 6,Ｉナリタムｰンライト, 72,田中博, 0.5, 74,   6,*  5, 9, 21.0,⑪⑪⑫, 6,12,Ｂスマｰトアヴァロン, 70,酒井学, 0.3, 67,  -6,* 11, 9, 16.0, ⑭⑭
 7, 2,Ｍエリｰ, 38,黛弘人, 1.6, 51,  -1, -12,15,242.3,⑦⑧⑦, 7, 9,Ｉエイシンバンバ, 51,武豊  , 0.6, 52, -10,  -1, 5, 14.0, ⑩⑩, 7,16,Ａカノヤプレジデント, 76,小崎綾, 0.7, 73,   6,*  5, 7, 10.0,⑭⑬⑮, 7, 1,Ｐオｰルブラッシュ, 50,小崎綾, 0.4, 65,   3,  -1,12, 51.8, ⑦⑤
 8,11,Ｊガンマｰフォンテン, 45,丸山元, 1.8, 47,  -2, -13,13,185.7,⑩⑩⑧, 8,15,Ｅカフジオリオン, 54,松山弘, 0.7, 52,*  6, -18, 4, 11.9, ③③, 8,11,Ｐチャオ, 64,杉原誠, 1.4, 66,   8,  -5,16,143.3,⑥⑦⑧, 8, 5,Ｎキャピシｰヌ, 54,デザｰ, 0.4, 67, -12,* 17,10, 28.9, ⑯⑯
