14年 5月 4日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 5月 4日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝2300m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1600m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵｱｼｽｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｇコウセイマユヒメ, 56,井上敏,, 59,  -5,*  7, 6, 11.6, ⑧⑧, 1,10,Ｂアンプラグド, 70,戸崎圭,, 72,  -1,*  9, 1,  1.7,⑩⑨⑦, 1, 3,Ａアンズチャン, 76,三浦皇,, 72,  -2,* 16, 2,  3.3, ⑮⑬, 1,10,Ａベストウォｰリア, 95,戸崎圭,, 84,  14,* 12, 1,  1.5, ⑧⑦
 2,16,Ｅホｰルドミｰタイト, 57,内田博, 0.0, 58,* -2,   3, 2,  5.6, ③③, 2,12,Ｇプレストウィック, 53,田中勝, 0.5, 65,*  0,  -4, 9, 46.2,③③③, 2, 1,Ｃリアルモｰド, 70,長岡禎, 0.2, 71,   1,* 11, 3, 10.0, ⑪⑪, 2, 6,Ｆサトノプリンシパル, 88,柴田善, 0.2, 82,* 17,   6, 6, 17.4, ①①
 3, 3,Ｄクインズアベハ, 58,戸崎圭, 0.5, 54,  -5,   4, 4,  9.4, ⑫⑨, 3, 9,Ｄトゥインクル, 58,川須栄, 0.6, 66,*  1,  -2, 5, 11.3,⑧⑥⑥, 3, 6,Ｂサノイチ, 71,戸崎圭, 0.5, 68,   2,   7, 1,  2.2, ⑨⑧, 3, 2,Ｃタｰルタン, 90,松岡正, 0.4, 83,  12,  10, 5, 15.6, ⑦⑧
 4,13,Ｈエドノプリンセス, 56,長岡禎, 0.7, 52,  -4,  -1, 7, 12.8, ⑥⑥, 4, 6,Ａロブロイクリス, 71,幸英明, 0.7, 67,  -2,*  4, 4,  8.9,⑨⑩⑩, 4, 9,Ｋプレシャスムｰン, 62,井上敏, 1.0, 64,  -4,* 11,15,272.7, ⑯⑯, 4,14,Ｇツクバコガネオｰ, 87,武士沢, 0.5, 81,  10,* 14,12,111.0, ⑯⑯
 5,15,Ｃマダムインパリ, 60,嘉藤貴, 0.9, 50,* -1,  -8, 5,  9.9, ①①, 5,11,Ｃゲンパチスカイ, 64,内田博, 0.8, 65,  -2,  -1, 2,  5.6,⑥⑧⑨, 5,11,Ｉレッツサッチャｰ, 64,松岡正, 1.0, 64,*  5,  -1, 7, 23.4, ④④, 5,11,Ｈナイトフッド, 87,田中勝, 0.5, 82,  11,  11, 9, 47.1, ⑮⑬
 6, 4,Ｂポルテシャンス, 60,丸田恭, 1.0, 48,  -5,  -2,10, 23.3, ⑦⑦, 6, 5,Ｋダイワゴッデス, 47,丸田恭, 0.8, 63,  -2,   2, 8, 38.4,⑪⑪⑪, 6, 8,Ｊサウススタｰマン, 63,熊沢重, 1.0, 66,*  7,  -4, 4, 11.6, ①①, 6, 4,Ｉキラウエア, 87,杉原誠, 0.7, 81,  10,* 12,16,319.3, ⑬⑮
 7, 5,Ｋシナモン, 49,松岡正, 1.1, 52,  -9,   4,12, 93.7, ⑬⑬, 7, 1,Ｆリスクオン, 57,三浦皇, 1.0, 61,*  2, -13, 3,  8.2,①①①, 7, 5,Ｈブリッツ, 64,田中勝, 1.4, 61,   4,  -4, 8, 28.9, ③③, 7,12,Ｊサンライズブレット, 87,藤岡康, 0.8, 80,* 15,   2,11, 55.5, ②②
 8,10,Ｆランデックハｰツ, 56,熊沢重, 1.2, 52,  -4,  -6, 8, 16.6, ⑤⑤, 8, 4,Ｈエスティリリｰ, 51,江田照, 1.2, 59,*  0, -11, 6, 16.2,⑤④④, 8,12,Ｏチｰフテン, 58,嘉藤貴, 1.4, 61,   0,   1,16,441.6, ⑭⑩, 8, 7,Ｄセイカプリコｰン, 89,川須栄, 0.8, 82,  14,   5,10, 50.0, ⑥⑥
