14年 2月 2日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 2月 2日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝1600m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,節分ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｈリアルモｰド, 57,長岡禎,, 69,*  3,*  1, 6, 15.3, ③③, 1, 4, マイネルガヴロシュ,,熊沢重,,,,, 1,  2.3,④②②, 1,12,Ｄビットアレグロ, 72,内田博,, 71,  -4,* 13, 7, 11.6, ⑫⑭, 1, 4,Ｆケイアイエレガント, 80,吉田豊,, 90,* -2,  19,10, 25.4, ①①
 2, 2,Ｆトルセドｰル, 59,田中勝, 0.3, 65,   0,*  1, 2,  4.4, ⑤⑤, 2, 7, ラッキｰバニラ,,浜野谷,203.1,,,, 4, 11.8,①①①, 2, 7,Ｇファイブタブレット, 71,ベリｰ, 0.0, 69,   1,   7, 3,  6.0, ③⑤, 2, 8,Ｈホｰカｰテンペスト, 80,ブノワ, 0.5, 85,  -6,  19, 8, 18.2, ⑬⑫
 3,10,Ａベニノラッキｰマン, 70,三浦皇, 0.6, 64,   0,  -1, 1,  2.2, ⑥⑥, 3, 8, リアルブラック,,林満明,204.6,,,, 7, 14.8,②④⑤, 3,10,Ｂトミケンプレミオ, 73,戸崎圭, 0.1, 68,*  2,   5, 4,  8.0, ④③, 3,13,Ｋアドマイヤドバイ, 78,池添謙, 0.5, 83,* -1,  12, 1,  2.9, ⑥④
 4, 8,Ｄサマｰラヴ, 62,江田照, 0.9, 60,  -3,   0, 9, 41.2, ⑪⑩, 4, 3, ヘリオスフィア,,草野太,204.8,,,, 5, 11.9,⑤⑤④, 4,11,Ｊパトロクロス, 67,田辺裕, 0.1, 68,  -2,  10, 5,  8.0, ⑪⑩, 4, 1,Ｄオｰルアズワン, 82,国分恭, 0.6, 82,  -3,  15,13, 41.1, ④⑤
 5, 5,Ｅファイアボｰル, 60,戸崎圭, 0.9, 59,  -4,   0, 3,  6.3, ⑩⑨, 5, 1, ビッグフォンテン,,横山義,205.4,,,,13,231.1,⑧⑧⑧, 5,15,Ｅシゲルアボカド, 72,北村宏, 0.3, 67,  -5,* 13,12, 42.4, ⑮⑮, 5, 7,Ｌタガノエンブレム, 77,北村友, 0.6, 90, -10,* 27, 4,  8.3, ⑮⑮
 6,15,Ｂワイルドジｰク, 66,北村宏, 1.1, 60,*  4, -10, 5, 13.1, ①①, 6,10, オリオンザアルファ,,鈴木慶,206.1,,,, 2,  4.0,⑦⑦⑦, 6, 9,Ｌザショットアロｰ, 65,木幡初, 0.4, 67,  -2,   7,14, 75.4, ⑨⑨, 6,11,Ａタｰフェル, 84,田辺裕, 0.7, 83,  -6,  18,12, 40.5, ⑫⑪
 7, 3,Ｇスパｰキｰドリｰム, 59,丸田恭, 1.3, 54,  -7,*  0, 7, 19.2, ⑫⑫, 7,14, ディｰプスノｰ,,江田勇,206.1,,,, 9, 84.9,③③③, 7,14,Ａシｰクレットアｰム, 74,大野拓, 0.4, 66,   0,   5, 2,  5.7, ⑥⑥, 7, 9,Ｊマイネルアダマス, 79,柴田大, 0.7, 82,* -1,   9,11, 29.3, ②②
 8, 4,Ｌヴィｰグジャンプ, 50,池添謙, 1.5, 56,  -1,  -7,13,233.9, ⑦⑧, 8, 6, カリスマアキラ,,金子光,207.1,,,, 8, 28.4,⑩⑨⑨, 8, 2,Ｉジャングルタｰザン, 68,蛯名正, 0.5, 66,  -4,  10, 6, 10.3, ⑭⑬, 8,15,Ｍダノンミル, 73,北村宏, 0.7, 84,  -7,* 21,15, 92.2, ⑭⑭
