14年12月13日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年12月13日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■10R  ダ1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北総ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃサウスリュウセイ, 52,ブノワ,, 58,  -1,* -5, 4,  9.1, ⑥⑦, 1, 8,Ｃポトマックリバｰ, 58,戸崎圭,, 62,  -5,* 17, 1,  2.2,⑭⑫⑨, 1,12,Ｂワイドエクセレント, 70,内田博,, 68,* -3,   7, 2,  3.3, ④③, 1,15,Ｃベルサリエｰレ, 86,後藤浩,, 88,* 17,   8, 5, 13.3,②①①
 2, 2,Ｂアウリン, 54,後藤浩, 0.2, 57,*  4, -12, 2,  3.4, ①①, 2,17,Ｂニシノハッスル, 60,北村宏, 0.3, 59,  -6,* 12, 2,  5.7,⑪⑪⑪, 2, 6,Ｆボウマンミル, 64,北村宏, 0.2, 66, -12,* 13, 4,  9.1, ⑬⑪, 2, 2,Ｅキｰプインタッチ, 84,北村宏, 0.3, 88,  16,   8, 2,  3.7,⑧⑥④
 3,14,Ｈカシノキングダム, 47,二本柳, 0.6, 52,  -4,  -8,10, 56.8, ⑧⑧, 3, 9,Ｌマイネルカレッツァ, 42,柴田大, 0.5, 55,* -2,   0, 7, 15.3,①①①, 3, 8,Ｊワイエムテイラｰ, 58,丸田恭, 0.5, 63,* -1,   1, 8, 33.7, ①①, 3,12,Ｆマイネルバウンス, 84,丹内祐, 0.4, 88,  12,* 14, 6, 20.3,⑫⑬⑩
 4, 9,Ｋトミケンキルカス, 41,三浦皇, 0.6, 51,  -3,  -9, 9, 35.0, ⑦⑥, 4, 7,Ｋニシノインシュアラ, 43,柴田善, 0.7, 53,* -3,   1,10, 56.6,③③④, 4, 7,Ｏスズカプリオｰル, 50,丸山元, 0.6, 63,  -6,   4,14,142.0, ⑥④, 4,14,Ｇアサクサポイント, 84,吉田豊, 0.6, 86,  12,* 13,12, 33.8,⑮⑭⑫
 5, 8,Ｉリッキｰファイト, 45,横山和, 0.7, 50,  -6,* -7,14,153.6, ⑩⑩, 5,12,Ｉストレンジクォｰク, 47,ブノワ, 0.8, 52,* -3,   0, 6, 11.4,④④⑤, 5, 3,Ａデュナトス, 73,松岡正, 0.6, 63,* -2,   1, 1,  2.4, ②②, 5, 6,Ｂミッキｰスマホ, 86,三浦皇, 0.9, 85,  15,   6, 3,  4.5,⑩⑧⑥
 6,13,Ｍブロンディジェニｰ, 40,武士沢, 0.8, 53,*  4, -16, 3,  8.4, ④④, 6,11,Ｎアミフジタイカン, 37,田中勝, 0.8, 53,  -6,   4,13,140.5,⑥⑧⑥, 6,13,Ｄモリトハリウッド, 66,吉田豊, 0.6, 62,  -8,   6, 5, 14.1, ⑨⑧, 6, 1,Ｉタナトス, 83,柴田善, 1.1, 82,  12,   9,11, 32.4,⑨⑫⑬
 7, 4,Ｅタケルラグｰン, 49,原田和, 0.9, 47, -10,* -5, 6, 23.0, ⑯⑯, 7, 5,Ｅテキスタイルアｰト, 56,柴山雄, 1.1, 49,  -6,   0, 4, 10.5,⑩⑨⑩, 7, 1,Ｈサビｰナクレスタ, 61,ブノワ, 0.9, 60, -10,   5, 6, 15.8, ⑩⑩, 7, 8,Ａマイネルクロップ, 87,柴田大, 1.2, 83,* 16,  -1, 1,  3.7,⑥④③
 8, 3,Ｆマニワプリンセス, 49,横山典, 1.4, 43,  -8, -11, 8, 28.9, ⑭⑪, 8, 2,Ｄプラトンイミシャン, 57,松岡正, 1.1, 52,  -7,   3, 8, 19.1,⑫⑬⑬, 8, 4,Ｇナルミチャン, 62,横山和, 1.0, 60, -12,   6,11, 71.3, ⑫⑫, 8, 7,Ｎアドマイヤジャコモ, 79,丸山元, 1.4, 82,  11,   7,15, 94.3,⑭⑮⑭
