14年 1月26日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 1月26日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西尾特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃアレット, 61,浜中俊,, 61,*  5,  -4, 1,  3.0, ②②, 1,13, ピンクピアリス,,黒岩悠,,,,, 1,  3.5,②①①, 1,10,Ａカラフルブラッサム, 83,武豊  ,, 78,   1,* 13, 1,  1.6,⑩⑥⑥, 1, 3,Ｈメイショウインロウ, 72,武豊  ,, 73,  11,  -4, 8, 22.2,⑤⑦⑦
 2, 9,Ｄチャｰマｰ, 60,ギュイ, 0.1, 60,   3,  -2, 3,  4.1, ④③, 2, 3, エｰシンホワイティ,,北沢伸,201.5,,,, 2,  3.8,③③③, 2,13,Ｄマイネアルナイル, 77,中井裕, 0.1, 78,  -1,* 14, 4, 10.7,⑬⑨⑧, 3, 9,Ｇダイナミックウオｰ, 72,福永祐, 0.0, 74,  11,  -4, 3,  5.7,⑧⑧⑧
 3, 2,Ａエキゾチックマタｰ, 68,武豊  , 0.4, 59,*  6,  -8, 2,  3.1, ①①, 3, 1, ニライジンク,,熊沢重,202.0,,,, 3,  5.5,①②②, 3, 7,Ｉレジｰナ, 68,松田大, 0.2, 75,   2,   6, 8, 41.4,④④④, 2, 5,Ｂタガノリバレンス, 77,酒井学, 0.1, 72,   8,* -2, 5, 10.8,⑪⑩⑩
 4,14,Ｎカシノスティｰヴ, 36,西田雄, 0.8, 54,   1,  -7,12,135.6, ⑤⑥, 4, 9, ウィッシングデュｰ,,横山義,202.3,,,, 5,  9.9,④④④, 4, 2,Ｇアニマトゥｰル, 71,岩田康, 0.3, 78,  -2,* 15, 6, 17.8,⑦⑩⑩, 4,16,Ｅシｰクレットベｰス, 74,柴山雄, 0.3, 69,   5,*  1,10, 55.0,⑯⑮⑮
 5, 5,Ｅクラウンシンホニｰ, 56,横山和, 0.9, 52,  -7,   0, 6, 19.7, ⑨⑨, 5,12, テイエムオペラドン,,中村将,203.6,,,, 4,  6.7,⑤⑤⑤, 5,11,Ｆリングネブラ, 71,丸山元, 0.4, 73,   1,   6, 9, 56.0,⑥⑤⑤, 5, 7,Ｆファｰゴ, 73,伊藤工, 0.3, 70,   8,  -4, 6, 15.3,⑩⑪⑪
 6, 4,Ｂシャイニングホｰプ, 61,福永祐, 1.2, 50,   0,  -9, 4, 10.0, ⑥⑤, 6,11, マイティｰアゲン,,上野翔,206.2,,,,11, 51.0,⑪⑧⑧, 6, 6,Ｅメイショウグレア, 75,福永祐, 0.5, 75,   0,   8, 3,  8.5,⑧⑧⑦, 6,10,Ｊクロイゼリンチャン, 67,勝浦正, 0.3, 72,  15, -15, 7, 18.4,③③③
 7, 1,Ｈニシノチャステティ, 51,中井裕, 1.3, 51, -19,*  8, 7, 21.4, ⑮⑮, 7,10, シャイニｰクラウン,,平沢健,206.4,,,,10, 36.6,⑧⑦⑦, 7,12,Ｊレッドカチュｰシャ, 66,浜中俊, 0.9, 66,   2,  -5, 5, 15.0,③③③, 7,11,Ｄアドマイヤライン, 75,岩田康, 0.3, 71,  14, -13, 2,  3.7,④④④
 8,13,Ｏマイカイ, 34,黛弘人, 1.3, 50,  -8,  -2,10, 72.7, ⑪⑩, 8, 4, ショウナンワヒネ,,難波剛,208.7,,,, 6, 18.6,⑥⑨⑩, 8, 1,Ｈカナルナニ, 69,勝浦正, 1.0, 71,  -4,   9, 7, 18.7,⑨⑫⑫, 8,14,Ｏカガタイキ, 56,幸英明, 0.6, 68,   8,  -8,12, 73.4,⑬⑬⑬
