14年 8月10日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 8月10日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝2900m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9, 4,Ｎソフォニスバ, 21,柴田未, 0.9, 39, -10,  -4,16,317.2, ⑰⑰,,,,,,,,,,,,, 9,17,Ｂトウケイアロｰ, 59,松山弘, 1.8, 54,* 11, -28, 4, 10.6,②②②, 9, 4,Ｇシルクバｰニッシュ, 72,和田竜, 1.3, 60,*  6, -14, 3,  3.7, ①①
10, 6,Ｃミッキｰシｰガル, 56,川田将, 0.9, 44,*  8, -22, 1,  2.7, ②②,,,,,,,,,,,,,10,15,Ｐライブリアヴニｰル, 44,小坂忠, 1.8, 55,   4, -11,18,324.1,⑬⑬⑬,10, 3,Ｈアグネスピンキｰ, 70,国分恭, 1.6, 56,   3, -15,11, 92.5, ③⑥
11,11,Ｍサイクルヒッタｰ, 29,岩崎翼, 0.9, 39,  -9,  -5,11,162.0, ⑭⑭,,,,,,,,,,,,,11,13,Ｑトウカイバランス, 27,和田竜, 2.0, 55,   3, -10,12, 92.4,⑯⑯⑪,11, 2,Ｂラインスピリット, 74,幸英明, 2.1, 49,*  5, -23, 1,  3.4, ②②
12,14,Ｈイチゴッチ, 40,小坂忠, 1.1, 38,  -2, -14,12,171.3, ⑩⑪,,,,,,,,,,,,,12, 3,Ｈアユメライトアップ, 54,鮫島良, 2.1, 54,   3, -13, 7, 15.6,⑮⑮⑰,,,,,,,,,,,,
13, 9,Ｑカシノトラダマシイ,  4,大下智, 1.3, 34,  -7, -12,17,358.6, ⑬⑬,,,,,,,,,,,,,13,14,Ｋプレシャスフェリス, 51,藤懸貴, 2.3, 50,   0, -11,16,229.0,⑰⑰⑫,,,,,,,,,,,,
14,17,Ｏエイシンアトラス, 20,酒井学, 1.3, 33,  -9, -10, 9, 77.4, ⑯⑯,,,,,,,,,,,,,14,10,Ｎカレンクリスティｰ, 44,藤岡佑, 3.5, 38,   3, -38,13, 94.7,⑨⑪⑯,,,,,,,,,,,,
15,12,Ｐトウケイワイルド, 17,川島信, 1.5, 32,  -9, -13,14,228.3, ⑮⑮,,,,,,,,,,,,,15, 2, メイショウフクジュ,---,田辺裕, 3.7, 39,  -5, -18,10, 66.1,⑱⑱⑱,,,,,,,,,,,,
16, 3,Ｋヴェリタスキング, 34,義英真, 2.1, 27,*  7, -36, 7, 24.3, ③⑤,,,,,,,,,,,,,16, 6,Ｏサトノブレゲ, 44,酒井学, 3.9, 36,   4, -43,17,238.4,⑧⑨⑧,,,,,,,,,,,,
17,13,Ｌクリノケンパイ, 29,藤懸貴, 2.1, 25,   1, -30,15,243.2, ⑥⑨,,,,,,,,,,,,,17,12,Ｊアドミッション, 51,岡田祥, 4.3, 34,   6, -53,11, 89.0,③⑥⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,11,Ｍスリｰスラッガｰ, 46,高倉稜, 5.9,  7,   6, -77,15,134.4,⑤⑤⑭,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:5),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:5),,,,,,,,,,,
"単勝:340円 複勝:02=140円 08=1,050円 05=180円 枠連:3,540円",,,,,,,,,,,,単勝:190円 複勝:05=110円 02=110円 枠連:0円,,,,,,,,,,,,単勝:550円 複勝:08=170円 05=160円 07=380円 枠連:770円,,,,,,,,,,,,"単勝:1,060円 複勝:11=270円 08=150円 09=230円 枠連:710円",,,,,,,,,,,
"馬連:9,970円 ワイド:02-08=2,770円 02-05=400円 05-08=2,730円",,,,,,,,,,,,馬連:200円 ワイド:02-05=110円 04-05=120円 02-04=130円,,,,,,,,,,,,"馬連:890円 ワイド:05-08=350円 07-08=1,360円 05-07=1,180円",,,,,,,,,,,,"馬連:1,910円 ワイド:08-11=720円 09-11=1,250円 08-09=460円",,,,,,,,,,,
"馬単:14,990円 3連複:13,160円 3連単:94,840円",,,,,,,,,,,,馬単:330円 3連複:150円 3連単:450円,,,,,,,,,,,,"馬単:1,900円 3連複:4,660円 3連単:21,570円",,,,,,,,,,,,"馬単:4,370円 3連複:3,790円 3連単:27,480円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝2000m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ小倉,,,,,,,,,,,,,,,,,,,,,,,,農林水産省賞典小倉記念 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃナリタモｰド, 67,幸英明,, 64,*  0,   1, 2,  4.8, ①①, 1, 6, ダノンメジャｰ,---,小牧太,, 61, -15,*  9, 1,  3.5,⑤⑤⑤, 1,11,Ｆキャニオンバレｰ, 70,川田将,, 76,*  7,*  7, 6, 16.4,①①①, 1, 9,Ｄサトノノブレス, 87,和田竜,, 92,  13,* 12, 3,  4.9,⑦⑤④
 2, 5,Ａニホンピロディｰル, 76,酒井学, 0.3, 59,  -3,   0, 1,  1.7, ③③, 2,12, サンデｰウィザｰド,---,武幸四, 0.3, 61, -16,*  8, 4,  8.6,⑧⑨⑧, 2, 5,Ｃエアマデレｰン, 73,松山弘, 0.9, 70,*  6,   0, 3,  9.7,⑪②②, 2,13,Ｂマｰティンボロ, 87,藤岡佑, 0.3, 89,  12,* 12, 6,  9.9,⑩⑨⑤
 3, 4,Ｄメイショウルナ, 64,川田将, 0.6, 55, -12,*  2, 3,  5.6, ⑧⑧, 3, 2, ブルロｰネ,---,和田竜, 0.3, 58,*-13,   3, 6, 11.1,④④④, 3, 9,Ａモズマッテタワ, 76,田辺裕, 1.0, 67,   3,   5, 4, 10.0,⑦⑨⑨, 3, 1,Ｆメイショウナルト, 84,田辺裕, 0.6, 84,* 16,  -3, 2,  4.3,①①①
 4, 1,Ｈヒロノスイｰト, 53,小坂忠, 0.7, 56,  -5,  -2,10, 94.9, ④④, 4,11, グランアルマダ,---,酒井学, 0.5, 53,*-13,  -1, 3,  4.3,③③③, 4, 2,Ｂトゥザレジェンド, 76,幸英明, 1.0, 70,   3,   4, 2,  4.0,⑭⑩⑧, 4,10,Ｃニュｰダイナスティ, 87,浜中俊, 0.7, 83,  12,   5, 4,  7.2,⑧⑦⑦
 5,14,Ｍデルマモナｰク, 45,松山弘, 0.8, 55,* -1,  -7, 8, 52.5, ②②, 5,13, ミッキｰハピネス,---,浜中俊, 0.5, 58, -17,*  9, 5, 10.1,⑨⑩⑨, 5, 4,Ｈトｰワフォｰエバｰ, 69,小牧太, 1.1, 71,   1,*  9, 9, 35.4,⑫⑮⑭, 5,11,Ｍロｰゼンケｰニッヒ, 74,武幸四, 1.2, 81,   9,   3, 9, 34.9,⑫⑫⑩
 6,10,Ｂシゲルオワリ, 67,田辺裕, 1.0, 52,  -6,  -4, 4, 10.4, ⑦⑦, 6, 8, ブルｰガｰディアン,---,藤岡佑, 0.6, 54, -16,   3, 9, 31.2,⑦⑧⑦, 6, 1,Ｇナムラキッス, 69,酒井学, 1.1, 67,   4,   3, 5, 12.7,④⑤⑤, 6,14,Ａラストインパクト, 91,川田将, 1.4, 75,  13,  -9, 1,  3.6,⑤④③
 7, 8,Ｇクリノマンボオｰ, 54,中井裕, 1.4, 47, -20,   0,11, 96.0, ⑪⑪, 7, 5, セイカフォルテシモ,---,幸英明, 0.9, 47,*-12, -10,12, 89.9,①①①, 7, 7,Ｄクリノアマダブラム, 72,国分恭, 1.1, 68,   3,   6, 8, 28.3,⑩⑬⑪, 7,12,Ｉダコｰル, 82,松山弘, 1.4, 78,   9,   1, 5,  9.4,⑬⑬⑧
 8, 7,Ｆウチノウマサイコｰ, 56,柴田未, 1.4, 48, -11,  -5, 9, 70.8, ⑨⑨, 8, 1, ヴァｰサトル,---,国分恭, 1.3, 46, -16,  -7,13,120.4,⑪⑥⑥, 8, 8,Ｅディオｰサシチｰ, 72,岩崎翼, 1.2, 67,*  5,  -1, 7, 25.9,③③③, 8, 2,Ｌマデイラ, 74,高倉稜, 1.5, 76,   9,  -1,11, 85.0,⑨⑩⑪
 9,11, ラッキｰハナチャン,---,藤懸貴, 1.6, 44, -24,*  1,12,112.2, ⑭⑬, 9, 3, アングルゴア,---,田中健, 1.6, 44, -19,  -5,11, 59.6,⑫⑪⑪, 9, 3,Ｊオｰルウェイズラブ, 64,川島信, 1.5, 67,   4,  -1,13,140.4,⑮⑧④, 9, 7,Ｇタガノグｰフォ, 84,小牧太, 1.6, 76,   8,   3, 7, 15.8,⑭⑭⑭
10,13,Ｊアプリカｰレ, 49,岩崎翼, 1.6, 44, -13,  -6, 5, 19.5, ⑩⑩,10, 4, ジェイポップ,---,田辺裕, 1.8, 42, -18,  -8, 7, 18.3,⑬⑫⑬,10,15,Ｌイイチョ, 63,松若風, 2.2, 60,   4,  -8,12,103.0,⑤⑥⑩,10, 8,Ｊボレアス, 81,国分恭, 1.8, 73,   9,  -5,12,140.1,⑪⑪⑬
11, 6,Ｅビバユニヴェｰル, 61,松若風, 1.7, 45,  -6, -11, 7, 39.2, ⑤⑤,11, 9, シゲルユキマツリ,---,義英真, 1.8, 42, -19,  -7,10, 50.9,⑩⑬⑫,11,10,Ｉレッドメイヴ, 67,浜中俊, 2.7, 58,   4, -12, 1,  2.0,⑥⑦⑦,11, 4,Ｎオｰトドラゴン, 71,畑端省, 2.3, 67,  12, -18,14,221.4,④⑥⑨
12, 3,Ｌハギノヘヴン, 47,和田竜, 2.4, 36, -24,  -6,14,172.4, ⑬⑭,12,10, リベルタンゴ,---,川田将, 2.0, 33,*-12, -24, 2,  3.9,②②②,12, 6,Ｍナムラユキヒメ, 62,高倉稜, 3.0, 57,   3, -11,14,142.8,⑬⑫⑬,12, 3,Ｅタムロスカイ, 84,酒井学, 2.3, 66,* 15, -25,10, 50.2,②②②
13,12,Ｉカリスマベガ, 52,義英真, 2.4, 36, -19, -10,13,138.2, ⑫⑫,13, 7, メイショウゲントク,---,松山弘, 3.0, 25, -16, -31, 8, 26.7,⑥⑦⑩,13,12,Ｎワンダｰテルヌｰラ, 59,義英真, 3.1, 54,   3, -13,10, 42.6,⑨⑪⑫,13, 5,Ｋミキノバンジョｰ, 80,幸英明, 2.4, 66,  13, -24, 8, 17.6,③③⑥
14, 9,Ｋバトルフェイス, 48,鮫島良, 2.5, 38,  -6, -19, 6, 23.8, ⑥⑥,,,,,,,,,,,,,14,14,Ｏカシノソラｰレ, 54,柴田未, 3.3, 53,   2, -12,15,231.6,⑧⑭⑮,14, 6,Ｈカネトシディオス, 84,中井裕, 2.7, 65,  12, -22,13,158.2,⑥⑧⑫
,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｋララエクレリゼ, 63,和田竜, 3.4, 52,*  5, -20,11, 84.6,②④⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:稍重(指数:5),,,,,,,,,,,
単勝:480円 複勝:02=120円 05=110円 04=140円 枠連:330円,,,,,,,,,,,,単勝:350円 複勝:06=160円 12=240円 02=250円 枠連:760円,,,,,,,,,,,,"単勝:1,640円 複勝:11=390円 05=230円 09=280円 枠連:700円",,,,,,,,,,,,単勝:490円 複勝:09=180円 13=280円 01=190円 枠連:400円,,,,,,,,,,,
馬連:340円 ワイド:02-05=170円 02-04=350円 04-05=230円,,,,,,,,,,,,"馬連:1,480円 ワイド:06-12=620円 02-06=620円 02-12=1,150円",,,,,,,,,,,,"馬連:5,810円 ワイド:05-11=1,520円 09-11=1,770円 05-09=1,150円",,,,,,,,,,,,"馬連:2,650円 ワイド:09-13=930円 01-09=570円 01-13=1,140円",,,,,,,,,,,
"馬単:860円 3連複:620円 3連単:3,190円",,,,,,,,,,,,"馬単:2,440円 3連複:4,440円 3連単:18,190円",,,,,,,,,,,,"馬単:14,320円 3連複:13,640円 3連単:105,620円",,,,,,,,,,,,"馬単:4,290円 3連複:4,650円 3連単:26,460円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  芝1200m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 9R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ小倉,,,,,,,,,,,,足立山特別,,,,,,,,,,,,指宿特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｃトリビュｰン, 64,和田竜,, 69,*  1,*  6, 1,  1.9,②②①, 1, 5, デイドリｰム,---,国分恭,, 63,* -2,* -1, 6,  8.3, ①①, 1, 2,Ａマトリックスコｰド, 75,幸英明,, 78,* -1,  10, 1,  2.4,②②②, 1, 6,Ｌエルフショット, 69,和田竜,, 77,   7,* 18,11, 38.6,⑨⑨⑦
 2, 9,Ａダイシンロイ, 68,川田将, 0.8, 64,  -1,*  3, 2,  4.4,⑩⑦⑥, 2, 9, ココロナルハ,---,小牧太, 0.4, 58, -13,*  4,10, 30.9, ⑧⑥, 2, 5,Ｃテイエムレンジャｰ, 71,和田竜, 0.2, 78,  -4,  12, 2,  3.1,⑦⑤⑤, 2, 2,Ｂエｰシンエポナ, 77,幸英明, 0.0, 77,   7,* 16, 3,  7.4,⑦⑥④
 3,15,Ｐスタｰトレイル, 16,川島信, 1.0, 63,  -3,*  4,14,159.4,⑯⑫⑨, 3, 8, フィｰルドスラッピ,---,武幸四, 0.9, 53,* -6,  -9, 8, 16.0, ②③, 3, 1,Ｆプリンセスアスク, 64,岩崎翼, 0.2, 74,*  1,   5, 4,  7.6,①①①, 3, 9,Ｉフォロｰハｰト, 73,川田将, 0.1, 75,*  9,  12, 1,  3.2,①①①
 4, 8,Ｂサンライズアルブル, 65,松若風, 1.2, 61,  -2,   1, 3,  9.5,⑧⑪⑧, 4, 7, ゲットミｰ,---,幸英明, 1.2, 48,  -7, -12, 5,  7.5, ⑤④, 4, 3,Ｄノアオｰカン, 69,小牧太, 0.4, 76,  -6,* 15, 6, 23.9,⑤⑧⑦, 4, 5,Ｅゼンノコリオリ, 76,武幸四, 0.5, 76,   4,* 18, 4,  8.4,⑬⑭⑩
 5, 3,Ｄシゲルヒタチ, 64,酒井学, 1.3, 59,  -1,  -2, 6, 16.9,③④⑦, 5, 1, マイティティｰ,---,田辺裕, 1.4, 45,  -8, -14, 1,  4.5, ④②, 5, 4,Ｂヴィルジニア, 72,川田将, 0.4, 74,  -2,   8, 3,  3.9,④④④, 5, 1,Ｆシャトｰウインド, 75,小坂忠, 0.6, 71,*  8,  10,12, 46.6,⑤③③
 6,13,Ｆアサカファルコン, 62,松山弘, 1.5, 59,*  1,  -6, 5, 11.0,⑤③②, 6,13, アイファｰハｰト,---,義英真, 1.5, 44, -18,  -5, 9, 22.6, ⑪⑩, 6, 6,Ｅディレットリｰチェ, 67,国分恭, 0.5, 72,  -2,   4, 5, 16.9,③③③, 6,13,Ｃマジカルツアｰ, 77,松若風, 1.0, 68,*  9,   5, 5,  9.0,②②②
 7, 4,Ｊワイエムポｰタｰ, 54,藤岡佑, 1.8, 56,   0,  -7,11, 92.0,⑬⑥③, 7,16, ミオイナンクル,---,和田竜, 1.9, 40,  -7, -20, 4,  7.0, ⑥⑧, 7, 8,Ｈプリンスダム, 62,松山弘, 0.7, 74,  -6,  12, 7, 51.7,⑧⑦⑥, 7,15,Ｐシゲルスタｰキング, 66,岡田祥, 1.0, 72,*  8,   6,15,135.3,⑧⑤⑥
 8, 6,Ｇメイショウライウン, 61,岩崎翼, 1.9, 55,   0,  -8,12,109.9,④⑤⑤, 8,10, ヒミノナデシコ,---,酒井学, 1.9, 39, -14, -14,12, 82.5, ⑦⑦, 8, 7,Ｇメイショウオオゼキ, 62,熊沢重, 1.1, 67,  -5,   3, 8, 59.9,⑥⑥⑧, 8,11,Ｏプリンシペアスｰル, 67,鮫島良, 1.1, 72,   6,   9,14, 89.8,⑩⑩⑧
 9, 1,Ｉフドｰシン, 58,熊沢重, 2.6, 54,  -3,  -9, 7, 29.7,⑨⑬⑬, 9, 6, ホｰリｰシュラウド,---,松山弘, 2.0, 38, -18, -12, 3,  5.9, ⑩⑨,,,,,,,,,,,,, 9,10,Ｇナムララオウ, 74,高倉稜, 1.4, 68,   4,  11, 7, 23.4,⑮⑮⑮
10, 2,Ｎペｰルヴィサｰジュ, 39,国分恭, 2.7, 49,  -2, -13,16,305.1,⑦⑨⑩,10, 3, ワキノビクトリｰ,---,岩崎翼, 2.2, 35, -18, -14,11, 58.1, ⑨⑪,,,,,,,,,,,,,10,14,Ｈティズトレメンダス, 73,田辺裕, 1.5, 63,   4,   8, 9, 24.3,⑭⑬⑭
11, 7,Ｅロｰドスパｰク, 62,田辺裕, 2.7, 48,  -3,  -9, 8, 31.7,⑪⑭⑭,11, 4, テイエムジャガｰ,---,佐久間, 2.2, 36, -27,  -5,16,154.6, ⑭⑭,,,,,,,,,,,,,11,12,Ｊタンスチョキン, 73,酒井学, 1.5, 65,   4,   8, 8, 23.9,⑫⑫⑪
12,10,Ｋサトノネビュラ, 49,小坂忠, 2.8, 49,  -3, -12,13,122.0,⑫⑩⑪,12,14, ブラウンゼファｰ,---,浜中俊, 2.4, 33,* -5, -28, 2,  5.2, ③⑤,,,,,,,,,,,,,12, 4,Ｄサトノアビリティ, 77,浜中俊, 1.6, 65,*  8,   1, 2,  3.6,③④⑤
13,14,Ｈニホンピログリｰン, 59,義英真, 3.1, 47,  -1, -17, 9, 36.1,⑥⑧⑫,13, 2, キラメキオトメ,---,松若風, 2.4, 32, -25, -10,13, 98.3, ⑬⑬,,,,,,,,,,,,,13,16,Ｎバイオレットアロｰ, 67,義英真, 1.7, 64,   7,   4,10, 35.9,⑪⑪⑬
14, 5,Ｍカシノシュウセイ, 41,小牧太, 4.4, 40,  -6, -20,10, 57.2,⑮⑯⑯,14,12, シゲルウチワマツリ,---,藤懸貴, 2.5, 31, -29,  -8,15,122.2, ⑮⑮,,,,,,,,,,,,,14, 3,Ｋハワイアンソルト, 70,小牧太, 1.9, 65,   2,  10,13, 51.3,⑯⑯⑯
15,16,Ｌメイショウオイワケ, 48,浜中俊, 5.1, 35,*  1, -38, 4, 10.6,①①④,15,11, ハタノシュヴァリエ,---,鮫島良, 2.5, 32, -36,*  0, 7, 12.8, ⑯⑯,,,,,,,,,,,,,15, 7,Ａメイショウソレイユ, 78,松山弘, 2.7, 57,   7,  -7, 6, 17.7,④⑦⑨
16,12,Ｏタイキジェダイト, 32,藤懸貴, 5.2, 34,  -6, -27,15,234.5,⑭⑮⑮,16,15, テイエムトナカイ,---,藤岡佑, 2.7, 28, -22, -17,14,117.0, ⑫⑫,,,,,,,,,,,,,16, 8,Ｍブラゾン, 68,岩崎翼, 3.0, 54,   7, -10,16,237.3,⑥⑧⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:53 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:重(指数:-7),,,,,,,,,,,
"単勝:190円 複勝:11=110円 09=140円 15=2,600円 枠連:370円",,,,,,,,,,,,"単勝:830円 複勝:05=400円 09=880円 08=600円 枠連:4,690円",,,,,,,,,,,,単勝:240円 複勝:02=110円 05=120円 01=150円 枠連:0円,,,,,,,,,,,,"単勝:3,860円 複勝:06=610円 02=250円 09=170円 枠連:2,370円",,,,,,,,,,,
