14年 7月 6日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 7月 6日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 7R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,立待岬特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃヤマカツエｰス, 49,藤田伸,, 51,  -9,* -2, 3,  5.5, ③③, 1, 5,Ｄイノセンテス, 61,小崎綾,, 62,  -2,*  8, 3,  5.6,④⑩⑧, 1, 1,Ｇトｰセンプリモ, 68,井上敏,, 71,   2,   6, 4,  7.0, ③③, 1, 9,Ｌスイｰトドｰナッツ, 58,ロｰウ,, 67,  -2,*  7,11, 46.6, ⑭⑫
 2, 9,Ａアポロノシンザン, 65,勝浦正, 0.2, 48, -10,* -3, 1,  1.8, ⑥⑥, 2, 7,Ａドラムメジャｰ, 63,三浦皇, 0.0, 61,   0,   4, 1,  2.4,⑧⑦⑥, 2, 3,Ａセイウンチカラ, 79,秋山真, 0.2, 69,*  5,   2, 1,  2.6, ①①, 2, 4,Ｎサンライズテナンゴ, 56,荻野琢, 0.2, 67,   5,  -2,15,130.5, ⑨⑧
 3, 5,Ｂハｰベストソング, 57,丹内祐, 0.3, 48,  -6,  -6, 2,  4.1, ④④, 3, 6,Ｊヘクタｰザグレｰト, 54,津村明, 0.0, 60,*  2,   0, 8, 23.3,⑪②②, 3,11,Ｃガッサンプレイ, 72,三浦皇, 0.3, 67,  -7,*  9, 2,  3.3, ⑧⑨, 3, 1,Ｄグレイングロｰス, 65,藤田伸, 0.2, 68,   9,  -7, 2,  4.3, ④④
 4, 1,Ｇゴｰルドエッグ, 33,木幡初, 0.4, 46,* -5, -10, 7, 24.0, ①①, 4, 3,Ｅヴェントアウレオ, 60,松田大, 0.0, 60,   0,   4, 5, 11.8,②⑥④, 4, 6,Ｄヒカルソラフネ, 71,横山和, 0.4, 67,   2,   3, 3,  6.0, ④④, 4,13,Ｉヘイハチスカイ, 61,丸山元, 0.3, 63,  -3,*  4,14,126.8, ⑮⑮
 5, 4, ワインシャワｰ,---,長岡禎, 0.8, 40,* -6, -14, 4, 11.1, ②②, 5, 1,Ｂゴッドエンペラｰ, 62,城戸義, 0.1, 60,  -1,   4, 2,  4.4,⑩⑧⑨, 5,12,Ｆトウカイチャｰム, 69,小崎綾, 0.5, 65,  -6,   6, 8, 25.9, ⑨⑩, 5, 2,Ｆエクスパｰシヴ, 63,村田一, 0.3, 64,   3,  -3, 8, 21.2, ⑩⑨
 6,10,Ｈルミノｰソ, 28,黛弘人, 0.9, 39, -13,  -9,10,113.0, ⑧⑨, 6,11,Ｉスプリングアップ, 56,勝浦正, 0.9, 54,   1,  -5, 4,  7.4,⑥⑤⑤, 6, 4,Ｂホワイトポピｰ, 72,柴山雄, 0.5, 67,*  5,   0, 5, 12.7, ②②, 6,10,Ｅマイネルルｰクス, 63,丹内祐, 0.4, 64,   6,  -6, 6, 15.3, ⑥⑤
 7, 3,Ｅツェッペリン, 40,吉田隼, 0.9, 39, -12,  -9, 6, 20.9, ⑦⑦, 7, 8,Ｇアカイツバサ, 58,中谷雄, 0.9, 54,   2,  -7, 9, 23.9,①③③, 7, 2,Ｅテイエムシシオｰ, 71,菱田裕, 0.5, 64,  -9,*  8, 6, 15.5, ⑩⑧, 7, 5,Ｇハギノソフィア, 62,吉田隼, 0.4, 63,   5,  -5,10, 38.2, ⑧⑦
 8, 7,Ｆシゲルオハシリサン, 40,秋山真, 0.9, 39, -10, -12, 8, 66.2, ⑤⑤, 8,10,Ｆセンノイギダｰ, 60,丸田恭, 1.3, 48,*  3, -13, 7, 21.0,⑨①①, 8, 8,Ｈロクイチスマイル, 67,城戸義, 0.5, 65,  -3,   4,10, 73.2, ⑦⑦, 8, 8,Ｍユキノラムセス, 57,木幡初, 0.5, 61,   1,  -3, 9, 25.4, ⑫⑬
