14年 6月29日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 6月29日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,清里特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｄハタノエンジェル, 61,柴田善,, 60,* -3,*  6, 2,  2.9, ②②, 1,10,Ｃミュゼミランダ, 58,木幡初,, 70,*  5,* -8, 3,  6.1, ②②, 1, 5,Ｄマリアライト, 71,蛯名正,, 79,  11,* -1, 1,  2.1,⑤⑦⑦, 1,15,Ｍアスコットシチｰ, 75,江田照,, 78,*  8,  11,12, 60.7, ①①
 2,10,Ａサウザンドオｰクス, 64,江田照, 0.2, 61,* -2,   3, 1,  2.9, ①①, 2, 2,Ｂナスタイザン, 65,大野拓, 0.1, 70,   2,* -4, 2,  3.9, ③③, 2, 4,Ｌフライングスキップ, 63,大野拓, 0.2, 76,  10,* -4, 2,  5.8,⑪⑧⑥, 2, 8,Ｂダンシングミッシｰ, 81,嘉藤貴, 0.3, 75,   4,  14, 3,  5.5, ③③
 3, 3,Ｃグランドエンジェル, 62,武士沢, 0.4, 59,  -5,*  7, 4, 10.0, ⑥⑦, 3,14,Ｎダノンフォｰミュラ, 42,杉原誠, 0.9, 62,   2, -15,13,222.4, ⑤⑤, 3, 1,Ｃパｰプルセイル, 72,石川裕, 0.4, 73,  10,  -7, 4,  9.9,⑦⑤⑤, 3, 4,Ａビッグリバティ, 84,石橋脩, 0.3, 76,   1,  18, 2,  3.7, ⑧⑦
 4, 8,Ｅビオレント, 61,大野拓, 0.5, 61,  -8,*  9, 3,  4.8, ⑪⑪, 4, 7,Ｊピエリｰナ, 48,石橋脩, 1.0, 61,  -1,  -9, 7, 29.4, ⑩⑩, 4, 3,Ｈブリリアントアスク, 67,武士沢, 0.4, 75,   9,* -4, 8, 22.5,⑫⑩⑧, 4, 7,Ｏプリサイスエｰス, 73,柴田善, 0.4, 75,   0,  18, 6, 13.6, ⑦⑧
 5,13,Ｂボビンレｰス, 62,蛯名正, 1.0, 54,  -6,   2, 5, 13.4, ⑨⑨, 5, 1,Ｈエンジェルフォｰス, 54,吉田豊, 1.1, 61,  -4,* -6,10, 48.7, ⑫⑫, 5, 2,Ｇラインカグラ, 69,木幡初, 0.7, 69,* 12, -14, 3,  8.7,④②②, 5, 5,Ｄモリトビャクミ, 78,吉田豊, 0.6, 74,   3,  13, 1,  3.7, ⑤⑤
 6,15,Ｉインパルスガｰル, 54,伴啓太, 1.0, 56,  -8,   5, 9, 30.3, ⑫⑫, 6, 5,Ａレッドレギオン, 69,柴田善, 1.7, 52,   1, -24, 1,  2.3, ⑧⑧, 6,11,Ｊダイワソフィｰ, 66,丸田恭, 0.8, 67,* 12, -15, 7, 22.1,②③③, 6,16,Ｅトップオブザヘヴン, 78,蛯名正, 0.8, 73,  -1,  16, 8, 16.0, ⑨⑩
 7,12,Ｆロｰズオヌットゥ, 58,丸田恭, 1.1, 54,* -2,  -2, 7, 24.6, ③③, 7, 8,Ｋアイリッシュギフト, 48,原田和, 1.7, 50,*  5, -33,12, 75.8, ①①, 7, 7,Ｂルナレディ, 74,西田雄, 0.8, 70,   7,  -5,11, 26.9,⑨⑪⑫, 7,13,Ｃツインキャンドル, 80,石川裕, 0.8, 72,*  6,   8, 4, 10.8, ②②
 8,11,Ｇダイオプサイド, 58,宮崎北, 1.3, 52,  -6,  -1,10, 60.6, ⑧⑧, 8,13,Ｄサンアンドムｰン, 58,石川裕, 1.9, 50,  -1, -22, 9, 33.0, ⑪⑪, 8, 6,Ｆアンスポｰクン, 69,吉田豊, 0.8, 72,   8,  -7,10, 26.4,⑧⑨⑪, 8,14,Ｇゴｰルウェイ, 77,武士沢, 0.9, 72,  -1,  15,16,180.0, ⑩⑨
