14年 5月 3日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 5月 3日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝2000m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,下鴨ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｂティｰエスハｰツ, 67,和田竜,, 66,   1,* 11, 2,  3.8,③④④, 1, 4,Ｂディライトフル, 63,武豊  ,, 69,  -4,*  6, 2,  5.5, ⑧⑦, 1, 8,Ｂベアトリッツ, 70,福永祐,, 78,   1,* 15, 3,  4.4, ⑦⑥, 1, 5,Ｅマデイラ, 78,浜中俊,, 79,*  8,   2, 6, 10.0,①①①
 2, 5,Ａセンタｰポイント, 68,浜中俊, 0.0, 67,*  2,* 10, 1,  2.2,④③③, 2,15,Ａハイベストバイオ, 70,酒井学, 0.1, 65,*  3,  -7, 1,  1.6, ③②, 2,10,Ｃラッキｰマンボ, 70,幸英明, 0.4, 71,*  6,  -1, 2,  3.5, ②②, 2, 6,Ｆリメインサイレント, 77,幸英明, 0.1, 80,*  8,   2, 5,  9.9,②②②
 3,10,Ｄゴｰワン, 64,川島信, 0.3, 64,  -1,* 12, 4, 10.8,⑦⑦⑦, 3,12,Ｊクリノフクロクジュ, 45,小牧太, 0.3, 67,  -8,* 11, 7, 43.4, ⑬⑫, 3, 3,Ｆマイネノンノ, 68,和田竜, 0.5, 72,   2,   5, 8, 25.8, ⑤⑤, 3, 4,Ｈトラストワン, 77,武豊  , 0.1, 81,   5,*  9, 8, 25.3,⑦⑨⑦
 4, 4,Ｅヴェントアウレオ, 63,ウィリ, 0.5, 61,*  3,   4, 5, 12.6,②②②, 4,14,Ｃキエレメムｰチョ, 58,ウィリ, 0.3, 65,*  2,  -7, 5, 10.9, ④④, 4, 4,Ｄサンマルホｰム, 69,太宰啓, 0.6, 74,  -6,* 20, 6, 19.1, ⑪⑪, 4,10,Ｉヒロノプリンス, 75,モッセ, 0.2, 79,   7,   4, 9, 29.8,③⑤⑥
 5,15,Ｇケルンウィナｰ, 59,福永祐, 0.6, 61,   0,   7, 3,  7.1,⑥⑥⑤, 5, 3,Ｅタイガｰクラウン, 53,小林徹, 0.4, 64,  -1,  -3, 3,  8.5, ⑥⑤, 5, 7,Ｊアウトシャイン, 55,松山弘, 0.7, 67,*  6,  -6, 9, 36.5, ①①, 5, 9,Ａサフランディライト, 84,和田竜, 0.2, 80,   7,   3, 4,  7.7,⑥⑥⑤
 6, 6, ディアブルｰダｰ,---,幸英明, 0.7, 62,  -1,   9, 6, 18.8,⑧⑨⑧, 6,10,Ｆパｰプルパルピナ, 48,義英真, 0.7, 60,  -7,*  2,12,160.8, ⑪⑪, 6, 2,Ａグラｰネ, 75,浜中俊, 0.7, 67,   4,  -1, 1,  3.1, ④④, 6, 1,Ｄダノンフェニックス, 79,ウィリ, 0.3, 79,   7,   2, 1,  2.8,④④③
 7, 7,Ｃオブシディアン, 64,藤岡佑, 0.7, 61,   1,   8, 8, 21.9,⑤⑤⑥, 7, 5,Ｏマッシヴロｰド, 37,川島信, 1.0, 60,  -6,  -2,15,288.9, ⑩⑨, 7, 5,Ｅプリンシペアスｰル, 69,ウィリ, 0.7, 70,  -4,  12, 5, 13.0, ⑩⑨, 7, 7,Ｂジェントルマン, 82,福永祐, 0.3, 78,   5,   5, 3,  6.9,⑧⑦⑧
 8, 8,Ｈジュｰンヴィエナ, 57,義英真, 1.3, 59,  -4,* 10,11, 68.1,⑮⑭⑭, 8, 9,Ｄピエナブラウニｰ, 54,松山弘, 1.2, 54,*  7, -30, 6, 32.1, ①①, 8, 6,Ｇダンツフォワｰド, 64,岩崎翼, 0.8, 68,  -1,   6, 7, 22.2, ⑧⑦, 8, 2,Ｃスミデロキャニオン, 82,川田将, 0.5, 76,*  8,  -2, 2,  3.8,⑤③④
