14年 1月13日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 1月13日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2000m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寿ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂマミｰテイラｰ, 62,森一馬,, 59,* -4,* -1, 4, 12.5,①①①, 1,11, シュンケイリ,,平沢健,,,,, 8, 58.9,①①①, 1,16,Ａハヤブサ, 75,国分恭,, 77,  11,*  5, 3,  7.2, ⑧⑧, 1, 7,Ｊアクションスタｰ, 79,北村友,, 85,   7,* 21, 8, 25.6,⑦⑦⑦
 2, 9,Ｄエリｰザベスト, 59,ルメｰ, 0.2, 56,  -7,*  3, 1,  1.8,⑨⑩⑧, 2, 1, テイエムドンマイ,,北沢伸,197.4,,,, 1,  2.0,⑩⑥⑥, 2,13,Ｅサトノユニコｰン, 70,小牧太, 0.2, 77,   8,*  7, 6,  8.5, ⑭⑪, 2, 9,Ｆウエスタンレベッカ, 82,高倉稜, 0.0, 82,*  9,  14, 9, 31.6,③③③
 3,14,Ｅトｰセンクラウド, 57,岩田康, 0.5, 56,* -5,  -5, 3,  8.1,⑧③③, 3, 9, ラインレグルス,,森一馬,197.4,,,, 2,  3.6,②②②, 3,12,Ｆワンダｰゴヴェルノ, 69,岩崎翼, 0.5, 74,  10,   2,14,123.0, ⑩⑫, 3, 3,Ｇマｰティンボロ, 82,川田将, 0.2, 84,   5,* 21, 4,  9.8,⑨⑩⑪
 4, 7,Ａグッドタイムロｰル, 64,藤岡佑, 0.9, 51,  -6,  -6, 2,  4.3,⑬⑦⑥, 4, 8, ノッティングボｰイ,,上野翔,198.6,,,, 4,  8.5,⑤③④, 4, 1,Ｂヒラボクダッシュ, 74,福永祐, 0.7, 73,  10,   1, 7,  9.8, ⑨⑩, 4, 1,Ｎオｰルアズワン, 76,国分恭, 0.2, 79,   8,  14,15,243.2,④⑤④
 5,11,Ｆツキミチャン, 56,川島信, 1.2, 53,  -8,  -3, 6, 15.2,⑪⑪⑪, 5, 7, アンジェロフォｰグ,,難波剛,199.0,,,,10, 80.9,⑨⑩⑩, 5,14,Ｄトランザムスタｰ, 71,ギュイ, 1.0, 70,  12,  -6, 2,  6.1, ⑦⑦, 5,10,Ａリメインサイレント, 84,ルメｰ, 0.3, 81,   5,  18, 3,  6.3,⑧⑧⑨
 6,13,Ｈクイｰンズシアタｰ, 54,浜中俊, 1.4, 51,  -7,  -6, 5, 13.2,⑦⑨⑩, 6,13, タマモダイナミック,,林満明,199.0,,,, 7, 30.7,⑥⑦⑦, 6, 2,Ｇサンクフルネス, 68,幸英明, 1.5, 66,   6,   0, 8, 16.1, ⑮⑬, 6,13,Ｈフロアクラフト, 80,ギュイ, 0.4, 78,   8,  12, 5, 10.5,⑥⑥⑥
 7, 4,Ｋメイショウバロｰダ, 45,北村友, 1.6, 50, -10,  -3,15,273.8,⑭⑮⑭, 7, 3, ミッキｰワｰルド,,熊沢重,199.4,,,, 5, 17.0,⑧⑤⑤, 7, 9,Ｉセフティオリビエト, 67,国分優, 1.9, 60,   0,   3,13, 42.9, ⑯⑯, 7,16,Ｌロｰドエアフォｰス, 78,福永祐, 0.4, 77,* 10,   5,13, 74.3,②②②
 8,15,Ｇアルプサロン, 55,太宰啓, 1.6, 51,* -5, -13,10, 83.7,⑫④④, 8, 5, テｰオｰゼウス,,黒岩悠,199.6,,,,13,215.2,⑦⑧⑧, 8,10,Ｊドンクｰガｰ, 67,岩田康, 1.9, 64,  14, -14, 9, 16.6, ⑤④, 8,12,Ｅダイシンブラック, 82,岩田康, 0.5, 77,* 10,   4,11, 45.7,①①①
