08年 5月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 5月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  芝2000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝2400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
 9, 9,Ｊカシノマルス, 48,木幡初, 1.6, 50,  -5,  -1,12,276.9,⑪⑪⑪, 9, 1,Ｋキョウエイライジン, 44,宮崎北, 0.7, 56,  -7,   9,12, 88.8,⑫⑪⑩, 9, 5,Ｍキングブライト, 44,嘉藤貴, 1.0, 72, -14,* 18,14,141.7, ⑬⑭, 9, 7,Ｂパイロット, 67,石橋脩, 0.9, 66,  -6,   5, 6, 16.6,⑤⑥⑥
10, 8,Ｇフォティディクタｰ, 53,北村友, 1.8, 48,  -2,  -9,10,140.4,⑤④②,10,12,Ｏダンスシェイカｰ, 34,田中健, 0.7, 54,  -6,   3, 9, 60.7,⑥⑦⑥,10,14,Ｅタムロブライアン, 69,石橋脩, 1.0, 62,* -6,  -1, 8, 25.0, ③⑤,10,10,Ｈタｰトルベイ, 62,芹沢純, 0.9, 66,  -8,   6,10, 22.9,⑧⑥⑥
11, 3,Ｈアスタｰヘイロｰ, 53,的場勇, 2.0, 49,  -2, -10, 9,119.9,③④⑨,11, 9,Ｊベガブラン, 52,菊沢隆, 1.0, 49,  -5,  -5,10, 63.2,④④④,11, 3,Ｎグレッグスリズム, 42,北村友, 1.0, 66,  -8,   5, 4, 12.9, ⑧⑧,11,11,Ｋナッシュビル, 58,三浦皇, 1.0, 62,  -6,   0, 9, 21.3,③③③
12,12,Ｉホクセツアイアン, 49,中舘英, 8.1,  2,* -1, -64, 7, 34.2,①①⑧,12, 3,Ｆダイシンオレンジ, 57,松田大, 1.2, 47,* -3, -13,11, 69.5,①①①,12, 4,Ｉテイエムウミナリ, 63,芹沢純, 1.1, 67, -11,  11, 6, 17.4, ⑩⑪,,,,,,,,,,,,
,,,,,,,,,,,,13, 8,Ｌレオシグナル, 42,大野拓, 1.3, 50,  -6,  -2,13,127.2,⑥⑩⑩,13,12,Ｊマンハッタンナイト, 62,菊沢隆, 1.5, 61, -11,   3,11, 67.5, ⑬⑫,,,,,,,,,,,,
,,,,,,,,,,,,14,15,Ｎキドニｰグリル, 37,丸田恭, 3.2, 33, -10, -17,14,139.7,⑨⑮⑮,14,11,Ｈグランプリカメ, 66,田中健, 1.7, 57, -10,  -3,13, 82.3, ⑧⑧,,,,,,,,,,,,
,,,,,,,,,,,,15, 2,Ｍトップキング, 38,佐藤聖, 3.3, 33,  -9, -22,15,248.3,⑭⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,
"単勝:1,300円 複勝:06=180円 07=2,270円 05=100円 枠連:2,240円",,,,,,,,,,,,"単勝:1,570円 複勝:13=370円 06=160円 07=150円 枠連:990円",,,,,,,,,,,,"単勝:340円 複勝:07=150円 06=860円 13=140円 枠連:4,520円",,,,,,,,,,,,"単勝:300円 複勝:03=150円 08=770円 05=170円 枠連:1,580円",,,,,,,,,,,
"馬連:62,300円 ワイド:06-07=11,630円 05-06=220円 05-07=3,130円",,,,,,,,,,,,"馬連:3,770円 ワイド:06-13=1,170円 07-13=1,120円 06-07=340円",,,,,,,,,,,,"馬連:6,280円 ワイド:06-07=1,690円 07-13=210円 06-13=1,760円",,,,,,,,,,,,"馬連:5,710円 ワイド:03-08=2,070円 03-05=300円 05-08=3,010円",,,,,,,,,,,
"馬単:112,790円 3連複:14,370円",,,,,,,,,,,,"馬単:9,790円 3連複:4,580円",,,,,,,,,,,,"馬単:11,110円 3連複:6,200円",,,,,,,,,,,,"馬単:10,380円 3連複:10,060円 3連単:64,370円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 8R  芝1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■11R  芝2000m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,赤倉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｄサマｰミッドナイト, 63,黛弘人,, 65,   1,*  1, 4,  7.2, ③③, 1, 9,Ｄビルトミｰアップ, 58,三浦皇,, 60,  -4,  -3, 1,  2.1, ④④, 1,12,Ｆケイティラブ, 62,松田大,, 80,*  9,   6, 8, 17.7,   , 1,14,Ｅホｰマンアラシ, 76,北村友,, 80,   5,* 19, 9, 16.9, ⑨⑨
 2, 6,Ｂドラゴンホｰラｰ, 66,大野拓, 0.1, 64,   1,*  0, 1,  3.1, ③⑥, 2,10,Ａスナｰクマイハｰト, 60,田中健, 0.0, 60,* -1,  -7, 2,  4.5, ①①, 2, 8,Ａトウカイファイン, 69,二本柳, 0.2, 74,  -6,* 13, 3,  6.0,   , 2,11,Ｏエルソルダｰド, 67,松田大, 0.1, 74,*  9,   6,11, 42.1, ③③
 3, 4,Ｃハイデフィニション, 65,中舘英, 0.3, 63,*  5,  -6, 3,  4.1, ①①, 3,12,Ｃロッキｰロｰレル, 58,千葉直, 0.2, 59,  -8,*  2, 7, 15.7, ⑫⑩, 3,10,Ｌファッシオドンナ, 58,田嶋翔, 0.3, 75,*  6,   3, 9, 20.3,   , 3,10,Ａエバンジェリスト, 80,二本柳, 0.1, 77,   4,* 21, 5, 10.7, ⑪⑫
 4, 5,Ａタニノジュレップ, 71,鮫島良, 1.0, 59,*  4,  -9, 2,  4.0, ②②, 4, 8,Ｅタキシｰドジャズ, 57,鮫島良, 0.2, 61,  -9,*  5, 8, 37.3, ⑫⑬, 4,15,Ｂディスパｰジョン, 68,宮崎北, 0.3, 74,   2,   6, 1,  3.8,   , 4, 4,Ｌストロングラリｰ, 72,木幡初, 0.1, 78,   4,* 19, 2,  4.5, ⑬⑫
 5,11,Ｅデルマアンタレス, 58,西田雄, 1.0, 53,  -5,  -2, 9, 42.7, ⑨⑨, 5,14,Ｆトライアルシチｰ, 55,木幡初, 0.5, 55,  -6,  -6, 3,  8.4, ⑥⑥, 5, 2,Ｃレイザｰバック, 66,中村将, 0.6, 70,   1,   3, 4,  7.8,   , 5, 6,Ｄマイネルファｰマ, 77,三浦皇, 0.2, 73,*  9,   5, 4,  7.9, ③③
 6, 2,Ｇショウグンリｰダｰ, 55,田嶋翔, 1.1, 53,  -2,  -7,11,107.0, ⑦⑦, 6, 5,Ｋロマンシエｰル, 45,草野太, 0.6, 53,* -1, -16,11, 75.0, ②②, 6,13,Ｄフィリアルドｰタｰ, 66,菊沢隆, 0.7, 68,   2,   0, 6, 15.8,   , 6, 7,Ｍシンボリユタカオｰ, 70,大野拓, 0.3, 77,   4,* 19,13, 53.3, ⑭⑮
 7,10,Ｊジｰガｰジョイフル, 19,丸田恭, 1.1, 51, -10,*  1,13,181.3, ⑫⑫, 7,11,Ｂスプリングルｰシｰ, 58,大野拓, 0.7, 53,  -6,  -9, 4,  9.5, ⑨⑨, 7, 1,Ｈライトグロｰリｰ, 60,北村友, 0.7, 68,  -7,*  7, 5, 10.2,   , 7,13,Ｉアミュレット, 73,千葉直, 0.4, 74,   7,  10,12, 51.9, ⑦⑦
 8, 9,Ｈセフティロングワン, 51,荻野琢, 1.3, 52,  -2,  -8, 8, 32.6, ⑦⑦, 8, 6,Ｊマスベルマン, 47,芹沢純, 0.9, 49,  -5, -14,12, 83.9, ⑥⑥, 8, 3,Ｇアサクサヴェｰル, 61,三浦皇, 1.0, 63,  -2,  -1, 7, 16.0,   , 8, 1,Ｈリミットブレｰカｰ, 74,石橋脩, 0.5, 73,   6,   9, 3,  5.9, ⑦⑦
 9, 8, ナスノアタック,---,三浦皇, 1.8, 49,   1, -15, 5, 10.1, ③③, 9,16,Ｈユｰセイゼット, 51,鷹野宏, 0.9, 49,  -3, -17, 6, 15.6, ③③, 9, 7,Ｋウルトラストｰン, 59,安藤光, 1.3, 58,  -6,  -3,12, 63.0,   , 9,16,Ｆブリュンヒルト, 76,鷹野宏, 0.6, 71,   8,   5, 6, 13.0, ⑤⑤
10, 7, ヒカルスパイラル,---,田辺裕, 1.8, 44,  -7,  -7,12,128.1, ⑩⑨,10,15, シシリｰ,---,松田大, 1.1, 48,  -9, -10,16,203.7, ⑨⑩,10,11,Ｅチェリｰフォレスト, 65,中舘英, 1.3, 60,*  7, -11, 2,  3.8,   ,10,12,Ｊマイネルテアトロン, 72,芹沢純, 0.6, 67,* 10,  -4, 7, 13.3, ②①
11,12,Ｆマイネテオリア, 56,的場勇, 2.2, 46,   1, -19, 7, 20.0, ③③,11, 3,Ｇホウライアラムシャ, 55,荻野琢, 1.3, 46, -12,  -7, 5, 10.9, ⑭⑭,11, 6,Ｊタケデンバトル, 59,千葉直, 1.5, 54, -11,  -1,15,134.4,   ,11, 8,Ｃクィｰンスプマンテ, 77,中舘英, 0.7, 72,   5,   9, 1,  4.3, ⑨⑨
12,13, ボイスオブゴッド,---,石橋脩, 3.5, 31,  -7, -22, 6, 15.0, ⑩⑪,12, 1,Ｌマリンスノｰ, 36,丸田恭, 2.0, 38,  -6, -28,15,171.4, ⑥⑥,12, 9,Ｎエｰシンスウォｰド, 51,鮫島良, 1.5, 55, -15,   2,14,106.6,   ,12, 9,Ｂグランドカラｰ, 78,菊沢隆, 0.9, 67,   8,   0, 8, 14.0, ⑤⑤
13, 1,Ｉスナｰクアイリス, 39,安藤光, 5.0,  9, -23, -20,10, 79.0, ⑬⑬,13,13,Ｉアニバｰサリｰ, 48,黛弘人, 2.0, 37,  -5, -31, 9, 41.1, ④④,13, 4,Ｉショウナンタイトル, 60,石橋脩, 1.7, 53,   1, -12,10, 22.7,   ,13, 2,Ｇスズカライアン, 76,的場勇, 1.3, 60,* 11, -15,10, 21.4, ①②
,,,,,,,,,,,,14, 4, ゼンノオリンピア,---,岩部純, 2.2, 36, -15, -16,13,168.7, ⑯⑮,14,14,Ｏエプソムバクシン, 38,黛弘人, 1.8, 50, -10,  -7,16,181.6,   ,14, 5,Ｎエｰピｰゴンタ, 69,佐藤聖, 1.4, 63,   4,   0,16,145.9, ⑪⑨
,,,,,,,,,,,,15, 7, エバｰサンサン,---,中舘英, 2.4, 34, -18, -13,10, 53.6, ⑮⑯,15, 5,Ｍリンダムｰン, 52,的場勇, 1.9, 48, -10,  -8,11, 59.9,   ,15, 3,Ｋエプソムアルテマ, 72,黛弘人, 1.6, 63,   2,   3,15,101.6, ⑭⑮
,,,,,,,,,,,,16, 2, ノヴェナ,---,北村友, 3.1, 27, -12, -35,14,169.0, ⑨⑫,16,16,Ｐブライティアクロス, 36,田中健, 2.3, 44,   2, -22,13, 87.0,   ,16,15,Ｐヤマニンスプラウト, 60,高橋智, 1.9, 58,   4,  -4,14, 87.0, ⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,
単勝:720円 複勝:14=190円 06=130円 04=150円 枠連:620円,,,,,,,,,,,,単勝:210円 複勝:09=110円 10=160円 12=320円 枠連:700円,,,,,,,,,,,,"単勝:1,770円 複勝:12=680円 08=270円 10=560円 枠連:1,130円",,,,,,,,,,,,"単勝:1,690円 複勝:14=570円 11=1,690円 10=320円 枠連:5,890円",,,,,,,,,,,
"馬連:1,340円 ワイド:06-14=440円 04-14=510円 04-06=230円",,,,,,,,,,,,"馬連:700円 ワイド:09-10=250円 09-12=720円 10-12=1,040円",,,,,,,,,,,,"馬連:5,450円 ワイド:08-12=1,680円 10-12=5,290円 08-10=2,710円",,,,,,,,,,,,"馬連:19,040円 ワイド:11-14=10,370円 10-14=3,190円 10-11=6,430円",,,,,,,,,,,
"馬単:2,990円 3連複:1,210円",,,,,,,,,,,,"馬単:1,110円 3連複:2,790円",,,,,,,,,,,,"馬単:16,140円 3連複:50,220円",,,,,,,,,,,,"馬単:84,740円 3連複:202,590円 3連単:1,022,830円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■12R  芝1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,米山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｊエｰシンサンスタｰ, 52,中村将,, 69,  -1,* 13, 2,  4.8,⑬⑫⑩, 1,13,Ｊブロｰオブサンダｰ, 65,三浦皇,, 74,*  6,* 11, 3,  6.3,②①①, 1, 8,Ｈネヴァシャトル, 68,石橋脩,, 71,*  9,   1,10, 20.1, ①①, 1,15,Ａダイワチャｰム, 73,中舘英,, 69,*  1,  10, 1,  2.0, ②①
 2,13,Ｅライトニングラン, 60,荻野琢, 0.0, 69,  -1,* 10, 7, 22.5,⑩⑨⑩, 2, 2,Ｉシャルロットノアル, 65,的場勇, 1.1, 68,   4,   6, 5,  7.5,④③②, 2,14,Ｆホトダｰ, 70,宮崎北, 0.3, 67,   5,   1, 3,  7.5, ⑤④, 2, 5,Ｃケイアイハイタイド, 69,大野拓, 0.3, 66,  -3,  10, 6, 10.9, ⑤⑤
 3,11,Ａベストグレイド, 69,中舘英, 0.3, 64,*  3,   1, 1,  2.0,②②②, 3, 9,Ｃデュｰクタイフｰン, 71,田辺裕, 1.1, 65,   3,   9, 8, 17.7,⑩⑥⑤, 3,12,Ａアグネスポライト, 78,中舘英, 0.5, 66,   6,  -1, 1,  3.4, ③②, 3, 2,Ｌシベリアンヒｰト, 60,木幡初, 0.3, 68,  -5,* 14,13, 69.9, ⑨⑨
 4, 6,Ｂスマｰトファントム, 67,北村友, 0.4, 63,   1,   4, 3,  5.2,⑧⑦④, 4, 1,Ｄプリティダンス, 68,鮫島良, 1.2, 69,   3,   8, 2,  6.2,⑥⑥⑤, 4, 7,Ｇドリｰムタイガｰ, 70,鷹野宏, 0.7, 62,  -5,*  8, 7, 15.8, ⑭⑭, 4,11,Ｅウインイｰジス, 68,石橋脩, 0.3, 68,  -5,* 14, 3,  8.5, ⑨⑨
 5,10,Ｌグラミスキャッスル, 48,三浦皇, 0.6, 63,   2,   0, 5, 16.4,⑤④③, 5, 7,Ａイノチノアカリ, 73,荻野琢, 1.5, 67,   2,   7, 1,  3.3,⑫⑩⑨, 5, 2,Ｄブラックシチｰ, 71,菊沢隆, 0.9, 63,   6,  -5, 9, 17.9, ③④, 5,12,Ｇロドリｰバニヤン, 66,丸田恭, 0.4, 68,  -6,* 16, 8, 24.7, ⑪⑨
 6, 2,Ｄリモｰネシチｰ, 63,宮崎北, 0.9, 59,*  4,  -5, 4, 11.8,①①①, 6,14,Ｂラインジュエル, 72,千葉直, 1.6, 66,   0,* 12, 4,  6.7,⑮⑭⑮, 6,11,Ｃエイワショウグン, 72,三浦皇, 1.1, 61,   5,  -6, 2,  4.5, ⑤④, 6, 6,Ｍデュヌラルテ, 57,鷹野宏, 0.5, 67,  -6,* 15,11, 40.9, ⑪⑫
 7, 1,Ｍトｰセンドラクロワ, 40,菊沢隆, 1.7, 56,  -1,  -4,11, 47.3,⑤⑪⑫, 7,11,Ｆツルミベレイザ, 67,中村将, 1.7, 65,   0,* 10,10, 58.3,⑭⑭⑫, 7, 5,Ｋアンジェラスキッス, 66,松田大, 1.2, 62,   1,  -3, 8, 16.3, ⑧⑧, 7,10,Ｂマイネルカｰロ, 71,的場勇, 0.7, 60,*  0,   3, 2,  8.3, ②②
 8, 7,Ｃパッセジャｰレ, 65,大野拓, 2.0, 54,   1, -11, 9, 29.5,⑧④⑥, 8, 3,Ｌギブミｰアチャンス, 64,菊沢隆, 2.0, 63,   2,   3,13,140.8,⑩⑩⑨, 8, 3,Ｅブラウンキャット, 70,北村友, 1.2, 59,  -1,   0, 6, 12.5, ⑫⑫, 8, 3,Ｉノｰブルストｰン, 64,北村友, 0.7, 62,  -3,   7, 5, 10.5, ⑥⑧
 9, 9,Ｋダイメイバｰド, 50,丸田恭, 2.8, 49,   0, -16,12,127.8,④⑦⑨, 9,10,Ｍエビスハルカ, 63,石橋脩, 2.0, 58,   4,  -1, 9, 50.1,⑧③②, 9, 4,Ｍシルクラズベリｰ, 62,黛弘人, 1.3, 56,  -5,*  2,14,172.5, ⑭⑭, 9, 8,Ｆコンバットシャトル, 68,田辺裕, 0.8, 60,*  0,   1, 7, 20.3, ②②
10,12,Ｈエｰシンハイテンス, 53,田中健, 5.4, 35,  -2, -32,13,191.0,⑫⑬⑬,10, 8,Ｇウメノカイウン, 65,大野拓, 2.5, 58,   3,  -3, 7, 12.0,④⑥⑧,10,15,Ｊマックスオネスティ, 67,鮫島良, 1.5, 57,   0,  -4,11, 22.2, ⑪⑨,10, 1,Ｊアトス, 64,二本柳, 1.1, 59, -10,  11,15,141.9, ⑬⑬
,,,,,,,,,,,,11, 5,Ｎクイックバレリｰナ, 63,松田大, 2.8, 61,   1,  -1,15,171.6,⑫⑬⑫,11, 6,Ｂテイエムヒスイ, 73,芹沢純, 1.6, 56,   1,  -6, 5, 10.3, ⑧⑨,11, 9,Ｋコパノオｰシャンズ, 62,芹沢純, 1.1, 58,  -2,   2, 9, 25.9, ⑥⑥
,,,,,,,,,,,,12,12,Ｅルビウス, 67,中舘英, 3.1, 52,*  5, -12, 6,  7.5,③②②,12,10,Ｉオンシジュｰム, 67,大野拓, 1.8, 54,  -1,  -5, 4,  8.4, ⑫⑫,12,14,Ｎセイリングシップ, 57,中村将, 1.3, 57, -12,  10,14,139.9, ⑭⑭
,,,,,,,,,,,,13,15,Ｋスモｰキｰクォｰツ, 65,宮崎北, 4.1, 45,   4, -19,11, 76.6,⑥③⑤,13, 9,Ｌゴｰルドエンジェル, 64,木幡初, 2.3, 49,   3, -14,12, 49.9, ⑦⑦,13, 4,Ｏプリマシア, 56,安藤光, 1.5, 55, -14,  11,12, 57.5, ⑮⑮
,,,,,,,,,,,,14, 4,Ｈジェイドヴィジョン, 65,丸田恭, 4.5, 45,   1, -18,14,146.7,⑧⑩⑫,14,13,Ｎクリノラブダンス, 54,荻野琢, 2.5, 50,*  7, -20,13, 89.6, ②②,14,13,Ｄワイルドオｰキッド, 68,三浦皇, 1.5, 52,  -3,  -4, 4, 10.4, ⑥⑥
,,,,,,,,,,,,15, 6,Ｏシャインジュエリｰ, 60,田中健, 6.0, 38,   3, -33,12,102.5,①⑥⑪,15, 1,Ｏアミスタｰデ, 43,土谷智, 4.0, 36,   2, -26,15,210.3, ⑧⑨,15, 7,Ｈファニｰストｰリｰ, 66,鮫島良, 1.7, 50,*  1, -11,10, 34.2, ①②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-2),,,,,,,,,,,
