08年 2月 4日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 2月 4日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9, 9,Ｋトキメキボストン, 45,石神深, 1.8, 52,* -1, -11,12, 64.2, ②②, 9, 7,Ｈリュｰク, 54,武豊  , 1.1, 56,  -1, -15, 5, 13.2,⑥⑥④, 9, 7,Ｈディアディアｰ, 59,木幡初, 1.6, 61,  -3,   2,13,126.9, ⑨⑨, 9,15,Ｆサクラオリオン, 82,柴山雄, 0.8, 85,  10,   8, 5,  9.8,⑩⑧⑩
10,14,Ｄリアルパラダイス, 57,横山典, 2.1, 50,  -6,  -9, 7, 16.5, ⑥⑦,10,15,Ｇラヴォランテ, 55,田中博, 1.2, 54,  -2, -14, 8, 22.7,⑫⑩⑧,10, 8,Ｄナムラハｰン, 67,石橋脩, 1.8, 58,  -3,   0, 3, 11.7, ⑨⑨,10,10,Ｉクラクエンスキｰ, 78,岩田康, 0.8, 87,   6,* 16, 4,  7.0,⑮⑯⑯
11,10,Ｌエプソムヒット, 42,柴山雄, 2.3, 48,  -7,  -8,14,159.5, ⑫⑩,11, 6,Ｎミュｰジカルボｰイ, 37,勝浦正, 1.4, 52,*  0, -24,13,103.0,①②②,11, 4, イｰグルウッド,---,後藤浩, 2.1, 57,  -7,   3,12, 92.4, ⑮⑬,11, 6,Ｋバトルハｰトオｰ, 78,御神本, 0.9, 83,  11,   2,16,115.3,④⑤⑥
12, 7, ショウナンハロｰ,---,吉田豊, 2.6, 47, -19,   1, 8, 32.4, ⑮⑭,12,12,Ｍシルクペガサス, 44,津村明, 1.5, 53,  -3, -15,10, 52.1,⑥⑩⑪,12,11,Ｂハンサムデイイヤツ, 68,勝浦正, 2.1, 59,  -4,   0, 6, 23.0, ⑪⑫,12, 7,Ｌサンキンバスタｰ, 77,田中剛, 1.3, 78,* 13,  -7,15,103.1,②②③
13,12,Ｃアクセプトアゲン, 64,津村明, 2.7, 45,  -3, -17, 3,  5.6, ⑥⑤,13, 5,Ｋレディｰチョウサン, 48,大野拓, 1.8, 51,  -5, -13,12, 97.1,⑬⑬⑮,13,12,Ｍスタｰダム, 54,小林淳, 2.5, 56,*  2, -13,16,244.6, ③③,13, 9,Ｎコスモテナシャス, 75,津村明, 2.0, 72,* 13, -15,13, 57.8,④④③
14,15,Ｎイチノホシ, 32,繁田健, 3.8, 36, -19, -10,15,165.8, ⑭⑭,14, 8,Ｊリュウグレイド, 49,田中勝, 2.2, 45,  -2, -29,14,108.9,⑤⑧⑦,14, 3, ミサトツヨシ,---,繁田健, 2.5, 57,  -9,   5,14,142.0, ⑪⑯,14,13,Ｃユｰスフルデイズ, 86,蛯名正, 2.3, 68,  10, -15,11, 35.9,⑬⑪⑩
15, 4,Ｇシトラスサン, 52,北村宏, 4.2, 33, -17, -14, 6, 16.4, ⑥⑬,,,,,,,,,,,,,15, 9,Ｊスパイオブラヴ, 57,柴山雄, 2.8, 52,   0, -13,11, 85.1, ⑤⑤,15, 3,Ｐホクレレ, 72,石橋脩, 2.6, 66,  11, -21,12, 50.3,⑥⑧⑦
,,,,,,,,,,,,,,,,,,,,,,,,16,15, ドリｰムハｰバｰ,---,佐藤聖, 3.4, 49,  -8,  -7,15,181.7, ⑮⑮,16, 5,Ｍサクラランサｰ, 76,江田照, 3.2, 58,* 14, -37, 9, 30.9,①①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:65 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:3),,,,,,,,,,,
"単勝:4,410円 複勝:13=970円 11=250円 01=150円 枠連:1,680円",,,,,,,,,,,,単勝:430円 複勝:01=160円 10=270円 03=150円 枠連:990円,,,,,,,,,,,,単勝:940円 複勝:16=230円 13=710円 14=110円 枠連:600円,,,,,,,,,,,,単勝:320円 複勝:04=140円 01=180円 16=400円 枠連:580円,,,,,,,,,,,
"馬連:14,050円 ワイド:11-13=4,430円 01-13=2,370円 01-11=560円",,,,,,,,,,,,"馬連:2,340円 ワイド:01-10=720円 01-03=350円 03-10=780円",,,,,,,,,,,,"馬連:21,920円 ワイド:13-16=3,450円 14-16=290円 13-14=1,250円",,,,,,,,,,,,"馬連:840円 ワイド:01-04=360円 04-16=1,490円 01-16=2,090円",,,,,,,,,,,
"馬単:35,140円 3連複:14,810円",,,,,,,,,,,,"馬単:3,550円 3連複:2,670円",,,,,,,,,,,,"馬単:46,550円 3連複:7,860円",,,,,,,,,,,,"馬単:1,470円 3連複:6,560円 3連単:24,600円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 5R  ダ1400m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  ダ1400m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,根岸ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｉヴァルドルフ, 55,石神深,, 64,  -2,*  4, 7, 14.3, ⑫⑧, 1, 3, ナムラテルテル,---,横山典,, 54,*-11,*  2, 2,  2.7, ②②, 1, 4,Ｇエルカミニｰト, 67,北村宏,, 74,   5,   8, 8, 22.6, ⑧⑧, 1, 4,Ｃワイルドワンダｰ, 94,岩田康,, 89,   9,* 18, 1,  2.5, ⑪⑧
 2, 4,Ｈラビットヒビキ, 56,木幡初, 0.6, 58,   0,  -5, 5, 13.7, ⑩⑤, 2,15, メイスンファｰスト,---,池添謙, 0.8, 48, -14,  -1, 6, 24.3, ⑥⑥, 2, 8,Ｆハタノワイズ, 67,戸崎圭, 0.0, 76,* 13,  -4, 6, 12.7, ②②, 2,16,Ｋタイセイアトム, 88,吉田豊, 0.2, 86,* 13,   8, 5, 13.4, ①①
 3,10,Ｄトライバルジャパン, 59,丹内祐, 0.6, 60,*  4, -10, 3,  4.9, ①①, 3,16, モエレロングラン,---,後藤浩, 0.8, 46, -13,  -3, 1,  2.7, ③③, 3, 1,Ａヤエノアカハチ, 76,蛯名正, 0.0, 74,   3,* 11, 1,  2.4, ⑫⑩, 3,14,Ｌアドマイヤスバル, 88,村田一, 0.3, 86,   5,* 17, 3,  8.7, ⑬⑬
 4, 2,Ｂアメリカンイｰグル, 61,田中勝, 0.7, 58,  -5,*  1, 1,  3.6, ⑪⑫, 4, 2, タツクｰル,---,松岡正, 0.9, 47,*-11,  -6, 5, 10.0, ①①, 4, 6,Ｏサニｰケｰティング, 59,松岡正, 0.1, 75,   7,   4,10, 40.3, ⑧⑥, 4, 6,Ｂトｰセンブライト, 94,柴田善, 0.3, 86,  11,  11, 6, 15.0, ⑤⑤
 5,16,Ｅヨンハキッス, 58,石橋脩, 1.4, 51,  -5,  -4,12, 59.4, ⑬⑫, 5, 7, アスニムカッテウテ,---,柴山雄, 1.0, 47, -21,*  6, 8, 49.5, ⑭⑫, 5, 9,Ｂリワｰドアルコン, 76,江田照, 0.3, 73,* 12,  -4, 5, 12.6, ③③, 5, 8,Ｊカフェオリンポス, 89,勝浦正, 0.4, 85,   8,  13,15,124.7, ⑪⑧
 6, 7,Ｎシラユキ, 42,吉田隼, 2.1, 46,  -5, -11,13, 75.9, ⑬⑫, 6, 1, セレクトキング,---,武士沢, 1.2, 46, -15,  -3, 7, 35.7, ⑧⑦, 6, 5,Ｅクリｰルパトラｰ, 69,武豊  , 0.5, 70,   7,   0, 4,  9.7, ⑥⑥, 6,15,Ｅメイショウバトラｰ, 91,武豊  , 0.5, 83,* 12,   7, 8, 18.4, ②②
 7, 6,Ｋリネンエｰス, 54,村田一, 2.3, 46,  -3, -16, 8, 16.2, ⑦⑧, 7,11, エムオｰワンダｰ,---,田中博, 1.9, 40, -14, -11, 3,  7.7, ③⑤, 7,10,Ｉゴｰルディｰロック, 65,田中剛, 0.6, 68,  -2,* 11, 7, 15.3, ⑯⑮, 7,12,Ｏノボトゥルｰ, 84,後藤浩, 0.7, 82,   7,  13,16,172.1, ⑮⑫
 8, 5,Ｃスパｰクルキング, 59,蛯名正, 2.3, 45,*  1, -22, 4,  8.5, ⑤③, 8,12, ニシノシズル,---,丹内祐, 2.0, 38, -16,  -8, 4,  7.9, ⑦⑨, 8, 7,Ｄマイニングゴｰルド, 75,柴田善, 0.8, 70,  11,  -6, 2,  5.2, ⑤④, 8, 5,Ｇトラストジュゲム, 90,池添謙, 0.7, 82,   7,  12, 9, 19.5, ⑮⑩
 9, 1,Ｐレアリゼ, 29,田中剛, 2.6, 43,   0, -23,15,116.9, ⑤⑤, 9, 5, ケｰジｰタイヨｰ,---,菊池憲, 2.6, 33, -19, -11,13,129.8, ⑫⑪, 9,14,Ｍベルモントガロップ, 61,吉田隼, 0.8, 67,  -1,*  9,14,121.3, ⑭⑮, 9, 7,Ａマイネルスケルツィ, 99,松岡正, 0.8, 81,  11,   6, 2,  5.8, ④③
10,15,Ｍスマｰトマインド, 52,柴山雄, 3.2, 38,  -3, -24,11, 47.7, ⑧⑧,10, 6, パピヨンレデイ,---,土谷智, 2.8, 33, -22,  -8,10,111.0, ⑬⑬,10, 2,Ｃトｰホウカラブラン, 76,横山典, 1.1, 64,   2,   2, 3,  6.5, ⑫⑬,10,11,Ｎレオエンペラｰ, 86,江田照, 0.9, 80,   9,   8, 7, 17.8, ⑤⑥
11,14,Ｌナイキウェルネス, 53,横山典, 3.6, 34,  -2, -29, 2,  4.2, ③⑦,11,13, ラバｰズトウショウ,---,伊藤直, 2.9, 31, -13, -21,11,112.4, ③③,11,12,Ｎサクラマテンロウ, 61,吉永護, 1.1, 65,   3,   1,15,148.7, ⑧⑩,11,13,Ｐシンボリグラン, 83,北村宏, 1.1, 79,   7,   8,11, 21.5, ⑬⑩
12,13,Ｊガイアマンイｰタｰ, 55,御神本, 4.2, 31,*  1, -38, 9, 24.3, ③③,12, 8, グッドアズゴｰルド,---,佐藤聖, 2.9, 32, -22,  -9,14,136.0, ⑪⑬,12,15,Ｊジョウノガｰベラ, 63,田中勝, 1.9, 59,   3,  -6, 9, 24.6, ⑧⑩,12, 2,Ｉエイシンロンバｰド, 89,横山典, 1.3, 76,  11,   1,12, 24.1, ②③
13, 9,Ａジャルダンドゥモネ, 64,松岡正, 4.5, 29,  -4, -33,10, 33.8, ⑧⑪,13,10, カイゼン,---,柴田未, 3.6, 26, -16, -22, 9, 78.9, ⑧⑨,13,16,Ｋマシｰン, 62,吉田豊, 2.1, 60,* 14, -22,12, 76.1, ①①,13, 1,Ｄリミットレスビッド, 93,蛯名正, 1.5, 75,   9,   2,10, 20.9, ⑧⑥
14, 8,Ｏスプリングアンリ, 41,田中博, 5.5, 10, -22, -21,14, 93.3, ⑮⑮,14, 4, リンドチャｰミング,---,大野拓, 4.0, 26, -35,  -2,15,144.1, ⑮⑮,14,11,Ｐロｰリエカルラ, 40,小林淳, 2.3, 57,   0,  -5,16,191.9, ⑭⑭,14,10,Ｆビッググラス, 90,戸崎圭, 1.9, 73,   5,   4,13, 46.8, ⑧⑬
,,,,,,,,,,,,15, 9, ゲゼルシャフト,---,小林淳, 4.3, 21, -16, -30,12,115.3, ⑧⑦,15,13,Ｌトウショウヒルズ, 61,武士沢, 3.3, 48,   4, -21,13,112.2, ⑥⑨,15, 9,Ｍシルヴァｰゼット, 87,御神本, 2.5, 68,   3,   1,14,124.4, ⑧⑮
,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｈストｰムシャドウ, 66,御神本, 4.7, 38,  10, -40,11, 70.8, ③④,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:92 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:不良(指数:-6),,,,,,,,,,,
"単勝:1,430円 複勝:11=350円 04=450円 10=230円 枠連:4,240円",,,,,,,,,,,,単勝:270円 複勝:03=120円 15=360円 16=130円 枠連:400円,,,,,,,,,,,,"単勝:2,260円 複勝:04=490円 08=430円 01=140円 枠連:3,770円",,,,,,,,,,,,単勝:250円 複勝:04=130円 16=410円 14=220円 枠連:910円,,,,,,,,,,,
"馬連:8,240円 ワイド:04-11=2,410円 10-11=1,070円 04-10=1,280円",,,,,,,,,,,,"馬連:2,650円 ワイド:03-15=960円 03-16=200円 15-16=750円",,,,,,,,,,,,"馬連:15,170円 ワイド:04-08=3,990円 01-04=1,170円 01-08=1,030円",,,,,,,,,,,,"馬連:2,400円 ワイド:04-16=1,020円 04-14=460円 14-16=1,500円",,,,,,,,,,,
"馬単:16,630円 3連複:18,740円",,,,,,,,,,,,"馬単:3,720円 3連複:1,990円",,,,,,,,,,,,"馬単:33,530円 3連複:15,360円",,,,,,,,,,,,"馬単:3,640円 3連複:4,930円 3連単:26,150円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  芝1400m 3 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝2400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  芝1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,箱根特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂメイショウグラナダ, 63,武豊  ,, 69,*  8,* -4, 1,  2.3, ①①, 1, 9, ステラフィッサ,---,吉田隼,, 58,  -4,* -6, 8, 14.7, ⑤⑥, 1,15,Ｌニシノコンドコソ, 78,村田一,, 95,  -1,* 27, 6, 13.1,⑬⑫⑩, 1,10,Ｄマルブツライト, 78,松岡正,, 86,  -1,* 16, 4,  7.0, ⑤⑤
 2, 9,Ｅアクトオンザタｰフ, 56,岩田康, 1.1, 62,*  7, -11, 3,  4.4, ③③, 2,11, ラズベリｰハｰツ,---,田中博, 0.1, 55,  -7,* -4, 2,  4.5, ⑧⑧, 2, 7,Ｋマイネルファヴｰル, 78,柴山雄, 0.1, 89,   1,  20,10, 21.7,⑦⑧⑤, 2,12,Ｏシルクメガヒット, 66,村田一, 0.3, 86,  -5,* 20,13, 84.8, ⑪⑩
 3,13,Ａトｰセンベルベット, 69,柴田善, 1.3, 60,*  7, -14, 2,  4.4, ③③, 3,13, マルタカインプレス,---,丹内祐, 0.3, 52,  -8,* -5, 1,  3.5, ⑨⑨, 3,12,Ｊマイネルグラナｰテ, 79,戸崎圭, 0.1, 88,   0,  19,13, 33.3,⑤⑤⑤, 3, 7,Ｉモエレフィｰルド, 71,吉永護, 0.3, 80,   3,   6, 6, 20.7, ③②
 4,11,Ｉボンジュｰルソノコ, 47,戸崎圭, 1.5, 59,*  8, -16,10,115.0, ②②, 4, 2, フジビヨリ,---,戸崎圭, 0.5, 52,* -1, -18, 3,  6.7, ②②, 4, 5,Ｂスズノオオゴン, 84,横山典, 0.2, 95,  -2,* 29, 3,  5.8,⑮⑫⑬, 4, 1,Ｅジェイケイセラヴィ, 78,横山典, 0.3, 80,*  5,   5, 3,  5.1, ①②
 5, 6,Ｄヴィクトリアルイゼ, 59,横山典, 1.6, 59,  -3,*  0, 4,  6.6, ⑥⑧, 5, 4, パロｰレ,---,御神本, 0.8, 51,* -1, -19, 5,  9.4, ⑤④, 5, 9,Ｃウイドｰハンタｰ, 84,武豊  , 0.2, 86,*  2,  15, 1,  4.9,②②②, 5, 8,Ｍクイックセイコｰ, 68,柴田善, 0.5, 81,  -2,  12,11, 69.3, ⑦⑥
 6, 1,Ｆトｰホウロサｰド, 54,江田照, 2.5, 52,  -1, -11, 6, 21.7, ⑧⑦, 6, 1, クリムゾンクエスト,---,村田一, 1.4, 43,*  0, -30, 6, 12.0, ①①, 6, 6,Ａダイワバゼラｰド, 85,北村宏, 0.2, 89,   1,  20,11, 25.1,⑦⑧⑧, 6,11,Ｐラドランファｰマ, 61,田中勝, 0.6, 81,  -6,* 15, 8, 28.2, ⑫⑩
 7, 7,Ｈポコアポコフォルテ, 51,津村明, 2.6, 53,  -4,  -5, 8, 38.9, ⑫⑩, 7,16, マイネルパラスト,---,蛯名正, 1.4, 41,  -9, -17, 7, 12.3, ⑪⑩, 7, 2,Ｆマイネルアンサｰ, 81,松岡正, 0.3, 90,  -1,  23,12, 31.6,⑩⑪⑩, 7, 4,Ｆニシノアンサｰ, 77,後藤浩, 0.6, 74,* 11,  -7, 7, 21.5, ②①
 8, 4,Ｍダイワチアフル, 33,武士沢, 2.6, 54,  -4,  -7,13,186.2, ⑩⑨, 8,12, フクリュｰ,---,北村宏, 1.6, 38, -16, -10,13, 88.2, ⑫⑫, 8, 1,Ｅライオングラス, 82,後藤浩, 0.3, 85,   1,  16, 7, 15.2,⑥⑤⑤, 8,13,Ｋキングオザｰ, 70,土谷智, 0.7, 78,  -2,   9,15, 98.2, ⑥⑥
 9, 5,Ｇレッドウッド, 53,御神本, 2.6, 52,   2, -15, 7, 27.6, ⑥⑤, 9, 8, ウメノキャロル,---,大野拓, 1.6, 40,* -1, -31,11, 65.7, ③③, 9, 4,Ｄトロフィｰディｰル, 82,繁田健, 0.4, 85,*  2,  14, 4,  7.5,③②②, 9, 9,Ｇヴィヴァチッシモ, 76,武豊  , 0.7, 80,  -6,  14, 1,  2.7, ⑩⑩
10,12,Ｊマイネノクタｰン, 40,吉田隼, 3.0, 50,   0, -15, 9,114.5, ⑤⑥,10, 6, サンデｰギャロップ,---,勝浦正, 1.7, 38, -11, -19, 9, 37.1, ⑨⑪,10,10,Ｇシンボリモｰガン, 81,津村明, 0.4, 91,   0,  21,16,103.5,⑩⑩⑩,10, 6,Ｈワイルドソニック, 75,田中博, 0.8, 74,   3,   1, 9, 34.4, ③④
11, 8,Ｋケンブリッジマｰチ, 38,石橋脩, 3.2, 47,  -5, -11,11,130.2, ⑩⑩,11,14, コスモパスカル,---,武士沢, 1.7, 40, -19,  -7,14, 99.0, ⑬⑬,11,11,Ｏフェスティヴナイト, 77,江田照, 0.5, 81,*  2,  11,14, 35.8,③④②,11, 2,Ａベルジュｰル, 83,柴山雄, 1.1, 71,   0,   3, 2,  4.3, ⑦⑥
12, 2,Ｃスズカエルマンボ, 63,後藤浩, 3.3, 46,  -5, -11, 5, 12.9, ⑨⑩,12, 5, トムアウトランダｰ,---,石神深, 1.8, 38,  -3, -31, 4,  6.9, ③④,12,13,Ｈウエイクアイランド, 79,柴田善, 0.5, 94,  -4,* 29, 8, 17.3,⑬⑮⑯,12,14,Ｌチアフルワｰルド, 69,戸崎圭, 1.2, 71,  -4,   5,10, 35.9, ⑦⑨
13,10,Ｌシャラムッフェン, 33,大野拓, 7.5, 20, -20, -24,12,151.4, ⑬⑬,13, 7, ロマンフィｰルズ,---,小林淳, 2.0, 36,  -4, -31,16,125.1, ⑤⑦,13, 3,Ｐアドマイヤゴルゴ, 72,岩田康, 0.7, 82,   0,  13, 9, 19.2,⑦⑦⑧,13,15,Ｎエプソムメサイア, 66,木幡初, 1.2, 75,  -8,  12,12, 81.7, ⑬⑬
,,,,,,,,,,,,14, 3, サマｰシルクロｰド,---,佐藤聖, 2.2, 35, -22, -10,10, 53.2, ⑮⑮,14,16,Ｍコスモオｰスティン, 78,勝浦正, 1.0, 76,*  3,   1, 2,  5.4,①①①,14, 5,Ｃキングオブロマネ, 79,吉田隼, 1.3, 74, -12,  14, 5, 16.8, ⑭⑭
,,,,,,,,,,,,15,10, アメジストシチｰ,---,繁田健, 2.7, 31, -21, -18,15,108.3, ⑭⑭,15, 8,Ｉウインボｰルド, 79,御神本, 1.4, 79,  -2,  12,15, 64.0,⑫⑫⑬,15, 3,Ｊイノセントワｰルド, 70,繁田健, 2.1, 63, -12,   4,14, 88.3, ⑭⑭
