08年12月20日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年12月20日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ2300m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,つわぶき賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｄファミッリア, 55,川田将,, 59,*  2,  -5, 1,  2.8,①①①, 1, 7,Ｄドリｰムブランチ, 56,津村明,, 61,* -5,   2, 5,  6.4, ④④, 1, 7,Ｅティズインパルス, 71,和田竜,, 74,*  9,*  0, 2,  5.6,②②②, 1, 6,Ｌメイショウアツヒメ, 56,ルメｰ,, 69,  -1,   2, 1,  3.2, ④④
 2,16,Ｌクオリティタイム, 41,飯田祐, 0.3, 60,  -7,*  9,10, 59.3,⑯⑮⑬, 2, 1,Ｃカネコメリッチ, 61,芹沢純, 0.0, 61,* -3,  -1, 2,  3.9, ①①, 2,16,Ａマチカネフクノカミ, 76,ルメｰ, 0.4, 70,   8,*  0, 3,  6.2,⑦⑤④, 2,14,Ｂダブルウェッジ, 67,四位洋, 0.2, 66,*  0,  -2, 2,  4.3, ③③
 3, 6,Ａマチカネナツノジン, 61,田中博, 0.3, 58,*  0,  -5, 4,  6.6,③③③, 3, 4,Ｂジャグラｰキング, 64,鮫島良, 0.3, 58,  -9,   2, 1,  3.9, ⑥⑥, 3, 8,Ｈテキサスイｰグル, 70,赤木高, 0.5, 70,*  9,  -3, 1,  4.1,③③⑤, 3, 5,Ａキュｰバンエイト, 71,赤木高, 0.2, 66,  -9,   7, 6, 14.3, ⑩⑩
 4, 1,Ｍテイエムリュウジン, 40,赤木高, 0.5, 55,  -4,*  1, 7, 34.5,⑪⑩⑩, 4, 9,Ｆシルキｰモモ, 52,大野拓, 0.6, 53, -13,   2,13,142.7, ⑨⑨, 4, 3,Ｄオッティマルｰチェ, 71,田中博, 0.6, 71,   8,  -2,10, 35.2,⑤④③, 4,11,Ｄノアウイニング, 64,田中健, 0.2, 66,*  2,  -3, 9, 34.8, ②②
 5, 3,Ｂカイテキゴｰゴｰ, 58,上村洋, 0.6, 58,   0,  -5, 3,  5.9,⑤⑤⑤, 5,10,Ａウィズインライアン, 68,田中健, 0.6, 53,* -2,  -9, 3,  5.0, ②②, 5,10,Ｆウォｰタｰボｰイズ, 71,中舘英, 0.8, 69,* 10,  -8, 4,  6.2,①①①, 5, 9,Ｆメイクデュｰス, 61,太宰啓, 0.2, 67,  -5,   3, 4,  7.3, ⑨⑨
 6,13,Ｆヤンキｰジｰタｰ, 52,丸田恭, 0.8, 54,  -4,  -2, 5,  7.3,⑩⑫⑫, 6,13,Ｇボスオブザリンド, 52,宮崎北, 0.8, 51, -11,  -3, 8, 24.8, ⑧⑧, 6,13,Ｃトップモンジュｰ, 72,吉田稔, 0.8, 72,   8,  -1, 6,  9.0,⑫⑨⑥, 6, 3,Ｋアンジュアイル, 56,上村洋, 0.3, 65, -12,*  8, 8, 17.9, ⑫⑫
 7,12,Ｋワシャモノタリン, 42,中村将, 0.9, 53,  -6,*  1, 9, 57.3,⑮⑬⑭, 7,12,Ｏサウンドデイジｰ, 38,草野太, 0.8, 52, -17,   3,14,189.3, ⑪⑪, 7,14,Ｌホッコｰランチャｰ, 64,田中克, 1.0, 68,   5,*  1,15,188.2,⑭⑭⑫, 7, 4,Ｍウィナｰズダンス, 53,郷原洋, 0.4, 63, -11,   5,13,124.7, ⑪⑪
 8, 2,Ｇエｰシンプシュモア, 51,的場勇, 1.1, 53,  -2,  -7,11, 61.4,⑨⑧⑨, 8, 3,Ｋトｰセンザメイデン, 47,的場勇, 0.9, 50, -20,*  4,11, 71.6, ⑬⑬, 8, 2,Ｍアドマイヤテキサス, 64,川田将, 1.2, 67,   7,  -2,11, 42.5,⑩⑩⑪, 8,13,Ｉリバｰサルブロｰ, 59,中村将, 0.4, 64, -14,* 10,12, 51.5, ⑬⑬
 9,11,Ｅカンファｰリｰド, 53,中舘英, 1.1, 50,*  1, -13, 2,  5.7,②②②, 9,11,Ｉロｰズオブゴッホ, 49,中舘英, 0.9, 50,* -3, -13, 4,  6.4, ③③, 9, 5,Ｂトウショウアラジン, 74,伊藤直, 1.2, 67,   6,  -3, 7, 12.1,⑪⑪⑩, 9, 8,Ｈイセノスバル, 60,芹沢純, 0.4, 63,  -3,  -2, 5,  9.0, ⑤⑤
10, 8,Ｉランドレビン, 44,芹沢純, 1.3, 51,  -4,  -6,14,119.3,⑬⑪⑪,10, 8,Ｍアｰトオブワｰルド, 45,郷原洋, 1.0, 48,  -9,  -7,12,130.7, ⑦⑦,10,15,Ｇエｰシンサンスタｰ, 70,中村将, 1.7, 64,   8, -11, 8, 16.5,⑧⑥⑦,10, 1,Ｅリキサンシンオｰ, 62,中舘英, 0.4, 64,  -5,   0, 3,  5.8, ⑦⑦
