08年11月15日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年11月15日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1600m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山中湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａエペデュｰ, 54,北村宏,, 64,*  0,* -2, 1,  1.8, ①①, 1, 9,Ｅタイフｰンルビｰ, 53,吉田豊,, 66,* 20, -26, 4,  7.0,①①①, 1,12,Ｂグッドチョイス, 73,吉田豊,, 75,*  2,* 10, 4, 12.0, ④③, 1, 9,Ｄマイネルファルケ, 82,松岡正,, 88,* 10,  10, 2,  3.5, ①①
 2, 3,Ｉリュシオル, 42,柴田善, 0.0, 65,*  0,* -1, 2,  4.8, ②②, 2, 6,Ｃハギノバロンドｰル, 57,後藤浩, 0.4, 64,  10,*-11, 3,  4.8,⑧⑧⑧, 2,10,Ｄヒロアンジェロ, 72,蛯名正, 0.0, 74,   1,* 12, 3,  7.9, ⑤⑤, 2, 8,Ｃテイエムアタック, 83,後藤浩, 0.4, 86,   4,* 16, 1,  3.5, ⑪⑩
 3, 6,Ｌスマｰトダズル, 39,江田照, 0.7, 59,*  0,  -7,14,253.6, ③③, 3, 4,Ｂレッドシャドウ, 63,田中勝, 0.6, 63,  10,*-13, 1,  2.9,⑦⑤⑦, 3, 5,Ｃカラベルラティｰナ, 73,松岡正, 0.4, 71,*  3,   5, 2,  4.3, ①①, 3, 6,Ａチョウカイファイト, 85,吉田隼, 0.5, 84,   1,* 17, 8, 21.0, ⑩⑪
 4, 2,Ｋセイカドルチェ, 42,柴山雄, 1.6, 52,  -2, -12,10, 45.7, ④④, 4,13,Ａブリッツェン, 64,吉田隼, 1.0, 57,  12, -23, 2,  3.5,⑤⑥⑤, 4, 9,Ａニコニコママ, 74,北村宏, 0.5, 70,   0,   9, 1,  1.9, ⑨⑧, 4, 1,Ｅライトグランデュア, 80,内田博, 0.6, 81,*  8,   4, 3,  5.5, ②②
 5,16,Ｃコスモハイスペック, 51,内田博, 1.7, 49,  -7,  -7, 5, 15.6, ⑬⑩, 5, 5,Ｊトドロキエンジェル, 48,柴山雄, 1.1, 58,   8, -14,13,210.8,⑪⑨⑨, 5, 6,Ｇペチカ, 68,横山典, 0.6, 68,*  3,   4, 5, 14.0, ②②, 5, 2,Ｉエアキリヤン, 76,田中勝, 0.8, 81,   6,   6, 9, 26.2, ⑤⑤
 6, 7,Ｂハニｰインチｰフ, 53,武士沢, 1.9, 48,  -7,  -9, 8, 32.7, ⑩⑨, 6, 1,Ｍナスノロビン, 42,勝浦正, 1.4, 55,  11, -25, 6, 13.7,⑥⑦⑥, 6, 7,Ｅオリヒメチャｰム, 71,柴田善, 0.7, 70,*  2,   5, 9, 52.7, ③④, 6, 3,Ｂキョウエイストｰム, 83,村田一, 0.8, 82,   6,   7, 6,  9.8, ④④
 7,14,Ｅスｰパｰオアシス, 49,勝浦正, 2.2, 45, -10,  -6,11,117.8, ⑮⑭, 7,14,Ｆコスモピグマン, 50,内田博, 1.5, 54,   3,*-13, 5, 12.5,⑭⑭⑭, 7, 4,Ｋオｰドリｰロｰズ, 66,嘉藤貴, 0.9, 69,  -2,* 10,15,248.5, ⑬⑫, 7,12,Ｆクリムゾンベガ, 80,柴田善, 0.9, 79,   6,   6, 4,  7.8, ⑧⑦
 8, 9,Ｆカルナチンタ, 47,松岡正, 2.4, 44,  -5, -16, 7, 31.5, ⑧⑥, 8, 2,Ｄサオリチャン, 53,武士沢, 1.7, 50,* 20, -50, 7, 23.0,②②②, 8, 8,Ｆラインジュエル, 71,佐藤聖, 1.2, 64,  -2,   6,10, 68.7, ⑪⑪, 8, 7,Ｇゴｰルドアグリ, 77,吉田豊, 1.1, 77,   4,   6, 5,  9.3, ⑦⑨
 9, 8,Ｍイルボッロ, 32,田中勝, 2.6, 42,  -9, -12,12,129.9, ⑫⑬, 9,12,Ｉダイワモｰスト, 48,蛯名正, 1.9, 49,   5, -22, 9, 72.5,⑩⑫⑫, 9, 2,Ｌリヒタｰ, 62,武士沢, 1.2, 67,  -4,* 10,12,133.7, ⑮⑮, 9,10,Ｈパパラチア, 77,北村宏, 1.2, 75,   4,   4,10, 66.9, ⑫⑧
10, 4,Ｇダノニｰ, 44,三浦皇, 2.6, 41,  -3, -21, 4, 12.9, ⑤⑤,10,10,Ｋトミケンコウテイ, 45,宮崎光, 2.1, 48,   6, -26,14,220.1,⑬⑬⑪,10,11,Ｊマイネフルｰレ, 66,柴山雄, 1.3, 67,  -2,   7, 6, 16.2, ⑫⑬,10, 4,Ｋスエズ, 72,三浦皇, 1.9, 69,   0,   0, 7, 20.1, ⑨⑫
11,13,Ｄポルタノｰヴァ, 49,後藤浩, 3.0, 39,  -4, -22, 3,  5.8, ⑥⑦,11,11,Ｌコスモグラビティ, 45,松岡正, 2.3, 45,  12, -43, 8, 35.5,④④④,11,15,Ｈソングバｰド, 67,鈴来直, 1.5, 66,  -1,   1, 7, 21.9, ⑩⑨,11, 5,Ｌヤナギムシ, 68,柴山雄, 2.0, 64,*  8, -16,11,117.6, ③③
12,11,Ｈシュウザンモモ, 43,横山典, 3.1, 37, -11, -14, 9, 40.0, ⑯⑮,12, 8,Ｇスイｰトメロン, 49,村田一, 2.6, 44,   5, -31,10, 99.4,⑫⑪⑬,12,13,Ｏテンジンミコオウヒ, 56,江田照, 1.6, 65,  -3,   6,13,148.9, ⑭⑭,12,11,Ｊアイアムドラマ, 72,横山典, 2.6, 57,   7, -22,12,159.4, ⑥⑥
13,12,Ｎサンワｰドヒミコ, 30,村田一, 3.3, 38,  -5, -23,16,411.6, ⑦⑧,13, 7,Ｈジェットプリティｰ, 49,北村宏, 3.9, 32,   6, -54,12,127.9,⑨⑩⑩,13, 3,Ｉハナムケ, 66,伊藤工, 1.8, 61,  -2,   0,14,207.1, ⑧⑩,,,,,,,,,,,,
