08年 7月 5日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 7月 5日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白河特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｃフサイチコウキ, 61,中谷雄,, 70,  -2,*  9, 2,  2.4, ④④, 1, 6,Ｉジャスミンロｰズ, 56,中舘英,, 70,*  6,   6, 5,  9.7,①①①, 1, 3,Ａレディハニｰ, 63,蛯名正,, 68,*  6,  -6, 1,  3.8,①①①, 1,13,Ｄアポロフェニックス, 76,柴田善,, 79,  -1,* 12, 2,  3.6, ⑥②
 2, 9,Ａトランスワｰプ, 70,後藤浩, 0.2, 67,  -2,*  7, 1,  2.3, ④④, 2,13,Ｂグロリアスメモリｰ, 65,内田博, 0.6, 67,   1,* 10, 2,  3.6,②②②, 2, 4,Ｂバンダムレクス, 61,内田博, 0.3, 67,   4,* -4, 2,  4.1,④④③, 2,14,Ｆサクラプログレス, 74,小島太, 0.1, 77,   0,* 11, 5, 19.0, ⑥②
 3,14,Ｆハイライト, 56,柴山雄, 1.5, 56,  -5,  -1, 6, 22.8, ⑥⑥, 3, 5,Ａソシアルチャｰム, 67,田中博, 1.3, 65,  -1,   5, 3,  5.4,⑧③③, 3, 8,Ｆドクタｰアマランス, 56,柴田善, 0.5, 66,   1,* -2, 4,  6.1,⑩⑥③, 3,16,Ｇノｰザンスタｰ, 72,柴山雄, 0.1, 77,  -6,* 16, 7, 26.4, ⑭⑩
 4, 4,Ｇマイネテオリア, 56,津村明, 1.5, 56,*  1,  -6,13, 90.3, ①①, 4,10,Ｋルｰトファイブ, 55,津村明, 1.5, 63,   1,   3, 6, 15.9,④③④, 4, 2,Ｃセイウンタナビク, 59,宮崎北, 0.5, 65,  -1,*  1, 6, 11.5,⑪⑨⑨, 4,12,Ｃトｰホウドルチェ, 78,吉田隼, 0.2, 76,   2,   7, 3,  6.3, ④②
 5, 8,Ｈヒシシャトル, 53,中舘英, 1.6, 55,*  1,  -7, 4, 14.3, ②②, 5, 4,Ｃドンダケｰ, 65,勝浦正, 1.6, 64,  -2,*  7, 1,  3.3,⑨⑨⑨, 5,15,Ｇミュｰジカルボｰイ, 55,小野次, 1.1, 59,*  5, -20, 3,  5.7,②②②, 5, 7,Ｍウインドストｰム, 64,中舘英, 0.5, 72,  -6,* 11, 9, 43.4, ⑭⑭
 6, 5,Ｊヨシモンドノスケ, 49,安藤光, 1.7, 53, -11,   2,11, 62.0, ⑪⑪, 6,12,Ｈミラクルクィｰン, 57,千葉直, 1.8, 61,  -3,   6,11, 69.5,⑨⑩⑨, 6,10,Ｅアドマイヤシック, 57,田中勝, 1.6, 54,   0, -14, 7, 15.2,⑧⑨⑩, 6,10,Ｂポｰトジェネラル, 78,内田博, 0.6, 71,  -3,   7,10, 51.8, ⑬⑬
 7, 3,Ｌカシノシンケン, 47,伊藤工, 1.8, 53,  -9,  -1, 8, 40.8, ⑧⑧, 7, 8,Ｆクインマキシマム, 59,吉田隼, 1.9, 61,  -1,   2,12, 90.8,⑤⑥⑦, 7, 9,Ｈトップオブオアフ, 54,吉田豊, 1.8, 52,  -3, -11, 9, 39.2,⑬⑭⑪, 7, 3,Ｅエアムｰトン, 76,後藤浩, 0.7, 70,  -1,   4, 6, 21.4, ⑪⑩
 8, 6,Ｅディゾンシチｰ, 57,小野次, 1.9, 51,  -6,  -4, 7, 35.1, ⑦⑦, 8, 1, シルクパルティｰタ,---,吉田豊, 2.0, 61,  -1,   2, 4,  6.1,⑥⑦⑤, 8, 7,Ｉシルクウォリアｰ, 52,津村明, 1.9, 51,   1, -22,10, 56.1,⑦⑥⑦, 8, 1,Ｈクラシカルウィｰク, 72,小野次, 0.8, 69,  -2,   3, 4, 14.3, ⑪⑩
 9,15,Ｂセレナジャスミン, 64,内田博, 1.9, 52,*  1, -10, 3, 13.1, ②②, 9,15,Ｇビｰマイドリｰム, 58,蛯名正, 2.4, 57,  -3,   1, 7, 23.8,⑫⑩⑪, 9, 6,Ｊホワイトカラｰ, 45,中舘英, 1.9, 51,  -5, -11,11, 68.0,⑬⑭⑪, 9, 8,Ｌキャプテンシラユリ, 65,小林淳, 1.1, 65,   1,  -4,14,112.0, ⑥⑥
