08年 3月16日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月16日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■10R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9, 7,Ｅラズベリｰハｰツ, 53,石橋脩, 1.7, 47,* -6,  -8, 4,  9.0,③③③, 9,17,Ｈアグネスアモｰレ, 53,松田大, 1.0, 54,  -3, -13, 3,  8.0,⑩⑨⑤, 9, 4,Ｈノボバンク, 64,田辺裕, 1.3, 57,  -3,  -1, 8, 65.8, ⑧⑦, 9,16,Ｊシャドウストリｰム, 64,上村洋, 0.7, 66,  -4,   2, 5, 13.5, ⑦⑦
10, 3,Ｇハｰリカ, 52,松田大, 1.9, 49,  -9,  -4, 3,  7.9,⑥⑩⑫,10, 9,Ｉエイデンダンス, 52,北村浩, 1.0, 53,  -3, -14,10, 45.6,⑭⑨⑤,10, 5,Ｌスズノライデン, 29,藤岡康, 1.7, 53, -27,* 10,12,417.0, ⑪⑪,10, 5,Ｑゼットファｰスト, 55,藤岡康, 0.7, 66, -10,   7,16,117.0, ⑬⑫
11, 6,Ｍウォｰタｰルフラン, 45,藤岡康, 2.0, 50,  -9,  -6,11, 41.0,⑥⑩⑧,11,18,Ｐマイネルスカイハイ, 34,丹内祐, 1.4, 50,  -8,* -7,15,293.0,⑰⑯⑮,11,12,Ｄダイシンチャンス, 68,赤木高, 1.7, 51, -26,* 11, 9,131.9, ⑪⑪,11, 9,Ｄトｰセンペガサス, 68,二本柳, 0.8, 66, -12,*  9, 4, 12.0, ⑮⑭
12, 4,Ｈセキサンキュｰト, 52,大下智, 2.1, 47, -11,  -4,13, 71.7,⑩⑬⑬,12, 2,Ｎマルタｰズマリｰ, 45,田辺裕, 1.5, 48,  -3, -21,16,296.2,⑩⑨⑩,12, 3,Ｅマルタｰズクラシカ, 68,的場勇, 1.8, 55,   0,  -8, 4, 14.1, ⑦⑧,12, 6,Ａランドマッハ, 71,赤木高, 1.1, 61, -14,   6, 9, 28.3, ⑮⑰
13, 1,Ｎメイショウナンシｰ, 44,浜中俊, 2.1, 44,  -8,  -9,12, 70.2,③⑥⑧,13,10,Ｊフェンリルファング, 51,安藤光, 1.8, 46,  -8, -13,13,122.9,⑫⑯⑯,,,,,,,,,,,,,13,14,Ｌケイエスショｰキ, 63,難波剛, 1.2, 59,  -7,  -2,15, 74.6, ⑨⑪
14,13,Ｏヤマカツアザミ, 39,赤木高, 2.8, 44, -13,  -2,15,271.4,⑭⑮⑮,14,12,Ｏグレイホｰク, 35,菊沢隆, 2.1, 42,  -1, -31, 7, 36.1,⑦⑦⑩,,,,,,,,,,,,,14, 7,Ｏマチカネコウバイ, 58,古川吉, 1.4, 56,*  2, -14,17,166.0, ③③
15,11,Ｐトｰアスピカ, 19,村田一, 3.1, 43, -13,  -7,14,266.1,⑮⑭⑭,15,16,Ｃカワキタフウジン, 60,太宰啓, 2.2, 43,  -1, -35, 5, 25.9,④④⑤,,,,,,,,,,,,,15,15,Ｐハギノエアロ, 56,太宰啓, 1.5, 56, -11,  -2,13, 44.8, ⑬⑯
,,,,,,,,,,,,16, 7,Ｍユキノハナカイドウ, 46,藤岡康, 2.8, 37,  -1, -44,14,138.1,④④⑧,,,,,,,,,,,,,16,13,Ｍエイワハヤブサ, 62,中舘英, 1.7, 53,  -8,  -7, 6, 14.9, ⑫⑫
,,,,,,,,,,,,17,11,Ｒヨモギガｰル, 25,村田一, 3.7, 31,  -6, -44,18,446.7,⑭⑮⑯,,,,,,,,,,,,,17,17,Ｋフロｰネ, 64,田中健, 2.4, 44,  -2, -23, 8, 28.0, ④⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,
"単勝:330円 複勝:08=130円 12=550円 15=160円 枠連:3,730円",,,,,,,,,,,,単勝:160円 複勝:04=110円 13=670円 01=490円 枠連:190円,,,,,,,,,,,,"単勝:140円 複勝:01=110円 11=1,560円 07=500円 枠連:2,720円",,,,,,,,,,,,"単勝:630円 複勝:11=230円 02=1,160円 04=220円 枠連:740円",,,,,,,,,,,
"馬連:4,290円 ワイド:08-12=1,240円 08-15=260円 12-15=1,510円",,,,,,,,,,,,"馬連:2,360円 ワイド:04-13=1,020円 01-04=650円 01-13=6,140円",,,,,,,,,,,,"馬連:4,930円 ワイド:01-11=1,850円 01-07=790円 07-11=15,420円",,,,,,,,,,,,"馬連:28,080円 ワイド:02-11=7,400円 04-11=930円 02-04=6,620円",,,,,,,,,,,
"馬単:6,440円 3連複:4,020円",,,,,,,,,,,,"馬単:3,210円 3連複:10,870円",,,,,,,,,,,,"馬単:5,970円 3連複:25,160円",,,,,,,,,,,,"馬単:44,280円 3連複:71,870円 3連単:408,400円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 5R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  芝2000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,名鉄杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｄテイエムデスカイ, 60,大下智,, 64,*  5,  -4, 6,  7.4, ②②, 1, 8,Ｂナムラフュｰチャｰ, 59,赤木高,, 73,*  3,* 16, 1,  2.6,①①①, 1,13,Ｄマルイチクエスト, 72,浜中俊,, 70,* 15, -20, 1,  4.3,①①①, 1, 6,Ｂヒカリシャトル, 78,中舘英,, 86,* 11,*  6, 1,  2.5,①①①
 2, 8,Ｌドルバコスタｰ, 32,上村洋, 0.0, 65,*  5,  -4, 4,  6.7, ①①, 2,11,Ｅキクノサリｰレ, 55,浜中俊, 1.0, 66,*  2,* 10, 4,  9.2,⑩②②, 2, 8,Ｏレジェンドプレイス, 52,佐藤聖, 0.0, 71,* 13, -13,12, 49.0,③②②, 2, 4,Ｉアメジストリング, 70,安藤光, 0.8, 79,   8,   1,11, 70.3,⑨⑤④
 3,14,Ａブランチブルック, 71,田島裕, 0.1, 62,  -4,   1, 1,  3.6, ⑤⑤, 3, 9,Ｃクリノコブオｰ, 57,古川吉, 2.1, 68,  -1,   8, 2,  3.6,⑩⑤⑤, 3, 1,Ｍマッキｰエルメス, 59,松田大, 0.2, 73,   7,* -1, 7, 23.9,⑩⑪⑩, 3,12,Ｅタニノディキディキ, 76,鮫島良, 1.0, 79,   4,*  9, 3,  4.9,⑭⑪⑧
 4, 4,Ｃチアズアブソｰブ, 65,浜中俊, 0.3, 59,   0,  -4, 3,  4.9, ③③, 4, 7,Ｄエｰシンペｰスワン, 56,中舘英, 2.3, 57,*  2,  -1, 3,  3.6,②②③, 4,15,Ｌピｰスメｰカｰ, 59,的場勇, 0.2, 71,  10,  -9,14, 94.2,⑦⑥⑤, 4,11,Ｈテイエムサッカｰ, 71,太宰啓, 1.1, 79,   4,*  6, 7, 26.5,⑬⑪⑫
 5, 7,Ｂライコウテンユウ, 65,中舘英, 0.6, 56,  -1,  -6, 2,  4.3, ③③, 5,12,Ｌタイキボナパルト, 32,石橋脩, 2.4, 57,  -1,   2, 6, 25.6,③④④, 5, 6,Ｃロｰレルナイト, 72,藤岡康, 0.3, 70,   9,  -7, 4,  5.1,⑧⑧⑤, 5, 5,Ｃダｰクフラッシュ, 77,石橋脩, 1.3, 75,   7,  -3, 6, 23.3,⑨⑩⑧
 6, 1,Ｇロｰランビゴラス, 50,丹内祐, 0.9, 52,  -9,  -3, 8, 33.6, ⑦⑦, 6, 3,Ａトｰワミラクル, 59,田中健, 2.5, 61,  -1,   4, 7, 28.5,⑦⑤⑤, 6, 4,Ａドレックセル, 72,安藤光, 0.5, 68,   7,  -6, 9, 27.4,⑪⑪⑩, 6,13,Ａドリｰムサンデｰ, 78,浜中俊, 1.5, 71,* 10, -11, 4,  9.1,⑥③③
 7,10,Ｆスウェプトワｰルド, 51,赤木高, 0.9, 51, -15,   1, 5,  7.4, ⑩⑧, 7, 1,Ｈタガノグランディス, 49,太宰啓, 3.0, 53,  -2,  -2,10,125.7,③⑤⑤, 7, 7,Ｆマイネコンテッサ, 71,中舘英, 0.5, 67,* 13, -20, 2,  4.6,④②③, 7, 8,Ｄロｰドアルファｰド, 76,熊沢重, 1.7, 70,   7, -10, 2,  4.0,⑦⑦④
 8, 3,Ｅハｰバｰブリッジ, 56,小原義, 1.1, 48, -23,*  3, 7, 15.9, ⑪⑪, 8, 2,Ｉウイニングコウイチ, 44,的場勇, 3.0, 57,  -4,   4, 8, 28.6,⑦⑨⑨, 8, 5,Ｇサムデイシュアｰ, 69,丹内祐, 0.6, 70,   5,*  0,13, 58.8,⑮⑮⑫, 8, 7,Ｌダイシングロウ, 69,上村洋, 1.8, 68,* 10, -17, 5, 14.0,②②②
 9, 2,Ｉハッピｰラッシュ, 44,鮫島良, 1.1, 49, -26,*  6, 9, 94.5, ⑫⑫, 9,10,Ｆマダトモウドッチ, 51,安藤光, 3.3, 53,  -1,  -3, 9, 40.5,⑤⑤⑧, 9,12,Ｂブルｰリッチ, 72,熊沢重, 0.6, 67,  11, -18, 6, 13.8,⑤⑤③, 9, 9,Ｋアタゴビッグマン, 70,村田一, 1.8, 68,   7, -12,12, 91.2,⑤⑦⑧
10,12,Ｈキングセンプｰ, 49,武英智, 1.2, 49, -12,  -4,12,182.5, ⑧⑧,10, 6,Ｇヤマタケソウル, 50,佐藤聖, 4.1, 45,  -5,  -5,11,182.7,⑤⑨⑨,10, 9,Ｅエイシンテンライ, 71,野元昭, 0.8, 66,   7, -11, 5, 10.0,⑬⑨⑨,10, 3,Ｇギルティストライク, 74,中村将, 1.8, 70,   4,  -4,10, 32.5,⑦⑪⑫
11,16, シゲルキｰボン,---,安藤光, 1.3, 49,  -6,  -9,10,158.0, ⑥⑤,11, 4,Ｋダンツファイナル, 41,熊沢重, 5.3, 41,  -5, -14, 5, 20.5,⑦⑪⑪,11, 2,Ｉフライングメリッサ, 62,上村洋, 1.0, 66,   6,  -8,10, 31.8,⑪⑭⑫,11,14,Ｍダノンヒｰロｰ, 65,松田大, 2.0, 69,   4,  -6,14,205.3,⑫⑪⑪
12,11,Ｎヨシハヤテ, 27,千葉直, 2.3, 36, -32,  -1,15,471.1, ⑬⑬,12, 5,Ｊトレンドストｰリｰ, 42,小原義, 5.7, 40, -14,  -2,12,231.5,⑫⑫⑫,12,11,Ｈメルシｰエイタイム, 69,千葉直, 1.2, 62,   4,  -9, 3,  4.8,⑯⑮⑮,12,10,Ｊクイックシュｰタｰ, 70,佐藤哲, 2.2, 64,   9, -18, 9, 31.0,③⑤④
13,15,Ｋデルマセレス, 35,宮崎北, 2.4, 37, -12, -15,11,178.6, ⑧⑩,,,,,,,,,,,,,13,10,Ｎリンガスベガ, 53,田辺裕, 1.3, 60,  10, -24,15,176.4,⑧⑥⑤,13, 1,Ｆタガノトゥｰリ, 75,赤木高, 3.2, 56,* 10, -35, 8, 26.6,③③④
14, 6,Ｊスワヤマパレｰド, 35,田中健, 3.3, 27, -35,  -8,13,257.3, ⑮⑮,,,,,,,,,,,,,14, 3,Ｊエスペランサワン, 62,石橋脩, 1.5, 60,   7, -19,11, 38.9,⑭⑬⑫,14, 2,Ｎアカワイン, 51,丹内祐, 3.9, 50,   7, -41,13,192.3,⑨⑦⑫
15, 5,Ｍテイエムハッピｰ, 29,中村将, 3.7, 23, -31, -13,14,341.1, ⑬⑬,,,,,,,,,,,,,15,14,Ｋテイエムウミナリ, 61,鮫島良, 3.5, 45,* 13, -61, 8, 25.9,②④⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｐツカサラッキｰ, 46,北村浩, 4.1, 41,   7, -58,16,374.9,⑤⑨⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-3),,,,,,,,,,,
単勝:740円 複勝:13=180円 08=210円 14=150円 枠連:370円,,,,,,,,,,,,単勝:260円 複勝:08=140円 11=200円 09=150円 枠連:600円,,,,,,,,,,,,単勝:430円 複勝:13=180円 08=900円 01=850円 枠連:560円,,,,,,,,,,,,"単勝:250円 複勝:06=130円 04=1,070円 12=180円 枠連:2,740円",,,,,,,,,,,
"馬連:2,180円 ワイド:08-13=840円 13-14=340円 08-14=690円",,,,,,,,,,,,"馬連:1,550円 ワイド:08-11=530円 08-09=210円 09-11=600円",,,,,,,,,,,,"馬連:10,450円 ワイド:08-13=3,020円 01-13=1,600円 01-08=10,860円",,,,,,,,,,,,"馬連:11,100円 ワイド:04-06=3,120円 06-12=380円 04-12=4,830円",,,,,,,,,,,
"馬単:4,900円 3連複:2,460円",,,,,,,,,,,,"馬単:2,720円 3連複:1,600円",,,,,,,,,,,,"馬単:12,180円 3連複:72,650円",,,,,,,,,,,,"馬単:15,180円 3連複:18,130円 3連単:105,950円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 9R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安城特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂレプラコｰン, 61,浜中俊,, 63,* -5,* 10, 1,  1.9,①①①, 1, 7,Ａトｰセンレジェンド, 73,宮崎北,, 72,   3,*  8, 1,  2.8,⑤④④, 1,10,Ｂゼンノモナルカ, 73,中舘英,, 74,*  6,*  9, 1,  2.4,②②②, 1, 2,Ａエテルノ, 75,上村洋,, 72,* 12, -14, 1,  2.7,④③③
 2, 3,Ｃマｰベラスウイル, 60,太宰啓, 0.4, 63,  -7,* 11, 3,  7.1,⑤④④, 2,13,Ｂフレアキャスケｰド, 72,藤岡康, 0.0, 74,*  5,   5, 2,  4.1,⑧①①, 2,11,Ｄタンゴノセック, 70,田中健, 0.3, 75,   4,*  9, 5, 21.6,⑥③③, 2,10,Ｅベルフリｰ, 70,佐藤哲, 0.1, 71,   7,* -3, 3,  5.3,⑫⑪⑨
 3, 4,Ｄミッキｰアデュｰ, 56,松田大, 0.7, 60,* -6,   6, 5, 20.6,②②②, 3, 4,Ｃキラメキパスワｰド, 71,鮫島良, 0.1, 73,   1,* 11,10, 46.4,⑫⑦⑤, 3,13,Ｍヒストリｰ, 42,藤岡康, 0.5, 74,*  7,   4, 7, 29.1,①①①, 3, 7,Ｂメジロマシュｰズ, 74,熊沢重, 0.2, 71,  11, -12, 4,  9.0,⑤⑥⑤
 4, 6,Ｅデルマレグルス, 52,飯田祐, 1.7, 55,  -8,   4, 8, 66.7,⑨⑧⑥, 4,11,Ｈリキアイコンドル, 64,太宰啓, 0.1, 70,*  4,   4, 5, 12.2,⑤②②, 4, 4,Ｅウォｰゲｰム, 70,上村洋, 0.7, 72,   4,   5, 2,  3.5,③③④, 4,13,Ｄニキティス, 71,鮫島良, 0.3, 69,* 12, -17, 5, 11.4,⑤③③
 5, 9,Ｆビｰマイドリｰム, 52,安藤光, 1.7, 54,  -9,   3, 7, 58.7,⑦⑧⑥, 5,12,Ｎマチカネアオイ, 48,二本柳, 0.6, 66,   3,   4, 3,  7.0,⑧④⑤, 5, 5,Ｈマルチヒット, 65,田辺裕, 0.8, 69,   3,* 10,11,170.8,⑥⑧⑥, 5, 6,Ｃダノンスイショウ, 72,中舘英, 0.5, 67,  10, -14, 2,  4.3,⑪⑨⑤
 6, 2,Ｇホｰクウィンザｰ, 51,赤木高, 1.8, 54, -10,   5, 4,  8.6,⑫⑩⑩, 6, 6,Ｇアンテヴォルテ, 67,赤木高, 0.8, 69,  -1,* 10, 6, 13.4,⑪⑩⑧, 6, 1,Ｉナリタベガ, 64,中村将, 0.9, 69,   3,   6, 6, 24.6,③⑤⑤, 6,12,Ｈダイワフォルゴｰレ, 68,丹内祐, 0.6, 65,  11, -20,11, 59.0,⑤⑤⑤
 7,10,Ａブラックストｰム, 64,中舘英, 2.1, 49,  -8,  -2, 2,  3.2,④⑤⑤, 7, 9,Ｆヤマニンノベリスト, 67,上村洋, 1.5, 65,  -2,   3, 9, 31.1,⑧⑩⑧, 7, 9,Ａゴｰルドジェネラル, 75,安藤光, 1.2, 68,   3,   5, 4,  6.1,⑤⑧⑨, 7, 4,Ｉダノンデインヒル, 67,青木芳, 0.8, 64,  10, -18, 6, 13.1,⑨⑨⑨
 8,11,Ｌトｰホウシデンカイ, 29,熊沢重, 2.2, 51,* -6,  -6, 6, 25.5,②②②, 8,14,Ｅポｰトムテキ, 68,古川吉, 1.6, 65,*  4,  -8, 4,  7.4,③②②, 8, 3,Ｇサミｰデザｰト, 69,鮫島良, 1.8, 64,   2,   2, 9, 76.4,⑬⑪⑪, 8,11,Ｇサウスグロｰリｰ, 68,菊沢隆, 0.9, 64,   4,* -9,13, 78.4,⑭⑬⑪
 9, 7,Ｈコスモニエ, 50,田中健, 2.5, 50,  -8,  -5, 9, 78.4,⑩⑥⑨, 9,15,Ｄエアルｰア, 70,加藤士, 2.1, 58,   3,  -9, 7, 14.0,②④⑤, 9, 8,Ｆサカイヤベンケイ, 70,赤木高, 1.9, 62,   3,   0, 8, 49.5,⑩⑧⑨, 9, 1,Ｍヒドゥンアジェンダ, 56,安藤光, 1.2, 61,   6, -17,14, 85.6,⑨⑫⑪
10, 5,Ｉヒビキマｰカｰ, 39,北村浩, 2.6, 53, -10,   3,12,222.4,⑩⑪⑪,10,10,Ｉバｰニングラブ, 61,的場勇, 2.1, 61,  -3,   1,12, 88.0,⑭⑬⑫,10, 6,Ｋライジングハｰト, 62,大下智, 1.9, 62,   3,  -2,10,139.6,⑩⑦⑥,10, 9,Ｋマイネルハイアップ, 60,石橋脩, 1.3, 59,  10, -27,12, 61.1,⑧⑦⑤
11, 1,Ｊサンサンサン, 36,丹内祐, 2.7, 45,  -9,  -6,10,148.4,⑦⑥⑥,11, 8,Ｋノｰザンシャトル, 58,中舘英, 2.3, 55,   1,  -7, 8, 22.1,③⑦⑧,11,12,Ｃアドミラビリス, 72,浜中俊, 2.1, 60,   4,  -4, 3,  4.8,⑥⑤⑥,11, 3,Ｎビュレットライナｰ, 55,的場勇, 1.4, 58,* 14, -37,10, 58.9,①①①
12, 8,Ｋカゼニノレ, 32,二本柳, 6.3, 22, -11, -31,11,199.7,⑥⑪⑫,12, 2,Ｊトｰホウマリン, 59,田中健, 2.3, 60,  -4,   0,13,127.7,⑭⑭⑫,12, 2,Ｊミスタｰショウ, 64,丹内祐, 2.7, 58,   0,  -1,12,176.4,⑩⑬⑬,12, 5,Ｆフラワｰタキシｰド, 68,村田一, 1.4, 58,* 14, -35, 7, 19.0,②②②
,,,,,,,,,,,,13, 5,Ｍエプソムキララ, 55,浜中俊, 2.3, 56,  -1,  -5,11, 51.5,⑤⑨⑪,13, 7,Ｌマコトタイセイ, 59,嘉藤貴, 2.7, 57,   1,  -5,13,261.7,⑥⑪⑪,13, 8,Ｌキｰプユアアイズ, 58,浜中俊, 2.1, 52,   1, -20, 9, 46.1,⑬⑭⑭
,,,,,,,,,,,,14, 3,Ｏプレシャスライフ, 25,丹内祐, 2.5, 56,  -4,   0,14,130.6,⑫⑭⑭,,,,,,,,,,,,,14,14,Ｊコアレスウィｰク, 67,赤木高, 2.6, 48,  10, -45, 8, 21.9,③⑦⑪
,,,,,,,,,,,,15, 1,Ｌワンダｰシアｰ, 58,野元昭, 5.2, 38,  -3, -26,15,218.9,①⑫⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
