08年11月 8日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年11月 8日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 4R  ダ1150m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 7, 8, カプリシャス,---,千葉直, 1.6, 36, -20,*-10, 9, 40.5, ⑪⑩, 7, 4,Ｎウィンドチャイム, 55,西田雄, 0.9, 63,   3,   2,12, 85.8,⑨⑩⑧, 7, 1,Ｄハピネスフォｰユｰ, 68,木幡初, 2.1, 56,  -7,   5, 2,  2.5,⑤④⑤, 7, 8,Ｉオドゥｰルゲラン, 74,中村将, 0.5, 74,  11,   0,10, 40.2,⑪⑨⑧
 8,14, チャンピオンラブ,---,的場勇, 1.8, 33,*  2, -35, 6, 13.2, ①①, 8,12,Ｍアｰスファイヤｰ, 59,芹沢純, 0.9, 64,*  6,  -3,11, 84.5,③③③, 8, 2,Ｉショウナンタクミ, 49,赤木高, 2.2, 58, -12,  12, 7,121.6,⑧⑨⑨, 8, 2,Ｈテイエムサッカｰ, 75,藤岡康, 0.5, 73,  11,  -1,11, 45.9,⑨⑨⑩
 9,11, ジュテミルフｰ,---,宮崎北, 2.0, 31, -20, -15,14,138.4, ⑪⑫, 9, 1,Ｅマキハタセンシブル, 68,高山太, 1.1, 65,   1,*  7, 8, 20.0,⑬⑮⑭, 9, 3,Ｇリゾｰトシチｰ, 57,嘉藤貴, 2.7, 54,  -9,   3, 8,127.4,⑦⑦⑦, 9,13,Ｋドレックセル, 69,安藤光, 1.0, 68,* 15, -17, 9, 34.1,⑥②②
10, 6, アンジェルｰジュ,---,丸田恭, 2.5, 24, -28, -14, 8, 26.1, ⑮⑯,10, 2,Ｇエルブランコ, 68,千葉直, 1.2, 61,   1,   2, 9, 33.6,⑭⑫⑪,,,,,,,,,,,,,10,12,Ｍネヴァｰトルネｰド, 65,赤木高, 1.6, 65,  11, -13,12, 55.7,⑩⑪⑫
11, 2, コスモジャック,---,津村明, 2.5, 26, -19, -23,15,150.4, ⑩⑩,11, 3,Ｋエアルｰア, 63,北村友, 1.2, 62,   2,   4,10, 49.8,⑪⑬⑬,,,,,,,,,,,,,11, 1,Ｊトｰセンジョｰカｰ, 70,田中博, 1.8, 64,  10, -13, 5,  8.8,⑫⑬⑫
12, 4, ザッツライト,---,田辺裕, 2.5, 24, -29, -14,13,120.0, ⑮⑮,12, 5,Ｈティンバｰルｰカン, 67,赤木高, 1.2, 60,   5,  -5, 7, 18.8,④④⑥,,,,,,,,,,,,,12,11,Ａエテルノ, 80,中舘英, 3.5, 55,* 15, -52, 3,  5.9,②②④
13,15, テンシノリｰダｰ,---,中村将, 2.7, 23, -23, -21,16,205.5, ⑬⑬,13, 9,Ｊニシノマニッシュ, 65,丸田恭, 1.5, 60,   4,  -5,13, 91.8,⑦⑧⑧,,,,,,,,,,,,,13, 9,Ｌユｰガットテｰスト, 68,津村明, 4.1, 52,  13, -53,13, 60.1,②⑥⑪
14,16, セカンドフラッシュ,---,石橋脩, 2.9, 21, -15, -32, 5,  9.8, ⑦⑧,14, 6,Ｌリカオｰナイン, 62,的場勇, 1.7, 59,   2,  -4,14,198.1,⑫⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,
15,10, アドバンスロマン,---,中舘英, 4.1,  6, -22, -41, 7, 14.8, ⑬⑬,15, 7,Ｏオレンジスｰツ, 30,草野太, 4.0, 43,   1, -21,15,327.3,⑭⑬⑮,,,,,,,,,,,,,,,,,,,,,,,,
16, 9, キクノアッシャ,---,熊沢重, 4.3,  3,*  2, -67, 3,  5.7, ②②,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
