08年 8月16日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 8月16日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-18,,,,,■ 7R  芝1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-3),,,,,,,,,,,
単勝:180円 複勝:05=110円 04=160円 09=220円 枠連:470円,,,,,,,,,,,,"単勝:620円 複勝:12=230円 07=190円 04=1,680円 枠連:820円",,,,,,,,,,,,"単勝:320円 複勝:18=180円 12=480円 16=2,240円 枠連:2,620円",,,,,,,,,,,,"単勝:3,640円 複勝:04=920円 12=270円 08=200円 枠連:14,260円",,,,,,,,,,,
馬連:460円 ワイド:04-05=170円 05-09=360円 04-09=690円,,,,,,,,,,,,"馬連:1,240円 ワイド:07-12=540円 04-12=6,980円 04-07=4,470円",,,,,,,,,,,,"馬連:3,850円 ワイド:12-18=1,250円 16-18=4,270円 12-16=16,840円",,,,,,,,,,,,"馬連:19,600円 ワイド:04-12=4,320円 04-08=2,400円 08-12=1,000円",,,,,,,,,,,
"馬単:680円 3連複:1,440円 3連単:3,800円",,,,,,,,,,,,"馬単:2,660円 3連複:31,690円 3連単:127,440円",,,,,,,,,,,,"馬単:6,090円 3連複:91,110円 3連単:369,010円",,,,,,,,,,,,"馬単:38,730円 3連複:24,210円 3連単:229,980円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■11R  芝1600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,,,,,,,,,,,,,月岡温泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂワｰルドリｰダｰ, 65,江田照,, 73,* -2,* 18, 1,  1.6,①①①, 1, 6, ストロングガルｰダ,---,蛯名正,, 45,*-33,* 10, 1,  1.9, ②④, 1, 7,Ｃオｰルタイムベスト, 72,中舘英,, 71,*  3,   7, 5, 14.5, ②②, 1,15,Ｂアブソリュｰト, 83,田中勝,, 83,   3,* 16, 1,  2.5, ⑭⑭
 2,12,Ｅエリザベススイｰト, 57,吉田豊, 1.9, 60,  -4,   5, 5, 14.0,⑨④⑦, 2, 7, ファｰストメジャｰ,---,石橋脩, 0.3, 40,*-30,   2, 6, 15.0, ①①, 2,15,Ｅウインアンジェラス, 69,後藤浩, 0.0, 71,*  2,*  8, 3,  6.2, ③②, 2,12,Ｅマイネルクラッチ, 78,田中博, 0.3, 76,* 15, -13, 3,  4.8, ②②
 3, 7,Ｈシルクスペリオｰル, 53,石橋脩, 1.9, 59,  -5,*  7, 4, 10.3,⑪⑧⑦, 3, 3, トレノブレｰヴィ,---,吉田稔, 1.1, 34, -42,*  7, 5, 10.5, ⑬⑫, 3, 9,Ｂヒカリマｰガレット, 73,内田博, 0.0, 71,  -2,* 12, 2,  4.6, ⑧⑧, 3,11,Ｃマストビｰトゥルｰ, 79,吉田稔, 0.3, 76,   7,   2, 5, 19.2, ④⑤
 4, 5,Ｆタグハンタｰ, 57,勝浦正, 2.1, 57,* -2,   0, 6, 26.3,③②②, 4,13, トレジャｰバトル,---,福永祐, 1.5, 25, -34,  -8, 4,  8.3, ④④, 4,14,Ｄブルｰミンバｰ, 72,吉田豊, 0.4, 68,   1,   5, 4, 12.3, ④④, 4,18,Ｏヴンダｰ, 70,蛯名正, 0.5, 75,   0,* 11,14, 95.2, ⑯⑯
 5, 2,Ｄスガノオｰシャン, 59,小林淳, 2.7, 53,* -3,  -3,10, 67.5,③④④, 5, 2, マキノソアラ,---,水野貴, 1.5, 26, -35,  -7,10, 59.9, ⑦⑨, 5, 8,Ａグレｰスエポナ, 79,蛯名正, 0.6, 66,  -3,   7, 1,  1.7, ⑩⑧, 5, 8,Ｎコスモミｰル, 72,内田博, 0.5, 74,   7,  -1, 8, 25.4, ④④
 6, 8,Ａベルリンガｰ, 67,福永祐, 2.8, 54,  -6,   0, 2,  5.3,⑪⑧⑨, 6,10, ヒルノコスタリカ,---,木幡初, 1.5, 26, -35,  -7, 9, 57.6, ⑦⑧, 6,10,Ｆグルｰビｰアイズ, 66,勝浦正, 1.0, 62,  -3,   4, 6, 25.1, ⑩⑪, 6,16,Ｋキングオザｰ, 74,土谷智, 0.6, 74,   3,   5,13, 94.8, ⑪⑪
 7, 9,Ｉヤマタケソウル, 52,佐藤聖, 3.2, 47,* -3,  -7,12,192.8,⑤④④, 7,11, スガノオｰバｰカム,---,中舘英, 1.6, 25, -34, -10, 2,  4.9, ④②, 7, 1,Ｍレディマハロ, 58,吉田稔, 1.1, 63,   1,  -1, 9, 62.8, ④④, 7, 6,Ｆシュヴァルドｰル, 75,五十嵐, 0.6, 74,   3,   5, 7, 24.9, ⑬⑪
 8,10,Ｇクイックステップ, 56,蛯名正, 3.4, 49,* -3,  -9, 7, 32.4,⑩④③, 8, 8, ユウタｰセンプｰ,---,武士沢, 1.6, 25, -36,  -6,12,197.9, ⑩⑨, 8, 2,Ｌナンヨｰウエスト, 59,田中勝, 1.3, 61,  -8,   7, 8, 55.3, ⑭⑭, 8,10,Ｊライフブリｰズ, 74,木幡初, 0.7, 74,   0,* 10, 6, 21.0, ⑯⑯
 9,11,Ｍウルトラマシｰン, 28,吉田稔, 3.8, 50,  -7,  -4, 9, 58.6,⑬⑬⑫, 9, 1, マイネサブリナ,---,田中博, 1.8, 23, -36,  -8, 3,  8.3, ⑩⑪, 9, 3,Ｇリヒタｰ, 65,柴田善, 1.5, 58,  -5,   1,10, 65.9, ⑫⑫, 9, 4,Ｈマルタｰズオリジン, 75,勝浦正, 0.7, 74,   6,  -1, 2,  4.0, ⑦⑦
10, 1,Ｋサンデｰチャリティ, 47,高野和, 3.9, 47,  -5,  -8,13,238.7,⑦⑧⑨,10,12, ワカギミ,---,田中勝, 2.0, 18,*-31, -18, 8, 49.9, ②②,10,11,Ｈエフテｰララｰヤ, 64,武士沢, 1.6, 57,  -2,  -2,11, 90.6, ⑧⑧,10, 7,Ｄセプタｰレイン, 78,柴田善, 0.9, 71,   3,   1, 9, 26.2, ⑪⑪
11, 6,Ｊツクバエリザベス, 48,黛弘人, 4.9, 39,  -5, -19, 8, 46.7,⑤⑧⑨,11, 4, シルクプルミエｰル,---,黛弘人, 3.1,  7, -40, -20,13,240.1, ⑫⑫,11, 5,Ｋブルｰジュ, 60,松岡正, 1.8, 55,*  4, -10, 7, 27.3, ①①,11, 5,Ｍクラウニングワｰク, 73,後藤浩, 1.3, 65,   6, -10,11, 57.7, ⑦⑦
12, 4,Ｌロイヤルパンチ, 43,後藤浩, 5.5, 34,* -3, -28, 3,  9.1,②②④,12, 5, ヒシパッション,---,後藤浩, 3.1,  5, -35, -28, 7, 18.1, ⑦④,12,13,Ｉフレンチポップス, 62,西田雄, 1.9, 55,   0,  -7,12,206.6, ⑥④,12,13,Ｐゲイリｰスティング, 70,二本柳, 1.3, 62,* 13, -23,16,148.6, ③③
13,14,Ｎニシノレコｰド, 19,村田一, 5.6, 37,  -5, -24,11,130.8,⑦⑧⑫,13, 9, ノボレインボｰ,---,吉田豊, 3.3,  1, -34, -32,11,185.4, ④④,13, 4,Ｎコｰリンスピアｰズ, 57,木幡初, 2.3, 50,  -6,  -5,15,362.9, ⑫⑫,13, 1,Ｉハッピｰビｰチ, 75,中舘英, 1.4, 63,* 18, -34, 4, 12.8, ①①
,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｊファステック, 61,草野太, 2.5, 49,   0, -12,14,330.5, ⑥④,14, 9,Ｑヤマニンスプラウト, 67,中谷雄, 1.4, 64,   0,  -2,17,226.3, ⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｏデコトウショウ, 55,田中博, 2.9, 45, -11,  -5,13,306.5, ⑮⑮,15,14,Ｌヤナギムシ, 73,福永祐, 1.6, 61,   7, -16,12, 84.8, ⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｇカｰムブレイカｰ, 75,吉田豊, 1.9, 58,   5, -19,10, 37.8, ⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 3,Ｒクレムリンエッグ, 59,村田一, 2.9, 48,   4, -32,15,139.9, ⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-22 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-3),,,,,,,,,,,
単勝:160円 複勝:03=110円 12=250円 07=210円 枠連:580円,,,,,,,,,,,,"単勝:190円 複勝:06=120円 07=280円 03=240円 枠連:1,120円",,,,,,,,,,,,"単勝:1,450円 複勝:07=450円 15=240円 09=180円 枠連:2,190円",,,,,,,,,,,,単勝:250円 複勝:15=130円 12=160円 11=390円 枠連:570円,,,,,,,,,,,
"馬連:660円 ワイド:03-12=360円 03-07=310円 07-12=1,060円",,,,,,,,,,,,"馬連:1,160円 ワイド:06-07=430円 03-06=420円 03-07=1,370円",,,,,,,,,,,,"馬連:3,360円 ワイド:07-15=1,250円 07-09=920円 09-15=590円",,,,,,,,,,,,"馬連:610円 ワイド:12-15=270円 11-15=770円 11-12=1,140円",,,,,,,,,,,
"馬単:880円 3連複:1,570円 3連単:5,310円",,,,,,,,,,,,"馬単:1,630円 3連複:2,770円 3連単:9,380円",,,,,,,,,,,,"馬単:8,640円 3連複:5,010円 3連単:36,430円",,,,,,,,,,,,"馬単:960円 3連複:2,950円 3連単:9,180円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 9R  芝1400m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■12R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾀﾞﾘｱ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａリワｰドモンシェリ, 65,蛯名正,, 70,   7,*  1, 3,  6.4, ⑩⑩, 1, 4,Ｃインテグラル, 65,松岡正,, 66,  -1,*  5, 1,  3.2,②④③, 1, 4,Ｂパドブレ, 54,松岡正,, 46, -19,* -2, 1,  2.2, ③④, 1, 1,Ａタイセイハニｰ, 77,中舘英,, 69,  -2,*  9, 4,  6.0, ⑤④
 2,14,Ｈフェルガｰナ, 58,松岡正, 0.3, 67,   8,* -7, 6, 13.1, ⑨⑧, 2,13, クラレットジャグ,---,勝浦正, 0.2, 65,   0,*  4, 9, 54.6,⑦④③, 2, 2,Ａクリノスレンダｰ, 55,内田博, 0.1, 43,*-17,  -7, 3,  4.0, ①①, 2, 6,Ｃブルｰカｰディナル, 73,江田照, 0.1, 69,*  1,   5, 5,  9.6, ②②
 3,16,Ｆアルモニｰ, 60,後藤浩, 0.4, 65,   3,*  2, 2,  4.0, ⑯⑯, 3,10,Ｂラグｰナヒルズ, 66,福永祐, 0.4, 63,*  0,  -1, 2,  3.3,①①①, 3, 3,Ｃナンヨｰエンゼル, 46,柴田善, 0.4, 40, -19,  -8, 2,  2.6, ②②, 3,10,Ｉタカラパｰク, 68,後藤浩, 0.1, 69,  -1,   7, 2,  4.8, ③③
 4, 3,Ｄプログレッシブ, 61,柴田善, 0.9, 61,   6,  -9, 4,  8.9, ⑬⑬, 4, 7,Ｄニシノテンクウ, 61,内田博, 0.6, 61,  -2,*  3, 3,  4.4,⑦⑦⑥, 4, 6, アラマサロｰズ,---,勝浦正, 0.4, 43, -19,  -6, 4, 14.2, ③③, 4, 2,Ｈキングオブハイシｰ, 70,松岡正, 0.2, 69,  -6,* 11,11, 42.8, ⑦⑦
 5, 7,Ｅマイシルバｰスタｰ, 61,勝浦正, 1.1, 60,   4,  -9,10, 32.0, ⑬⑬, 5,11,Ａゴｰルデンストｰム, 66,柴田善, 1.0, 61,  -2,   0, 4,  5.1,⑨⑦⑥, 5, 8, スマｰトベｰル,---,吉田稔, 1.1, 32, -22, -13, 5, 36.9, ⑤④, 5, 5,Ｆショウナンカザン, 72,柴田善, 0.3, 68,*  2,   3, 1,  4.1, ①①
 6,12,Ｇショウナンアヤカ, 59,大庭和, 1.3, 54,  10, -25, 9, 26.8, ⑤⑤, 6, 5,Ｆパラディフルｰル, 60,後藤浩, 1.6, 54,  -1,  -8, 5, 15.7,④④⑤, 6, 5,Ｄシャンテシチｰ, 38,田中勝, 1.6, 27, -23, -17, 6, 40.8, ⑥④, 6, 8,Ｄロｰランバｰク, 73,内田博, 0.6, 64,  -7,*  9, 3,  5.0, ⑩⑩
 7, 9,Ｒスピリットアイズ, 35,石橋脩, 1.5, 54,* 11, -31,16,203.3, ②②, 7,12,Ｅヤマノムｰンリバｰ, 61,千葉直, 1.8, 53,  -3,  -7, 6, 30.7,⑪⑦⑩, 7, 1,Ｅバットマンデガジェ, 34,田中博, 1.8, 25, -23, -21, 8,119.5, ⑥⑦, 7, 3,Ｂドリｰムウィン, 74,佐藤聖, 0.6, 64,  -3,   5, 8, 17.8, ⑥⑥
 8,18,Ｊリュｰトフルシティ, 52,二本柳, 1.7, 51,   2, -14,15,169.7, ⑱⑰, 8, 3,Ｇクリノラブタイプ, 55,大庭和, 2.0, 53,  -2,  -9,10, 55.7,④⑦⑨, 8, 7, レッズフリｰク,---,水野貴, 2.9, 13, -25, -31, 7, 47.0, ⑧⑧, 8,15,Ｊエイシンキャップ, 67,村田一, 0.7, 65,  -1,   2, 9, 31.0, ③④
 9, 6,Ｑケイアイスマｰト, 43,福永祐, 1.7, 50,   8, -29,13, 94.2, ⑦⑧, 9, 8,Ｈパッサｰジュ, 53,蛯名正, 2.1, 54,*  1, -13,11, 59.5,④②②,,,,,,,,,,,,, 9,11,Ｅエｰシンドゥベタｰ, 73,福永祐, 0.8, 63,  -5,   4, 7, 13.4, ⑦⑦
10, 4,Ｎユｰピロンユｰ, 47,中舘英, 1.8, 51,* 14, -41, 7, 13.5, ①①,10, 9,Ｉダイワマｰシャル, 51,武士沢, 2.2, 52,  -3,  -8,13,229.4,⑪⑪⑪,,,,,,,,,,,,,10,14,Ｋカｰリアンダンス, 67,石橋脩, 0.9, 62,  -6,   5,12, 82.9, ⑦⑦
11, 2,Ｐテンリョウヒメ, 44,吉田稔, 1.9, 48,   7, -28,11, 60.3, ⑩⑩,11, 6,Ｊジェイケイロｰレル, 45,江田照, 3.2, 45,  -4, -15, 8, 48.8,⑨⑫⑫,,,,,,,,,,,,,11,13,Ｎアプロｰチアゲン, 57,黛弘人, 1.0, 61, -10,   8,15,195.7, ⑫⑫
12,13,Ｃタイキトライアンフ, 61,吉田豊, 2.3, 46,  10, -41, 1,  3.3, ⑤⑤,12, 2,Ｋタイキミカエル, 42,柴山雄, 7.2, 26,*  0, -58, 7, 42.5,②②⑥,,,,,,,,,,,,,12,12,Ｇカロンセギュｰル, 72,勝浦正, 1.2, 60,  -7,   4, 6, 11.2, ⑩⑩
13, 5,Ｋベスト, 51,千葉直, 2.3, 45,* 12, -45,17,213.2, ③②,13, 1,Ｌセレナウッディ, 38,加藤士, 9.4,  1,  -7, -64,12, 89.6,⑪⑬⑬,,,,,,,,,,,,,13, 4,Ｌトムアウトランダｰ, 66,吉田豊, 1.5, 57, -17,* 10,10, 35.9, ⑮⑮
14,17,Ｍニュウモダン, 49,武士沢, 2.3, 45,   3, -26,12, 80.8, ⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,14, 7,Ｍスガｰフォｰティｰ, 64,千葉直, 1.7, 55, -13,   5,14,179.5, ⑬⑬
15,11,Ｏエタｰナルメロディ, 45,田中博, 2.5, 44,   4, -32,18,225.1, ⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,,15, 9,Ｏロｰドフリｰダム, 52,田中博, 2.8, 45, -13,  -5,13,125.5, ⑬⑬
16,10,Ｉスマｰトラヴ, 56,内田博, 3.2, 38,* 11, -56, 8, 18.4, ③④,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17, 1,Ｌサニｰプリｰズ, 50,江田照, 3.2, 37,   8, -51,14,130.2, ⑦⑦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 8,Ｂヤマショウゴｰルド, 63,小野次, 4.0, 34,   2, -48, 5,  9.8, ⑯⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:-18 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-4),,,,,,,,,,,
