08年12月21日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年12月21日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,香嵐渓特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂタムロウイング, 63,中舘英,, 59,*  3,*  0, 1,  1.9, ①①, 1, 8,Ｄレオウィザｰド, 53,的場勇,, 69,*-12,* 17, 1,  2.6,①①①, 1,10,Ｅバンブｰアズｰリ, 69,吉田稔,, 73,* 13,   1, 3,  5.4,①①①, 1, 4,Ａランザロｰテ, 85,和田竜,, 81,*  6,  15, 1,  1.6,①①①
 2,13,Ｄフライトマイル, 59,西田雄, 0.0, 59,*  1,*  1, 4, 10.2, ④③, 2, 2,Ａロイヤルクリッパｰ, 60,吉田稔, 0.6, 64, -15,* 14, 3,  4.3,⑤⑥⑥, 2,16,Ｏトウカイプライム, 53,宮崎北, 0.3, 69,* 13,  -1, 6, 11.5,②②②, 2,11,Ｃアンジェロバンダム, 82,中舘英, 0.3, 78,*  6,  13, 4, 12.1,③③③
 3,10,Ｃリネンピュア, 62,田辺裕, 0.6, 52,  -1,  -3, 5, 12.5, ⑤⑤, 3,11,Ｆジョウノリリｰ, 50,津村明, 0.6, 64,*-12,  10, 2,  3.8,②②②, 3, 2,Ｃイマカツタイガｰ, 70,松田大, 0.7, 70,  10,   0, 2,  5.0,⑤③③, 3,15,Ｅパｰプルアカデミｰ, 80,赤木高, 0.3, 79,   4,* 18, 2,  4.5,⑦⑧⑧
 4, 5,Ｋキタサンオリュウ, 37,石橋脩, 0.7, 51,*  1,  -5, 8, 48.1, ②②, 4, 6,Ｃユキノクイｰン, 55,川島信, 0.8, 61, -14,  10, 6, 21.0,③⑤⑤, 4, 5,Ｂキタサンナポレオン, 73,大野拓, 1.0, 67,   7,*  3, 4,  7.1,⑬⑨⑥, 4, 2,Ｂエイシンヴァイデン, 83,安藤光, 0.5, 76,*  5,  14, 6, 28.1,④④④
 5, 1,Ｍテイエムフラメンコ, 33,松田大, 0.9, 51,  -2,  -4,12,154.7, ⑥⑥, 5,13,Ｏコスモプピレ, 31,石橋脩, 1.0, 59, -13,   6,10,146.8,⑧④④, 5, 6,Ｇマイネルフォルザ, 67,丸田恭, 1.2, 66,   6,*  2, 5, 11.2,⑩⑩⑩, 5, 9,Ｄマルブツフラッシュ, 81,上村洋, 0.6, 78,*  6,  10, 3,  8.3,②②②
 6, 4,Ｅオリオンザブラック, 51,鮫島良, 1.2, 47, -10,  -2, 7, 32.9, ⑨⑨, 6, 1,Ｂキアラ, 56,嘉藤貴, 1.0, 63, -16,* 14, 5,  8.3,⑩⑨⑨, 6,14,Ｉニシエイビュレット, 65,田中博, 1.5, 64,  10,  -5, 9, 34.9,⑥⑥④, 6, 3,Ｌラガｰチトセオｰ, 75,荻野琢, 0.8, 78,   4,  12,10, 81.5,⑤⑤⑤
 7, 6,Ａパギ, 65,荻野琢, 1.4, 45, -10,  -5, 2,  4.9, ⑪⑩, 7,10,Ｇモンスタｰハンタｰ, 50,鮫島良, 1.1, 57,*-12,   3, 4,  8.0,④③③, 7,13,Ｋバｰニングラブ, 64,田辺裕, 1.6, 62,   5,*  4,15,173.7,⑮⑮⑬, 7, 1,Ｈギンゲイ, 76,丸田恭, 0.9, 77,   1,* 18, 5, 19.5,⑫⑬⑬
 8, 9,Ｇキセキサイチャン, 49,田島裕, 1.5, 42, -16,  -2,10, 66.1, ⑮⑭, 8, 5,Ｋサマｰヒロイン, 42,大野拓, 1.3, 56, -15,   6, 7, 29.3,⑦⑧⑦, 8,11,Ｄサマｰファインデイ, 70,石橋脩, 1.7, 61,   9,  -5, 8, 14.2,⑧⑦⑧, 8, 8,Ｎワンダｰムシャ, 70,野元昭, 1.0, 74,   4,  10, 9, 79.2,⑥⑥⑥
 9,11,Ｌタケデンエデン, 33,伊藤直, 1.5, 45,  -2,  -9,14,194.7, ⑦⑦, 9,12,Ｈインファンシｰ, 48,赤木高, 1.5, 57, -19,  11,12,160.3,⑫⑬⑬, 9, 7,Ｈファンドリコンドル, 66,安藤光, 1.7, 62,   6,   1,10, 55.4,⑯⑫⑫, 9,10,Ｐノゾミカイザｰ, 30,吉田稔, 1.1, 78,  -2,* 21,13, 94.0,⑯⑯⑯
10,12,Ｊヤコモクリスタル, 40,大野拓, 1.6, 42, -12,  -4,15,202.8, ⑫⑫,12, 9,Ｌシルクシスタｰ, 42,安藤光, 1.7, 50, -15,  -1,13,194.0,⑥⑦⑧,10, 9,Ｆサイレンスラダメス, 68,梶晃啓, 2.5, 56,  11, -15,11,107.9,⑨⑤⑤,10,14,Ｋサｰユウジｰン, 75,太宰啓, 1.2, 73,   3,  13,16,309.6,⑩⑪⑩
11, 2,Ｎカシノコロン, 32,二本柳, 1.7, 39, -15,  -3,13,193.8, ⑭⑬,10,14,Ｎドリｰムタフキｰク, 34,丸田恭, 1.7, 55, -20,  11, 8,112.6,⑮⑭⑭,11, 3,Ｎトウカイゲイル, 58,赤木高, 2.5, 55,   5,  -7,13,118.3,⑦⑪⑪,11, 7,Ｉニッシンテｰスト, 76,大下智, 1.3, 74,   3,   9,12, 83.6,⑨⑨⑨
12,15,Ｏユメミツキ, 31,草野太, 1.7, 40, -18,  -1,16,272.3, ⑯⑮,11, 3,Ｅブラストルピナス, 50,松田大, 1.8, 51, -16,   2,16,373.0,⑨⑪⑩,12,12,Ｌフジファレノプシス, 63,黛弘人, 3.0, 54,   4, -10,16,180.6,⑭⑬⑭,12,16,Ｆアドマイヤミラクル, 78,的場勇, 1.3, 73,   4,   8, 7, 28.2,⑧⑦⑦
13,14,Ｉケイアイホシノカミ, 46,丸田恭, 2.0, 38,  -5, -14, 3,  5.6, ⑧⑧,13, 7,Ｍカタンジャレ, 38,中村将, 1.9, 50, -16,   0, 9,127.5,⑪⑩⑫,13,15,Ｊウォｰタｰトリック, 65,高橋亮, 3.1, 53,   4, -10,14,173.4,⑫⑯⑯,13,13,Ｍエアリｰズ, 73,藤岡康, 1.4, 74,  -1,  16,15,198.1,⑭⑮⑮
14, 8,Ｆテイエムマッハ, 49,和田竜, 2.3, 36,*  1, -20, 6, 21.5, ③④,14, 4,Ｐフレッシュゴｰルド, 26,郷原洋, 2.0, 50, -17,   2,14,261.0,⑬⑫⑪,14, 1,Ｍエンジェルクィｰン, 61,中村将, 3.1, 52,   3,  -9,12,117.2,⑪⑭⑮,14, 5,Ｊハギノプレシャス, 75,鮫島良, 1.8, 72,   1,  10, 8, 66.9,⑪⑫⑫
15, 7,Ｐヴィｰヴァダリア, 24,吉田稔, 2.3, 35, -11, -12,11, 74.4, ⑩⑪,15,16,Ｉアステｰル, 45,田辺裕, 2.1, 53, -19,   7,15,356.1,⑭⑮⑮,15, 4,Ａカブリオｰル, 74,中舘英, 3.6, 48,  10, -25, 1,  3.1,③④⑦,15, 6,Ｇウインプログレス, 77,古川吉, 2.0, 70,   4,   4,14,115.1,⑬⑩⑪
16,16,Ｈメイスンヴィグラス, 46,田中博, 3.5, 23, -14, -21, 9, 61.0, ⑬⑯,16,15,Ｊマンハッタンジョイ, 44,田中博, 2.4, 55, -25,* 14,11,157.7,⑯⑯⑯,16, 8,Ｐブルｰアｰス, 46,荻野琢, 3.7, 51,   8, -21, 7, 14.2,④⑧⑨,16,12,Ｏワンダｰタバスコ, 62,松田大, 2.5, 66,   0,   5,11, 82.9,⑮⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-2),,,,,,,,,,,
単勝:190円 複勝:03=110円 13=240円 10=260円 枠連:350円,,,,,,,,,,,,単勝:260円 複勝:08=120円 02=140円 11=120円 枠連:350円,,,,,,,,,,,,"単勝:540円 複勝:10=220円 16=350円 02=190円 枠連:2,460円",,,,,,,,,,,,単勝:160円 複勝:04=110円 11=230円 15=150円 枠連:890円,,,,,,,,,,,
"馬連:1,100円 ワイド:03-13=400円 03-10=390円 10-13=1,070円",,,,,,,,,,,,馬連:690円 ワイド:02-08=270円 08-11=160円 02-11=270円,,,,,,,,,,,,"馬連:3,180円 ワイド:10-16=1,250円 02-10=560円 02-16=1,080円",,,,,,,,,,,,"馬連:1,070円 ワイド:04-11=360円 04-15=180円 11-15=700円",,,,,,,,,,,
"馬単:1,450円 3連複:2,970円 3連単:10,640円",,,,,,,,,,,,"馬単:1,050円 3連複:710円 3連単:3,020円",,,,,,,,,,,,"馬単:5,910円 3連複:5,950円 3連単:34,390円",,,,,,,,,,,,"馬単:1,300円 3連複:1,060円 3連単:4,810円",,,,,,,,,,,
■ 2R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 8R  芝2500m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■11R  芝1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,納屋橋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｅチャｰムピクチャｰ, 69,和田竜,, 72,*  3,   8, 7, 28.1,④③③, 1, 7,Ｃエミネムシチｰ, 73,大野拓,, 75,* -1,* 15, 3,  5.5,⑤④④, 1, 3,Ｄマヒオレ, 73,中舘英,, 84,* -3,  18, 1,  3.9,③③④, 1, 7,Ｃアｰバンストリｰト, 79,上村洋,, 80,   7,* 14, 1,  2.4, ⑪⑨
 2, 4,Ｃタケイチゼット, 72,藤岡康, 0.1, 70,*  3,   6, 5, 18.3,③②②, 2, 5,Ｈイカガデスカ, 64,吉田稔, 0.2, 73,*  0,* 11, 7, 11.5,②②②, 2,10,Ｇリアルハヤテ, 70,田辺裕, 0.0, 85,  -4,* 21,10, 26.3,⑧⑧⑧, 2,16,Ｑアキノパンチ, 74,藤岡康, 0.2, 76,   8,  10,14, 47.2, ⑩⑪
