08年 7月13日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 7月13日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  芝2600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,彦星賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｃタマニュｰホｰプ, 56,松岡正,, 61,*  3, -11, 4,  4.6, ②②, 1, 7,Ｇエフティメガミ, 57,蛯名正,, 65,*  3,*  0, 8, 16.4,⑦②②, 1, 6,Ｂビｰビｰファルコン, 77,田中勝,, 77,*  7,   8, 2,  3.9,①①①, 1, 1,Ｄミンティエアｰ, 79,後藤浩,, 80,   1,* 20, 1,  3.3,③③③
 2, 3,Ｄエｰシンウォｰマン, 44,中舘英, 0.1, 58,   0,  -8, 2,  3.3, ③③, 2, 6,Ｄタツジャガｰ, 60,田中勝, 0.5, 63,*  4,  -5, 3,  5.2,①①①, 2, 9,Ａショウナンラヴァｰ, 81,吉田豊, 0.2, 75,   3,* 13, 1,  1.7,⑪⑪⑨, 2, 6,Ｊアワｰオアシス, 74,村田一, 0.4, 79,*  2,* 15, 6, 17.0,②②①
 3, 1,Ａスガノバクシンオｰ, 64,村田一, 0.6, 55,*  5, -20, 1,  2.9, ①①, 3,11,Ａグラミスキャッスル, 65,柴山雄, 0.5, 63,*  3,  -3, 2,  4.8,⑨⑤④, 3, 2,Ｋラｰドロランダム, 63,戸崎圭, 0.2, 74,*  5,   7,10, 53.8,③③②, 3,15,Ｂニッシンテｰスト, 81,吉田隼, 0.8, 74,   1,  13, 2,  4.2,⑤③④
 4, 7,Ｇチキｰタマダム, 34,戸崎圭, 0.6, 49, -12,* -3, 6, 29.3, ⑧⑥, 4, 5,Ｂモレｰンレイク, 64,松岡正, 0.8, 60,   1,* -3, 1,  4.5,⑫⑩⑧, 4, 4,Ｅアサティスボｰイ, 73,江田照, 0.3, 73,*  5,   6, 4, 13.4,⑥③④, 4,13,Ｉスマｰトカイザｰ, 74,吉田豊, 1.1, 74,   0,  13, 7, 22.3,⑥⑥④
 5, 2,Ｂケｰジｰカンザクラ, 60,柴田善, 0.9, 48,   0, -19, 3,  4.4, ③③, 5, 4,Ｋフジハマカゼ, 51,黛弘人, 1.0, 59,  -1,* -2,13,133.1,⑪⑫⑫, 5,11,Ｈスタｰマップ, 69,柴山雄, 0.4, 73,*  5,   7, 9, 50.4,⑦⑦⑦, 5,14,Ｋロｰタスシチｰ, 73,中舘英, 1.2, 70,*  3,   8, 5,  7.3,①①②
 6, 5,Ｈフライトマイル, 28,吉田隼, 1.4, 39,  -9, -17, 7, 55.7, ⑥⑦, 6,14,Ｃジョウノファイタｰ, 61,戸崎圭, 1.3, 56,*  3, -11, 5,  6.5,③②④, 6,13,Ｄマイネナデシコ, 74,石橋脩, 0.5, 72,*  5,   3, 5, 16.7,③③④, 6, 5,Ｃシベリアンライオン, 81,蛯名正, 1.3, 71,   0,  11, 3,  5.5,⑧⑥⑦
 7, 4,Ｆムラマサノメイトｰ, 39,小林淳, 1.6, 38,  -3, -25, 5, 10.9, ⑤⑤, 7, 9,Ｉショウナンマライア, 53,吉田豊, 1.3, 59,   2,  -8, 9, 42.8,⑫⑦④, 7,12,Ｇコスモタクミ, 73,田中博, 0.6, 70,*  6,  -1, 6, 17.2,②②②, 7, 9,Ｆクラリオンコｰル, 77,安藤光, 1.4, 69,*  2,   7,12, 90.7,③③④
 8, 6,Ｅポｰルドブラ, 44,柴田未, 1.8, 37,  -7, -21, 8,117.6, ⑥⑦, 8,10,Ｆマコトガンベロ, 58,小野次, 1.4, 53,*  3, -13, 6,  9.5,②②②, 8, 7,Ｃドリｰムシｰカｰ, 75,松岡正, 1.2, 66,*  5,  -3, 3, 10.5,⑦⑦⑥, 8, 8,Ａゴｰルドマイン, 82,江田照, 1.5, 70,  -1,  11, 4,  6.7,⑥⑨⑧
