08年11月15日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年11月15日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 4R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伊達特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｆフロｰラルパタｰン, 49,中村将,, 62,* -4,* -1, 7, 19.9, ②②, 1,13,Ａピサノドヌｰヴ, 75,太宰啓,, 66,   2,*  4, 7, 22.3,⑪⑧⑧, 1, 1,Ａリトルビスケット, 73,丸田恭,, 74,   4,  13, 1,  2.6, ④③, 1,12,Ｂチョウサンデイ, 74,中舘英,, 82,* -1,* 20, 2,  3.8,⑤⑤④
 2,15,Ａキングパレｰド, 59,北村友, 0.2, 58,  -7,* -1, 1,  3.1, ⑥⑥, 2, 1,Ｄヴィッテリア, 69,黛弘人, 0.2, 68,   1,*  6, 6, 14.9,⑫⑭⑬, 2,11,Ｆミティｰク, 66,中舘英, 0.4, 70,   2,   9, 3,  6.8, ⑤⑥, 2, 6,Ａダンツホウテイ, 75,太宰啓, 0.1, 82,  -2,* 22, 1,  3.7,⑥⑦⑥
 3, 2,Ｄイｰサンバブル, 51,田辺裕, 0.4, 55, -10,* -1, 4,  6.6, ⑦⑦, 3, 5,Ｈレティセントガｰル, 65,藤岡康, 0.5, 63,*  5,  -6, 5, 13.0,②②①, 3,12,Ｇカノヤトップレディ, 65,北村友, 0.4, 70, -13,* 23, 8, 21.6, ⑯⑯, 3, 4,Ｃマイネルブリアｰ, 73,大野拓, 0.1, 81,  -2,* 22, 6, 12.4,⑨⑧⑦
 4, 6,Ｇバンブｰキャプテン, 47,菊沢隆, 0.5, 54, -10,* -3, 9, 41.5, ⑧⑧, 4, 8,Ｂネイチャｰトレイル, 72,千葉直, 0.5, 62,   0,   2, 1,  3.5,⑬⑫⑫, 4,14,Ｄエフテｰララｰヤ, 70,田辺裕, 0.5, 69,   0,  10, 5, 13.7, ⑦⑦, 4, 5,Ｈステルスソニック, 68,津村明, 0.4, 79,  -2,  19, 5, 10.6,⑪⑫⑩
 5,12,Ｅカズノウォｰニング, 49,石橋脩, 0.5, 55,* -3,  -9, 5, 10.8, ①①, 5,15,Ｅサニｰラブカフェ, 69,小島太, 0.6, 61,*  4,  -6, 4,  6.3,⑥④④, 5, 3,Ｂピンクバｰディｰ, 71,大庭和, 0.6, 65, -10,* 18,10, 32.3, ⑭⑬, 5, 8,Ｐカゼノユクエ, 58,安藤光, 0.7, 73,* -1,  12,12,130.9,⑦⑥⑧
 6, 4,Ｂヨイチラブソング, 55,丸田恭, 0.9, 48, -13,  -5, 3,  4.3, ⑩⑪, 6,11,Ｏサニｰプリｰズ, 52,的場勇, 0.6, 63,   2,  -3,13,119.9,⑧⑥⑦, 6, 4,Ｋノボスイｰツ, 62,千葉直, 0.8, 65,  -6,  12,16,168.4, ⑫⑨, 6, 2,Ｌマイネルフェスタ, 64,田中博, 0.7, 76,  -4,  17, 9, 27.1,⑬⑬⑬
 7, 7,Ｉサイレントボス, 43,的場勇, 0.9, 48,  -8,  -9,13,158.6, ④④, 7, 2,Ｆニシノキンレンポ, 67,木幡初, 0.9, 60,  -1,   0,11, 40.1,⑭⑬⑩, 7,10,Ｐホットファッション, 52,菊沢隆, 0.9, 63,*  6,  -1,13, 49.6, ②②, 7,14,Ｆベルタリド, 73,小野次, 0.9, 69,*  0,   5,11, 81.5,②②②
 8, 1,Ｋカシマパフュｰム, 36,池崎祐, 1.0, 48, -15,  -4, 6, 17.2, ⑫⑩, 8,14,Ｇシチリアｰナ, 66,安藤光, 1.0, 58,   2,  -6, 9, 25.1,⑨⑦⑥, 8,16,Ｈデュヌラルテ, 65,石橋脩, 0.9, 64,   0,   6, 9, 28.1, ⑧⑧, 8, 9,Ｄベストプロジェクト, 73,丸田恭, 0.9, 71,  -4,  15, 3,  5.1,⑭⑭⑭
 9,11,Ｍステップアンドゴｰ, 31,古川吉, 1.2, 45, -10, -12,10, 72.8, ⑨⑨, 9,12,Ｌサチノラパシオン, 60,赤木高, 1.3, 56,*  4, -12, 8, 22.8,⑤③③, 9,13,Ｉジェヴォｰナ, 63,小林淳, 0.9, 65,  -3,   8, 6, 16.4, ⑩⑫, 9,15,Ｉラヴォランテ, 66,石橋脩, 1.0, 70,  -2,   9, 4,  6.8,⑫⑩⑫
10,10,Ｃマラホフ, 52,宮崎北, 1.3, 44,* -4, -18, 2,  4.2, ③③,10, 6,Ｋニホンピロアニカ, 61,北村浩, 1.5, 57,   1,  -7,15,248.8,⑦⑨⑨,10,15,Ｊジョウノオアシス, 63,宮崎北, 1.0, 62,*  5,  -1,15,105.9, ③⑤,10,16,Ｅメイショウジャイロ, 73,松田大, 1.0, 67,* -1,   5, 8, 20.5,④④③
11, 5,Ｊクｰルリタｰンズ, 39,津村明, 1.4, 43,  -7, -16,11,106.9, ⑤⑤,11,10,Ｎハエヌキ, 56,田中博, 1.6, 55,   0,  -8,12, 58.2,④⑩⑪,11, 5,Ｃトｰセングラマｰ, 70,木幡初, 1.0, 62,*  7,  -4, 2,  4.1, ①①,11, 7,Ｍオウシュウヘイロｰ, 64,木幡初, 1.1, 67,* -1,   4,10, 39.2,③③⑤
12,13,Ｈチキｰタマダム, 44,中舘英, 1.4, 44, -13, -10, 8, 24.9, ⑪⑫,12, 7,Ｊエンジェルクィｰン, 63,荻野琢, 1.8, 56,   0,  -9,10, 32.8,⑩⑪⑭,12, 6,Ｎユキノマｰヴェラス, 60,小野次, 1.1, 61, -11,  13,14, 73.9, ⑮⑮,12, 1,Ｎマイネルスパｰダ, 63,中村将, 1.2, 69,  -2,   8,14,145.1,⑧⑪⑨
13,16,Ｎグランカピタン, 27,大野拓, 1.8, 37, -20,  -9,14,199.5, ⑮⑮,13, 4,Ｉワキノドライバｰ, 65,中舘英, 2.0, 51,   3, -17, 3,  5.3,③⑤⑤,13, 9,Ｍメジロアリス, 61,岩部純, 1.1, 61,  -4,   7,12, 42.4, ⑪⑪,13,10,Ｇホッコｰマスコット, 69,赤木高, 1.8, 57,*  0,  -9, 7, 16.7,①①①
14,14,Ｐサキノキングオｰ,  4,二本柳, 2.1, 33, -18, -15,16,232.4, ⑬⑬,14, 3,Ｍクリノラブダンス, 56,宮崎北, 3.1, 42,*  5, -29,14,168.5,①①②,14, 2,Ｏサトノウインク, 55,古川吉, 1.1, 61,  -3,   5,11, 33.1, ⑨⑩,14,13,Ｋカゼノマイ, 64,宮崎北, 2.2, 55,  -2,  -7,15,170.3,⑩⑨⑪
15, 9,Ｌメイショウパフィン, 32,荻野琢, 2.2, 32, -21, -14,12,143.4, ⑯⑯,,,,,,,,,,,,,15, 8,Ｅアグネスシャイン, 69,安藤光, 1.2, 59,   1,   0, 7, 17.3, ⑥④,15,11,Ｊセルゲイエフ, 66,千葉直, 2.3, 58,  -8,   4,13,133.9,⑮⑮⑮
16, 3,Ｏヒロイックユウ, 25,小島太, 3.3, 22, -18, -26,15,226.7, ⑭⑭,,,,,,,,,,,,,16, 7,Ｌサクラカスケｰド, 62,小島太, 1.2, 59,  -6,   7, 4, 13.5, ⑬⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-2),,,,,,,,,,,
