08年12月27日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年12月27日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■10R  ダ1700m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,樅の木賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａキングスウィｰプ, 67,千葉直,, 58,* -3,* -4, 2,  2.8, ②②, 1, 9,Ｄトレジャｰハント, 64,太宰啓,, 63,  -4,*  6, 2,  3.6,⑫⑨⑧, 1,11,Ｇハギノハｰセルフ, 64,中舘英,, 78,* 10,   0, 3,  6.9, ①①, 1, 7,Ｊキクノアポロ, 65,石橋脩,, 75,   3,* 13, 7, 17.6,⑧⑤⑤
 2,11,Ｄメイショウタカチホ, 55,田中克, 0.2, 57,* -5,* -4, 6, 33.7, ④④, 2,10,Ｇダノンロゼ, 57,デムｰ, 0.3, 57,* -2,  -1, 1,  2.6,⑮⑤⑦, 2, 8,Ｌマイネルピリアｰ, 59,赤木高, 0.2, 74,  -6,* 13, 7, 30.0, ⑬⑬, 2, 1,Ｅメイショウイエミツ, 68,中舘英, 0.1, 73,*  5,   6, 3,  7.0,①①①
 3,13,Ｌピサノティファニｰ, 37,上村洋, 0.6, 51, -13,* -3, 5, 17.2, ⑩⑥, 3,17,Ｃトｰホウホｰプ, 64,丸田恭, 0.6, 53,* -1,  -7, 3,  7.2,②②②, 3,16,Ｉミサトバレｰ, 60,川島信, 0.2, 75,  -3,* 10,12,110.9, ⑪⑥, 3, 5,Ａシツジツゴウケン, 70,大野拓, 1.0, 68,   3,   2, 5, 11.1,③②②
 4,16,Ｂマイネスタｰライト, 66,デムｰ, 0.7, 47, -11,* -5, 4,  9.5, ⑧⑨, 4, 5,Ａマイネルシュトルム, 66,荻野琢, 0.7, 53,* -2,  -5, 6, 16.0,③⑥③, 4, 7,Ｅヨシサプライズ, 67,田中博, 0.3, 74,  -6,* 11, 6, 29.7, ⑫⑫, 4,13,Ｂメイショウダグザ, 70,デムｰ, 1.1, 63,*  4,   0, 1,  3.1,②③③
 5, 7,Ｇマルコｰドリｰム, 53,田中健, 0.7, 51,* -3, -10, 7, 48.6, ①①, 5, 2,Ｋカネトシアミｰゴ, 50,田嶋翔, 0.7, 53,* -1,  -9,16,262.9,①①①, 5, 1,Ｄマウントキング, 71,田辺裕, 0.4, 72,  -3,   8, 5, 10.2, ⑩⑨, 5,12,Ｈオｰゴンシャトル, 66,菊沢隆, 1.3, 69,  -2,*  9, 6, 16.3,⑬⑭⑩
 6, 9,Ｆイナズマガイア, 54,西田雄, 0.9, 48,  -9,  -7, 8, 54.9, ⑦⑤, 6,13,Ｍテイエムメデテカ, 47,芹沢純, 0.7, 59,  -7,* 10,12,150.8,⑬⑰⑰, 6,14,Ｃシャウトライン, 75,藤岡康, 0.5, 71,*  8,  -6, 2,  6.9, ②②, 6,10,Ｃモエレサマｰ, 70,小野次, 1.4, 67,  -1,   7, 9, 21.5,⑫⑩⑦
 7,12,Ｍマネｰジャｰ, 36,飯田祐, 1.6, 41,  -8, -14,10, 65.6, ⑤⑦, 7,11,Ｏユキノセントウ, 45,田中博, 0.9, 56,  -7,*  5,17,265.8,⑯⑯⑮, 7,12,Ｆメイクユｰハッピｰ, 65,菊沢隆, 0.5, 70,  -2,   5,11, 82.5, ⑨⑦, 7,11,Ｌキクノセンヒメ, 57,川島信, 1.6, 65,  -1,   5,11, 38.0,⑪⑪⑧
 8, 2,Ｅセレｰサ, 54,中舘英, 1.7, 39,  -7, -16, 1,  2.6, ③③, 8, 8,Ｆフェリスホイｰル, 61,菊沢隆, 0.9, 52,  -4,  -5, 9, 23.3,⑩⑧⑩, 8, 6,Ｐヒシフラッシｰ, 51,池崎祐, 0.5, 70,  -9,* 11,17,276.3, ⑭⑭, 8, 8,Ｍラウリシルヴァ, 57,赤木高, 2.4, 59,  -2,  -1, 2,  4.0,⑭⑬⑫
