08年 4月20日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 4月20日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■10R  ダ1200m 4歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,京葉ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｃガッツパワｰ, 52,岩田康,, 44,* -8,   5, 6,  9.4,①①①, 1, 7,Ａコスモエラプション, 59,田中博,, 62,*  5, -14, 5,  9.8,①①①, 1,15,Ｂヤクモキャット, 72,吉田豊,, 76,   3,* 13, 3,  6.3,⑭⑪⑧, 1, 2,Ｂスリｰプレスナイト, 90,横山典,, 89,* 10,* 21, 2,  4.8, ②②
 2, 7,Ｂストロングコマンド, 59,北村宏, 0.0, 45,* -8,   6, 4,  6.4,③②②, 2,14,Ｄエイダイセルリア, 54,岩田康, 0.0, 60,*  2, -11, 6, 11.3,②②②, 2,13,Ａトｰセンマンボ, 75,内田博, 0.6, 66,   4,*  4, 1,  2.7,⑦⑧⑥, 2,15,Ａニシノコンサフォス, 93,内田博, 0.0, 89,* 11,  20, 3,  6.0, ①①
 3, 9,Ｇフジキライディｰン, 37,戸崎圭, 0.1, 43,* -8,   4, 7, 12.7,②②②, 3, 1,Ｂバンダムレクス, 58,内田博, 0.3, 59,  -5,* -3, 3,  7.0,⑩⑩⑧, 3,16,Ｅマイボｰイ, 67,岩田康, 0.7, 67,   5,   1, 6, 18.2,⑯③②, 3,12,Ｆワｰルドハンタｰ, 88,蛯名正, 0.6, 84,   6,  20, 6,  9.2, ⑧⑧
 3, 6,Ｅキングスボネット, 46,江田照, 0.1, 44,  -9,   6, 8, 51.8,③④⑤, 4,13,Ｃゲイルカフェ, 56,田中勝, 0.4, 58,  -2,*-10, 1,  2.3,⑧⑤⑤, 4,14,Ｈチャリティショウ, 64,柴田善, 1.1, 64,   4,   1, 7, 23.1,⑧⑧③, 4, 3,Ｍタｰタンフィｰルズ, 83,武豊  , 0.7, 84,   4,* 21, 8, 19.1, ⑪⑩
 5, 2,Ａブラックデビル, 61,内田博, 0.1, 44, -11,* 11, 2,  4.0,⑥⑦⑥, 5, 4,Ｇメリｰムｰド, 51,北村宏, 0.6, 54,  -3,*-10, 7, 25.6,⑤⑥⑤, 5,10,Ｌフジマサマックス, 61,戸崎圭, 1.2, 64,   2,   2, 5, 12.4,⑨⑪⑨, 5, 6,Ｅハギノトリオンフォ, 89,幸英明, 0.7, 84,   8,  17,14, 66.5, ④④
 6, 1,Ｄトｰセンコックス, 52,勝浦正, 0.2, 44,  -9,   5, 5,  7.4,⑦④④, 6, 5,Ｍサチノスクランブル, 36,田中剛, 0.7, 52,*  0, -19,13,105.9,②③③, 6, 9,Ｇトｰセンジュビリｰ, 64,藤岡佑, 1.2, 63,   5,  -2, 8, 25.7,⑥⑦⑨, 6, 9,Ｈヤマカツブライアン, 88,池添謙, 0.7, 83,* 10,  15,10, 33.2, ②②
 7,10, ミナミタイヘイヨｰ,---,柴田善, 1.2, 39, -13,   7,10, 66.2,⑨⑨⑨, 7, 8,Ｈフジビヨリ, 50,武幸四, 0.8, 52,*  0, -19, 2,  4.8,②④④, 7,12,Ｃグッドチョイス, 71,福永祐, 1.5, 61,   5,  -5, 2,  3.1,④③③, 7,14,Ｄマイネルアルビオン, 89,安藤勝, 0.8, 82,   9,  15, 5,  8.0, ④④
 8, 3, ニシノソラフネ,---,村田一, 1.4, 39, -12,   2, 1,  3.5,⑨⑧⑧, 8, 6,Ｆスピリットアイズ, 53,池添謙, 1.3, 46,  -3, -18, 9, 38.8,⑩⑩⑩, 8, 7,Ｋチノハテマデモ, 63,小牧太, 1.5, 61,*  6,  -7, 4, 12.2,②②①, 8,11,Ｊボｰドスウィｰパｰ, 87,吉田隼, 0.9, 82,   2,* 21,13, 66.5, ⑭⑬
