08年 1月26日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 1月26日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1800m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,舞鶴特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂエｰシンダボｰブイ, 65,安藤勝,, 61,* -3,   2, 2,  3.6,②②①, 1,13,Ｂリバｰタウン, 70,福永祐,, 80,*  7,*  8, 4, 11.8, ①①, 1,13,Ｄイリュｰシブネス, 70,秋山真,, 80,*  1,* 13, 2,  4.3, ①①, 1, 7,Ａパレスショットガン, 90,田嶋翔,, 84,  10,* 11, 1,  3.3,⑫⑦②
 2,13,Ａケイアイマクラレン, 69,福永祐, 0.0, 62,* -4,   3, 1,  2.3,⑤③③, 2,15,Ａミッキｰフォルテ, 71,岩田康, 0.2, 77,*  6,   7, 1,  2.2, ②②, 2, 3,Ｎリリｰハｰバｰ, 56,池添謙, 1.0, 70,  -3,   8,10, 67.8, ④⑤, 2,11,Ｄスタｰフォワｰド, 83,藤岡佑, 0.2, 82,   8,* 12, 5, 10.3,⑩⑪⑫
 3,11,Ｃメイショウユウシャ, 63,藤田伸, 0.1, 61,  -5,*  4, 7, 29.0,⑧④③, 3,10,Ｃドリｰムクラウン, 70,安藤勝, 0.6, 73,   6,   4, 3,  7.5, ③③, 3, 9,Ｋワンダｰリッジ, 62,石橋守, 1.1, 69,  -5,  10,13,116.7, ⑧⑦, 3,16,Ｃタカオセンチュリｰ, 83,ルメｰ, 0.3, 81,  10,   7, 4,  5.5,④⑤②
 4, 3,Ｋウインパトリオット, 50,武豊  , 0.2, 61,  -6,*  6, 4,  6.4,②⑥⑥, 4, 5,Ｆヒュｰムウッド, 67,四位洋, 0.9, 71,   1,   6, 8, 23.6, ⑩⑤, 4, 8,Ｇラスカルデュｰク, 67,藤岡佑, 1.2, 69,  -7,  11, 6, 23.8, ⑫⑫, 4,12,Ｅエイシンイダテン, 82,川田将, 0.3, 81,  10,   8, 3,  4.9,⑥⑤⑥
 5, 4,Ｇマッシヴエンペラｰ, 55,和田竜, 0.5, 59,  -5,   0, 8, 83.4,②④③, 5, 3,Ｋタマモクリエイト, 61,幸英明, 1.0, 70,  -4,* 10, 9, 38.7, ⑬⑪, 5,10,Ｂシャウトライン, 73,大下智, 1.2, 68,  -4,   7, 4, 10.7, ⑤⑤, 5, 5,Ｈプログレスエバｰ, 81,小林徹, 0.5, 78,   9,   7,11, 69.1,⑥⑦⑧
 6, 8,Ｆトｰホウオルビス, 55,幸英明, 0.7, 56,* -3,  -4, 6, 20.7,①①②, 6, 9,Ｈシャドウデイル, 64,川田将, 1.0, 70,   3,   3, 7, 16.8, ⑤⑤, 6, 4,Ｆメイショウハナミチ, 68,安部幸, 1.3, 68,  -4,   7,11, 76.2, ⑤⑦, 6, 9,Ｂトシザカイモン, 88,安藤勝, 0.5, 78,* 11,   3, 2,  4.3,②②①
 7, 6,Ｌマｰベラスウイル, 50,角田晃, 0.8, 59,  -5,   1,13,353.3,⑪⑧⑥, 7,12, クイックリｰプ,---,和田竜, 1.2, 70,   2,   4,13,359.2, ⑩⑤, 7,11,Ｉヴァイスハイト, 66,岩田康, 1.3, 68,  -2,   6, 3,  4.5, ⑤③, 7,10,Ｊキタノアラワシ, 81,岩田康, 0.6, 79,   9,   7, 6, 14.0,⑧⑨⑪
 8, 2,Ｅドモナラズ, 56,ルメｰ, 1.0, 57,  -7,   1, 5, 17.7,⑤⑨⑨, 8, 1,Ｉシュウボンバｰ, 63,ルメｰ, 1.5, 66,  -1,   2, 5, 12.1, ⑩⑪, 8,12,Ｌテンエイヤシャオｰ, 62,幸英明, 1.3, 67, -10,* 12,14,126.0, ⑬⑬, 8, 6,Ｉメイショウチョイス, 81,石橋守, 0.6, 80,   8,   8,10, 43.7,⑬⑪⑧
 9, 9,Ｍピサノロンシャン, 45,川田将, 1.2, 54,  -7,   0,12,236.4,⑧⑨⑨, 9, 8,Ｄカウンセラｰ, 68,小林徹, 1.6, 66,   4,  -2,11,111.0, ⑤⑤, 9, 5,Ａウッドウインド, 75,和田竜, 1.3, 67,*  0,   2, 1,  2.1, ②②, 9, 1,Ｆマイネルカンタｰレ, 81,幸英明, 1.2, 76,   7,   5, 9, 42.0,⑯⑬⑫
10, 7,Ｄシアトルシｰフェア, 62,藤岡佑, 1.7, 54, -11,   3,11,112.7,⑭⑭⑫,10, 2,Ｊメイショウラダック, 62,飯田祐, 1.9, 63,   1,  -3,12,194.7, ⑦⑨,10, 7,Ｃチアズグロｰリｰ, 71,藤田伸, 1.4, 66,  -5,   7, 5, 18.6, ⑧⑦,10,13,Ｌマルブツフラッシュ, 79,藤田伸, 1.3, 73,* 11,  -3, 7, 20.0,③③②
11,10,Ｊアグネスアンフィニ, 51,秋山真, 1.8, 51,  -6,  -9, 9, 87.6,⑤⑥⑥,11, 7,Ｅパッションロｰズ, 68,藤岡佑, 2.1, 61,   1,  -5, 2,  3.9, ⑦⑨,11,14,Ｊエステｰムシチｰ, 65,小牧太, 1.6, 64,* -1,   1, 7, 32.1, ③③,11,15,Ｇマルブツブラボｰ, 81,船曳文, 1.4, 75,   7,   6,15,205.1,⑧⑬⑭
12, 1,Ｉマｰシフルフェイト, 53,岩田康, 2.6, 45,  -8, -11, 3,  5.5,⑧⑪⑪,12, 4,Ｇライフチェンジ, 67,小牧太, 3.0, 54,  -8,  -3, 6, 15.1, ⑭⑭,12, 6,Ｈチャリティショウ, 67,角田晃, 1.7, 64, -10,   9, 8, 33.5, ⑬⑬,12, 4,Ｍナムラクニヒメ, 74,酒井学, 1.4, 74,   9,   0,16,246.6,⑩⑨⑧
13,14,Ｈマイネルスウィング, 54,武幸四, 3.1, 42, -10, -12, 9, 87.6,⑬⑫⑫,13,14,Ｌウイングフット, 59,藤田伸, 3.9, 45,   6, -25,10, 51.4, ③③,13, 2,Ｅラジョリｰ, 69,小林徹, 1.8, 62,  -6,   4, 9, 36.4, ⑧⑩,13, 8,Ｋニホンピロファイブ, 81,安部幸, 1.4, 73,* 11,  -3, 8, 35.0,⑤④⑥
14, 5,Ｎニネッタ, 43,上野翔, 3.1, 43, -11,  -9,14,477.0,⑪⑬⑭,14, 6, ライスフィｰルド,---,安部幸, 4.2, 43,   1, -23,14,462.8, ⑦⑪,14, 1,Ｍオレニツイテコイ, 56,岡部誠, 3.3, 50,  -5, -10,12,111.5, ⑧⑩,14,14,Ｎワンダｰタイキ, 74,田村太, 1.6, 73,   6,   4,14,163.8,⑭⑮⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｐブルルイ, 71,千田輝, 3.4, 61,   4,  -9,12,161.8,⑭⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｏファンドリゲット, 73,和田竜, 3.6, 59,* 11, -25,13,163.0,①①②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-1),,,,,,,,,,,
単勝:360円 複勝:12=120円 13=120円 11=270円 枠連:330円,,,,,,,,,,,,"単勝:1,180円 複勝:13=300円 15=120円 10=210円 枠連:850円",,,,,,,,,,,,"単勝:430円 複勝:13=190円 03=1,670円 09=2,460円 枠連:5,430円",,,,,,,,,,,,単勝:330円 複勝:07=140円 11=220円 16=160円 枠連:540円,,,,,,,,,,,
馬連:350円 ワイド:12-13=170円 11-12=810円 11-13=800円,,,,,,,,,,,,"馬連:1,000円 ワイド:13-15=500円 10-13=1,400円 10-15=360円",,,,,,,,,,,,"馬連:18,350円 ワイド:03-13=4,950円 09-13=4,930円 03-09=35,620円",,,,,,,,,,,,"馬連:1,960円 ワイド:07-11=770円 07-16=360円 11-16=940円",,,,,,,,,,,
"馬単:860円 3連複:1,550円",,,,,,,,,,,,"馬単:2,890円 3連複:2,440円",,,,,,,,,,,,"馬単:28,300円 3連複:237,760円",,,,,,,,,,,,"馬単:2,970円 3連複:3,070円 3連単:13,880円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 5R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 8R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■11R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伏見ｽﾃｰｸｽ,,,,,,,,,,
