08年 3月 9日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月 9日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
 9, 7,Ｄネオシンフォニｰ, 52,四位洋, 2.1, 47,* -6, -11, 4,  8.2,②②②, 9, 7, ボスポラス,,熊沢重,205.1,,,, 4, 14.7,⑥⑦⑧, 9, 1,Ｅホッコｰビクトリｰ, 59,渡辺薫, 1.5, 59, -12,   2, 5, 12.9, ⑤④, 9, 1,Ｏシｰジョリｰ, 57,太宰啓, 0.8, 70,  -1,   6,16,347.3, ⑫⑬
10, 9,Ｈカネトシフロｰラル, 44,浜口楠, 2.1, 51,  -9,  -3, 9,117.5,⑪⑪⑨,10,12, アイエススピリット,,出津孝,205.4,,,,10, 58.2,⑥⑦⑨,10, 8,Ｋシゲルクシエラ, 41,熊沢重, 1.7, 59, -18,   8,12,255.6, ⑬⑫,10,14,Ｌセンザイイチグウ, 64,幸英明, 0.8, 70,  -3,*  8,13,103.8, ⑮⑬
11, 5,Ｋフェンウェイバｰド, 41,菊地昇, 2.4, 48,  -8,  -7,11,153.0,⑦⑧⑨,11,11, ツルマルビビッド,,高野容,206.4,,,, 6, 18.1,⑫⑫⑫,11,10, プリンセスアイリ,---,浜口楠, 1.7, 58, -14,   4,10,198.0, ⑧⑨,11,13,Ｉエイシンイチリン, 66,長谷川, 1.0, 66,   7,  -7, 6, 11.8, ③③
12,12, マｰベラスハｰト,---,太宰啓, 2.7, 44,  -9, -10,10,129.4,⑦⑧⑨,12, 3, パｰプルコブラ,,小坂忠,210.8,,,, 5, 15.8,⑩⑪⑪,12, 9,Ｆトウカイブレイズ, 58,吉田隼, 1.7, 58, -16,   5, 7, 18.7, ⑩⑨,12, 9,Ｋミスズアロハ, 65,熊沢重, 1.0, 66,   5,  -5, 8, 25.6, ⑥⑦
,,,,,,,,,,,,,,,,,,,,,,,,13, 6,Ｊロングメッセｰジ, 45,四位洋, 2.6, 47, -21,  -1, 4, 10.3, ⑪⑬,13,12,Ｅケンエンデバｰ, 68,安藤勝, 1.1, 65,  -3,   4, 7, 14.7, ⑭⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,15,Ｎメイショウモア, 62,川原正, 1.2, 65,  -3,   3,11, 58.8, ⑮⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｐシルクレグナム, 53,武英智, 1.9, 56,   1, -11,15,207.0, ⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 7,Ｆワンダｰボｰイ, 68,池添謙, 2.2, 51,   7, -22, 9, 29.2, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:2),,,,,,,,,,,
"単勝:590円 複勝:06=250円 08=320円 04=1,190円 枠連:1,330円",,,,,,,,,,,,"単勝:3,280円 複勝:04=490円 13=120円 06=730円 枠連:810円",,,,,,,,,,,,単勝:240円 複勝:07=120円 03=150円 12=480円 枠連:510円,,,,,,,,,,,,"単勝:590円 複勝:04=190円 03=170円 05=290円 枠連:1,130円",,,,,,,,,,,
"馬連:3,180円 ワイド:06-08=1,160円 04-06=3,040円 04-08=8,070円",,,,,,,,,,,,"馬連:2,100円 ワイド:04-13=900円 04-06=5,900円 06-13=1,130円",,,,,,,,,,,,"馬連:550円 ワイド:03-07=230円 07-12=930円 03-12=1,770円",,,,,,,,,,,,"馬連:1,220円 ワイド:03-04=470円 04-05=1,070円 03-05=940円",,,,,,,,,,,
"馬単:5,600円 3連複:55,540円",,,,,,,,,,,,"馬単:8,130円 3連複:15,300円",,,,,,,,,,,,"馬単:780円 3連複:5,140円",,,,,,,,,,,,"馬単:3,010円 3連複:4,220円 3連単:25,560円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 5R  ダ1400m 3 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 8R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  ダ2000m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁川ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａロジュマン, 64,小林徹,, 56,*  5,   0, 2,  2.9, ①①, 1,16, トシザコジｰン,---,安藤勝,, 59,* -4,*  1, 1,  1.7, ③②, 1, 4,Ｃシルクオルフェウス, 71,田嶋翔,, 81,* 11,   9, 9, 29.2, ②②, 1, 9,Ｈフィフティｰワナｰ, 87,吉田隼,, 89,*  9,* 17, 1,  3.0,③③②
 2, 4,Ｂケイアイプラウド, 63,四位洋, 0.4, 52,  -7,*  9, 1,  2.4, ⑥⑥, 2,14, スペシャルポケット,---,浜口楠, 0.2, 59,* -3,  -1, 4, 12.8, ②②, 2, 3,Ｆトウカイインパクト, 69,石橋守, 0.1, 80,   5,* 16, 5,  8.6, ⑧⑥, 2,10,Ｃドンクｰル, 92,安藤勝, 0.2, 85,*  9,  15, 5, 12.1,⑤④②
 3, 5,Ｋロｰテコスミオン, 32,鮫島良, 1.0, 47,  -8,   4, 8, 73.7, ⑥⑥, 3,13, イイデソユｰズ,---,石橋守, 0.6, 56,  -5,  -3,10, 48.4, ④④, 3, 5,Ｅエイワナギ, 70,吉田隼, 0.8, 73,* 10,   3, 7, 13.5, ③③, 3,14,Ｉブラックランナｰ, 86,佐藤哲, 0.4, 88,   9,  15, 2,  4.9,⑫⑦⑥
 4, 6,Ｄグラマラスシチｰ, 57,川原正, 1.2, 45, -15,*  9, 7, 57.4, ⑪⑪, 4,12, スマｰトドレス,---,川原正, 0.6, 57,  -9,*  2, 3,  9.0, ⑪⑤, 4, 8,Ｍウインハンズダウン, 63,四位洋, 1.0, 74,   7,   6, 2,  5.0, ⑥④, 4,13,Ｎアドマイヤミリオン, 78,上村洋, 0.7, 86,*  9,  12, 8, 17.4,⑦④⑤
 5, 3,Ｇダンツキャピタル, 42,熊沢重, 1.7, 43,*  1, -10, 9,100.4, ②②, 5,10, ガイラルディア,---,池添謙, 0.7, 55,  -6,  -3, 5, 13.6, ④⑤, 5,11,Ｂヤエノアカハチ, 73,幸英明, 1.2, 72,   2,* 10, 1,  3.5, ⑪⑪, 5,12,Ｂタガノサイクロン, 92,池添謙, 0.8, 85,   7,* 17, 3,  6.2,⑩⑫⑪
 6,11,Ｌフォレストロバリｰ, 23,浜口楠, 1.8, 39, -10,  -1,10,170.3, ⑧⑧, 6,15, ジョウノグレｰス,---,幸英明, 0.8, 55,  -8,   0,15, 89.0, ⑩⑩, 6,14,Ｇプルｰヴドメリト, 68,佐藤哲, 1.3, 72,   3,   7, 3,  7.0, ⑨⑧, 6,11,Ｄラッキｰブレイク, 91,幸英明, 1.0, 83,   8,  14, 4,  9.8,⑧⑩⑨
 7, 9,Ｅトｰセンステｰジ, 53,幸英明, 1.8, 39,  -4,  -7, 6, 19.9, ⑤⑤, 7, 5, ナリタココロ,---,小林徹, 0.9, 53,* -3,  -8, 8, 34.5, ①①, 7,15,Ｉバトルスクワｰト, 67,太宰啓, 1.7, 67,   1,   7,14, 83.2, ⑪⑪, 7, 4,Ｊメイショウシャフト, 85,石橋守, 1.2, 82,   7,  14,15, 74.4,⑩⑪⑩
 8,13,Ｆウツセミ, 49,小林慎, 1.9, 39, -12,   0, 5, 18.2, ⑩⑩, 8, 8, ミヤジマッドレｰ,---,吉田隼, 1.2, 50,  -8,  -5, 6, 30.1, ⑧⑩, 8, 2,Ｈワンダｰリッジ, 68,池添謙, 1.8, 66,   3,   3,11, 40.0, ⑨⑧, 8, 1,Ａタイキエニグマ, 92,鮫島良, 1.2, 83,   7,  14, 9, 21.2,⑧⑫⑪
 9,12,Ｉセイウンベルテンポ, 39,長谷川, 2.0, 39,  -1, -11, 3,  5.3, ③③, 9, 6, ラガｰトップラン,---,鮫島良, 1.2, 52, -11,  -1,11, 75.4, ⑪⑬, 9, 6,Ａボｰナスフィｰバｰ, 76,熊沢重, 1.9, 67,   1,   5, 4,  7.2, ⑬⑪, 9, 7,Ｋカオリノｰブル, 85,浜口楠, 1.2, 81,   8,  10,16,121.5,④④⑦
10, 8,Ｈピｰスオブホｰプ, 40,池添謙, 3.0, 29,  -1, -20, 4,  7.6, ③③,10,11, ブエンビアッヘ,---,長谷川, 1.4, 51,  -6,  -8,14, 85.7, ⑦⑧,10,10,Ｄサミｰデザｰト, 70,小林徹, 1.9, 66,   0,   6,10, 32.1, ⑮⑮,10, 5,Ｆタイキヴァンベｰル, 88,長谷川, 1.3, 85,   5,* 16,11, 33.1,⑬⑮⑯
11, 1,Ｊフミノセントラル, 32,上村洋, 3.2, 29, -15,  -9,11,221.5, ⑪⑫,11, 2, メイショウルシェロ,---,飯田祐, 1.6, 49,  -5, -10, 7, 30.5, ④⑤,11,13,Ｊマイネルヴルメリオ, 66,田中克, 2.4, 64,   2,  -1,12, 46.6, ⑬⑪,11, 6,Ｌブルｰフランカｰ, 85,太宰啓, 1.3, 81,   8,  11,13, 54.4,⑤⑧⑦
12,10, トｰアゲッコウ,---,津村明, 3.9, 20, -10, -19,12,222.8, ⑧⑧,12, 1, シルクスイｰティｰ,---,松田大, 1.7, 48,  -8,  -8,12, 78.8, ⑧⑩,12, 7,Ｌエステｰムシチｰ, 65,津村明, 2.8, 58,   6,  -9,13, 77.6, ⑥⑥,12, 2,Ｅダンディズム, 91,千田輝, 1.5, 81,   6,  13,12, 51.8,⑯⑮⑭
,,,,,,,,,,,,13, 9, スズノパンサｰ,---,熊沢重, 1.8, 48,  -9,  -8,13, 82.4, ⑬⑧,13, 1,Ｏグッドキララ, 59,長谷川, 2.9, 57,* 11, -17, 6,  9.1, ①①,13,16,Ｐニシノデュｰ, 76,芹沢純, 1.8, 77,* 10,   1,14, 55.3,②②②
,,,,,,,,,,,,14, 4, ワンダｰギャルｰ,---,田村太, 2.5, 41, -13, -10, 2,  5.4, ⑬⑮,14, 9,Ｎオレンジシンジュ, 62,小坂忠, 3.7, 51,   6, -17,15,252.3, ⑤⑧,14,15,Ｏヒシカツリｰダｰ, 78,小林徹, 1.8, 75,* 10,   1, 6, 15.2,①①①
,,,,,,,,,,,,15, 7, カノヤキラリ,---,黒岩悠, 2.9, 39, -12, -13,16,123.3, ⑮⑭,15,12,Ｋレッドアワｰド, 66,青木芳, 3.8, 50,   8, -20, 8, 18.8, ④④,15, 8,Ｇウインカｰディナル, 87,川原正, 1.9, 77,   6,   8,10, 26.8,⑮⑫⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｍカフェオリンポス, 83,四位洋, 2.5, 73,   8,   1, 7, 16.5,⑬⑧⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,
単勝:290円 複勝:07=110円 04=120円 05=660円 枠連:300円,,,,,,,,,,,,単勝:170円 複勝:16=110円 14=270円 13=840円 枠連:590円,,,,,,,,,,,,"単勝:2,920円 複勝:04=730円 03=280円 05=440円 枠連:2,810円",,,,,,,,,,,,"単勝:300円 複勝:09=170円 10=300円 14=180円 枠連:2,880円",,,,,,,,,,,
"馬連:260円 ワイド:04-07=150円 05-07=1,900円 04-05=1,590円",,,,,,,,,,,,"馬連:900円 ワイド:14-16=360円 13-16=1,340円 13-14=3,660円",,,,,,,,,,,,"馬連:13,260円 ワイド:03-04=3,940円 04-05=3,370円 03-05=1,780円",,,,,,,,,,,,"馬連:2,850円 ワイド:09-10=1,040円 09-14=420円 10-14=1,280円",,,,,,,,,,,
"馬単:680円 3連複:4,220円",,,,,,,,,,,,"馬単:1,070円 3連複:5,240円",,,,,,,,,,,,"馬単:40,380円 3連複:47,570円",,,,,,,,,,,,"馬単:4,210円 3連複:4,500円 3連単:24,250円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  芝1600m 3 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  ダ1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｱﾙﾒﾘｱ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａオｰミプレシャス, 63,四位洋,, 64,* -5,* 14, 3,  5.5,⑦⑦③, 1, 1, アグネスミヌエット,---,四位洋,, 52, -14,*  1, 4,  9.1, ⑪⑩, 1,10,Ａレッドシュｰタｰ, 73,安藤勝,, 77,   1,* 11, 1,  1.2, ⑥⑤, 1, 4,Ｇイリュｰシブネス, 76,幸英明,, 84,* 13,  11, 3,  6.7, ③③
 2, 2,Ｉフェスティブドン, 44,小林徹, 0.1, 61,* -5,  11, 7, 21.8,①①①, 2, 2, マッキｰエヴァ,---,田中剛, 0.2, 49, -13,* -4, 6, 12.5, ⑧⑦, 2, 7,Ｍマイネルインゼル, 57,浜口楠, 0.5, 71,*  4,  -2, 7, 39.4, ①①, 2, 9,Ｄアグネスハッピｰ, 78,太宰啓, 0.6, 78,   1,  17, 8, 22.3, ⑨⑨
 3, 3,Ｇシャイニｰブラウン, 48,熊沢重, 0.4, 62,  -7,* 13, 5, 11.0,⑧⑦⑥, 3,16, エスポワｰルシチｰ,---,佐藤哲, 0.3, 46, -12,  -9, 1,  2.3, ⑥④, 3,13,Ｇマルティンスタｰク, 63,池添謙, 0.5, 73,  -2,* 10, 3, 13.5, ⑩⑩, 3,15,Ｏウインサウザｰ, 71,熊沢重, 0.7, 79,   5,  12,16,274.8, ⑦⑦
 4,10,Ｅカレンミラバッシ, 58,吉田隼, 0.4, 59,  -6,  11, 4, 10.1,⑤④③, 4, 8, パｰルグレイピアス,---,津村明, 0.9, 42, -16,  -9, 2,  4.6, ⑭⑫, 4, 5,Ｂプティマカロン, 72,田嶋翔, 0.7, 70,   1,   1,11, 74.9, ⑥⑤, 4, 3,Ａバトルサクヤビメ, 80,池添謙, 0.9, 76,  10,   6, 1,  2.7, ⑤⑤
 5, 7,Ｃスズカファイト, 61,渡辺薫, 0.4, 60,* -5,  10, 1,  2.2,③③③, 5, 7, バンブｰレブルｰ,---,浜口楠, 0.9, 39,* -9, -22, 7, 14.0, ①①, 5, 1,Ｅマイネルレギメント, 67,吉田隼, 0.7, 68,*  2,  -3, 8, 51.8, ③②, 5, 5,Ｆフォワｰドダンサｰ, 76,田中剛, 0.9, 76,* 14,   1,10, 26.7, ①①
 6, 9,Ｄダノンマスタｰズ, 59,安藤勝, 0.4, 58,* -5,  10, 2,  3.2,②②②, 6,10, トロピカルロマンス,---,上村洋, 1.0, 40, -15, -15, 3,  7.2, ⑨⑩, 6, 6,Ｊエアシャトゥｰシュ, 60,松田大, 0.7, 70,   1,   0, 5, 19.9, ④⑤, 6, 7,Ｌテイエムカゲムシャ, 71,渡辺薫, 1.0, 75,* 15,   0, 5,  9.3, ②②
 7, 4,Ｂシｰシャトｰ, 62,佐藤哲, 0.8, 60,  -6,   9, 6, 19.9,③④⑥, 7,11, シルキｰライム,---,田中克, 1.0, 41, -19,  -7,11, 89.6, ⑯⑮, 7,11,Ｄマッキｰバッハ, 68,幸英明, 0.9, 70,   0,   1, 2, 10.6, ⑨⑨, 7, 1,Ｃセトノヒット, 78,高井彰, 1.1, 74,   5,   8,13, 59.6, ⑦⑦
 8, 5,Ｈラブズラブ, 47,幸英明, 1.2, 54,  -6,   5,10,151.2,⑤④⑧, 7, 5, ウォルトンコクカ,---,小林徹, 1.0, 42, -20,* -4,16,227.4, ⑮⑯, 8,14,Ｋグラｰフ, 60,川原正, 1.1, 67,  -3,   4, 6, 30.0, ⑫⑫, 8,16,Ｈフェザｰウイング, 76,酒井学, 1.1, 74,* 13,   1, 4,  7.6, ③③
 9, 1,Ｆラガｰサｰジュ, 50,田中克, 1.4, 56,  -7,   4, 8,124.1,⑨⑦⑨, 9, 3, ブギウギ,---,長谷川, 1.2, 37, -12, -22, 8, 27.6, ④④, 9, 3,Ｈアマゾネスバイオ, 62,鮫島良, 1.3, 65,  -4,   1,12,144.5, ⑫⑫, 9,13,Ｅセイウンマル, 76,芹沢純, 1.1, 75,   1,  13, 7, 20.6, ⑫⑨
10, 6,Ｊマイネルマカリイ, 24,長谷川, 4.5, 34, -11, -16, 9,143.9,⑩⑩⑩,10,12, メイショウニケ,---,高橋亮, 1.2, 35,*-11, -25, 9, 49.0, ②②,10, 8,Ｉシゲルエスペレ, 62,四位洋, 1.7, 57,*  2, -18, 4, 15.1, ④②,10, 8,Ｉバリオン, 74,四位洋, 1.2, 74,   1,  12, 2,  6.0, ⑪⑪
,,,,,,,,,,,,11, 4, ネヴァノウ,---,吉田隼, 1.3, 36, -13, -21, 5, 11.9, ⑥⑦,11, 4,Ｆマイネエスポワｰル, 67,佐藤哲, 1.8, 58,  -2,  -9,10, 66.3, ⑩⑩,11,10,Ｎアレクシオス, 71,津村明, 1.2, 73,  -8,* 21,12, 43.8, ⑭⑬
,,,,,,,,,,,,12, 9, フィｰルドハｰバｰ,---,菊地昇, 1.5, 33, -12, -26,10, 55.6, ④④,12, 2,Ｌショウナンマスタｰ, 60,芹沢純, 2.1, 54,   1, -19,14,429.3, ⑥⑤,12, 2,Ｋモンテチェリｰ, 72,吉田隼, 1.3, 72,   9,   3, 9, 24.8, ⑤⑤
,,,,,,,,,,,,13, 6, メイショウキュロス,---,小林慎, 1.7, 34, -15, -20,13,178.4, ⑪⑫,13, 9,Ｃテイエムクレナイ, 70,津村明, 2.3, 52,*  2, -25, 9, 62.2, ②④,13,12,Ｍタムロイｰネｰ, 71,長谷川, 1.3, 73, -12,* 23,11, 40.9, ⑮⑮
,,,,,,,,,,,,14,14, シゲルアスパイヤｰ,---,熊沢重, 1.8, 31, -16, -22,14,184.8, ⑬⑫,14,12,Ｎシゲルラフタラ, 39,長谷川, 2.4, 54,  -5, -13,13,355.1, ⑫⑫,14,14,Ｐシセイヒカリ, 65,川原正, 1.3, 72,   2,  10,14,106.6, ⑨⑪
,,,,,,,,,,,,15,15, ディリジェント,---,石橋守, 2.0, 29, -13, -31,15,204.0, ⑨⑦,,,,,,,,,,,,,15, 6,Ｊシンキッカｰ, 72,浜口楠, 1.8, 68,  -7,  14,15,149.6, ⑬⑬
,,,,,,,,,,,,16,13, レジェルマン,---,太宰啓, 2.6, 24,*-10, -45,12,130.4, ②②,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-1),,,,,,,,,,,
"単勝:550円 複勝:08=260円 02=630円 03=470円 枠連:1,650円",,,,,,,,,,,,"単勝:910円 複勝:01=240円 02=250円 16=130円 枠連:3,980円",,,,,,,,,,,,単勝:120円 複勝:10=110円 07=570円 13=220円 枠連:450円,,,,,,,,,,,,"単勝:670円 複勝:04=270円 09=570円 15=6,560円 枠連:1,430円",,,,,,,,,,,
"馬連:5,200円 ワイド:02-08=1,640円 03-08=1,530円 02-03=2,230円",,,,,,,,,,,,"馬連:4,200円 ワイド:01-02=980円 01-16=520円 02-16=480円",,,,,,,,,,,,"馬連:2,060円 ワイド:07-10=700円 10-13=280円 07-13=3,340円",,,,,,,,,,,,"馬連:9,320円 ワイド:04-09=2,840円 04-15=23,820円 09-15=42,970円",,,,,,,,,,,
