08年12月21日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年12月21日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
 9,14,Ｌボニｰタシチｰ, 44,福永祐, 3.3, 45,*  2, -16,10,130.7, ③③, 9, 2, ペガサスファイト,,熊沢重,203.2,,,, 7, 10.7,⑩⑩⑩, 9, 2,Ｊグランプリチェリｰ, 57,角田晃, 3.2, 45, -13,  -4, 9, 60.6, ⑫⑫, 9, 5,Ｃキングブレｰヴ, 83,福永祐, 1.1, 74, -10,  13, 7, 26.2, ⑦⑧
10, 7,Ｐノッティングスカイ, 33,長谷川, 3.4, 47,  -9,  -3,15,503.7, ⑭⑭,10, 9, エメラルドワン,,林満明,204.8,,,,11, 62.4,⑫⑬⑪,10, 3,Ｌプリティマリ, 56,渡辺薫, 3.2, 50,*  8, -24,13,232.0, ①①,,,,,,,,,,,,
11, 9,Ｊダンツブロンズ, 44,小林徹, 3.5, 44,  -8,  -7, 9,122.9, ⑪⑨,11,10, ホッコｰサンライズ,,高井彰,205.4,,,,14,152.9,⑬⑪⑫,11, 6,Ｍサイレントビｰト, 50,橋本美, 3.3, 49,*  8, -25,12,111.0, ②②,,,,,,,,,,,,
12, 6,Ｆワンパクタイショウ, 49,幸英明, 3.8, 42,  -2, -15,12,342.2, ⑥⑥,12, 7, デンコウニンジャ,,今村康,205.5,,,, 1,  3.9,④⑥⑦,12, 9,Ｋサマｰラグｰン, 56,デムｰ, 3.3, 42,  -4, -13, 8, 35.8, ⑩⑪,,,,,,,,,,,,
13, 1,Ｍパｰプルガルチ, 41,小坂忠, 3.9, 42, -11,  -5,16,516.5, ⑮⑮,13, 4, ルｰルシャガｰル,,金折知,212.6,,,, 9, 34.9,⑪⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,
14, 5,Ｏオｰバｰザウェイヴ, 37,渡辺薫, 4.0, 40,  -6, -13,13,363.7, ⑨⑪,14, 8, ゼッタイヒルマン,,岩崎祐,218.1,,,,12,107.9,⑭⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
15,15,Ｋコｰド, 44,田中健, 4.2, 38,*  1, -24,14,491.5, ④④,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,12,Ｇベストトゥベスト, 49,熊沢重, 5.0, 34, -12, -13, 8, 85.7, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:6),,,,,,,,,,,
単勝:540円 複勝:03=130円 10=110円 04=130円 枠連:160円,,,,,,,,,,,,"単勝:630円 複勝:01=260円 06=360円 13=1,550円 枠連:1,140円",,,,,,,,,,,,"単勝:350円 複勝:13=160円 07=610円 04=260円 枠連:1,240円",,,,,,,,,,,,"単勝:240円 複勝:09=120円 06=330円 04=250円 枠連:1,750円",,,,,,,,,,,
馬連:380円 ワイド:03-10=180円 03-04=250円 04-10=200円,,,,,,,,,,,,"馬連:3,130円 ワイド:01-06=1,270円 01-13=5,850円 06-13=7,590円",,,,,,,,,,,,"馬連:3,280円 ワイド:07-13=1,420円 04-13=640円 04-07=2,470円",,,,,,,,,,,,"馬連:2,150円 ワイド:06-09=670円 04-09=480円 04-06=1,510円",,,,,,,,,,,
"馬単:1,270円 3連複:440円 3連単:3,840円",,,,,,,,,,,,"馬単:5,000円 3連複:60,940円 3連単:291,060円",,,,,,,,,,,,"馬単:5,050円 3連複:11,710円 3連単:55,540円",,,,,,,,,,,,"馬単:3,090円 3連複:4,940円 3連単:21,770円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 5R  芝1600m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝1400m 3歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,阪神ｶｯﾌﾟ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｂウインペンタゴン, 67,浜中俊,, 63,  -1,*  7, 1,  1.7,⑤⑤④, 1,14, ブロｰドストリｰト,---,後藤浩,, 60,*-22,* 12, 1,  1.4, ⑦⑤, 1,15,Ａトｰセンスタｰン, 85,デムｰ,, 74,   1,* 19, 2,  2.4,⑨⑨⑦, 1, 3,Ｃマルカフェニックス, 93,福永祐,, 93,  13,  11, 8, 22.1, ⑥⑤
 2,12,Ｉセイウンウィスパｰ, 51,川田将, 0.1, 61,*  3,  -1, 3, 10.4,②②②, 2,10, フロｰズンダイキリ,---,デムｰ, 0.3, 57, -25,* 12, 3, 14.4, ⑬⑪, 2,11,Ｄグランプリサクセス, 76,安藤勝, 0.0, 77,*  4,* 14, 3,  8.9,②②②, 2,14,Ａファリダット, 96,四位洋, 0.1, 91,  10,* 16, 1,  2.5, ⑬⑩
 3, 4,Ｌビコｰオラクル, 48,福永祐, 0.5, 60,   1,  -1,11, 79.6,⑥③③, 3,18, フライキャッチャｰ,---,佐藤哲, 0.6, 51,*-22,   2,11, 98.8, ②②, 3, 8,Ｂゴッドエンブレム, 79,後藤浩, 0.6, 75,   0,* 15, 1,  2.2,⑪⑫⑫, 3,15,Ｅリザｰブカｰド, 90,川田将, 0.1, 90,  10,* 15, 7, 15.0, ⑩⑨
 4, 6,Ｇアグネスクイｰン, 53,後藤浩, 1.5, 51,*  2, -13, 4, 10.6,①①①, 4, 4, シルクジャスパｰ,---,渡辺薫, 0.8, 50,*-22,   0,17,293.4, ④④, 4, 1,Ｉジョｰモルデュｰ, 72,池添謙, 0.8, 73,   2,  11, 5, 17.7,⑥⑦⑤, 4,18,Ｂスプリングソング, 94,池添謙, 0.1, 91,  14,   9, 4,  9.5, ⑦⑥
 5, 1,Ａダノンエリモトップ, 73,デムｰ, 1.5, 47,   1,  -9, 2,  4.1,③④⑤, 5,15, アイエスプラスワン,---,熊沢重, 0.9, 49,*-22,  -1,13,160.4, ⑨⑥, 5, 6,Ｐブルｰクリケット, 58,藤岡佑, 1.2, 69,*  3,   5,13,188.4,③③④, 5, 6,Ｌマヤノツルギ, 85,長谷川, 0.3, 91,* 17,   3,11, 38.9, ②②
 6,15,Ｋエプソムジャンボ, 49,渡辺薫, 1.6, 54,  -2,  -3, 8, 59.5,⑪⑩⑧, 6,12, ランズエッジ,---,藤岡佑, 0.9, 50, -26,   6, 2,  7.8, ⑫⑭, 6,12,Ｆトウカイインパクト, 74,石橋守, 1.3, 69,*  2,   4, 4, 15.7,④④③, 6,11,Ｈサイレントプライド, 89,後藤浩, 0.4, 89,* 16,   3, 2,  6.5, ⑤④
 7, 3,Ｊシゲルトカチダケ, 51,幸英明, 1.9, 52,  -5,   0,13,231.6,⑮⑯⑮, 7,16, イズミコマンダｰ,---,池添謙, 1.0, 45,*-22,  -4,10, 96.4, ③③, 7, 5,Ｅセイウンハレルヤ, 74,田中健, 1.5, 69,   0,   8, 7, 45.1,⑬⑪⑪, 7, 8,Ｇジョリｰダンス, 89,安藤勝, 0.4, 87,   8,* 13, 6, 13.7, ⑫⑫
 8,14,Ｄウイニングショット, 57,武幸四, 2.0, 50,  -3,  -4, 7, 28.0,⑭⑮⑭, 8,11, モンロｰライン,---,小林徹, 1.1, 51, -29,*  7,14,197.9, ⑯⑮, 8, 2,Ｍマキハタセンシブル, 65,高山太, 1.5, 71,   0,  10,14,216.1,⑭⑭⑮, 8, 9,Ｎゲイルスパｰキｰ, 83,浜中俊, 0.5, 87,   6,* 16, 9, 23.9, ⑰⑭
 9, 2,Ｍエムエスシャｰプ, 43,金折知, 2.0, 50,  -4,  -4, 9, 63.0,⑫⑫⑪, 9, 5, サクラレｰヌ,---,武幸四, 1.1, 47, -23,  -1, 7, 19.9, ⑩⑩, 9, 4,Ｋタイムトラベリング, 70,高田潤, 1.6, 68,   0,   7, 9,104.7,⑩⑩⑩, 9,10,Ｄシンボリグラン, 91,藤岡佑, 0.5, 87,  12,   7,12, 40.4, ⑧⑧
10,13,Ｈデアモント, 52,佐藤哲, 2.2, 48,   0, -13,10, 69.2,④⑥⑥,10,17, アフィニティ,---,四位洋, 1.4, 39,*-21, -11, 6, 16.8, ①①,10,14,Ｈトレド, 72,浜中俊, 1.8, 66,   1,   4,12,126.3,⑧⑧⑨,10, 2,Ｋレッツゴｰキリシマ, 85,幸英明, 0.6, 88,* 17,  -2, 5, 12.1, ①①
11,11,Ｅヒルノカンクン, 55,田中健, 2.6, 46,  -2, -13,12,127.4,⑧⑨⑩,11, 2, ロジクィｰン,---,浜中俊, 1.4, 45, -25,  -4, 4, 14.6, ⑧⑨,11, 3,Ｊヒミノプリンセス, 71,幸英明, 1.8, 65,  -1,   7,11,122.9,⑮⑮⑬,11,13,Ｒエｰシンフォワｰド, 75,秋山真, 0.9, 82,  10,   5,14, 70.4, ⑨⑪
12, 7,Ｆメジャｰステｰジ, 55,熊沢重, 2.8, 46,  -1, -16, 6, 26.1,⑨⑦⑦,12,13, フミノタカラ,---,長谷川, 1.5, 40, -23,  -8,15,266.3, ⑥⑧,12, 9,Ｌファイトシｰン, 68,植野貴, 1.8, 66,   2,   2,15,370.2,⑤⑤⑧,12,17,Ｊペｰルギュント, 86,石橋守, 0.9, 82,  10,   6,15,120.1, ⑪⑬
13,16,Ｎイルトロヴァトｰレ, 43,田村太, 3.0, 44,  -4, -11,16,578.4,⑬⑭⑬,13, 6, トｰホウアテナ,---,船曳文, 1.7, 44, -33,   6,16,292.5, ⑰⑰,13,16,Ｃテイエムヒリュウ, 76,熊沢重, 1.9, 67,  -1,   6, 6, 18.9,⑫⑬⑭,13, 7,Ｉソルジャｰズソング, 88,武幸四, 1.2, 78,   3,   9,10, 26.1, ⑱⑱
14,10,Ｃマｰブルアロｰ, 59,長谷川, 3.2, 44,  -2, -19, 5, 13.9,⑦⑧⑨,14, 8, ボナペティ,---,川田将, 1.7, 38, -26,  -6,12,115.1, ⑭⑬,14,13,Ｏフィｰユ, 59,福永祐, 2.0, 64,   2,   0,10,112.5,⑦⑥⑥,14, 4,Ｏステキシンスケクン, 83,佐藤哲, 1.3, 80,* 18,  -9,13, 68.0, ③③
15, 9,Ｏフォレストグリｰン, 36,秋山真, 5.5, 29,  -3, -35,15,406.1,⑯⑪⑫,15, 3, フィロンルｰジュ,---,幸英明, 1.7, 45, -33,   6, 5, 16.4, ⑱⑱,15,10,Ｎホッコｰビクトリｰ, 61,渡辺薫, 2.2, 62,*  3,  -6, 8, 62.6,①①①,15,12,Ｆエイシンドｰバｰ, 89,デムｰ, 1.3, 76,   6,   5, 3,  6.8, ⑮⑮
16, 8,Ｐサチノリュウガン, 31,藤岡佑, 6.5, 22,  -5, -40,14,300.9,⑩⑬⑯,16, 1, シｰガルプリンセス,---,福永祐, 1.9, 36, -26,  -9, 8, 26.2, ⑪⑫,,,,,,,,,,,,,16,16,Ｍマイケルバロｰズ, 84,角田晃, 1.4, 75,   6,   3,17,267.0, ⑯⑯
,,,,,,,,,,,,17, 7, スズカジュエリｰ,---,角田晃, 2.0, 33, -23, -15, 9, 95.1, ⑤⑦,,,,,,,,,,,,,17, 5,Ｑリキアイタイカン, 77,熊沢重, 2.1, 68,   6,  -4,18,275.3, ⑭⑰
,,,,,,,,,,,,18, 9, ラブイズチェルシｰ,---,田中健, 3.5, 17, -31, -22,18,313.1, ⑮⑯,,,,,,,,,,,,,18, 1,Ｐトップオブツヨシ, 79,渡辺薫, 2.5, 65,  14, -21,16,164.8, ④⑦
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:93 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:6),,,,,,,,,,,
単勝:170円 複勝:05=110円 12=260円 04=800円 枠連:750円,,,,,,,,,,,,"単勝:140円 複勝:14=110円 10=290円 18=1,040円 枠連:1,040円",,,,,,,,,,,,単勝:240円 複勝:15=110円 11=160円 08=110円 枠連:500円,,,,,,,,,,,,"単勝:2,210円 複勝:03=410円 14=140円 15=410円 枠連:1,760円",,,,,,,,,,,
"馬連:1,090円 ワイド:05-12=460円 04-05=1,790円 04-12=4,260円",,,,,,,,,,,,"馬連:1,060円 ワイド:10-14=470円 14-18=1,300円 10-18=8,070円",,,,,,,,,,,,"馬連:1,030円 ワイド:11-15=300円 08-15=130円 08-11=260円",,,,,,,,,,,,"馬連:3,040円 ワイド:03-14=1,140円 03-15=4,230円 14-15=1,030円",,,,,,,,,,,
"馬単:1,570円 3連複:11,040円 3連単:39,440円",,,,,,,,,,,,"馬単:1,320円 3連複:16,920円 3連単:44,630円",,,,,,,,,,,,"馬単:1,600円 3連複:450円 3連単:3,580円",,,,,,,,,,,,"馬単:8,270円 3連複:15,920円 3連単:121,970円",,,,,,,,,,,
■ 3R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 6R  芝1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1600m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■12R  ダ1800m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,摂津特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂサンライズキｰル, 67,浜中俊,, 78,* 11,*  2, 2,  4.6,⑤⑤③, 1, 9, エイシンクエスト,---,浜中俊,, 69,  -6,*  6, 1,  3.8, ④③, 1, 8,Ｆサクラドルチェ, 77,藤岡佑,, 83,  18,  -1, 2,  6.4, ⑤⑤, 1, 1,Ｃジェントルフォｰク, 81,デムｰ,, 71,   0,* 19, 5,  8.6,⑦⑧⑨
 2, 6,Ｆナリタプラチナ, 62,デムｰ, 0.4, 71,* 12,  -6, 1,  3.3,②②②, 2,12, ラガｰキセキ,---,後藤浩, 0.3, 65,* -3,   0, 6,  9.4, ①①, 2, 7,Ａミルクトｰレル, 81,四位洋, 0.0, 85,  11,* 10, 3,  8.5, ⑨⑨, 2, 8,Ａパｰフェクトラン, 83,田中健, 0.0, 76,*  2,* 15, 9, 16.2,⑤④③
 3,12,Ａドリｰムライナｰ, 69,藤岡佑, 0.6, 70,   9,* -2, 3,  4.9,⑥⑩⑦, 3, 8, ロングプレジデント,---,渡辺薫, 0.5, 63,  -6,   1, 3,  5.8, ③④, 3, 1,Ｂベルフィｰチャｰ, 81,川田将, 0.0, 83,  18,  -1, 1,  1.6, ④④, 3, 3,Ｂテイエムザエックス, 81,幸英明, 0.3, 73,*  2,  14, 7,  9.8,③③④
 4,14,Ｃマコトザラマンダｰ, 64,福永祐, 0.7, 67,* 12, -12, 6, 12.5,①①①, 4, 3, ジュモｰ,---,藤岡佑, 0.5, 63,  -9,*  6, 2,  4.5, ⑧⑧, 4,10,Ｈフィックルベリｰ, 75,秋山真, 0.4, 82,   7,* 11, 6, 15.4, ⑪⑪, 4, 4,Ｄアイノレグルス, 80,浜中俊, 0.6, 71,*  2,  10, 2,  4.6,②②②
 5,11,Ｇシルクダンディｰ, 61,武幸四, 0.9, 69,   9,  -7, 5,  8.0,⑧⑧⑧, 5,11, サンダｰセブン,---,デムｰ, 0.9, 59, -10,   2, 9, 36.3, ⑨⑨, 5,12,Ｃシャトルタテヤマ, 80,デムｰ, 0.5, 78,  11,   3, 4,  8.6, ⑩⑩, 5,12,Ｆタｰトルベイ, 79,福永祐, 0.6, 73,  -1,* 15, 3,  7.2,⑩⑨⑩
 6,16,Ｋトップオブロイヤル, 53,秋山真, 1.1, 66,   7,  -5, 9, 33.8,⑭⑭⑬, 6, 2, ラビアンロｰズ,---,川田将, 1.1, 57,* -3,  -8, 7, 15.3, ②②, 6, 2,Ｌアマノチェリｰラン, 70,角田晃, 0.8, 74,* 22, -21, 7, 35.7, ②②, 6, 2,Ｊテンシノコンコルド, 75,長谷川, 1.1, 71,   1,   8,10, 87.5,④⑤⑥
 7, 4,Ｊヒカリアスティル, 56,池添謙, 1.1, 64,   8,  -8, 8, 23.2,⑫⑨⑥, 7, 6, イサミゴｰルド,---,池添謙, 1.1, 57,  -6,  -5, 5,  7.3, ⑤⑤, 7,13,Ｍスズカロｰズマリｰ, 66,福永祐, 0.9, 76,   7,   5,12,149.4, ⑫⑫, 7, 5,Ｈアグネスラナップ, 78,池添謙, 1.2, 67,   1,   8, 4,  7.7,⑥⑥⑦
 8,13,Ｄカネトシタフガイ, 63,後藤浩, 1.3, 63,   8, -11, 7, 19.0,⑬⑪⑨, 8, 4, トｰホウメジャｰ,---,福永祐, 1.4, 53, -13,  -1, 4,  6.5, ⑫⑫, 8, 5,Ｇボｰテセレスト, 75,後藤浩, 0.9, 76,   6,   7,10, 81.7, ⑬⑬, 8, 9,Ｅケｰジｰムサシ, 80,渡辺薫, 1.3, 68,   0,   8, 6,  8.6,⑨⑩⑧
 9,15,Ｍサンライズチャンプ, 51,幸英明, 1.6, 62,   7, -12,14,116.5,⑮⑬⑪, 9, 7, トｰコｰシゲル,---,角田晃, 1.4, 53,  -8,  -8,12,104.9, ⑥⑥, 9, 9,Ｄヤサシイキモチ, 78,渡辺薫, 1.0, 72,  19, -20, 5, 14.2, ③③, 9,10,Ｋフェイドレスシｰン, 74,川田将, 1.4, 67,  -1,  10, 8, 13.6,⑪⑪⑪
10, 1,Ｉペパｰミントラヴ, 59,安藤勝, 1.6, 60,   7, -12, 4,  7.9,⑩⑦⑫,10, 1, メイショウゼウス,---,幸英明, 1.5, 53, -13,  -3, 8, 17.3, ⑪⑩,10, 3,Ｅパパラチア, 77,幸英明, 1.2, 71,  11,  -8, 8, 37.6, ⑧⑧,10,11,Ｉシゲルアラムシャ, 76,船曳文, 1.8, 66,  -1,   6,12,141.2,⑫⑫⑫
11,10,Ｌババロア, 53,四位洋, 1.7, 60,   7, -12,12, 86.7,⑯⑫⑭,11,10, オｰミリュミエｰル,---,小林徹, 1.5, 52,  -9,  -8,11, 54.9, ⑦⑦,11,14,Ｋニットウサラン, 71,小林徹, 1.3, 71,   3,   4,14,416.0, ⑭⑭,11, 7,Ｌナムラウィッシュ, 65,熊沢重, 2.5, 59,*  2,  -5,11,108.9,⑧⑦⑤
12, 5,Ｏバイタルシチｰ, 43,佐藤哲, 2.4, 54,   6, -19,13, 96.9,⑪⑯⑮,12, 5, ヘリオスシチｰ,---,武幸四, 1.6, 52, -13,  -4,10, 54.1, ⑩⑪,12, 4,Ｊステイトリｰデイズ, 71,浜中俊, 1.3, 72,  14, -13, 9, 55.0, ⑥⑥,12, 6,Ｇツルマルストｰム, 78,後藤浩, 2.9, 54,*  2, -11, 1,  3.6,①①①
13, 3,Ｐマッキｰガリウム, 42,橋本美, 2.7, 51,   8, -30,16,397.6,⑨④⑩,,,,,,,,,,,,,13, 6,Ｉショウナンアルス, 73,長谷川, 2.0, 62,  14, -23,11, 98.7, ⑦⑦,,,,,,,,,,,,
14, 2,Ｅマイネルメビウス, 63,川田将, 2.7, 49,   9, -34,11, 56.3,③③⑤,,,,,,,,,,,,,14,11,Ｎパッションロｰズ, 60,武幸四, 3.9, 44,* 23, -67,13,168.9, ①①,,,,,,,,,,,,
15, 8,Ｈカネトシコウショウ, 59,船曳文, 2.8, 49,* 11, -37,10, 44.5,④⑥④,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,
