08年 5月18日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 5月18日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■10R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,
 9, 2,Ａピエナワイルド, 68,中舘英, 2.3, 48,  -2, -11, 2,  4.5, ⑥⑦, 9, 8,Ｌシャｰプブルｰベル, 37,木幡初, 0.9, 50,  -7, -11, 9, 50.7, ③④, 9,12,Ｉツカサラッキｰ, 61,北村浩, 1.7, 56,  -8,   2,11, 45.8, ⑪⑨, 9, 1,Ｂニシノクイック, 66,田辺裕, 0.7, 61,  -1,  -6, 5,  9.2, ⑦⑤
10, 6,Ｍニシノヒラリｰ, 37,丸田恭, 3.0, 43,   1, -20,12,148.3, ④④,10,15,Ｂアイノレオ, 54,太宰啓, 1.2, 47, -18,  -4, 4, 12.7, ⑪⑩,10, 3,Ｇエイワハヤブサ, 63,石橋脩, 1.8, 54,  -7,  -1, 9, 39.1, ⑩⑨,10, 4,Ｌフラワｰレインボｰ, 55,菊沢隆, 0.8, 60,  -3,  -4,16,129.0, ⑧⑧
11, 5,Ｋマイネルラウディｰ, 53,黛弘人, 3.0, 40, -13,  -8, 7, 13.2, ⑫⑫,11,11,Ｄヨシブレイクアウト, 49,安藤光, 1.3, 45, -14,  -9,10, 55.9, ⑩⑩,11, 4,Ｎアウレウス, 45,大野拓, 2.2, 52,  -9,  -2,14,123.3, ⑪⑬,11, 2,Ｄモンルｰジュ, 66,赤木高, 0.9, 58,   2, -11, 4,  5.7, ⑤⑦
12, 4,Ｈアクトオブグレイス, 55,宮崎北, 3.1, 41,   0, -20, 9, 28.7, ⑤⑦,12,10,Ｉミズバショウクイン, 44,宮崎北, 1.4, 43,* -3, -21,13,184.7, ②②,12, 5,Ｆウルトラボルケｰノ, 64,田中博, 2.7, 46,  -9,  -8, 6, 14.9, ⑪⑫,12,15,Ｋルクシオン, 59,荻野琢, 0.9, 57, -18,   9,12, 87.6, ⑯⑯
13, 3,Ｏケイツｰシｰガル, 27,池崎祐, 3.4, 37, -14, -10,15,301.2, ⑬⑫,13, 3,Ｎヨシハヤテ, 29,草野太, 1.6, 41, -21,  -7,15,309.0, ⑬⑬,13,13,Ｃフォレストジャガｰ, 71,田中健, 2.8, 47,*  2, -19, 4,  8.2, ②②,13, 9,Ｃアナナス, 66,中舘英, 0.9, 59,   3, -12, 1,  4.7, ③③
14,12,Ｌトｰアセシｰル, 42,木幡初, 4.3, 31, -18, -14,12,148.3, ⑮⑮,14, 7,Ｅアリエｰテ, 48,小島太, 1.9, 39, -17, -12,12,133.8, ⑪⑬,14,10,Ｏチャｰムラブ, 43,二本柳, 3.1, 42,   0, -19, 8, 34.5, ④④,14, 7,Ｎカシマワｰルド, 51,高山太, 0.9, 59, -13,   6,15,126.4, ⑭⑭
15, 7,Ｄケｰジｰバクシンオ, 62,田中博, 5.2, 26,*  6, -44, 5,  8.1, ①②,15,16,Ｏアッパｰミドル, 24,池崎祐, 2.0, 36, -10, -22,16,400.2, ⑥⑥,15, 9,Ｊフミノオリヒメ, 60,古川吉, 3.5, 41,  -4, -19, 5,  8.5, ⑥⑨,15, 8,Ａマッキｰバクシン, 67,野元昭, 0.9, 59,   2, -11, 8, 15.8, ⑤⑤
,,,,,,,,,,,,16, 4,Ｍハロｰビｰナス, 33,高山太, 2.6, 30, -23, -15,14,235.4, ⑯⑯,,,,,,,,,,,,,16, 3,Ｈメイショウバルドル, 62,中村将, 1.4, 52,  -8,  -8, 9, 23.0, ⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,
"単勝:410円 複勝:08=190円 01=190円 14=1,150円 枠連:1,000円",,,,,,,,,,,,"単勝:1,630円 複勝:12=450円 06=110円 05=170円 枠連:890円",,,,,,,,,,,,単勝:480円 複勝:15=190円 08=140円 14=420円 枠連:570円,,,,,,,,,,,,"単勝:4,630円 複勝:12=1,660円 05=1,570円 10=300円 枠連:13,410円",,,,,,,,,,,
"馬連:1,200円 ワイド:01-08=430円 08-14=2,940円 01-14=4,060円",,,,,,,,,,,,"馬連:1,650円 ワイド:06-12=780円 05-12=1,880円 05-06=260円",,,,,,,,,,,,"馬連:780円 ワイド:08-15=380円 14-15=1,330円 08-14=1,020円",,,,,,,,,,,,"馬連:81,140円 ワイド:05-12=17,440円 10-12=4,480円 05-10=5,580円",,,,,,,,,,,
"馬単:2,350円 3連複:20,790円",,,,,,,,,,,,"馬単:5,330円 3連複:3,090円",,,,,,,,,,,,"馬単:1,450円 3連複:5,910円",,,,,,,,,,,,"馬単:146,340円 3連複:169,120円 3連単:1,371,090円",,,,,,,,,,,
■ 2R  芝1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 8R  芝2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝1000m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,駿風ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｃプレンティフェスタ, 60,中谷雄,, 63,   0,  -3, 2,  3.7, ④③, 1,11,Ｂスｰパｰプライド, 59,中舘英,, 59,* -2,*  0, 2,  4.1, ③③, 1,11,Ａオｰプンセサミ, 76,中舘英,, 72,*  9,   1, 4,  5.8,④②②, 1, 9,Ｉスパイン, 75,石神深,, 82,*  6,  12, 8, 16.5,   
 2, 3,Ｄメジロフォｰナ, 58,三浦皇, 0.0, 62,   0,  -3, 3,  5.1, ④③, 2, 3,Ａスズカコング, 62,芹沢純, 0.5, 53,  -3,  -5, 1,  2.6, ④③, 2, 3,Ｉリヴィエラブルｰ, 66,木幡初, 0.0, 71,   6,*  8, 2,  4.5,⑧⑨⑨, 2, 6,Ｆメジロシリング, 76,赤木高, 0.1, 81, -10,* 20, 3,  7.7,   
 3,12,Ｆヤマニンシュエット, 49,赤木高, 0.3, 60,*  4, -12, 8, 22.7, ①①, 3,12,Ｃエｰシンウドウィン, 57,野元昭, 0.5, 53,  -5,* -3, 5, 11.5, ⑥⑥, 3,12,Ｂキングオブチャド, 72,三浦皇, 0.1, 69,   7,   1, 1,  3.8,⑤④④, 3,14,Ｈレヴリ, 75,二本柳, 0.1, 81,  -2,* 16,10, 20.9,   
 4,10,Ｂシセイハルカ, 63,丸田恭, 0.5, 57,   1,  -9, 1,  3.5, ④⑥, 4, 5,Ｅトウカイデリシャス, 50,菊沢隆, 0.6, 53,  -5,* -3, 8, 28.0, ⑦⑥, 4, 1,Ｆマッシヴカイザｰ, 68,芹沢純, 0.2, 68,*  9,  -2, 3,  5.6,②②②, 4, 2,Ｅゼットカｰク, 77,三浦皇, 0.1, 81,  -2,* 16,11, 24.0,   
 5, 6, リュクス,---,青木芳, 0.5, 55, -12,*  6, 4,  9.6, ⑮⑯, 5, 6,Ｄアグネスグリッタｰ, 55,三浦皇, 0.6, 52,  -4,  -6, 3,  4.9, ④⑤, 5,10,Ｇレジェンドプレイス, 67,石橋脩, 0.2, 69,*  9,  -2, 6,  9.7,②①①, 5, 5,Ｃラッシュライフ, 78,石橋脩, 0.3, 77,   1,  10, 1,  3.8,   
 6,14,Ｉシャイニングアゲン, 46,大野拓, 0.9, 53,  -2, -11, 6, 10.6, ⑧⑦, 6, 8,Ｊスリｰサンカリスマ, 43,太宰啓, 0.7, 53,  -5,  -4,13,152.0, ⑦⑥, 6, 8,Ｈハイドパｰク, 67,青木芳, 0.5, 67,   3,*  8, 8, 17.3,⑫⑪⑫, 6,10,Ｌマリンフェスタ, 68,大野拓, 0.5, 74,*  3,   6, 2,  4.6,   
 7, 5, アラクネベガ,---,芹沢純, 1.0, 51, -10,  -3,12,101.2, ⑬⑬, 7, 2,Ｈスガノブレｰヴ, 45,宮崎北, 0.8, 51,  -6,* -3, 9, 58.7, ⑪⑨, 7,13,Ｃショウナンラヴァｰ, 71,鷹野宏, 0.6, 66,   3,*  7, 7, 17.2,⑮⑪⑪, 7, 8,Ｄマンテンハット, 77,北村浩, 0.5, 74,  -1,   9,14, 39.4,   
 8,15,Ｋジニアビスティｰ, 37,宮崎北, 1.0, 49,  -6,  -9,13,129.1, ⑪⑪, 8, 9,Ｍトｰアゲッコウ, 36,大野拓, 1.1, 49,  -8,  -4,15,254.3, ⑪⑪, 8, 6,Ｊラガｰフレックス, 66,太宰啓, 0.8, 64,   6,  -5,12, 92.9,⑧⑥⑥, 8,12,Ｋサインゴｰルド, 72,野元昭, 0.7, 70,  -1,   6, 7, 13.2,   
 9, 2,Ｍトｰセンアリエッタ, 34,二本柳, 1.1, 49,  -4, -12,11, 76.0, ⑨⑨, 9,16,Ｇエｰティｰダビンチ, 47,赤木高, 1.1, 46,*  0, -19, 6, 14.2, ①①, 9, 5,Ｅエイシンフタイテン, 68,野元昭, 0.8, 63,   7,  -6, 5,  7.5,⑪⑥⑤, 9,11,Ｊワイキュｰブ, 74,中舘英, 0.8, 70,  -7,   9, 5, 11.3,   
10,16,Ｈアルファエミネント, 47,梶晃啓, 1.1, 49,  -4, -12,14,132.2, ⑨⑨,10,14,Ｆルグランコンデ, 47,千葉直, 1.2, 46,  -6,  -9,11,138.3, ⑦⑨,10, 4,Ｌフレｰミングライフ, 61,草野太, 1.1, 60,   7, -11, 9, 52.1,⑤⑥⑨,10, 4,Ｇテイエムポイント, 76,芹沢純, 0.9, 67,  -3,   5, 9, 20.3,   
11, 1,Ｊリュｰトフルシティ, 41,石橋脩, 1.4, 46,  -9,  -9, 9, 27.7, ⑬⑬,11, 4, クリフクライマｰ,---,石橋脩, 1.3, 47, -10,* -3, 4,  7.4, ⑮⑬,11, 7,Ｋアシュレイリバｰ, 63,田中博, 1.1, 61,   6,  -6,10, 66.6,⑧⑨⑥,11, 1,Ｎサｰキットレディ, 58,鷹野宏, 0.9, 67,   1,   2,13, 27.6,   
12, 4,Ｇリリイメイド, 47,池崎祐, 1.4, 46, -11,  -5,15,193.8, ⑮⑮,12,13,Ｋフジハマカゼ, 42,木幡初, 1.8, 42, -10, -10,12,149.4, ⑬⑬,12,15,Ｍクリノトレジャｰ, 48,高山太, 2.0, 54,   3, -10,13,149.1,⑫⑭⑫,12, 3,Ｂセレスブルック, 79,太宰啓, 0.9, 68,   2,   2, 6, 12.8,   
13, 8,Ａノｰススピリッツ, 63,大江原, 1.4, 46,  -2, -18, 7, 20.3, ⑦⑦,13, 1,Ｏエクスタフネス, 30,中村将, 2.0, 39, -10, -13,10,111.0, ⑭⑬,13, 2,Ｄプレンティスピｰド, 71,丸田恭, 2.2, 53,   5, -17,11, 87.8,⑦⑪⑫,13, 7,Ａブラックシャドウ, 79,木幡初, 1.1, 63,  -1,   0, 4,  9.2,   
14,11,Ｎワイルドヴィｰナス, 34,嘉藤貴, 1.6, 44,  -6, -16,16,305.3, ⑪⑪,14, 7,Ｌキラｰパンサｰ, 36,池崎祐, 2.2, 34,* -2, -32,14,245.8, ②②,14,14,Ｎゲンパチゴｰルド, 46,嘉藤貴, 2.5, 51,   2, -14,15,339.1,⑭⑮⑮,14,13,Ｍマッチメイト, 68,中村将, 1.3, 61,   2,  -3,12, 26.0,   
15, 9,Ｅメリｰムｰド, 57,木幡初, 1.7, 45,*  2, -26, 5, 10.3, ③③,15,10,Ｎロイヤルカリバｰン, 32,田中博, 2.8, 31, -15, -16, 7, 24.8, ⑯⑯,15, 9,Ｏシャドウパルマン, 38,菊沢隆, 3.4, 45,   8, -46,14,150.5,①④⑥,,,,,,,,,,,,
16, 7,Ｌウォルトンブッチ, 36,加藤士, 2.7, 33,*  3, -41,10, 30.2, ②②,16,15,Ｉクリノオｰガスト, 45,荻野琢, 3.4, 25,  -8, -36,16,393.6, ⑦⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,
単勝:370円 複勝:13=190円 03=220円 12=590円 枠連:700円,,,,,,,,,,,,単勝:410円 複勝:11=140円 03=130円 12=260円 枠連:340円,,,,,,,,,,,,単勝:580円 複勝:11=200円 03=150円 12=160円 枠連:790円,,,,,,,,,,,,"単勝:1,650円 複勝:09=540円 06=270円 14=480円 枠連:600円",,,,,,,,,,,
"馬連:1,080円 ワイド:03-13=550円 12-13=1,600円 03-12=1,710円",,,,,,,,,,,,馬連:420円 ワイド:03-11=210円 11-12=610円 03-12=340円,,,,,,,,,,,,"馬連:1,270円 ワイド:03-11=520円 11-12=480円 03-12=430円",,,,,,,,,,,,"馬連:7,860円 ワイド:06-09=2,540円 09-14=3,390円 06-14=2,130円",,,,,,,,,,,
"馬単:2,110円 3連複:6,320円",,,,,,,,,,,,"馬単:1,050円 3連複:1,350円",,,,,,,,,,,,"馬単:2,900円 3連複:1,830円",,,,,,,,,,,,"馬単:17,940円 3連複:47,480円 3連単:294,660円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 9R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  芝2000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,加治川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂアンブロｰクン, 60,鷹野宏,, 68,*  5,*  3, 2,  3.4,③③③, 1,14,Ｌメイショウシｰマ, 46,古川吉,, 59,* -8,  -2, 4,  7.6, ③③, 1, 8,Ａサトノコクオｰ, 81,青木芳,, 78,   2,* 25, 1,  1.3,⑥③③, 1,16,Ｆビｰモブホｰプ, 65,田中博,, 88,  -3,* 24, 7, 11.4, ⑨⑨
 2, 1,Ａルナエクリプス, 63,中舘英, 0.0, 66,*  6,   1, 1,  2.7,①①①, 2,13,Ｆベｰトｰヴェン, 51,二本柳, 0.1, 55,* -7,  -7,10, 26.8, ①①, 2,10,Ｂワンダｰルビアノ, 70,千葉直, 1.5, 67,   1,  15,11, 69.1,⑧⑧⑧, 2, 6,Ｃリネンフィｰルド, 67,田辺裕, 0.1, 81,  -1,  16, 4,  7.5, ⑤⑤
 3, 5,Ｈビッグスワン, 52,菊沢隆, 0.3, 64,*  5,  -2, 4,  9.7,②②②, 3,11,Ｃタイセイボナンザ, 56,三浦皇, 0.2, 56, -10,  -4, 3,  5.9, ⑤⑤, 3, 5,Ｉナリタベガ, 67,中村将, 1.5, 65,*  2,  10, 3, 13.2,②②②, 3, 5,Ｂマイネレプリｰク, 68,丸田恭, 0.2, 76,*  2,   7, 6,  9.7, ①①
 4,11,Ｃディアオリバｰ, 57,丸田恭, 0.4, 65,   3,*  3, 9, 37.8,⑤④④, 4,15,Ｅシゲルエスペランサ, 52,中村将, 0.3, 60, -15,*  6, 6, 11.6, ⑮⑬, 4, 2,Ｈエタｰナルフラワｰ, 68,丸田恭, 1.5, 66,*  3,   9, 5, 17.6,①①①, 4, 8,Ｇグラマトフィラム, 64,三浦皇, 0.4, 75,*  0,   7, 8, 12.1, ③③
 5, 7,Ｄセイウンタナビク, 55,三浦皇, 0.7, 64,   0,*  5, 3,  5.7,⑪⑦⑥, 5, 5,Ｇファｰマウォラト, 51,田中健, 0.3, 56, -13,  -1, 7, 13.1, ⑥⑥, 5,11,Ｃワンダｰガジ, 69,赤木高, 1.6, 66,  -1,* 17, 7, 30.4,⑫⑪⑩, 5, 9,Ａステイトリｰデイズ, 70,石橋脩, 0.4, 80,  -4,* 17, 1,  3.4, ⑩⑪
 6, 6,Ｇロマンスワンダｰ, 52,太宰啓, 0.9, 60,   2,   1,10, 41.7,⑧⑤⑤, 6, 4,Ｈヤマショウゴｰルド, 51,宮崎北, 0.3, 59, -14,*  2,12, 40.9, ⑨⑩, 6, 6,Ｌアルゴ, 63,中舘英, 1.9, 63,   1,  11,12, 71.7,⑩⑧⑧, 6,15,Ｈジｰニアス, 63,中舘英, 0.6, 73,*  0,   4, 2,  6.6, ③③
 7, 3,Ｆシルクスペリオｰル, 54,石橋脩, 2.7, 48,   0, -11, 6, 16.7,⑥⑦⑧, 7,10,Ｂヤマニンデュｰン, 57,中舘英, 0.5, 55, -13,  -4, 1,  3.2, ⑥⑧, 7,15,Ｋティリブルティｰト, 65,黛弘人, 2.0, 63,   1,   9,10, 49.9,⑨⑦③, 7, 1,Ｊハバネロキャット, 63,草野太, 0.7, 77,  -5,  16,12, 61.5, ⑬⑬
 8, 2,Ｋワンサイド, 48,鈴来直, 2.8, 50,  -2,  -9,14,263.2,⑬⑨⑧, 8, 8,Ｊフジベガ, 50,木幡初, 0.5, 56, -14,   0,13, 62.0, ⑩⑬, 8, 9,Ｇマケテタマルカ, 68,木幡初, 2.2, 64,  -4,* 18, 2, 10.5,⑮⑮⑮, 8, 4,Ｋミココロ, 60,嘉藤貴, 0.7, 76,  -4,  13,11, 39.5, ⑩⑨
 9,12, テンシノデュエル,---,中村将, 3.0, 48,  -3,  -9,12, 93.7,⑪⑪⑩, 9,12,Ｍウルトラペガサス, 45,石橋脩, 0.7, 52, -14,  -4,14,104.8, ⑩⑩, 9, 3,Ｄセイウンヒｰロｰ, 69,三浦皇, 2.6, 59,   2,   3, 4, 13.2,③③③, 9, 2,Ｍボレロビｰト, 52,高橋智, 1.0, 70,  -3,   6,10, 33.2, ⑦⑦
10, 9,Ｅマイネルブリス, 54,田中博, 3.0, 48,  -2, -11,11, 60.2,⑨⑨⑩,10, 9,Ｉベルアミイ, 50,松田大, 0.9, 48, -11, -13, 8, 21.7, ⑥⑥,10,14,Ｅイキオイ, 68,宮崎北, 2.8, 56,  -1,   7,14,163.0,⑫⑪⑩,10, 7,Ｄアドマイヤビアン, 66,芹沢純, 1.1, 67,*  1,  -3, 5,  8.8, ②②
11,10,Ｉツｰリスト, 49,大野拓, 4.3, 40,  -3, -18,13,213.7,⑭⑭⑫,11, 7,Ｐグレイスフルソング, 36,丸田恭, 0.9, 49, -13,  -8,11, 32.9, ⑩⑩,11, 7,Ｏアルゲニブ, 57,鷹野宏, 2.9, 59,  -2,   9,13,160.8,⑪⑬⑬,11,11,Ｎシルクシャングリラ, 42,石神深, 1.4, 69,  -5,   7,16,161.2, ⑭⑬
12,14,Ｍピサノリンドバｰグ, 46,青木芳, 4.6, 38,  -3, -23, 8, 30.0,⑨⑪⑫,12,16,Ａカンタカ, 57,千葉直, 0.9, 45,* -9, -17, 2,  5.7, ②②,12,12,Ｊエステヴァン, 66,小島太, 3.2, 55,   2,  -2, 9, 46.5,⑤③③,12,14,Ｅプラジェラｰト, 65,菊沢隆, 1.6, 64,  -4,   1, 3,  6.7, ⑩⑪
13,15,Ｊプラチナベｰル, 49,松田大, 4.7, 41,  -3, -24, 7, 18.6,⑥⑪⑭,13, 6,Ｄフジビヨリ, 54,菊沢隆, 0.9, 46, -10, -14, 5, 10.8, ③③,13, 1,Ｆマスラタケヲ, 68,田辺裕, 3.3, 53,  -2,   6,15,177.6,⑫⑬⑬,13, 3,Ｉレディカｰニバル, 63,大野拓, 1.8, 66,  -8,   6, 9, 25.6, ⑮⑮
14, 8,Ｎダイヤモンドハｰト, 25,二本柳, 5.7, 31, -10, -16,15,387.0,⑮⑮⑮,14, 3,Ｎラブイズビクトリｰ, 41,野元昭, 1.1, 48, -15,  -6, 9, 25.5, ⑮⑬,14, 4,Ｎクリスマスギフト, 60,大野拓, 3.6, 52,   2,  -5, 8, 44.4,④③③,14,13,Ｐナモンウェイ, 38,安藤光, 2.3, 54,  -4, -12,15,146.3, ⑧⑦
