08年 5月25日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 5月25日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  ダ1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  ダ1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,麦秋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂシャフツレディ, 64,福永祐,, 64,* -6,*  6, 1,  2.0, ②②, 1,10,Ｈキャスタスペルミｰ, 48,福永祐,, 63,*  1,  -1, 7, 18.0, ②②, 1, 2,Ｃサインオブゴッド, 70,内田博,, 71,  16, -20, 1,  3.9, ⑤③, 1,11,Ｆミスタｰモナルコス, 83,藤岡佑,, 81,   7,* 19, 5,  9.7, ⑦⑦
 2, 2,Ａニコニコママ, 65,田中勝, 0.0, 65,  -8,*  9, 2,  3.2, ④④, 2, 9,Ｄソニックブレｰド, 61,吉田豊, 0.3, 61,*  1,  -5, 8, 21.9, ①①, 2,18,Ｂシｰディドアラバイ, 71,松岡正, 0.4, 68,  12,*-17, 4,  6.0, ⑧⑦, 2,16,Ｄパピヨンシチｰ, 85,松岡正, 0.1, 81,* 10,  16, 1,  3.4, ③③
 3, 1,Ｄチャｰムベル, 52,幸英明, 1.4, 56,  -9,   3,11, 67.5, ⑪⑧, 3,11,Ｂアイディリック, 62,内田博, 0.4, 60,  -1,  -1, 5,  7.9, ④⑤, 3, 9,Ｌエッセイスト, 56,蛯名正, 0.6, 66,  11,*-17, 3,  5.3, ⑪⑨, 3, 2,Ｎウエスタンマックス, 75,田中勝, 0.1, 80,   8,  16,12, 66.3, ④③
 4,14,Ｆスピｰドロｰレル, 48,松岡正, 1.5, 52,* -5,  -8, 6, 28.2, ①①, 4, 3,Ａドナｰリオ, 63,大庭和, 0.6, 61,   0,  -4, 3,  5.9, ④③, 4, 6,Ｎレインボｰジャック, 54,横山典, 0.8, 63,  11, -20, 8, 25.8, ⑧⑨, 4, 9,Ｃダイショウジェット, 86,橋本美, 0.2, 79,   7,  17, 8, 23.3, ⑦⑦
 5, 3, スタｰキャンドル,---,柴田善, 1.9, 50,  -8,  -5, 3,  8.1, ⑦⑦, 5, 8,Ｅイマジンノココロヲ, 58,柴田善, 0.6, 58,  -1,  -3, 1,  2.8, ④⑤, 5,12,Ａノボワｰルド, 72,武豊  , 0.9, 63,  10, -20, 2,  4.2, ⑪⑨, 5, 5,Ｅタイキシルバｰ, 85,大庭和, 0.4, 81,   6,  17, 6, 11.2, ⑬⑩
 6,12,Ｅシャンドルｰル, 48,小牧太, 2.2, 49, -14,   1, 9, 48.9, ⑮⑫, 6, 7,Ｆトウショウフォｰス, 56,横山典, 0.7, 57,  -4,*  0, 6,  8.8, ⑫⑫, 6, 4,Ｈサラトガティプトン, 65,柴田善, 1.2, 59,* 19, -40,10, 32.0, ②②, 6, 3,Ａクリｰン, 87,武豊  , 0.5, 79,   2,* 21, 3,  5.3, ⑯⑮
 7,16, カツラコ,---,後藤浩, 2.4, 48, -17,   4, 8, 46.3, ⑯⑭, 7,15,Ｃトｰセンラグタイム, 61,村田一, 0.8, 60,  -4,* -1, 2,  5.8, ⑫⑫, 7,16,Ｐユメノツヅキヲ, 53,村田一, 1.3, 61,   4,*-17,14,153.1, ⑰⑮, 7, 7,Ｂフィｰルドオアシス, 86,横山典, 0.6, 77,   6,  18, 2,  4.6, ⑬⑫
 8, 8,Ｃショウナンマライア, 59,吉田豊, 2.4, 48,  -7, -11, 4, 11.2, ⑥⑤, 8, 2,Ｋカツヨリュウマ, 43,武士沢, 1.3, 53,  -2,  -8,11,155.5, ⑧⑦, 8,17,Ｋツカサオウカ, 58,武士沢, 1.4, 56,   6, -22,15,165.6, ⑭⑭, 8, 8,Ｐパｰプルストック, 69,柴田善, 0.6, 75,* 10,   9,13, 66.4, ②②
 9, 9,Ｊカネスベネフィシオ, 41,柴山雄, 2.5, 49, -14,   0,13,134.2, ⑨⑫, 9, 6,Ｍフジハマカゼ, 40,小島太, 1.4, 54,  -3,  -5,14,219.1, ⑫⑫, 9,15,Ｅエイトサンデｰ, 69,藤岡佑, 1.4, 56,   6, -23, 6, 16.1, ⑪⑬, 9,10,Ｌスズライトアップ, 76,郷原洋, 0.8, 75,   7,  12,16,104.3, ⑩⑦
10, 6,Ｌグラスクエスト, 37,高橋智, 2.6, 47, -10,  -6,15,203.1, ⑨⑩,10,16, コアレスカポｰテ,---,池添謙, 1.8, 49,  -2, -12, 4,  6.6, ⑧⑧, 9,13,Ｒマルタｰズドラドラ, 50,畑端省, 1.4, 59,   3,*-14,17,173.7, ⑱⑱,10, 4,Ｉゴｰルドマイン, 80,池添謙, 0.9, 73,   5,  14, 7, 14.3, ⑬⑩
11,11,Ｉウェディングコパ, 42,内田博, 2.6, 43,  -8, -13, 5, 18.9, ④⑤,11,13,Ｇヨシモンドノスケ, 50,五十嵐, 1.9, 49,   0, -16, 9, 34.6, ③③,11, 5,Ｇジェイケイバクシン, 66,加藤士, 1.4, 56,  12, -33, 9, 26.7, ⑦⑦,11,12,Ｈマルタｰズマッシブ, 80,勝浦正, 1.0, 74,   5,  14, 4,  8.7, ⑩⑫
12,10,Ｈウエスタンマダム, 45,武士沢, 2.7, 45, -11,  -6,14,192.7, ⑪⑪,12,12,Ｊラインメサイア, 43,勝浦正, 2.6, 44,  -2, -19,12,162.1, ⑧⑧,12, 3,Ｆコアレスレｰサｰ, 67,勝浦正, 1.5, 57,   4, -20,11, 33.3, ⑮⑮,12,13,Ｇマイネルテセウス, 82,四位洋, 1.2, 71,* 11,   3,11, 58.4, ①①
13,13,Ｋクィｰンマザｰ, 38,村田一, 3.3, 41,* -6, -22,12,124.8, ③③,13, 1,Ｌスカイラプタｰ, 40,幸英明, 2.8, 42,  -2, -21,10, 69.1, ⑧⑧,13,10,Ｊソルヴィエント, 60,幸英明, 1.5, 56,  15, -38, 7, 22.0, ⑤⑥,13, 6,Ｏスズノメヒョｰ, 74,蛯名正, 2.0, 66,   8,   0, 9, 25.5, ⑥⑥
14,15, トｰセンフルライフ,---,蛯名正, 4.2, 36, -17, -11, 7, 29.0, ⑭⑯,14, 5,Ｎクリｰンピカタン, 33,江田照, 3.1, 41,  -3, -22,13,167.2, ⑦⑧,14, 7,Ｄウインハンズダウン, 69,小牧太, 2.1, 51,* 18, -51, 5,  8.2, ③③,14, 1,Ｊメジロファルカル, 77,村田一, 2.4, 64,   8,  -4,14, 71.8, ④③
15, 5,Ｍカゼニナッテ, 20,黛弘人, 4.3, 32, -10, -24,16,242.4, ⑦⑧,,,,,,,,,,,,,15,14,Ｏインザムｰンライト, 53,江田照, 2.7, 43,   4, -37,13,139.1, ⑮⑮,15,15,Ｍマルブツバンダリｰ, 75,鈴来直, 2.7, 61,   3,   0,15, 99.7, ⑩⑭
16, 7,Ｇスピリットアイズ, 48,池添謙, 4.5, 32, -16, -14,10, 53.2, ⑪⑭,,,,,,,,,,,,,16, 8,Ｉカルストントップオ, 63,郷原洋, 2.9, 43,  16, -61,12,138.1, ③③,16,14,Ｋイリュｰシブネス, 76,黛弘人, 2.7, 62,   3,   3,10, 53.4, ⑦⑮
,,,,,,,,,,,,,,,,,,,,,,,,17,11,Ｍイエロｰプリマ, 54,小林淳, 3.1, 43,  10, -50,18,245.1, ⑧⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 1,Ｑコアレスディガｰ, 50,柴山雄, 3.9, 35,* 19, -78,16,167.9, ①①,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-18 馬場:重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:不良(指数:-8),,,,,,,,,,,
単勝:200円 複勝:04=110円 02=130円 01=710円 枠連:220円,,,,,,,,,,,,"単勝:1,800円 複勝:10=590円 09=590円 11=300円 枠連:18,130円",,,,,,,,,,,,単勝:390円 複勝:02=180円 18=190円 09=240円 枠連:940円,,,,,,,,,,,,"単勝:970円 複勝:11=270円 16=150円 02=1,390円 枠連:820円",,,,,,,,,,,
"馬連:290円 ワイド:02-04=160円 01-04=1,280円 01-02=1,710円",,,,,,,,,,,,"馬連:12,230円 ワイド:09-10=2,920円 10-11=1,260円 09-11=1,360円",,,,,,,,,,,,馬連:990円 ワイド:02-18=380円 02-09=620円 09-18=790円,,,,,,,,,,,,"馬連:1,640円 ワイド:11-16=690円 02-11=8,230円 02-16=2,920円",,,,,,,,,,,
"馬単:540円 3連複:3,350円",,,,,,,,,,,,"馬単:24,180円 3連複:18,630円",,,,,,,,,,,,"馬単:1,870円 3連複:2,340円",,,,,,,,,,,,"馬単:4,300円 3連複:34,910円 3連単:227,850円",,,,,,,,,,,
■ 2R  ダ1300m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 8R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■11R  芝2400m 3 歳ｵｰﾌﾟﾝ(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｶﾞｰﾍﾞﾗ賞,,,,,,,,,,,,優駿牝馬 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂシｰサンメイ, 64,小野次,, 65,*  4,  -3, 5,  9.5, ②②, 1, 1,Ａギムレットアイ, 62,安藤勝,, 57,*  3, -16, 1,  2.0,①②②, 1,15,Ｂシルポｰト, 76,武豊  ,, 78,  10,*  7, 2,  4.1, ⑦⑦, 1,15,Ｉトｰルポピｰ, 75,池添謙,, 82,*  6,* 12, 4,  9.7,⑦⑧⑦
 2,15,Ｄナンヨｰサンセット, 61,福永祐, 0.5, 59,  -8,*  5, 3,  6.2, ⑪⑪, 2, 7,Ｂライラックラブ, 61,松岡正, 0.0, 58,   1,*-10, 2,  2.4,⑥⑥⑥, 2,17,Ａドラゴンファング, 77,内田博, 0.6, 73,  14,  -4, 1,  3.5, ④④, 2, 6,Ｋエフティマイア, 73,蛯名正, 0.0, 83,*  6,  11,13, 32.5,⑦⑥⑤
 3, 4,Ｇインスティル, 57,池添謙, 0.5, 61,*  3,  -8, 8, 20.5, ①①, 3, 8,Ｃスプリｰムシチｰ, 56,内田博, 0.2, 56,*  3, -17, 3,  7.1,⑤④②, 3,18,Ｅロｰドバロック, 67,蛯名正, 0.8, 72,  14,  -6, 3,  4.1, ⑥④, 3,10,Ａレジネッタ, 80,小牧太, 0.2, 83,   5,* 13, 5, 12.1,⑪⑩⑩
 4, 2,Ｉタツクｰル, 50,松岡正, 0.6, 58,  -8,*  5, 4,  9.0, ⑪⑪, 4, 9,Ｇロｰランスカイ, 49,江田照, 0.9, 48,*  3, -27, 5, 18.4,⑦⑥②, 4,14,Ｃレオブルｰス, 71,江田照, 0.9, 67,  10,  -4, 6, 22.6, ⑦⑦, 4, 7,Ｊブラックエンブレム, 73,松岡正, 0.3, 79,*  6,   5, 6, 12.9,②③③
 5, 8,Ｃラインブレイク, 62,蛯名正, 0.7, 62,*  2,  -7, 1,  3.1, ③③, 5,10,Ｅスタルカ, 51,幸英明, 0.9, 49,*  4, -33, 6, 46.4,②①①, 5,13,Ｆスイｰトカルタゴ, 64,幸英明, 1.0, 68,  14, -10, 8, 39.1, ③③, 5,17,Ｎオディｰル, 71,安藤勝, 0.4, 80,   4,* 13,11, 27.0,⑩⑪⑫
 6,16,Ａケイアイガルチ, 65,吉田豊, 0.8, 58,  -4,  -2, 2,  3.9, ⑧⑧, 6, 5,Ｉホｰリｰカップ, 44,郷原洋, 1.3, 47,  -1, -25, 7, 47.1,⑨⑧⑧, 6, 2,Ｈコスモポッケ, 62,吉田豊, 1.1, 65,   2,*  4, 5, 12.3, ⑮⑬, 6, 4,Ｄレッドアゲｰト, 78,内田博, 0.4, 79,*  8,   2, 2,  5.3,⑤③③
 7, 1,Ｆバｰドダムｰル, 57,江田照, 0.8, 59,   0,  -6, 9, 35.1, ⑦④, 7, 4,Ｈキョンキョンラブ, 45,武士沢, 1.3, 47,   0, -24, 9,111.9,⑦⑧⑧, 7, 3,Ｄソシアルグレイシｰ, 70,横山典, 1.1, 65,   5,   1, 4,  4.8, ⑪⑩, 7,18,Ｈリトルアマポｰラ, 75,武幸四, 0.5, 80,   3,  10, 1,  3.9,⑪⑪⑩
 8,11,Ｅロｰテコスミオン, 60,後藤浩, 1.4, 51,  -6,  -5, 6, 10.3, ⑩⑨, 8, 6,Ｊテイエムヤンキｰ, 44,小林淳, 1.6, 47,  -3, -20,10,117.1,⑨⑩⑩, 8, 1,Ｇナスザン, 62,池添謙, 1.3, 66,* 17, -18,11, 74.0, ①①, 8,12,Ｂソｰマジック, 80,後藤浩, 0.6, 77,   4,   6, 3,  6.5,⑤⑥⑧
 9,13,Ｈカシマジュリアン, 55,池崎祐, 2.0, 49,   0, -16,11,119.9, ③④, 9, 2,Ｄシナモンラフィア, 54,池添謙, 1.7, 42,   0, -35, 4, 16.6,②④⑥, 9, 7,Ｊギンザグリングラス, 57,武幸四, 1.6, 61,   6,  -6,14,148.7, ⑩⑩, 9, 8,Ｇマイネレｰツェル, 76,武豊  , 0.6, 81,   4,* 13, 9, 21.5,⑯⑯⑭
10, 9,Ｋカチキナムスメ, 47,幸英明, 2.3, 44,  -9,  -8,16,190.6, ⑭⑬,10, 3,Ｆザサンデｰアミフジ, 49,大庭和, 2.0, 41,   2, -42, 8, 61.1,②②⑤,10, 8,Ｏスイｰトグラｰツ, 52,村田一, 1.7, 60,   4,  -5,13,143.7, ⑪⑫,10, 5,Ｆムｰドインディゴ, 76,福永祐, 0.8, 75,   5,   2, 7, 17.7,⑦⑧⑧
11, 5,Ｍハｰティロｰズ, 12,大庭和, 2.4, 45,  -6, -13,13,141.4, ⑧⑨,,,,,,,,,,,,,11,10,Ｌマルマツフライト, 57,福永祐, 1.7, 61,  14, -18,10, 63.0, ④④,11, 3,Ｃアロマキャンドル, 78,田中勝, 1.5, 70,   3,  -1, 8, 18.7,⑭⑬⑭
12, 7,Ｌベリッシモ, 47,武士沢, 2.5, 43,   0, -21,15,185.3, ⑤④,,,,,,,,,,,,,12, 9,Ｑブｰトキャンプ, 41,田中剛, 1.9, 57,   9, -14,18,455.9, ⑨⑨,12, 9,Ｒライムキャンディ, 65,四位洋, 1.5, 69,   3,  -1,10, 25.4,⑪⑬⑭
13,10, エアセレナｰデ,---,田中勝, 3.3, 36,  -3, -26, 7, 18.0, ⑤⑦,,,,,,,,,,,,,13,11,Ｎマルタカラッキｰ, 53,小林淳, 1.9, 60,* 16, -25, 9, 55.0, ②②,13, 2,Ｏハｰトオブクィｰン, 71,幸英明, 2.2, 62,*  6, -21,17, 52.0,④③⑤
14, 3,Ｊリミットレスパワｰ, 49,郷原洋, 3.4, 34, -11, -18,10, 37.7, ⑮⑬,,,,,,,,,,,,,14, 6,Ｉオリヒメチャｰム, 61,四位洋, 1.9, 55,  -9,*  9,15,189.7, ⑱⑱,14,11,Ｑジョイフルスマイル, 67,吉田豊, 2.4, 63,   2, -10,18,117.1,⑰⑰⑰
15,14, バラドｰズ,---,勝浦正, 3.7, 32, -10, -21,12,130.5, ⑬⑬,,,,,,,,,,,,,15,12,Ｍピンクバｰディｰ, 57,大庭和, 2.0, 54,   0,  -4,16,192.4, ⑮⑯,15,14,Ｍカレイジャスミン, 72,柴田善, 2.4, 60,*  7, -28,14, 35.6,②②②
16, 6, アブダビアン,---,加藤士, 3.7, 34, -12, -17,14,143.1, ⑯⑯,,,,,,,,,,,,,16, 5, デキシｰメイ,---,勝浦正, 2.3, 52,   2, -10,12,111.6, ⑬⑬,16,13,Ｅスペルバインド, 77,勝浦正, 2.8, 59,   3, -21,12, 28.6,⑭⑬⑫
,,,,,,,,,,,,,,,,,,,,,,,,17,16,Ｋベストロング, 57,後藤浩, 2.6, 48,   2, -14, 7, 29.9, ⑬⑬,17,16,Ｐエアパスカル, 69,藤岡佑, 3.0, 57,*  8, -35,16, 47.5,①①①
,,,,,,,,,,,,,,,,,,,,,,,,18, 4,Ｐスタｰダム, 48,郷原洋, 2.6, 48,   0, -12,17,371.1, ⑮⑯,18, 1,Ｌシャランジュ, 72,横山典, 3.3, 55,   3, -23,15, 43.5,⑱⑱⑰
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:稍重(指数:5),,,,,,,,,,,
単勝:950円 複勝:12=320円 15=220円 04=500円 枠連:540円,,,,,,,,,,,,単勝:200円 複勝:01=110円 07=110円 08=130円 枠連:160円,,,,,,,,,,,,単勝:410円 複勝:15=150円 17=130円 18=150円 枠連:330円,,,,,,,,,,,,"単勝:970円 複勝:15=380円 06=970円 10=420円 枠連:3,140円",,,,,,,,,,,
"馬連:3,340円 ワイド:12-15=1,170円 04-12=1,940円 04-15=1,610円",,,,,,,,,,,,馬連:180円 ワイド:01-07=110円 01-08=180円 07-08=190円,,,,,,,,,,,,馬連:640円 ワイド:15-17=270円 15-18=350円 17-18=270円,,,,,,,,,,,,"馬連:24,080円 ワイド:06-15=7,320円 10-15=2,050円 06-10=4,480円",,,,,,,,,,,
"馬単:6,520円 3連複:17,440円",,,,,,,,,,,,馬単:360円 3連複:260円,,,,,,,,,,,,"馬単:1,400円 3連複:930円",,,,,,,,,,,,"馬単:39,320円 3連複:61,600円 3連単:440,360円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  ダ1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 9R  芝1600m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,葉山特別,,,,,,,,,,,,江の島特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａスマｰトサプライズ, 61,横山典,, 60,* -4,   3, 1,  1.7, ②②, 1,15,Ｇヒシオフェンス, 64,後藤浩,, 69,   5,*  5, 2,  3.2, ⑥⑥, 1, 3,Ｃヤマニンエマイユ, 76,武豊  ,, 81,   8,   6, 6, 11.4, ⑤⑤, 1, 7,Ｂマイネルシュピｰル, 81,蛯名正,, 84,* 12,   0, 2,  3.6,①①①
 2, 9, カモンスタンダップ,---,池添謙, 0.0, 61, -13,* 14,11, 73.9, ⑯⑯, 2, 9,Ｉジョウショｰアロｰ, 63,内田博, 0.1, 69,*  8,   1, 5, 10.9, ②②, 2,14,Ｆパパラチア, 74,安藤勝, 0.5, 77,  -5,* 18, 1,  4.9, ⑬⑬, 2, 1,Ｃアメジストリング, 79,武豊  , 0.1, 85,   7,* 11, 1,  3.5,⑦⑦⑥
 3,12,Ｇハイライト, 54,柴山雄, 0.2, 60,* -4,   2, 6, 18.5, ③③, 3, 2,Ｂモエレジンダイコ, 72,黛弘人, 0.3, 67,   6,   0, 1,  2.8, ③③, 3, 1,Ｋホワイトヴェｰル, 70,吉田豊, 0.7, 74,   4,   3,14, 47.7, ⑥⑥, 3,12,Ｊランヘランバ, 72,福永祐, 0.2, 83,* 12,   1, 8, 25.5,③②②
 4,15,Ｄシｰニックルｰプ, 58,内田博, 0.3, 59,  -8,*  7, 3,  6.3, ⑨⑩, 4, 5,Ａリュウメイ, 72,柴田善, 0.5, 66,*  9,  -4, 4,  9.2, ①①, 4, 8,Ｌアスクデピュティ, 70,横山典, 0.8, 74,  -4,* 14, 2,  5.8, ⑭⑬, 4, 8,Ａセプタｰレイン, 83,柴田善, 0.5, 82,   6,*  8, 4,  6.4,⑩⑧⑨
 5, 6,Ｃヴォイジャｰ, 60,後藤浩, 0.4, 57,* -4,   0, 2,  4.6, ①①, 5, 6,Ｊアイオロスシチｰ, 62,吉田豊, 0.5, 65,   5,   0, 6, 12.1, ⑥⑥, 5, 7,Ｇグレｰスエポナ, 73,蛯名正, 0.8, 69,* 12, -15, 3,  6.2, ④②, 5,10,Ｄダブルヒｰロｰ, 78,田中勝, 1.3, 72,   6,  -5, 3,  4.2,④⑥⑦
 6, 3,Ｂヒロコ, 60,田中勝, 0.6, 57,  -5,   1, 5, 17.3, ⑤④, 6, 3,Ｌカンタベリｰビｰト, 58,幸英明, 0.7, 63,   4,   1,12, 86.2, ⑩⑨, 6, 6,Ｈマイネヴェロナ, 73,内田博, 0.8, 72,   4,   1, 8, 16.5, ⑥⑥, 6, 9,Ｌジェイウォｰク, 71,吉田豊, 1.3, 70,  10, -14, 5, 11.3,④③③
 7, 2,Ｅケイエムチャンス, 57,江田照, 1.1, 53,  -7,  -2, 4, 13.8, ⑨⑦, 7, 7,Ｋイｰスタンリバｰ, 59,武幸四, 0.9, 61,   1,*  3,14,112.6, ⑫⑫, 7,13,Ｊセンシュアルドレス, 71,田中勝, 0.8, 75,  -2,  10, 9, 18.9, ⑩⑫, 7, 5,Ｉタイキスピリッツ, 73,内田博, 1.5, 68,  10, -16, 9, 25.6,②③③
 8,10,Ｆトウカイオペラ, 55,勝浦正, 1.1, 53,  -7,  -2,12,157.8, ⑧⑦, 8, 1,Ｏデルマアルタイル, 50,大庭和, 1.0, 62,   5,  -3,13, 88.6, ⑥⑥, 8, 4,Ｅカレンナサクラ, 75,江田照, 1.0, 69,   2,   1, 4,  8.3, ⑩⑧, 8, 2,Ｋマチカネオオバン, 71,柴山雄, 1.6, 67,   9, -14,11, 58.1,⑥⑤⑤
 9,13,Ｋアｰバンシチｰ, 47,鈴来直, 1.3, 51, -10,   1, 9, 69.4, ⑫⑬, 9,10,Ｄウルドサリエ, 69,福永祐, 1.2, 60,   6,  -8, 3,  7.5, ④③, 9,10,Ａハギノルチェｰレ, 79,四位洋, 1.0, 73,  -7,* 17, 5,  9.5, ⑯⑮, 9, 6,Ｅパルエクスプレス, 76,横山典, 1.7, 67,   3,  -5, 7, 23.6,⑦⑧⑩
10, 1,Ｊユウチカラ, 48,田面木, 1.5, 50, -10,  -2,13,263.1, ⑭⑬,10, 4,Ｈエイワイエヤス, 63,藤岡佑, 1.2, 58,   0,   1, 9, 44.9, ⑬⑬,10,16,Ｉミスティラブ, 72,福永祐, 1.1, 66,* 16, -24,13, 23.6, ①①,10,11,Ｆニシノフリｰダム, 75,幸英明, 2.0, 64,   3, -10, 6, 18.4,⑩⑪⑩
11, 8,Ｏミヤサンティアラ, 38,武士沢, 1.5, 49,  -6,  -7,15,304.0, ③④,11, 8,Ｅザムｰン, 65,小林淳, 1.6, 56,   2,  -5,15,118.1, ⑪⑩,11, 2,Ｎアクティブアクト, 69,幸英明, 1.1, 67,* 14, -20,10, 21.6, ③②,11, 4,Ｇショウナンパレス, 74,藤岡佑, 2.0, 63,   6, -15,10, 52.8,⑨⑧⑦
12,11,Ｎフジアンドリュウ, 42,郷原洋, 1.5, 50,  -8,  -4,13,263.1, ⑫⑩,12,12,Ｆレディオｰロラ, 64,田面木, 1.6, 55,  -3,   1,10, 52.0, ⑬⑮,12,11,Ｍモンサンミシェル, 70,武幸四, 1.3, 72,  -5,  12,12, 23.3, ⑭⑮,,,,,,,,,,,,
13,16,Ｌパッサｰジュ, 45,村田一, 1.9, 49,* -4, -11, 7, 34.8, ⑤④,13,13,Ｃネクストトライ, 70,田中勝, 1.7, 56,   6, -11, 7, 21.2, ④⑤,13,12,Ｐクｰルダンサｰ, 59,村田一, 1.4, 68,   0,  -2,16,230.5, ⑧⑩,,,,,,,,,,,,
14, 4,Ｉマチカネハルノコエ, 53,小林淳, 2.6, 41,  -7, -15,10, 70.8, ⑤⑦,14,14,Ｎスガノナイナｰ, 52,江田照, 2.1, 52,   0,  -6, 8, 33.9, ⑮⑬,14, 5,Ｏパｰプルカフェ, 68,小島太, 1.4, 66,  -1,   0,15, 56.3, ⑩⑩,,,,,,,,,,,,
15,14,Ｍミラクルモア, 43,伊藤直, 2.9, 40, -10, -13,16,348.6, ⑭⑬,15,11,Ｍマルタｰズアディラ, 53,勝浦正, 2.3, 50,   3, -12,11, 75.2, ⑥⑩,15,15,Ｄサプライズユｰ, 76,後藤浩, 1.7, 60,* 14, -28,11, 23.1, ②②,,,,,,,,,,,,
16, 5,Ｈテイクザスカイ, 54,幸英明, 3.1, 36,  -9, -17, 8, 57.1, ⑨⑩,,,,,,,,,,,,,16, 9,Ｂクイックセイコｰ, 78,柴田善, 2.0, 59,   2, -13, 7, 12.6, ⑧⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
