08年 9月14日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 9月14日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1200m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｾﾝﾄｳﾙｽﾃｰｸｽ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｅメトロノｰス, 47,武豊  ,, 64,   2,*  1, 1,  2.6, ⑤④, 1, 8,Ａロｰテレジｰナ, 71,福永祐,, 72,  10,* -3, 1,  2.7, ⑤⑤, 1, 6,Ｃマイネルクロイツ, 74,佐藤哲,, 81,*  3,   8, 3,  4.5,①①①, 1, 4,Ｇカノヤザクラ, 85,小牧太,, 98,   7,* 21, 3,  7.6, ④⑤
 2,10,Ｄピュアシルヴァｰ, 53,和田竜, 0.3, 62,*  4,  -6, 2,  4.7, ②②, 2, 4,Ｅホウショウアマネ, 60,鮫島良, 0.0, 71,   6,*  0, 5, 10.2, ⑧⑪, 2, 2,Ｂハギノジョイフル, 74,安藤勝, 0.3, 80,*  2,   9, 2,  3.2,④③②, 2,16,Ｈシンボリグラン, 85,福永祐, 0.2, 94,* 12,  13,11, 46.9, ③③
 3, 8,Ｈシゲルダイセン, 43,中村将, 0.7, 56,  -4,*  2, 8, 50.2, ⑪⑪, 3,13,Ｄトウカイメリッサ, 61,酒井学, 0.2, 68,   8,* -4, 2,  5.4, ⑧⑧, 3, 7,Ａコパノジングｰ, 76,岩田康, 0.4, 78,   0,  10, 1,  2.5,⑥⑤⑥, 3,12,Ｍスプリングソング, 79,武幸四, 0.4, 92,* 15,   8, 9, 22.4, ①①
 4,16,Ｋオｰスミホｰネット, 38,角田晃, 1.0, 56,   2,  -8,10, 76.2, ⑥④, 4, 3,Ｂマッキｰエヴァ, 64,藤岡康, 0.5, 64,* 12, -17, 3,  5.9, ③③, 4, 5,Ｈピサノロンシャン, 67,川田将, 0.6, 78,  -3,* 11, 5, 14.1,⑧⑧⑧, 4,13,Ｆジョリｰダンス, 89,岩田康, 0.4, 93,   1,* 21, 8, 21.1, ⑧⑧
 5, 7,Ｍザグ, 32,勝浦正, 1.2, 53,  -6,*  0,11,101.1, ⑭⑭, 5,14,Ｎロｰレルスプレｰモ, 47,浜中俊, 0.5, 68,   8,  -8,14,115.6, ⑦⑧, 5, 3,Ｅホウライブライアン, 69,武豊  , 0.6, 78,  -1,   8, 4,  7.5,⑦⑦⑥, 5, 1,Ｏレットバトラｰ, 77,角田晃, 0.5, 91,   5,  16,13, 66.6, ⑥⑤
 6, 3,Ｂサダムヨカモン, 56,浜中俊, 1.3, 53,   3, -12, 5,  7.4, ④④, 6, 6,Ｌピサノドヌｰヴ, 50,佐藤哲, 0.6, 64,   4,* -4,15,120.5, ⑫⑭, 6, 4,Ｆクリノコブオｰ, 69,酒井学, 0.7, 78,  -1,   9, 9, 62.5,⑧⑧⑧, 6, 2,Ｂタニノマティｰニ, 93,秋山真, 0.5, 91,   8,  13, 7, 14.4, ④④
 7,11,Ｆウォｰクラウン, 44,鮫島良, 1.3, 53,  -1,  -7, 6, 14.6, ⑦⑦, 7,16,Ｃキセキメロディｰ, 62,田村太, 0.6, 63,   9, -13, 8, 25.7, ⑪⑤, 7, 1,Ｇロｰランクリムゾン, 68,藤岡康, 0.7, 73,*  1,   3, 8, 54.0,③③④, 7,14,Ｅマルカフェニックス, 89,池添謙, 0.6, 91,  -1,* 21, 4,  8.6, ⑩⑨
 8, 1,Ｏイソノラシアン, 30,熊沢重, 1.3, 53,  -2,  -6, 9, 57.4, ⑩⑩, 8,11,Ｇアンコｰルラッシュ, 60,川田将, 0.7, 63,   6,  -6, 9, 29.4, ⑫⑬, 8,10,Ｊスプリングバレル, 58,鮫島良, 0.8, 78,  -3,* 11, 7, 48.7,⑩⑩⑩, 8, 8,Ａスズカフェニックス, 93,武豊  , 0.6, 93,  -2,* 23, 1,  2.5, ⑮⑨
