08年11月23日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年11月23日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 4R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  芝1400m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宝ｹ池特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂセイクリムズン, 60,幸英明,, 69,*  6,*  1, 2,  2.7, ①①, 1,16,Ｌヤマニンウイスカｰ, 46,北村友,, 63,  -2,*  8,13, 94.6,⑯⑭⑪, 1, 1,Ａアディアフォｰン, 71,安藤勝,, 67, -14,*  9, 1,  1.5, ③③, 1,10,Ａトレノジュビリｰ, 86,岩田康,, 94,   8,* 20, 2,  4.0, ⑥⑥
 2, 9,Ａエリモフリｰダム, 63,川島信, 1.0, 60,*  4,  -6, 3,  7.2, ②②, 2, 3,Ｅメダリアビｰト, 53,ルメｰ, 0.3, 59,*  3,  -9, 2,  3.5,⑥③③, 2, 2,Ｃケンブリッジエル, 66,藤田伸, 0.1, 65,*-10,   4, 6, 16.1, ①①, 2, 2,Ｅグッドキララ, 81,和田竜, 0.7, 84,* 15,   0, 4,  8.2, ①①
 3, 4,Ｇナムラワカバ, 55,田中克, 1.6, 56,   0,  -8, 4, 11.5, ⑤④, 3, 9,Ｄペパｰミントラヴ, 53,安藤勝, 0.3, 57,   0,* -3, 4, 12.7,⑩⑧⑧, 3, 4,Ｈトウカイフィット, 55,柴山雄, 0.1, 65,*-11,   6, 8, 48.6, ②②, 3,15,Ｂオリジナルフェイト, 82,福永祐, 0.8, 84,   5,  13, 1,  3.4, ⑧⑧
 4, 8,Ｄアリデッド, 57,安藤勝, 1.6, 54,  -8,*  0, 1,  2.6, ⑫⑨, 4, 4,Ｋヒカリアスティル, 48,小牧太, 0.4, 57,   2,  -6, 8, 41.9,⑨⑦⑦, 4, 3,Ｆアルｰリングムｰン, 63,太宰啓, 0.1, 68, -14,*  9, 4, 11.9, ⑤⑥, 4,12,Ｆゴッドスマイルユｰ, 79,秋山真, 0.8, 86,   3,* 17, 6, 15.2, ⑪⑫
 5,10,Ｋアｰトオブダンサｰ, 50,田村太, 1.8, 53, -12,*  2, 7, 22.1, ⑮⑮, 5, 6,Ｉネオイユドゥレｰヌ, 49,内田博, 0.5, 56,   2,  -9, 7, 37.8,⑦⑥⑥, 5, 5,Ｄリｰチコンセンサス, 64,ルメｰ, 0.1, 68, -15,* 11, 2,  5.8, ⑦⑦, 5, 7,Ｉメスナｰ, 76,内田博, 0.9, 83,  12,   3, 3,  5.4, ⑤⑤
 6, 1,Ｊスタｰサイクル, 52,渡辺薫, 1.8, 54,  -7,  -3,11, 75.9, ⑩⑪, 6,10,Ｈダノンエクスプレス, 50,四位洋, 0.7, 53,*  5, -18, 5, 14.0,②②②, 6, 9,Ｂピｰスピｰス, 68,飯田祐, 0.3, 65, -16,*  9, 3,  6.6, ⑨⑨, 6,13,Ｈダイアモンドヘッド, 77,ペリエ, 1.1, 81,   3,  12,13, 53.5, ⑬⑩
 7, 6,Ｃザバトルユｰジロｰ, 58,太宰啓, 1.9, 52,  -5,  -5, 5, 15.7, ⑧⑧, 7, 1,Ｃウインヴェロシティ, 56,藤岡佑, 0.8, 51,*  5, -21, 9, 42.3,①①①, 7, 6,Ｇネオヴェリｰベリｰ, 63,藤岡佑, 0.5, 62, -17,   7, 9, 78.5, ⑧⑧, 7, 5,Ｋメイショウロｰラン, 74,飯田祐, 1.1, 81,   4,  10, 8, 27.7, ⑦⑦
 8,11,Ｏミラクルフェイマス, 35,西田雄, 1.9, 51,  -9,  -1,16,376.0, ⑭⑬, 8,11,Ｎキタサンチｰフ, 41,幸英明, 0.9, 54,  -2,  -5,16,447.1,⑭⑮⑭, 8, 8,Ｅパスピエ, 63,岩田康, 0.7, 58, -14,   0, 5, 15.3, ④④, 8, 3,Ｏウィズディクタット, 71,藤岡佑, 1.2, 80,   1,  13, 9, 28.2, ⑫⑬
