08年 6月21日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 6月21日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝2600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,八甲田山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａヤマノボンディｰル, 68,安藤勝,, 71,*  6,*  1, 1,  1.8,④②①, 1, 6,Ａセレスコクオｰ, 71,安藤勝,, 66,*  4,*  2, 1,  1.9,②①①, 1, 3,Ｂミレニアムカｰスル, 80,安藤勝,, 73,   0,*  9, 2,  2.7, ④③, 1, 3,Ｃクィｰンスプマンテ, 74,藤岡佑,, 73,*  7,  -1, 1,  3.3,①①①
 2, 8,Ｆキタサンユキ, 45,藤岡佑, 1.8, 61,   2,* -5, 7, 26.0,⑩⑦⑥, 2, 9,Ｄトキメキボストン, 65,横山典, 0.4, 64,   2,*  2, 5, 12.3,③④③, 2, 8,Ｃナムラフランキｰ, 72,小林徹, 0.2, 73,*  4,   5, 3,  7.0, ②②, 2, 1,Ｄマイネルメロス, 73,津村明, 0.0, 77,   3,* 12, 7, 28.9,⑧⑦③
 3, 5, ロｰズシティ,---,秋山真, 2.1, 59,   6, -14, 3,  5.5,⑥④②, 3, 5,Ｂメイショウロッシ, 67,北村友, 0.8, 60,   1,   1, 3,  5.4,⑥⑦⑦, 3, 4,Ｄチャｰムキャップ, 70,的場勇, 0.6, 69,*  3,   2, 5, 12.2, ③③, 3, 8,Ｇナムラチェンジ, 68,小林徹, 0.2, 74,   3,* 10, 6, 16.6,⑧⑦⑥
 4, 2,Ｃアブラシオ, 54,三浦皇, 2.5, 54,   5, -18, 2,  4.4,②③④, 4, 8,Ｇエスジｰビンゴ, 57,千田輝, 1.1, 59,   3,  -5, 8, 86.9,④③②, 4, 7,Ｇベルモントユリア, 68,菊沢隆, 0.6, 69,*  6,   0, 6, 23.8, ①①, 4, 2,Ｅディフュｰジョン, 72,横山典, 0.5, 70,   3,   4, 5,  9.0,⑥⑦⑥
 5, 3,Ｅマッキｰマイハｰト, 48,長谷川, 2.6, 56,   5, -16, 4, 10.9,⑥⑤⑤, 5, 4,Ｆレオフロンティア, 60,大野拓, 1.1, 59,   1,  -2, 6, 17.9,⑨⑦⑦, 5,12,Ｅサクラモサ, 70,武幸四, 0.7, 66,  -2,   5, 4,  9.6, ⑦⑥, 5, 5,Ｊスカイウォｰク, 66,秋山真, 0.7, 67,   4,  -2,10, 43.5,④④②
 6, 1,Ｂナバラサ, 54,田嶋翔, 4.8, 40,   2, -31, 6, 19.6,④⑦⑦, 6, 7,Ｈベガブラン, 47,菊沢隆, 1.4, 57,   1,  -5, 7, 63.1,⑦④⑤, 6,11,Ａリンリンリン, 83,三浦皇, 0.8, 65,   1,   1, 1,  2.4, ④⑤, 6, 6,Ｋトウカイブレイズ, 56,荻野琢, 0.8, 69,   2,   6,11, 55.5,⑪⑩⑨
 7,11,Ｇバトルヴィクトリア, 45,丸田恭, 6.1, 33,  -2, -33,10,145.9,⑩⑪⑪, 7, 3,Ｃアップセット, 66,藤岡佑, 2.0, 53,   1, -11, 2,  4.2,④④⑥, 7, 9,Ｆラインルｰジュ, 69,四位洋, 1.0, 63,  -5,   4, 7, 25.4, ⑧⑧, 7, 7,Ｂピｰスメｰカｰ, 74,北村友, 0.9, 68,   4,  -5, 3,  5.4,⑤④③
 8, 7,Ｈケｰジｰハルカゼ, 43,古川吉, 6.3, 33,*  7, -52, 5, 17.4,①①③, 8, 1,Ｅマイネルメテオｰル, 60,三浦皇, 2.6, 48,*  4, -19, 4,  8.0,①②③, 8, 6,Ｊブンブンブン, 59,丸田恭, 1.3, 60,  -2,  -2, 9, 87.2, ⑥⑥, 8,10,Ａマヒオレ, 75,四位洋, 1.0, 65,   3,  -4, 2,  3.5,⑥⑥⑨
