08年 3月 8日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月 8日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
15, 7,Ｇウイニングヒロオｰ, 51,橋本美, 1.6, 40,  -9,  -9, 5,  9.2, ⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, 5, カズサハイウェイ,---,穂苅寿, 3.9, -2, -51,* -3,16,210.2, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-4),,,,,,,,,,,
単勝:430円 複勝:10=160円 12=260円 16=150円 枠連:890円,,,,,,,,,,,,"単勝:2,190円 複勝:09=360円 03=130円 02=170円 枠連:1,110円",,,,,,,,,,,,単勝:310円 複勝:09=140円 11=260円 06=140円 枠連:380円,,,,,,,,,,,,"単勝:430円 複勝:11=170円 05=270円 15=250円 枠連:2,310円",,,,,,,,,,,
"馬連:2,050円 ワイド:10-12=650円 10-16=300円 12-16=670円",,,,,,,,,,,,"馬連:2,780円 ワイド:03-09=770円 02-09=1,580円 02-03=260円",,,,,,,,,,,,"馬連:1,430円 ワイド:09-11=570円 06-09=220円 06-11=700円",,,,,,,,,,,,"馬連:2,600円 ワイド:05-11=1,100円 11-15=660円 05-15=1,240円",,,,,,,,,,,
"馬単:3,410円 3連複:2,150円",,,,,,,,,,,,"馬単:7,410円 3連複:4,650円",,,,,,,,,,,,"馬単:2,400円 3連複:1,730円",,,,,,,,,,,,"馬単:4,030円 3連複:5,650円 3連単:29,930円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 6R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 9R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■12R  芝2500m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,金山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｄモシカシテ, 59,中村将,, 55,*  2,   2, 7, 12.5,②②②, 1, 2,Ｂエルベンセドｰル, 69,石橋脩,, 70,* 12,*  2, 1,  2.0,①①①, 1,17,Ｆセフティバｰニング, 63,藤岡康,, 71,*  9,  -3, 5, 14.9, ①①, 1, 4,Ｎマヒオレ, 66,坂井英,, 75,*  4,*  4,11, 67.0,③③⑤
 2, 5,Ｃメイケイパッション, 62,田嶋翔, 0.0, 56,   1,*  3, 2,  4.3,⑤③③, 2, 7,Ａアドミラビリス, 73,浜中俊, 0.4, 68,* 12,* -1, 4,  9.4,⑪②②, 2, 7,Ａノｰスリヴァｰ, 71,丸田恭, 0.0, 71,  -3,*  8, 3,  6.7, ⑦⑥, 2, 8,Ｈピエナグッドラック, 71,太宰啓, 0.3, 75,   2,*  9, 7, 15.9,⑭⑫⑫
 3,11,Ｂエスジｰストリｰム, 64,菊沢隆, 0.1, 54,*  3,   0, 1,  3.8,①①①, 3,12,Ｄエルゴスム, 68,津村明, 1.2, 63,* 11,  -7, 6, 12.3,②③③, 3,12,Ｂアナナス, 68,中舘英, 0.1, 71,*  5,  -1, 1,  2.2, ②②, 3,13,Ｋエイシンテンリュｰ, 68,鮫島良, 0.5, 70,*  4,  -3, 6,  9.9,⑤③②
 4,12,Ａシャロｰム, 67,藤岡康, 0.5, 55,   0,   2, 6,  7.5,⑩⑦⑦, 4, 5,Ｋタｰニングスワロｰ, 57,太宰啓, 1.3, 62,   9,  -5, 5, 11.2,④④④, 4,10,Ｊドリｰムタイガｰ, 62,坂井英, 0.2, 69,  -1,   3,10, 36.3, ④③, 4, 3,Ｇマチカネフクノカミ, 71,津村明, 0.5, 70,*  5,  -5, 3,  5.7,②②①
 5,13,Ｉグロｰバルキャスト, 47,津村明, 0.8, 50,  -2,*  3, 8, 55.8,⑫⑩⑩, 5, 9,Ｇマチカネセイカイハ, 64,藤岡康, 1.7, 62,   8,  -7, 8, 37.2,⑨⑥⑤, 5, 1,Ｃベタｰデイズ, 65,川島信, 0.5, 65,  -3,   2, 8, 22.1, ⑦⑥, 5, 2,Ｂメイショウアンドレ, 75,浜中俊, 0.6, 68,   3,  -2, 2,  4.8,⑤⑦⑦
 6, 1,Ｋコスモミラｰジュ, 43,西田雄, 0.9, 50,   0,  -1, 9, 95.7,⑧⑦⑨, 6, 8,Ｈナリタベガ, 64,中村将, 1.8, 60,   7,  -6, 7, 15.0,⑦⑧⑦, 6,14,Ｉラブレタｰ, 62,浜中俊, 0.5, 65,  -6,   5, 9, 30.7, ⑨⑨, 6,10,Ｌマイネルプロメッサ, 68,石橋脩, 0.7, 69,   3,  -1, 9, 29.2,⑩⑨⑨
 7, 8,Ｇゴｰルドバルザック, 53,中舘英, 1.1, 46,   1,  -6, 5,  7.2,③③④, 7, 3,Ｊエイトサンデｰ, 57,田辺裕, 1.8, 56,   7,  -6, 9, 41.2,⑦⑧⑦, 7, 8,Ｄケイエスショｰキ, 64,難波剛, 0.6, 63,  -9,*  6,12, 43.6, ⑬⑬, 7, 1,Ｉメジロスパイダｰ, 70,菊沢隆, 0.7, 68,   3,  -3,10, 52.2,⑧⑦⑦
 8, 7,Ｅオメガクエスト, 57,浜中俊, 1.2, 47,  -4,*  3, 4,  6.8,⑩⑫⑫, 8,10,Ｆダノンヒｰロｰ, 65,松田大, 2.0, 59,   7,  -8,10, 76.6,⑥⑧⑦, 8,13,Ｏアイノドウシ, 54,西田雄, 0.9, 60,   0,  -6,17,300.4, ④⑥, 8,15,Ｃマｰブルワンダｰ, 73,安藤光, 0.8, 67,*  4,  -7, 8, 28.2,⑤③⑤
 9, 4,Ｌトウケイハｰバｰ, 42,坂井英, 1.4, 46,   1,  -7,10,222.3,③⑥⑤, 9, 4,Ｅスナｰクトモクン, 66,田中健, 2.3, 58,   9, -13, 2,  5.6,④④⑤, 9,16,Ｌタガノプレジｰル, 60,太宰啓, 0.9, 61,   2,  -9,11, 40.4, ③③, 9, 6,Ｄエアクラマン, 73,北村友, 0.8, 69,   2,   2, 5,  7.4,⑩⑫⑫
10,14,Ｎクニサキマサオｰ, 33,梶晃啓, 1.4, 46,  -2,  -2,11,284.4,⑨⑩⑩,10, 6,Ｉカシノアマゾネス, 59,西田雄, 2.5, 56,   8, -11,12,188.9,⑩⑧⑩,10, 4,Ｍファウンテンビｰト, 60,菊沢隆, 1.0, 58,  -6,  -2, 4,  9.5, ⑨⑨,10, 5,Ｆレイトスプリング, 72,的場勇, 1.0, 66,   3,  -6, 1,  3.2,⑧⑨⑨
11, 9,Ｍワンダｰホｰマ, 40,大下智, 1.4, 45,  -1,  -6,14,424.7,⑦⑦⑧,11, 1,Ｌシルクグラディウス, 40,坂井英, 2.7, 54,   4,  -8,11,110.6,⑫⑫⑫,11, 9,Ｅタマイエス, 64,津村明, 1.0, 59,  -7,  -1, 2,  5.8, ⑪⑪,11,14,Ｐマイネインティマ, 59,川島信, 1.0, 66,   3,  -4,14,179.1,⑩⑪⑪
12, 3,Ｈトｰホウミラクル, 49,太宰啓, 1.4, 48,  -4,   3,12,326.6,⑫⑬⑫,12,11,Ｃアイアムドラマ, 68,小林久, 4.1, 45,   8, -26, 3,  6.2,②⑥⑩,12, 5,Ｎアサクサヴェｰル, 56,石橋脩, 1.1, 58,   1, -10, 7, 20.6, ④⑤,12,12,Ａユメロマン, 76,丸田恭, 1.1, 64,*  5, -13, 4,  7.4,③③②
13, 2,Ｆアドマイヤアタック, 54,北村友, 3.1, 31,   1, -23, 3,  4.7,⑥③⑤,,,,,,,,,,,,,13,11,Ｇベルモントソナタ, 62,安藤光, 1.2, 57, -12,   3,13, 57.4, ⑭⑭,13,11,Ｊハバネロキャット, 69,松田大, 1.2, 65,   2,  -5,13,171.7,⑩⑫⑫
14, 6,Ｊテイエムライダｰ, 45,芹沢純, 6.1, 22, -24,  -4,13,386.5,⑭⑭⑭,,,,,,,,,,,,,14, 3,Ｈマルブツプリンス, 62,小林久, 1.2, 56,  -7,  -3,14, 66.4, ⑪⑪,14, 7,Ｏエプソムブラスト, 60,中村将, 1.5, 64,  -1,   0,15,235.8,⑮⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｋスｰパｰヴァイザｰ, 60,北村友, 1.3, 54, -22,* 10, 6, 16.9, ⑰⑰,15,16,Ｍキンショｰハヤテ, 67,池田鉄, 2.0, 56,*  4, -27,12, 79.3,①①②
,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｑラｰドロアｰム, 40,的場勇, 1.7, 49, -18,   0,16,159.1, ⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17, 2,Ｐチアズチャｰミｰ, 53,中村将, 2.2, 43, -18,  -6,15, 67.8, ⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
