08年11月24日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年11月24日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1200m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島2歳ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｅファｰストメジャｰ, 57,石橋脩,, 63,*  0,*  2, 5, 11.9, ①①, 1,10,Ｂエンブリオ, 58,丸田恭,, 52, -13,* 17, 2,  5.2,⑨⑧⑧, 1,11,Ｉテイエムオペレッタ, 65,荻野琢,, 72,  -1,* 13,10, 30.3, ⑫⑬, 1,13,Ｊオメガユリシス, 60,北村宏,, 69,  -4,* 16,11, 17.1, ⑪⑦
 2, 9,Ｃキングスウィｰプ, 62,北村宏, 0.4, 60,* -1,   0, 7, 15.4, ②②, 2, 9,Ａゴｰルデンチケット, 61,内田博, 0.3, 48,*-10,   9, 1,  1.9,④③③, 2, 8,Ｂディスパｰジョン, 70,内田博, 0.0, 73,   7,   6, 3,  6.5, ③④, 2,15,Ｃアドバンスヘイロｰ, 66,三浦皇, 0.1, 69,  -3,* 15, 1,  4.0, ⑬⑪
 3, 2,Ａメジロライダｰ, 65,木幡初, 0.6, 58,  -2,  -1, 1,  3.6, ③③, 3, 1,Ｄホッコｰビックワン, 45,三浦皇, 0.3, 51, -12,  12, 3,  5.3,⑤⑤⑤, 3,12,Ｃライトグロｰリｰ, 69,松岡正, 0.1, 72,* 10,   2, 7, 15.5, ②②, 3,14,Ｋスガノメダリスト, 58,蛯名正, 0.1, 68,   3,   9, 7, 15.2, ⑥③
 4, 6,Ｂリバｰサルブロｰ, 64,藤岡康, 0.9, 55,  -5,  -2, 3,  3.7, ⑦⑥, 4, 7,Ｋトキノナスティア, 34,丹内祐, 0.6, 49, -14,* 14, 9, 72.7,⑫⑪⑪, 4,13,Ａブルｰミンバｰ, 73,三浦皇, 0.2, 70,   6,   5, 1,  3.3, ⑦⑦, 4,12,Ａセブンシｰクィｰン, 68,吉田豊, 0.1, 68,* 10,   2, 9, 16.8, ②①
 5,16,Ｈエレガントステｰジ, 51,蛯名正, 1.0, 55,  -6,  -2, 8, 32.2, ⑨⑧, 5,13,Ｇコアレスミュｰズ, 39,松岡正, 0.7, 42,* -9,   1, 5, 10.7,①①①, 5, 6,Ｇミティｰク, 68,中舘英, 0.2, 70,   3,   7, 2,  4.6, ⑧⑧, 5,10,Ｂラブチャｰミｰ, 67,秋山真, 0.3, 66,   5,   5,10, 16.9, ③②
 6, 1,Ｄフライトマイル, 61,西田雄, 1.1, 52,  -4,  -5, 6, 14.9, ⑥⑤, 6, 4,Ｆバンダムサピエンス, 40,木幡初, 0.9, 40,*-10,  -1,10, 83.7,③②②, 6, 4,Ｆファンタジックキｰ, 68,丹内祐, 0.4, 67,  -1,   8,14, 67.4, ⑪⑨, 6, 7,Ｄメイクデュｰス, 65,藤岡康, 0.4, 64,   2,   6, 6, 13.3, ⑦⑨
 7,13,Ｆロｰブドヴルｰル, 56,田中博, 1.4, 50,  -9,  -3, 4, 10.1, ⑫⑪, 7,14,Ｈオリオンザサクセス, 39,蛯名正, 1.1, 39, -11,   0, 4, 10.2,⑥⑥⑥, 7,15,Ｋリップサｰビス, 63,田中勝, 0.4, 69,   2,   6, 4,  8.4, ⑨⑪, 7,11,Ｉリキサンシンオｰ, 61,松田大, 0.4, 64,   0,   7, 3,  7.5, ⑨⑥
 8,10,Ｊロｰズオブゴッホ, 50,内田博, 1.5, 49,  -6,  -7, 2,  3.7, ⑧⑨, 8,12,Ｅフジマサエンブレム, 41,安藤光, 1.1, 42, -14,   6, 6, 19.4,⑬⑫⑫, 8, 2,Ｄイサミチェリｰ, 68,吉田隼, 0.5, 66,  -6,* 13, 5,  9.2, ⑮⑮, 8, 3,Ｈアッシュケｰク, 61,内田博, 0.5, 62,  -4,  10, 5, 13.0, ⑫⑬
