08年 6月29日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 6月29日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,函館日刊ｽﾎﾟｰﾂ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａパッセジャｰレ, 75,古川吉,, 68,*  9,  -8, 1,  2.3,①①①, 1, 8,Ａアｰスシンボル, 63,丸田恭,, 63,  -1,* -2, 1,  1.7, ⑤④, 1, 2,Ａブライトロジック, 75,武幸四,, 73,*  8,   4, 1,  2.7,③②②, 1,11,Ｅスｰパｰマルトク, 70,荻野琢,, 75,* 11,   5, 4,  8.9, ②②
 2, 6,Ｃルナエクリプス, 62,三浦皇, 0.1, 67,   5,* -2, 2,  2.5,③③②, 2, 7,Ｇブルｰセレネ, 48,松田大, 0.4, 61,*  3, -11, 3,  6.5, ②①, 2,12,Ｂアプロｰズヒｰロｰ, 74,藤岡佑, 0.2, 74,   4,* 10, 2,  2.8,⑩⑧③, 2, 4,Ｃメイショウバレｰヌ, 71,松田大, 0.1, 74,   0,* 15, 3,  5.3, ⑦⑥
 3, 9,Ｂレオフロンティア, 63,木幡初, 1.2, 58,   4,  -9, 5, 15.8,⑦④④, 3,12,Ｋウェディングコパ, 44,武幸四, 0.4, 59,  -1,  -7, 8, 61.2, ⑤⑥, 3, 6,Ｃウグイスジョウ, 73,長谷川, 0.4, 72,*  8,  -1, 3,  6.4,①①①, 3, 7,Ａミレニアムカｰスル, 81,藤岡佑, 0.1, 73,   4,  10, 2,  5.0, ④③
 4, 2,Ｇスズカクリエｰト, 52,藤岡佑, 1.5, 59,   2,  -8, 4,  9.5,⑨⑥⑥, 4,10,Ｍアウロラハｰト, 43,木幡初, 0.5, 58,  -2,  -7,12,119.4, ⑧⑥, 4, 9,Ｋディアプリンシパル, 60,池添謙, 0.8, 67,   3,   4, 4,  9.1,⑦⑥⑧, 4, 9,Ｂジョウテンロマン, 75,菊沢隆, 0.2, 72,   4,   9,10, 27.4, ④③
 5, 8,Ｄメジロトランプ, 59,的場勇, 2.2, 54,   4, -18, 8, 41.4,⑥④④, 5, 6,Ｌブライティアマロン, 44,北村友, 0.6, 56,  -5,* -6, 6, 33.5, ⑩⑨, 5,10,Ｄトレド, 73,秋山真, 1.0, 68,   3,   3, 7, 19.1,⑨⑥⑦, 5,12,Ｈステキナブロンコ, 69,丸田恭, 0.4, 69,  -8,* 18,13, 94.2, ⑬⑬
 6, 3,Ｅインテンスブルｰ, 57,秋山真, 2.4, 52,*  7, -24, 3,  6.8,②②③, 6,14,Ｉクインズウイスパｰ, 45,郷原洋, 0.7, 53,  -6,* -6,14,145.0, ⑬⑩, 6,11,Ｈコアレスキャスト, 67,古川吉, 1.4, 66,   1,   2,10, 72.6,⑪⑨⑨, 6, 2,Ｋブライティアアイ, 65,竹之下, 0.4, 69,   2,   9,11, 61.6, ⑥⑥
 7, 7,Ｈリミットレスパワｰ, 48,郷原洋, 3.6, 43,   1, -25, 9,133.3,⑦⑧⑦, 7, 9,Ｊホクセツエコｰ, 45,藤岡佑, 0.7, 57,*  2, -13, 4,  9.5, ③③, 7, 4,Ｉクイックバレリｰナ, 66,荻野琢, 1.4, 65,   5,  -4,13,194.8,⑥④③, 7, 6,Ｆマイネルグロッソ, 70,大野拓, 0.5, 69,  -5,* 14, 9, 25.8, ⑪⑪
 8, 1,Ｆペペ, 54,大野拓, 5.1, 35,   2, -39, 7, 40.6,③⑥⑦, 8, 1,Ｃスイｰトメリｰ, 54,荻野琢, 0.8, 54,   0, -14, 7, 37.2, ③④, 8, 7,Ｆウイビリｰブ, 69,津村明, 1.5, 63,   5,  -5, 5, 15.9,②④③, 8,13,Ｊトウショウアタック, 68,三浦皇, 0.5, 68,  -2,  12, 6, 13.2, ⑧⑧
