08年 3月23日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月23日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,豊橋特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａワスレナグサ, 61,的場勇,, 68,*  5,*  1, 1,  1.4,①①①, 1, 4,Ｄシナノザクラ, 56,田辺裕,, 55,  -8,  -1, 6,  9.9, ⑩⑨, 1,11,Ａアクロスザスタｰ, 75,中舘英,, 71,*  5,   6, 1,  2.4, ②②, 1,10,Ｂシゲルダイノウカイ, 71,中村将,, 74,*  5,   4, 2,  5.2, ①①
 2,12,Ｂクリノソｰニャ, 61,中村将, 1.4, 57,*  5, -10, 2,  6.7,②②②, 2,17,Ｇクレイジｰラブ, 49,的場勇, 0.0, 57,*  2, -12, 5,  9.4, ③②, 2,12,Ｃサクラモサ, 72,浜中俊, 0.3, 67,   1,   6, 4,  8.1, ④④, 2,16,Ａアキノパンチ, 71,中舘英, 0.0, 73,*  3,   6, 1,  2.2, ②②
 3, 6,Ｄベルアミイ, 57,浜中俊, 1.6, 54,*  5, -11, 3,  9.5,③③③, 3, 7,Ａニュｰホｰプ, 59,北村友, 0.0, 59,*  5, -14, 1,  3.7, ①①, 3, 4,Ｂエイワショウグン, 73,石橋脩, 0.3, 68,*  7,   3, 3,  8.0, ②②, 3, 6,Ｄリリウオカラニ, 70,鮫島良, 0.2, 70,*  1,   6, 3,  7.7, ③③
 4,16,Ｅサマｰナイトスタｰ, 54,藤岡康, 1.7, 58,   3,  -9, 5, 33.2,⑤④⑤, 4,12,Ｈファイナルジャッジ, 48,松田大, 0.1, 56,  -2,  -9, 7, 18.6, ⑥⑥, 4, 2,Ｇデスピュｰトロマン, 62,田中健, 0.4, 69,*  8,   1, 6, 27.3, ①①, 4, 8,Ｆコンバットシャトル, 65,大野拓, 0.2, 71,*  1,   6,12, 49.7, ③③
 5, 9,Ｃレディｰファｰスト, 60,中舘英, 1.7, 54,   1,* -6, 4, 11.2,⑨⑨⑥, 5, 2,Ｏゴｰルデンココ, 37,宮崎北, 0.2, 54,   1, -13,10, 51.7, ④④, 5, 5,Ｆドンアドヴァイタ, 66,津村明, 0.5, 65,  -6,*  9, 5, 14.7, ⑦⑥,12, 1,Ｇオｰルライトナウ, 64,石橋脩, 0.3, 71,  -9,* 13, 4,  8.8, ⑨⑨
 6, 2,Ｍパｰプルコランダム, 41,宮崎北, 1.8, 55,*  4, -12,10, 96.4,③④④, 6, 3,Ｅナリタスカｰレット, 54,田中健, 0.3, 53,   1, -14, 8, 33.4, ④④, 6, 7,Ｄスリｰフォｰトラン, 72,安藤光, 0.5, 66,  -1,   7, 2,  2.6, ⑤⑤, 5, 4,Ｅタガノマスタング, 66,小原義, 0.3, 72, -14,* 19, 6, 22.0, ⑭⑫
 7, 3,Ｇキュンキュンハｰト, 51,北村友, 2.6, 48,   3, -16, 7, 43.6,⑥⑥⑥, 7, 8,Ｋマリスカ, 44,菊沢隆, 0.4, 49, -11,  -4,12, 61.9, ⑫⑪, 7, 8,Ｎホワイトポイント, 51,畑端省, 1.2, 58, -13,*  7,14,305.2, ⑭⑭, 6, 7,Ｋニシノクイック, 60,田辺裕, 0.6, 66,  -7,   8, 7, 22.3, ⑥⑥
 8, 5,Ｈプリズム, 49,津村明, 2.8, 48,   0, -14,13,142.3,⑭⑪⑨, 8, 1,Ｌトキンナル, 43,津村明, 0.4, 49, -13,  -2,14, 83.1, ⑬⑪, 8,15,Ｅアルファキャスパｰ, 69,田辺裕, 1.4, 54,  -9,   3, 8, 58.7, ⑩⑪, 7, 5,Ｌタガノプレジｰル, 58,太宰啓, 0.7, 65,  -6,   6,10, 35.0, ⑥⑦
