08年 3月29日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月29日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 4R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  芝2500m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾘｰｼﾞｱ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａオウシュウバラッド, 71,太宰啓,, 67,*  3,*  0, 1,  1.5, ②②, 1,10,Ａタンゴノセック, 74,田中健,, 76,   8,*  7, 1,  2.4,⑧⑤④, 1, 1,Ｄメイショウアンドレ, 74,浜中俊,, 76,*  5,*  4, 2,  4.6,⑤⑤③, 1, 7,Ｄカイゼリン, 67,鮫島良,, 74,*  6,*  1, 1,  2.0,④④④
 2, 4,Ｃチアズアブソｰブ, 61,藤岡康, 0.6, 62,  -3,   0, 4, 16.3, ④③, 2, 3,Ｂテンガロンハット, 70,三浦皇, 0.6, 69,*  8,  -1, 5, 10.8,③②②, 2, 7,Ｈエイシンテンリュｰ, 71,鮫島良, 0.2, 75,   4,*  5, 4,  7.6,⑦⑨⑦, 2, 9,Ｊベルクハイル, 57,北村友, 0.0, 75,*  6,*  1, 3,  6.1,⑥④②
 3, 5,Ｆシゲルスペランツァ, 53,中村将, 0.7, 60,  -5,*  1, 6, 38.5, ⑤⑤, 3, 9,Ｄスズカトップ, 69,上村洋, 0.7, 71,*  9,  -4, 2,  5.2,①①①, 3,16,Ｅマチカネフクノカミ, 73,津村明, 0.4, 74,*  7,  -5, 7, 15.2,②②②, 3, 5,Ｇシゲルエスペレ, 60,中村将, 0.4, 68,*  8, -11, 6, 17.8,①①①
 4,12,Ｂドルバコスタｰ, 68,上村洋, 0.9, 60,*  5,  -9, 2,  4.2, ①①, 4, 1,Ｊエタｰナルフラワｰ, 60,丸田恭, 1.1, 66,   7,  -2, 6, 16.8,⑥⑥⑥, 4, 2,Ｌマｰブルワンダｰ, 70,赤木高, 0.6, 69,*  7, -10,11, 48.7,①①①, 4,11,Ｅグラｰフ, 65,浜中俊, 0.8, 65,   3,  -7, 5, 17.3,⑦⑦⑥
 5, 7,Ｈワｰルドマスタｰ, 49,松田大, 0.9, 59, -11,*  1, 8, 44.1, ⑦⑦, 5,11,Ｈメモリｰジャグラｰ, 65,西田雄, 1.3, 66,   5,   0, 9, 54.3,⑥⑧⑦, 5,12,Ｂピエナグッドラック, 75,中舘英, 0.7, 72,   4,   1, 1,  3.6,⑩⑪⑭, 5,12,Ｆナムラブレイブ, 63,津村明, 1.0, 65,   2,  -5,10, 39.2,⑨⑨⑨
 6, 9,Ｅホｰマンフィｰルド, 54,鮫島良, 1.2, 55, -11,   0, 3, 13.5, ⑨⑨, 6, 6,Ｋパｰリｰゲイツ, 57,赤木高, 1.4, 63,   2,   3, 7, 16.8,⑨⑨⑨, 6,11,Ｏユメロマン, 67,丸田恭, 0.7, 71,   4,   1, 9, 17.7,⑩⑪⑩, 6, 6,Ｂオブコｰス, 68,藤岡康, 1.2, 62,*  8, -18, 9, 30.4,②②②
 7,14,Ｇリルティングソング, 51,穂苅寿, 1.3, 54,  -2,  -7, 9, 66.9, ③③, 7, 7,Ｅサカイヤベンケイ, 68,鮫島良, 1.6, 66,   3,   2,10, 64.2,⑩⑨⑨, 7,10,Ｍマイネルプロメッサ, 68,中村将, 0.9, 69,   3,  -1,13, 59.0,⑩⑭⑩, 7, 3,Ａアイノレグルス, 74,田島裕, 1.4, 60,   2, -11, 8, 18.2,⑩⑨⑨
 8, 6,Ｉテイエムセレス, 49,田中健, 1.4, 54,  -7,  -5,11, 92.6, ⑤⑥, 8, 8,Ｇヒカルクロフネ, 66,中舘英, 1.8, 59,*  8, -11, 4,  5.8,④②②, 8,13,Ｇキタサンブシドウ, 73,的場勇, 1.0, 66,*  5, -12,14, 86.6,③③③, 8,10,Ｈビギンマニュｰバｰ, 60,安藤光, 1.5, 58,   3, -16, 4, 11.3,⑦⑦⑦
