08年 5月24日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 5月24日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1700m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,昇竜ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｄサムワントゥラブ, 61,武豊  ,, 64,  -5,* 11, 2,  3.6,⑧⑦⑦, 1,10,Ｂロックオブサリサ, 57,武豊  ,, 70,* -1,*  5, 3,  5.8, ②②, 1,12,Ｅグランドラッチ, 68,太宰啓,, 64,*  8,   0, 5, 10.2,②②②, 1, 2,Ａユビキタス, 83,安藤勝,, 80,*  6,* 15, 1,  1.8,①①①
 2,14,Ｇドリｰムドリｰマｰ, 56,熊沢重, 0.0, 60,*  0,  -2, 6, 32.2,①①①, 2, 8,Ｃタカラブネ, 56,安藤勝, 0.2, 66,* -4,*  5, 1,  2.2, ③③, 2, 1,Ｂナムラフュｰチャｰ, 76,赤木高, 0.1, 62,* 13,  -8, 2,  5.1,①①①, 2, 7,Ｂクリｰルパッション, 82,藤岡佑, 0.3, 80,   4,* 17, 4, 14.7,⑦⑧⑥
 3, 3,Ｅチョウラブラブ, 60,太宰啓, 0.0, 66,  -6,* 14, 8, 43.0,⑩⑩⑦, 3,18,Ｋメヌエットシチｰ, 48,田村太, 0.8, 59,*  3,  -9, 5, 13.5, ①①, 3, 4,Ｄメイショウイッキ, 68,武豊  , 0.2, 66,   3,*  9, 4,  6.1,⑭⑫⑩, 3, 4,Ｌメイショウヤワラ, 70,秋山真, 0.3, 80,   5,* 15, 3,  8.6,④⑤⑤
 4, 2,Ｊハロｰオンザヒル, 45,浜中俊, 0.1, 61,  -2,   4,11,137.9,③④③, 4,17,Ｈアイアングリｰン, 50,上村洋, 1.2, 54,  -6,  -5, 4, 11.8, ⑤⑤, 4, 2,Ｈスリｰコンコルド, 66,河北通, 0.3, 63,   4,*  5,12, 69.0,⑦⑦⑦, 4, 8,Ｇヤマニンリュバン, 77,酒井学, 0.4, 79,   5,* 15, 5, 16.4,⑨⑦⑥
 5,15,Ｃエアジャメヴｰ, 62,安藤勝, 0.4, 61, -12,* 18, 3,  5.7,⑭⑭⑫, 5, 9,Ａマルカレガｰト, 62,秋山真, 1.2, 54,  -8,  -4, 2,  3.5, ⑤⑥, 5,10,Ｐストｰミｰペガサス, 37,小牧太, 0.4, 62,*  8,  -4,11, 60.6,②②②, 5,12,Ｆピエナエイム, 78,岩田康, 1.0, 75,   3,  13, 7, 23.0,⑩⑩⑩
 6, 5,Ｉカノヤトップレディ, 54,上村洋, 0.5, 59,  -7,   7, 4, 14.4,⑫⑩⑨, 6, 4,Ｇブルｰゼット, 51,幸英明, 1.5, 51,  -8,  -8, 9, 72.6, ⑤⑥, 6, 3,Ｆキャトルキャｰル, 68,秋山真, 0.5, 66,   1,* 11, 9, 28.8,⑯⑯⑮, 6,11,Ｅクイックリｰプ, 80,佐藤友, 1.1, 75,   4,  12,11, 78.3,⑦⑧⑨
 7, 1,Ｈラクシュミｰギャル, 55,小林徹, 0.6, 56,  -4,  -1, 7, 36.1,⑥⑥⑥, 7,14,Ｌワイルドパンチ, 47,岩田康, 1.6, 48, -16,  -2, 7, 34.0, ⑪⑩, 7, 7,Ｉオｰスミマコ, 66,和田竜, 0.8, 61,   6,  -3, 6, 17.4,⑧④④, 7, 6,Ｃナムラハンタｰ, 81,角田晃, 1.1, 73,*  6,   8, 2,  3.6,④②②
 8, 9,Ｎテンシノクリｰン, 35,小牧太, 0.9, 56,  -9,   5,12,277.6,⑬⑫⑫, 8,12,Ｄキングセンプｰ, 55,田中克, 1.7, 47, -11,  -8, 8, 47.7, ⑧⑧, 8,11,Ｇナイスシャトル, 67,小林徹, 0.8, 61,   5,   0, 8, 27.9,⑥⑦⑦, 8, 3,Ｈシルクレセプション, 76,幸英明, 1.3, 72,   5,   7, 9, 57.2,②⑤⑥
