08年 4月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 4月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝3200m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1200m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,船橋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｈミツワバラｰド, 57,三浦皇,, 65, -10,*  9, 6, 30.2, ⑥⑥, 1, 7, トウカイハッスル,,大庭和,,,,, 3,  5.9,③②①, 1,16,Ｃクレムリンエッグ, 72,吉田隼,, 73,  -2,* 11, 4, 11.6, ⑥④, 1, 5,Ｂニシノプライド, 81,浜中俊,, 77,* -1,   8, 2,  4.3, ②②
 2,15,Ｅアポロフラメンコ, 58,勝浦正, 0.0, 66,* -2,   3, 7, 44.2, ③③, 2, 3, ダイタクアルビン,,穂苅寿,218.8,,,, 2,  3.1,⑤⑤②, 2,12,Ｅマイヴィｰナス, 67,小野次, 0.0, 73,  -4,* 13, 5, 15.0, ⑧⑦, 2,12,Ｄラッシュライフ, 80,吉田隼, 0.0, 78,  -7,  15, 4,  7.1, ⑤④
 3, 3,Ａケイアイガルチ, 63,吉田豊, 0.1, 65,  -3,   2, 3,  5.6, ③⑤, 3, 5, ハイヤｰザンヘブン,,宗像徹,219.4,,,, 6, 19.0,②③③, 3, 2,Ｈモエレジンダイコ, 65,黛弘人, 0.5, 69,  -8,* 12,15,145.1, ⑭⑬, 3,11,Ａベイリングボｰイ, 84,石橋脩, 0.0, 78,*  0,   9, 5,  8.2, ②②
 4, 6,Ｂスペシャルジョイ, 62,内田博, 0.2, 63, -10,*  9, 2,  4.0, ⑦⑥, 4, 2, ジンデンバリュｰ,,柴田大,219.5,,,,10, 71.4,④④③, 4, 6,Ｇレッドタｰキｰ, 66,川田将, 0.5, 69,*  1,   4, 7, 31.6, ②②, 4, 2,Ｈシャイナムスメ, 78,松岡正, 0.1, 76,  -6,  12, 7, 18.7, ④④
 5,13,Ｃハイデフィニション, 62,武豊  , 0.6, 59,* -2,  -4, 1,  1.7, ②①, 5, 6, カネトシパワフル,,五十嵐,221.4,,,, 5, 16.5,⑦⑧⑦, 5, 7,Ｍノｰブルマン, 61,石橋脩, 0.6, 67,  -1,   5,13,120.0, ④④, 5, 7,Ｆメジロシリング, 78,川田将, 0.3, 75, -14,* 17, 6, 12.7, ⑧⑧
 6, 4,Ｇアンジュポケット, 57,小野次, 1.2, 53,* -2,  -8, 8, 54.1, ③③, 6, 1, スプリングラゴス,,金子光,221.6,,,, 9, 41.5,⑩⑧⑦, 6,15,Ａリュウメイ, 78,柴田善, 0.6, 68,*  3,   1, 2,  2.7, ①①, 6, 1,Ｍエフテｰストライク, 74,武士沢, 0.4, 75, -18,* 20,10, 26.3, ⑪⑪
 7,10,Ｄゴｰルドコレクタｰ, 58,蛯名正, 1.2, 54, -13,   2, 4, 16.7, ⑨⑧, 7,10, ノボライトニング,,横山義,222.3,,,, 4, 13.9,⑦⑦⑤, 7, 5,Ｂリュウケン, 75,吉田稔, 1.3, 61,  -3,   0, 3, 10.8, ⑥⑦, 7, 8,Ｃレヴリ, 81,江田照, 0.4, 72, -11,  14, 9, 24.9, ⑥⑥
 8, 7,Ｆセイントプラチナ, 57,松岡正, 1.3, 54,*  0, -11, 5, 24.5, ①②, 8, 9, シャコｰバニラ,,浜野谷,222.9,,,,11,102.6,⑥⑥⑤, 8, 9,Ｋケイジｰジュニアｰ, 63,伊藤直, 1.4, 61, -11,   7, 8, 45.2, ⑮⑮, 8, 4,Ｎダンスオブサロメ, 74,田中勝, 0.5, 73, -15,  16,13, 42.1, ⑩⑪
