08年10月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年10月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■10R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,神無月ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｄサザンスタｰディ, 46,伊藤工,, 58, -15,*  7, 4,  7.4, ⑤⑤, 1, 8, ワイズタイクｰン,,宗像徹,,,,, 4, 10.6,③②③, 1,10,Ｇウィズディクタット, 66,田中勝,, 73,*  2,* 12, 6, 16.9, ②②, 1, 1,Ａトロピカルライト, 89,鷹野宏,, 83,* 11,  13, 4,  7.5, ①①
 2, 5,Ｈタツボストン, 30,柴田善, 0.0, 58,*-12,   4, 7, 54.2, ②②, 2, 9, シャドウパルマン,,高野和,202.5,,,,10,106.5,①①①, 2,12,Ａツバサドリｰム, 80,吉田隼, 0.7, 68,  -1,* 10, 1,  1.8, ⑥⑥, 2, 2,Ｅスリｰセブンスピン, 85,平沢健, 0.1, 83,*  8,  15, 8, 18.5, ②②
 3, 3,Ｆセイウンリファイン, 42,村田一, 0.1, 56,*-11,   1, 5,  8.7, ①①, 3,14, ペネトレｰタｰ,,横山義,202.8,,,, 1,  1.6,③③②, 3,15,Ｃフェスティバルイヴ, 72,後藤浩, 0.9, 65,*  3,   3, 4, 11.1, ①①, 3, 7,Ｃクィｰンオブキネマ, 87,吉田隼, 0.3, 81,   6,  15, 3,  5.8, ③③
 4,10,Ｂボンファイアｰ, 51,吉田隼, 0.2, 58, -18,* 10, 6,  8.9, ⑨⑧, 4, 5, クンダリｰニ,,西谷誠,203.2,,,, 2,  4.8,⑥⑤⑤, 4, 4,Ｋジャンバティスト, 60,鷹野宏, 1.0, 68,  -5,* 15, 7, 22.5, ⑭⑭, 4,15,Ｂビクトリｰテツニｰ, 88,小野次, 0.5, 80,   1,* 21, 1,  2.7, ⑤⑧
 5, 8,Ａコスモハｰト, 53,藤田伸, 0.3, 55, -15,   3, 1,  2.5, ⑥⑤, 5, 1, スズカイエロｰ,,田中剛,204.4,,,, 3,  8.5,②③④, 5, 1,Ｄナチュラルウェｰブ, 72,柴田善, 1.0, 68,  -2,* 10, 5, 14.3, ⑫⑩, 5, 8,Ｆミスタｰモナルコス, 83,後藤浩, 0.6, 79,   3,  17, 2,  5.8, ⑤⑥
 6, 2,Ｅポルタノｰヴァ, 44,後藤浩, 0.3, 53, -13,   1, 2,  4.1, ③④, 6, 7, カイシュウリバｰ,,穂苅寿,205.2,,,, 6, 22.7,⑨⑧⑥, 6, 5,Ｊセレスブレイク, 61,池添謙, 1.4, 62,  -1,   4,11,117.3, ⑦⑥, 6,14,Ｈミッキｰフォルテ, 81,伊藤直, 0.6, 79,   4,  15,10, 35.7, ④④
 7, 1,Ｃチャペルゴｰルド, 49,田中勝, 0.3, 55,*-11,   0, 3,  4.8, ③②, 7,11, オンワｰドアリｰテ,,蓑島靖,206.5,,,, 7, 51.4,⑫⑪⑩, 7,13,Ｂサクラリｰバポｰト, 74,藤田伸, 1.4, 63,  -1,   5, 2,  4.6, ⑦⑧, 7, 6,Ｎマルカジｰク, 77,的場勇, 0.7, 79,   5,  15,13, 94.5, ⑤④
 8, 6,Ｇサニｰバッハ, 36,吉田豊, 1.7, 37, -17, -12, 8, 88.4, ⑦⑦, 8,13, ハワイアンボｰイ,,水出大,207.6,,,,11,118.8,⑬⑬⑬, 8, 3,Ｉオｰクリｰフキッド, 64,的場勇, 1.7, 60,*  2,  -2, 8, 39.3, ③③, 8, 4,Ｋビッグポパイ, 78,田中勝, 0.9, 78,  -3,* 22, 9, 22.6, ⑬⑫
