08年12月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年12月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝1800m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
 7, 4,Ｈメイショウシンドウ, 48,大下智, 2.4, 57,   0,  -8,13,155.2,⑤⑥⑧, 7,11,Ｅイｰスタンリバｰ, 72,宮崎北, 0.8, 67,   5,   5,14,144.7,⑤⑦⑦, 7,10,Ｇアイファｰドラゴン, 71,安藤光, 0.6, 69,   6,*  7,11, 63.4,⑭⑬⑪, 7, 3,Ｃスプリングダボス, 82,中村将, 0.5, 78,   6,   5, 9, 17.3,⑪⑬⑪
 8, 1,Ｇミヤジダイキチ, 52,和田竜, 2.4, 54,*  1, -11, 8, 48.9,②③③, 8, 3,Ｈマッシヴエンペラｰ, 72,和田竜, 0.8, 70,*  6,   3, 4,  7.6,①①①, 8, 5,Ｋティグフォルテ, 70,古川吉, 1.0, 68,* 12,  -8,12, 92.7,②②①, 8,16,Ｇナリタトルネｰド, 77,北村友, 0.6, 75,* 14,  -9, 8, 15.6,①①①
 9, 9,Ｊトｰアミステリｰ, 46,宮崎北, 2.7, 51,   1, -11,11,121.0,⑥⑦⑤, 9,16,Ｌルナエクリプス, 66,北村友, 0.9, 69,   0,* 13,10, 66.6,⑭⑬⑬, 9, 2,Ｊコスモイｰゴリ, 70,川島信, 1.1, 66,   9,  -1,13,121.2,⑩⑪⑩, 9, 4,Ｅエｰティｰボス, 81,川島信, 0.6, 77,   4,*  9, 6, 10.4,⑯⑯⑮
10, 6,Ｅスカイボｰイング, 55,丸田恭, 3.5, 47,  -3, -12, 6, 28.2,⑬⑭⑬,10,14,Ｃマルブツサクラオｰ, 75,長谷川, 0.9, 71,   5,   3, 2,  4.2,⑥④④,10, 4,Ｍソニックブレｰド, 69,黛弘人, 1.3, 65,   8,  -4,10, 49.5,⑦⑩⑬,10, 9,Ｌアクティブアクト, 75,熊沢重, 0.8, 76,  10,  -5,13, 45.6,⑫⑨⑨
11, 3,Ｃトレッドウェｰヴ, 56,北村友, 3.8, 43,  -1, -18,10, 64.7,⑨⑧⑩,11,10,Ｋカネトシトレンド, 69,丸田恭, 1.0, 67,*  6,   1,11, 71.3,③③③,11, 8,Ｆタイインテンスリｰ, 72,太宰啓, 1.3, 63,  11,  -9, 7, 18.7,④④⑦,11,14,Ｍゴｰルドサクセス, 74,荻野琢, 0.9, 72,* 12, -12,14, 64.7,②②②
12,10,Ｄフクツ, 56,柴原央, 3.9, 43,  -4, -14,14,418.4,⑮⑮⑭,12,13,Ｎオｰスミビｰナス, 62,千葉直, 1.1, 66,   2,   6, 9, 52.0,⑩⑪⑪,12,11,Ｌマヤノカタナ, 69,長谷川, 1.4, 67,* 12, -11,14,127.9,③③④,12,13,Ｋクロユリジョウ, 76,長谷川, 1.0, 73,   5,   2,11, 31.2,⑮⑮⑯
13, 5,Ｋカムイヒカル, 45,高橋智, 4.2, 42,  -3, -18,15,421.9,⑫⑬⑫,13, 8,Ｉサミｰデザｰト, 70,太宰啓, 1.6, 64,  -1,   9,12,110.0,⑯⑭⑭,13,16,Ｎマルタｰズストｰム, 64,中村将, 1.6, 64,   4,   2,15,135.2,⑯⑮⑮,13, 5,Ｈナショナルホリデｰ, 77,戸崎圭, 1.1, 70,* 12, -14, 4,  7.1,⑤⑤⑤
14, 8,Ｉユキノヘラクレス, 47,上村洋, 5.1, 38,  -2, -27, 3, 10.2,⑧⑫⑮,14, 1, アイティｰバトル,---,丹内祐, 1.9, 64,  -2,   8,13,132.5,⑪⑮⑮,14,12,Ｐフォｰカライズ, 61,菊沢隆, 2.8, 56,   7, -13, 9, 36.9,⑪⑭⑭,14,15,Ｊコマノハイ, 76,中舘英, 1.2, 71,   9, -10,10, 17.8,⑩⑩⑭
15, 2,Ｎオリオンザサクセス, 41,千葉直, 5.8, 31,*  2, -39, 5, 18.9,③④⑦,15, 7,Ｏサクラシザｰズ, 57,荻野琢, 2.0, 66,  -4,  10,15,168.2,⑮⑯⑯,15, 1,Ｏデルマアルタイル, 62,的場勇, 4.0, 49,   3, -16,15,135.2,⑮⑯⑯,15, 8,Ｐヤナギムシ, 69,岩部純, 1.3, 68,   9, -12,16, 87.0,⑨⑧⑧
,,,,,,,,,,,,16, 2,Ｍメモリｰセレソン, 66,船曳文, 2.1, 64,   2,   0,16,257.1,⑨⑫⑫,16, 3,Ｉカネトシヴィゴｰレ, 70,藤岡康, 4.4, 44,* 12, -37, 2,  4.5,①①②,16, 2,Ｆマルカハンニバル, 80,安藤光, 1.3, 68,* 12, -17, 3,  6.8,④④④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:2),,,,,,,,,,,
単勝:130円 複勝:14=110円 12=310円 13=540円 枠連:530円,,,,,,,,,,,,単勝:250円 複勝:04=130円 05=540円 15=270円 枠連:610円,,,,,,,,,,,,"単勝:1,090円 複勝:09=350円 06=350円 15=160円 枠連:5,220円",,,,,,,,,,,,"単勝:590円 複勝:12=250円 01=340円 10=1,810円 枠連:740円",,,,,,,,,,,
"馬連:920円 ワイド:12-14=430円 13-14=710円 12-13=3,290円",,,,,,,,,,,,"馬連:3,790円 ワイド:04-05=1,430円 04-15=710円 05-15=2,750円",,,,,,,,,,,,"馬連:7,220円 ワイド:06-09=1,650円 09-15=870円 06-15=980円",,,,,,,,,,,,"馬連:2,650円 ワイド:01-12=940円 10-12=7,790円 01-10=7,400円",,,,,,,,,,,
"馬単:1,220円 3連複:6,550円 3連単:17,160円",,,,,,,,,,,,"馬単:6,000円 3連複:8,410円 3連単:42,390円",,,,,,,,,,,,"馬単:15,590円 3連複:8,080円 3連単:68,500円",,,,,,,,,,,,"馬単:4,680円 3連複:88,690円 3連単:358,900円",,,,,,,,,,,
■ 3R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 6R  芝1200m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 9R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■12R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中京,,,,,,,,,,,,,,,,,,,,,,,,伊吹山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａコウエイアンズ, 70,田嶋翔,, 72,   3,*  5, 8, 37.1, ③③, 1, 1, タガノボヘミアン,---,丸田恭,, 52,  -9,  -6,13, 69.5, ④③, 1, 3,Ｈシベリアンヒｰト, 67,西田雄,, 73,  -4,* 13, 5, 13.6, ⑪⑩, 1, 6,Ｈエフテｰストライク, 74,田辺裕,, 77,  -2,* 12, 7, 14.7, ⑩⑩
 2, 2,Ｈフラミニアンウェイ, 65,西田雄, 0.5, 67,   1,   3, 6, 16.7, ⑦⑤, 2,10, セレｰサ,---,和田竜, 0.1, 52,* -1, -15, 1,  2.4, ①①, 2,15,Ｂニュｰホｰプ, 72,赤木高, 0.0, 73,  -4,* 14, 6, 15.2, ⑫⑫, 2,17,Ｃセイウンバリュｰ, 78,丸田恭, 0.0, 77,   0,  10, 2,  4.6, ⑨⑨
 3,16,Ｇグレイスフルムｰヴ, 66,川島信, 0.5, 66,  -1,   3, 7, 19.3, ⑧⑦, 3, 7, ネリネ,---,赤木高, 0.3, 49, -13,  -6,11, 59.5, ⑥⑥, 3, 2,Ｆマウントキング, 70,田辺裕, 0.2, 71,   2,   6, 7, 21.6, ⑦⑤, 3, 2,Ｉテイクザホｰク, 73,飯田祐, 0.2, 75,  -7,* 13, 1,  4.2, ⑫⑫
 4, 6,Ｆミスティフォレスト, 68,戸崎圭, 0.7, 63,  -8,*  6, 2,  5.3, ⑮⑮, 4, 9, スカｰレットシチｰ,---,戸崎圭, 0.3, 49, -17,  -2, 3,  5.5, ⑨⑦, 4, 9,Ａマイネルプルｰト, 77,丸田恭, 0.2, 69, -11,* 17, 3,  6.7, ⑰⑰, 4,13,Ｂランチボックス, 78,白浜雄, 0.3, 73,  -5,  11, 6, 13.9, ⑬⑬
 5,15,Ｄエンジェルフェザｰ, 69,的場勇, 0.7, 65,   2,   0, 3,  6.2, ⑤⑥, 5, 2, フォルクスオｰパｰ,---,川島信, 0.4, 47,* -4, -16,12, 62.6, ②②, 5,10,Ｍニホンピログッデン, 64,熊沢重, 0.3, 70,   3,   3, 8, 21.8, ⑥⑦, 5,14,Ｄビｰチフェスタ, 77,赤木高, 0.3, 73,  -7,* 12, 9, 18.9, ⑭⑭
 6, 7,Ｃポｰトカンパｰニュ, 69,芹沢純, 0.9, 63,   2,  -2, 4,  8.4, ④④, 6, 4, レインボｰマリｰン,---,的場勇, 0.6, 44, -27,*  3, 2,  5.1, ⑬⑬, 6,14,Ｊトｰセンペガサス, 66,二本柳, 0.5, 66,  -8,  11,16,205.3, ⑮⑮, 6,16,Ｆウルトラボルケｰノ, 75,古川吉, 0.3, 74,  -9,* 15, 8, 17.4, ⑯⑮
 7, 9,Ｍラインディｰヴァ, 56,長谷川, 1.0, 65,*  8,  -6, 5, 13.2, ①①, 7, 6, セイザ,---,北村友, 0.8, 42,  -9, -16, 8, 28.3, ⑤⑤, 7, 1,Ｄヤマニンプロロｰグ, 71,的場勇, 0.5, 66,* 14, -11,10, 35.1, ①①, 7, 9,Ｍタｰニングポイント, 68,宮崎北, 0.3, 74,   7,  -1, 5,  8.3, ③③
 8, 3,Ｉパスタイム, 63,丸田恭, 1.1, 59, -10,   3, 9, 37.5, ⑭⑭, 8, 8, アグネスビジン,---,太宰啓, 1.1, 41, -30,*  1, 9, 29.6, ⑭⑭, 8,17,Ｇトｰホウカイザｰ, 69,菊沢隆, 0.5, 66, -15,* 17, 4, 11.3, ⑱⑱, 8, 5,Ｇマッキｰバクシン, 74,野元昭, 0.4, 73,   6,   0, 4,  8.3, ⑤④
 9, 1,Ｂドリｰムモア, 70,中舘英, 1.1, 59,  -4,   0, 1,  2.1, ⑨⑪, 9,18, キララチュｰル,---,長谷川, 1.1, 39, -21,  -8, 4,  7.0, ⑫⑪, 9,16,Ｏセフティｰフリｰズ, 60,安藤光, 0.6, 66,  -5,   7,17,313.8, ⑭⑭, 9, 1,Ｏエｰティｰホｰオｰ, 65,熊沢重, 0.6, 71,   2,   1,15, 60.5, ⑦⑦
10,13,Ｋビッグロｰズ, 60,古川吉, 1.2, 61,  -3,  -1,10, 56.5, ⑫⑩,10,15, クリノアツヒメ,---,中舘英, 1.1, 40, -13, -16, 5, 15.6, ⑦⑧,10,13,Ｋエｰシンブイムｰド, 65,和田竜, 0.7, 65,  -1,   2, 9, 28.9, ⑨⑨,10, 8,Ｎリガｰドシチｰ, 67,安藤光, 0.8, 67,  -3,   2,16, 69.0, ⑪⑪
11,14,Ｌクリップフェアリｰ, 58,荻野琢, 1.3, 59,  -5,  -1,12, 79.5, ⑬⑬,11, 5, バサラプリンセス,---,芹沢純, 1.1, 39,* -5, -24, 7, 23.2, ③④,11,12,Ｐライフロングラバｰ, 59,古川吉, 0.8, 64,  -2,   2,12, 82.5, ⑩⑪,11, 3,Ｐメイショウモア, 61,川島信, 0.8, 67,  -9,   8,18,158.2, ⑮⑯
12,12,Ｅイエロｰプリマ, 68,黛弘人, 1.4, 58,  -4,  -2,13, 79.7, ⑪⑫,12,16, エイシンペリｰ,---,熊沢重, 1.2, 38, -17, -14,14,123.6, ⑪⑩,12, 8,Ｑノゾミヒカル, 56,荻野琢, 0.9, 61,  -9,   7,14,107.1, ⑯⑯,12,11,Ｒクリノダイシス, 50,船曳文, 0.9, 66, -12,  10,17,156.5, ⑰⑰
13, 5,Ｊスイｰトコルドバ, 62,上村洋, 1.9, 53,  -4,  -7,11, 57.8, ⑩⑨,13, 3, プルマｰジュ,---,田嶋翔, 1.8, 29, -40,*  0,10, 57.6, ⑯⑯,13, 7,Ｉスティｰルシャｰク, 66,長谷川, 1.0, 61,   0,  -3,11, 72.2, ⑧⑧,13,18,Ａオｰルタイムベスト, 81,北村友, 1.0, 64,   5,  -9, 3,  7.4, ⑥⑤
