08年 6月21日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 6月21日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝1400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
13,14, フォレストチャｰム,---,渡辺薫, 2.6, 40,  -9, -11,12, 67.5, ⑪⑮,,,,,,,,,,,,,13, 3,Ｊタッチオブレインズ, 51,幸英明, 2.5, 46,  -6, -17,10, 40.0, ⑬⑩,13,13,Ｅサンダルフォン, 80,武豊  , 1.9, 70,* 11, -14, 1,  4.3, ③③
14, 6, アグネスミズホ,---,田中健, 3.2, 35,  -7, -18,15,121.6, ⑪⑫,,,,,,,,,,,,,14, 1,Ｎロワゾブルｰ, 34,橋本美, 2.6, 45,  -4, -22,16,197.9, ⑦⑦,14,17,Ｍチャｰムダイヤ, 75,船曳文, 1.9, 71,* 13, -15,16, 92.5, ②②
15,13, ハｰトランドノリカ,---,芹沢純, 4.3, 25,  -5, -30,13, 90.5, ⑨⑨,,,,,,,,,,,,,15,17, ズブロッカ,---,福永祐, 2.7, 43,  -8, -18, 5, 10.3, ⑫⑬,15,15,Ｉトウキュウトップ, 78,田中剛, 2.3, 64,   4,  -7,14, 78.3, ⑭⑮
16,12, サンマルグラス,---,赤木高, 6.5, -2, -23, -31,16,127.3, ⑯⑯,,,,,,,,,,,,,16,13, ワンダｰバｰスト,---,南井大, 3.1, 39, -17, -10,17,305.3, ⑯⑯,16,18,Ｐタガノバスティｰユ, 75,渡辺薫, 2.3, 63,  -2,  -1,10, 52.7, ⑱⑱
,,,,,,,,,,,,,,,,,,,,,,,,17, 7, フェロチェスナット,---,小牧太, 3.3, 37, -17, -13,15,147.3, ⑯⑯,17,12,Ｎリッカバクシンオ, 75,福永祐, 2.8, 60,   9, -21, 9, 38.0, ⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 7,Ｒメッサｰシュミット, 63,田中克, 3.5, 51,   4, -23,18,153.2, ⑭⑯
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:稍重(指数:1),,,,,,,,,,,
"単勝:500円 複勝:01=160円 03=240円 07=120円 枠連:1,030円",,,,,,,,,,,,単勝:300円 複勝:05=130円 08=110円 04=310円 枠連:210円,,,,,,,,,,,,"単勝:290円 複勝:04=160円 10=240円 18=370円 枠連:1,460円",,,,,,,,,,,,"単勝:480円 複勝:09=230円 05=2,070円 11=680円 枠連:810円",,,,,,,,,,,
"馬連:2,990円 ワイド:01-03=810円 01-07=300円 03-07=490円",,,,,,,,,,,,馬連:210円 ワイド:05-08=140円 04-05=650円 04-08=680円,,,,,,,,,,,,"馬連:1,870円 ワイド:04-10=890円 04-18=810円 10-18=1,800円",,,,,,,,,,,,"馬連:31,860円 ワイド:05-09=8,720円 09-11=2,590円 05-11=15,410円",,,,,,,,,,,
"馬単:5,560円 3連複:2,180円",,,,,,,,,,,,"馬単:510円 3連複:1,390円",,,,,,,,,,,,"馬単:3,030円 3連複:5,550円",,,,,,,,,,,,"馬単:46,680円 3連複:187,320円 3連単:878,680円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 8R  ダ2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,出石特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｌフォルテ, 37,小牧太,, 77,*  5,* 12, 8, 52.1,①①①, 1,15, タマモダブルスタｰ,---,幸英明,, 61,  -4,*  2, 5, 15.6, ⑪⑪, 1, 7,Ｄツルガオカランナｰ, 71,川田将,, 73,   8,*  7, 2,  3.1,⑤⑤⑤, 1, 2,Ａショウナンアクト, 84,岩田康,, 79,*  9,   9, 1,  2.4, ②②
 2,11,Ｅニホンピロルブラ, 56,和田竜, 1.3, 69,*  3,   2, 4, 12.3,②②②, 2,12,Ｈマイネルスカｰル, 54,和田竜, 0.2, 61,  -2,  -3, 7, 23.0, ⑦⑤, 2,12,Ａボランタス, 79,熊沢重, 0.0, 75,   6,*  9, 1,  1.9,⑧⑦⑨, 2, 4,Ｃポｰトラヴ, 81,芹沢純, 0.3, 76,*  9,   7, 5, 10.5, ②②
 3, 2,Ｇロｰランビゴラス, 53,藤岡康, 1.6, 68,  -1,*  9, 6, 32.2,⑩⑪⑪, 3,14,Ａハマノモナｰク, 62,渡辺薫, 0.2, 61,  -4,*  1, 2,  6.9, ⑩⑥, 3, 5,Ｅエイシンフタイテン, 71,岩田康, 0.6, 69,   7,   2, 3,  6.9,⑪⑩②, 3, 3,Ｈセトノヒット, 79,佐藤哲, 0.4, 75,   5,  10, 8, 22.2, ⑦⑦
 4, 1,Ｃウォｰタｰルｰク, 60,田中健, 1.8, 66,*  3,  -2, 5, 20.0,④③③, 4, 7,Ｄメイクセンス, 57,福永祐, 0.3, 60,*  2,  -8, 1,  2.1, ①①, 4, 1,Ｃメイショウオニカゲ, 72,福永祐, 0.9, 68,   7,   1, 5, 28.4,⑬⑩⑤, 4,14,Ｉテンザンモビｰル, 76,浜中俊, 0.4, 75,  -1,* 16, 6, 16.0, ⑪⑪
 5, 9,Ａリファルジェント, 70,岩田康, 1.8, 64,*  3,  -3, 1,  1.9,⑦③③, 5,10, オｰディン,---,岩田康, 0.4, 58,  -3,  -3, 3,  7.2, ⑧⑩, 5,10,Ｌダノンマッハ, 63,小牧太, 1.0, 67,   6,   2, 7, 33.8,⑩⑫⑫, 5, 5,Ｂマジックボンバｰ, 82,小牧太, 0.4, 76,   6,  10, 2,  4.9, ⑥④
 6, 8,Ｊチェリｰムサシ, 45,高橋亮, 2.9, 58,   0,  -4,10,179.7,⑫⑩⑧, 6,13,Ｆフォティディクタｰ, 56,角田晃, 1.1, 52,  -5,  -6,13, 56.1, ⑪⑫, 6, 4,Ｋシゲルアサンテサナ, 65,鮫島良, 1.1, 68,   8,  -1,12,138.1,⑤⑦⑩, 6, 9,Ｄメイショウヨシヒサ, 81,川田将, 0.5, 75,  -3,* 17, 9, 41.2, ⑬⑪
 7, 6,Ｈヤマノムｰンリバｰ, 52,川田将, 3.0, 57,   1,  -7, 7, 34.0,④⑦⑦, 7,16,Ｇジョッキｰポルカ, 56,川田将, 1.1, 52,  -3,  -9, 6, 20.4, ⑧⑥, 7,13,Ｂバトルブリンディス, 73,浜中俊, 1.2, 63,*  9,  -7,11, 85.6,②②②, 7, 6,Ｆイチオカ, 81,赤木高, 0.9, 70,   1,   9, 4, 10.0, ⑩⑨
 8, 7,Ｄフラワｰネックレス, 56,幸英明, 3.5, 54,   0,  -9, 3,  9.7,⑨⑧⑧, 8, 6,Ｊスズカランデブｰ, 45,藤岡康, 1.4, 51,  -1, -14, 8, 29.5, ④④, 8, 2,Ｉヒシヴェンチャｰ, 67,田中健, 1.5, 64,   8,  -7, 8, 57.2,④④⑤, 8, 7,Ｇゴｰビハインド, 80,幸英明, 1.0, 71,   9,   2, 3,  5.8, ②④
 9,12,Ｂフミノパシフィック, 66,浜中俊, 3.5, 51,*  3, -17, 2,  2.7,④③③, 9, 9,Ｂジエクストリｰム, 61,小牧太, 1.4, 49,  -5,  -9, 4,  7.4, ⑪⑫, 9, 3,Ｈエイシンイッパツ, 69,田中剛, 1.6, 60,* 10, -12, 6, 29.3,①①①, 9, 1,Ｎイエスオアノｰ, 69,藤岡康, 1.0, 70,* 11,  -1,14, 92.5, ①①
10, 5,Ｉラブイズビクトリｰ, 48,大下智, 3.7, 53,  -2,  -8,12,193.3,⑩⑪⑫,10,11,Ｅケイエムチャンス, 57,田中剛, 1.5, 49,*  1, -18,10, 32.0, ②②,10, 6,Ｊマヤノカタナ, 65,幸英明, 1.8, 61,*  9, -11, 9, 68.4,③②②,10,13,Ｋマイティシルバｰ, 75,和田竜, 1.1, 70,   3,   6, 7, 17.4, ⑧⑨
11, 4,Ｋマルノリｰサ, 43,太宰啓, 3.7, 52,   0, -11,11,191.3,⑦⑧⑧,11, 2,Ｉアズスｰン, 47,浜中俊, 1.6, 46, -10,  -4,15, 92.0, ⑮⑭,11,11,Ｆテイエムデンセツ, 70,田中克, 2.2, 61,   7,  -9,10, 82.6,⑧⑦⑩,11,11,Ｌエイワナギ, 73,鮫島良, 1.1, 69,  -3,  11,10, 46.2, ⑪⑬
12,10,Ｆスｰパｰセイバｰ, 53,小林慎, 6.7, 34,   3, -43, 9,105.6,②③⑥,12, 3,Ｃコウヨウオラクル, 59,石橋守, 2.0, 46,  -1, -18,12, 47.0, ④⑥,12, 9,Ｇウインステルス, 69,和田竜, 2.3, 59,   8, -14, 4, 12.0,⑤⑤⑤,12,10,Ｊミステリｰゲスト, 76,白浜雄, 1.1, 69,  -5,  13,13, 82.9, ⑯⑮
,,,,,,,,,,,,13, 5,Ｎスリｰメガトン, 31,熊沢重, 2.0, 45,  -9,  -9, 9, 31.5, ⑮⑭,13, 8,Ｍサクラプレミアム, 60,渡辺薫, 2.9, 57,   6, -12,13,142.2,⑪⑬⑬,13, 8,Ｍグロｰバルボンバｰ, 73,福永祐, 1.2, 69,  -4,  11,12, 74.9, ⑬⑬
,,,,,,,,,,,,14, 4,Ｌサンマルロｰド, 41,船曳文, 2.1, 42,  -9, -10,14, 84.3, ⑭⑭,,,,,,,,,,,,,14,12,Ｏテイエムスカット, 68,渡辺薫, 1.4, 67,   3,   3,15,167.3, ⑧⑧
,,,,,,,,,,,,15, 8,Ｍニシノボイジャｰ, 39,田中健, 3.3, 36,*  1, -34,11, 41.6, ②②,,,,,,,,,,,,,15,15,Ｐオポテュｰニティ, 68,角田晃, 2.4, 57,  -5,   1,16,243.9, ⑮⑯
,,,,,,,,,,,,16, 1,Ｋセフティｰプラチナ, 41,白坂聡, 4.3, 28,  -1, -40,16,147.7, ④⑥,,,,,,,,,,,,,16,16,Ｅフォワｰドダンサｰ, 81,田中剛, 2.5, 55,   7, -11,11, 63.8, ②④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:重(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:重(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:重(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-10),,,,,,,,,,,
"単勝:5,210円 複勝:03=1,730円 11=410円 02=870円 枠連:7,160円",,,,,,,,,,,,"単勝:1,560円 複勝:15=380円 12=550円 14=210円 枠連:4,850円",,,,,,,,,,,,単勝:310円 複勝:07=110円 12=110円 05=150円 枠連:250円,,,,,,,,,,,,単勝:240円 複勝:02=140円 04=260円 03=370円 枠連:750円,,,,,,,,,,,
"馬連:35,150円 ワイド:03-11=5,490円 02-03=8,760円 02-11=2,430円",,,,,,,,,,,,"馬連:19,780円 ワイド:12-15=7,540円 14-15=1,260円 12-14=1,780円",,,,,,,,,,,,馬連:260円 ワイド:07-12=140円 05-07=320円 05-12=250円,,,,,,,,,,,,"馬連:1,120円 ワイド:02-04=440円 02-03=700円 03-04=1,660円",,,,,,,,,,,
"馬単:98,040円 3連複:148,750円",,,,,,,,,,,,"馬単:45,650円 3連複:39,230円",,,,,,,,,,,,馬単:640円 3連複:490円,,,,,,,,,,,,"馬単:1,730円 3連複:4,870円 3連単:16,600円",,,,,,,,,,,
■ 3R  芝2970m 3歳上未勝利 定量,,,,,,,,,,,,■ 6R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  芝2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■12R  芝1600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,生田特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6, トｰワベガ,,南井大,,,,, 6, 20.2,⑥④③, 1, 2,Ｂロｰレルオｰラ, 61,浜中俊,, 65,*  1,   4, 4,  7.1,①①①, 1, 1,Ｅオウケンブルｰスリ, 70,武豊  ,, 80,   7,* 12, 1,  2.0,⑧⑨⑧, 1, 5,Ａグッドキララ, 76,川田将,, 77,* 13,* -9, 1,  3.8, ①①
 2,12, サカイヤベンケイ,,小坂忠,197.4,,,, 8, 31.3,④③③, 2,15,Ｅカシノマルス, 59,高野容, 0.1, 65,*  0,   3, 5, 12.4,③③②, 2, 6,Ｂコパノジングｰ, 72,岩田康, 0.0, 80,   7,* 13, 4, 14.4,⑨⑩⑩, 2, 4,Ｂディｰプスピリット, 76,岩田康, 0.3, 75,   7,*  0, 3,  5.4, ⑩⑭
 3,13, マックスチャンプ,,西谷誠,197.9,,,, 1,  2.8,⑦⑦⑥, 3, 9, スマｰトレイズ,---,岩田康, 0.5, 64,  -3,*  6, 7, 18.9,⑬⑬⑩, 3, 5,Ａウィルビｰキング, 78,小牧太, 0.2, 78,   8,   5, 2,  3.2,⑦⑥⑥, 3, 8,Ｈカシノマイケル, 70,田中克, 0.7, 71,  11, -13,10, 41.0, ⑦⑥
 4,10, キクノインプルｰブ,,北沢伸,198.1,,,, 3,  7.1,③②①, 4,12,Ｄカレンミラバッシ, 60,福永祐, 0.7, 61,*  1,  -3, 1,  2.6,②②②, 4, 9,Ｄエｰシンジｰライン, 71,芹沢純, 0.4, 76,* 11,  -4, 8, 24.6,②②②, 4, 1,Ｃタケイチゼット, 76,田中健, 0.8, 69,* 12, -18, 8, 21.8, ③②
 5,11, マンノダイヤモンド,,今村康,198.4,,,, 7, 24.2,②①②, 5, 1,Ｈシルクレボルシオン, 54,幸英明, 0.8, 62,  -3,*  5, 9, 36.3,⑭⑬⑫, 5, 2,Ｃプレインセイリング, 71,川島信, 0.6, 74,  10,  -3, 5, 17.7,⑤③③, 5, 6,Ｅクレスコワンダｰ, 72,武豊  , 0.9, 69,   5,* -7, 2,  4.6, ⑬⑯
 6, 1, イエス,,白浜雄,199.4,,,, 5,  9.4,④⑥⑤, 6,10, ベイサイドパｰク,---,藤岡康, 0.8, 63,  -5,*  6, 6, 13.7,⑭⑮⑫, 6,10,Ｇシャンパンファイト, 69,福永祐, 0.8, 72,* 11, -11, 3,  6.2,①①①, 6,14,Ｌライトザキャンドル, 64,浜中俊, 0.9, 71,* 14, -20, 7, 18.2, ③②
 7, 8, ペガサスファイト,,熊沢重,199.4,,,, 2,  3.0,①⑤⑥, 7, 6,Ｇタガノアンクルベル, 54,赤木高, 0.9, 60,   0,  -1, 8, 23.4,③③④, 7, 4,Ｆメジロマシュｰズ, 69,幸英明, 1.4, 68,  10, -15, 7, 21.6,⑨⑥③, 7,16,Ｇツルマルオジョウ, 71,上村洋, 1.0, 68,  10, -14, 6, 15.5, ⑩⑧
 8,14, ワンダｰタイキ,,植野貴,199.9,,,, 4,  9.1,⑪⑫⑨, 8, 5,Ｆトップオブクロフネ, 56,小牧太, 1.3, 57,  -2,  -3,10, 36.9,⑥⑨⑥, 8, 7,Ｈマルモコウテイ, 68,川田将, 2.1, 61,  10, -25, 6, 21.0,③③③, 8,13,Ｍフジヤマロマン, 63,石橋守, 1.0, 68,   9, -15,17,141.6, ⑨⑧
 9, 7, ルｰルシャガｰル,,金折知,200.6,,,, 9, 38.9,⑪⑨⑧, 9, 8,Ｃトｰワミラクル, 61,田中健, 1.7, 58,  -2,  -4,11, 39.8,⑨⑨⑩, 9, 3,Ｊロｰランケイプ, 43,和田竜, 2.7, 58,   9, -31, 9,195.8,⑥⑥⑥, 9,15,Ｐエｰスデヨバン, 59,小牧太, 1.1, 67,   8, -14,12, 64.0, ⑭⑪
10, 4, トットコヒｰロｰ,,菊地昇,202.1,,,,10, 62.7,⑨⑩⑪,10, 3,Ａフィデリオ, 63,小林慎, 1.9, 54,  -4,  -5, 3,  5.6,⑪⑪⑫,10, 8,Ｉダンスグランドゥ, 54,荻野要, 6.4, 13,   8, -81,10,276.1,③③⑧,10, 9,Ｆフミノウインダム, 71,福永祐, 1.1, 67,   8, -14, 5,  8.0, ⑩⑪
11, 5, ナムラコネリｰ,,林満明,203.6,,,,12,102.9,⑦⑧⑨,11, 7,Ｊノｰブルプレッジ, 44,川田将, 2.0, 52,  -2, -10, 2,  5.4,③⑥⑥,,,,,,,,,,,,,11,10,Ｑキングスデライト, 57,船曳文, 1.2, 65,   6, -13, 9, 31.7, ⑮⑭
12, 2, メイショウヘディン,,岩崎祐,203.7,,,,13,113.3,⑭⑬⑫,12,13,Ｉオｰスミヒエン, 51,大下智, 2.2, 53,  -1, -10,13, 85.4,⑥⑥⑤,,,,,,,,,,,,,12,18,Ｄスマｰトストｰム, 75,藤岡康, 1.4, 62,* 12, -26, 4,  6.2, ③②
13, 3, トｰアセンヒメ,,仲田雅,203.9,,,,11, 81.7,⑨⑩⑫,13,14,Ｌスリｰクロフネ, 42,船曳文, 3.2, 44,  -2, -20,14,122.4,⑨⑥⑥,,,,,,,,,,,,,13,17,Ｊサンタナイト, 68,小坂忠, 1.5, 61,* 12, -28,14, 96.6, ⑥②
14, 9, ブランスキｰ,,出津孝,205.9,,,,14,117.2,⑬⑭⑭,14, 4,Ｋファンドリタｰフ, 43,芹沢純, 3.3, 44,  -4, -17,12, 79.1,⑫⑪⑮,,,,,,,,,,,,,14,11,Ｎマルノパイオニア, 63,太宰啓, 1.8, 61,   4, -17,16,132.7, ⑰⑰
,,,,,,,,,,,,15,11,Ｍマルブツランド, 41,田中克, 4.0, 40,  -2, -27,15,157.5,⑥⑤⑥,,,,,,,,,,,,,15, 3,Ｋウルドサリエ, 66,鮫島良, 2.2, 54,   9, -32,11, 64.0, ⑦⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 7,Ｉクオン, 70,芹沢純, 2.2, 54,   8, -30,13, 77.7, ⑮⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 2,Ｒマルタｰズドラドラ, 53,畑端省, 2.5, 53,   5, -25,18,170.3, ⑰⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,12,Ｏアリダｰチャｰム, 61,角田晃, 2.6, 51,  10, -39,15,103.6, ②⑥
,,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:重(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:良(指数:1),,,,,,,,,,,
