08年 1月 5日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 1月 5日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1200m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  ダ1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
16, 6,Ｎクイックマインド, 35,丹内祐, 2.8, 32,  -2, -27,13,101.6,③⑤④,16, 5, マルタｰズケン,---,的場勇, 4.6, 19, -23, -22, 9, 49.3,⑮⑮⑯,16,16,Ｏグラスサンダｰ, 58,吉田豊, 4.5, 46,   1, -24,12, 47.0,③③⑫,16,14,Ｋチザルピｰノ, 80,左海誠, 3.3, 70,   6,   0,13, 74.5,⑩⑩⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-2),,,,,,,,,,,
"単勝:810円 複勝:02=260円 05=400円 03=290円 枠連:3,480円",,,,,,,,,,,,"単勝:1,020円 複勝:10=300円 07=230円 08=460円 枠連:2,000円",,,,,,,,,,,,"単勝:350円 複勝:08=180円 02=420円 03=210円 枠連:1,640円",,,,,,,,,,,,"単勝:500円 複勝:03=210円 02=280円 05=270円 枠連:2,150円",,,,,,,,,,,
"馬連:4,520円 ワイド:02-05=1,550円 02-03=960円 03-05=1,560円",,,,,,,,,,,,"馬連:2,870円 ワイド:07-10=990円 08-10=1,660円 07-08=1,360円",,,,,,,,,,,,"馬連:3,360円 ワイド:02-08=1,180円 03-08=670円 02-03=1,470円",,,,,,,,,,,,"馬連:2,150円 ワイド:02-03=880円 03-05=940円 02-05=1,430円",,,,,,,,,,,
"馬単:8,940円 3連複:10,600円",,,,,,,,,,,,"馬単:6,380円 3連複:13,300円",,,,,,,,,,,,"馬単:5,100円 3連複:6,880円",,,,,,,,,,,,"馬単:3,930円 3連複:7,230円 3連単:34,000円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 8R  ダ1200m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■11R  芝2000m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,日刊ｽﾎﾟ賞中山金杯 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａスカｰレットライン, 67,横山典,, 67,*  4,*  1, 1,  2.7,③②②, 1, 4,Ａサトノプログレス, 68,横山典,, 67,*  1,* -2, 1,  1.8,①①①, 1,11,Ｉミキノモナコ, 72,西田雄,, 79,* 11,   5, 9, 28.5,①①①, 1,13,Ｆアドマイヤフジ, 92,川田将,, 92,*  5,  20, 3,  6.4,④③②
 2,14,Ｍビｰボタンダッシュ, 47,木幡初, 1.6, 55,*  4, -13,13, 80.6,②②②, 2, 2,Ｋロｰドバロック, 49,蛯名正, 0.4, 63,  -3,* -2, 2,  4.5,⑤④④, 2, 9,Ｃピサノヨシツネ, 78,田中勝, 0.0, 79,   3,* 12, 5,  8.5,⑨⑩⑩, 2,15,Ｂエアシェイディ, 95,後藤浩, 0.3, 91,   4,  20, 2,  6.1,⑧⑦⑤
 3, 1,Ｇヨイチノｰス, 56,田中勝, 1.9, 57,   1,  -8, 6, 19.9,⑫⑨⑦, 3,12,Ｄマイネルサラン, 60,津村明, 0.5, 61,* -2,  -7, 3,  6.9,③③②, 3,14,Ａゼンノスカイブルｰ, 80,蛯名正, 0.1, 77,   8,   6, 1,  3.4,④③②, 3, 3,Ｏメイショウレガｰロ, 83,田中勝, 0.3, 88,*  6,  12, 9, 24.2,①①①
 4, 2,Ｃアグネスボンバｰ, 60,的場勇, 2.2, 55,   0,  -9, 7, 24.6,⑬⑫⑩, 4,11,Ｂシップウドトウ, 64,松岡正, 0.6, 61,  -6,* -1, 4, 11.1,⑨⑧④, 4, 4,Ｌケンコウヘイロｰ, 71,田中博, 0.2, 77,* 10,   3, 8, 21.3,②②②, 4, 2,Ｅシルクネクサス, 93,松岡正, 0.3, 90,*  5,  16, 5,  9.2,②③②
 5,15,Ｈシルクイｰグル, 55,津村明, 2.5, 51,*  5, -21, 5, 16.2,①①①, 5,13,Ｍベストプロジェクト, 47,田中勝, 1.0, 57,  -7,  -4, 5, 18.6,⑭⑪⑧, 5,13,Ｈゴｰルドオアシス, 72,大庭和, 0.2, 77,  -7,* 19, 4,  6.4,⑯⑯⑯, 5,14,Ｍグラスボンバｰ, 86,勝浦正, 0.4, 93,   2,* 22,14, 50.4,⑧⑩⑩
 6,16,Ｎミンナデワンダｰ, 40,吉田豊, 2.6, 52,   2, -18, 9, 40.5,④④④, 6, 1,Ｃディｰエスファジｰ, 61,石橋脩, 1.0, 56,  -4,  -8,10, 79.3,⑦⑥⑧, 6, 5,Ｄトｰセンラヴ, 76,柴山雄, 0.2, 77,   0,* 13, 7, 18.2,⑪⑫⑪, 6, 6,Ｇサイレントプライド, 92,横山典, 0.5, 89,   4,  16, 1,  3.6,④⑤⑤
 7, 4,Ｅプッシュハｰト, 57,小牧太, 2.8, 50,  -3,  -9,11, 44.9,⑮⑯⑮, 7, 3,Ｆゲイルカフェ, 59,小島太, 1.1, 55,  -7,  -5, 8, 45.2,⑪⑪⑪, 7,15,Ｇジェットバニヤン, 73,川田将, 0.2, 76,   8,   5, 3,  5.5,④③④, 7, 8,Ｈアサカディフィｰト, 90,小牧太, 0.5, 93,   1,* 25, 7, 16.3,⑬⑬⑮
 8,11,Ｋスズカニｰル, 49,宮崎北, 2.8, 51,  -2, -11,16,346.1,⑯⑭⑬, 8, 5,Ｉエポカル, 54,勝浦正, 1.4, 52,  -6, -12,12, 92.6,⑧⑧⑧, 8, 2,Ｅスマｰトエッジ, 76,高橋智, 0.3, 77,   8,   6,12, 41.8,⑥⑥④, 8, 9,Ｎヒラボクロイヤル, 84,武幸四, 0.6, 90,   1,* 22, 6, 15.9,⑮⑬⑮
 9, 5,Ｄダノンマスタｰズ, 59,北村宏, 2.9, 49,   3, -21, 3,  4.2,④④④, 9,10,Ｎマイネルブリス, 47,鮫島良, 1.4, 51,  -7,  -9,15,179.9,⑪⑪⑪, 9,12,Ｂチョウカイモンド, 79,小野次, 0.6, 72,   5,   5, 6, 13.2,⑧⑧⑧, 9,12,Ｌセンカク, 86,江田照, 0.6, 87,   2,  17,13, 40.9,⑧⑦⑧
10, 9,Ｊカイシュウハトバ, 49,田辺裕, 2.9, 46,   1, -18,15,162.6,⑪⑨⑦,10, 6,Ｏニシエイビュレット, 46,吉田隼, 1.4, 50,  -5, -14, 6, 18.8,⑥⑥④,10, 7,Ｊメジロタｰキッシュ, 71,柴田善, 0.7, 73,   2,   7,10, 34.2,⑪⑩⑪,10, 7,Ｐブラックタイド, 81,蛯名正, 0.7, 87,   2,  18, 8, 21.5,⑪⑩⑧
11,12,Ｆタカラカリズマ, 56,後藤浩, 3.1, 47,   2, -21, 4, 11.1,⑩⑦⑦,11, 7,Ｅアポロガッバｰナ, 59,江田照, 1.4, 49,* -2, -18, 7, 32.1,④④④,11,16,Ｆディスパｰロ, 74,小島太, 0.8, 72,   7,   1, 2,  5.5,⑥⑥④,11, 4,Ｋトウショウナイト, 87,武士沢, 0.7, 83,*  6,   8,10, 33.2,②②②
12, 8,Ｉマイネルアンジェロ, 54,丹内祐, 4.0, 41,  -2, -21,12, 53.7,⑭⑭⑯,12, 9,Ｈポコアポコフォルテ, 55,木幡初, 1.4, 52,  -5, -12, 9, 51.6,⑨⑧⑬,12, 8,Ｎオリエントヒｰロｰ, 67,田辺裕, 1.0, 68,  -1,   7,14, 89.0,⑭⑭⑬,12,10,Ａヤマニンアラバスタ, 96,柴田善, 0.8, 88,   1,  19,11, 36.5,⑮⑬⑬
13, 6,Ｂシベリアンケン, 64,蛯名正, 4.1, 41,   2, -30, 2,  3.9,⑥④④,13,14,Ｌコスモリスアムｰル, 49,柴田善, 1.6, 50,  -9,  -9,14,163.5,⑬⑭⑮,13, 1,Ｍジャスミンフレイズ, 67,南田雅, 1.1, 69,   4,   2,15,171.3,⑩⑧⑧,13,16,Ｃトウショウヴォイス, 95,小林淳, 0.8, 85,   2,  15,12, 37.5,⑦⑦⑩
14,10,Ｌレオバベル, 47,江田照, 4.6, 37,   1, -33,10, 44.9,⑦⑦⑩,14,16,Ｐエチセロ, 40,北村宏, 1.7, 47, -10,  -9,13,141.6,⑭⑭⑬,14, 6,Ｏエｰピｰゴンタ, 66,高山太, 1.2, 68,  -2,   6,13, 72.8,⑮⑭⑬,14,11,Ｊカオリノｰブル, 87,左海誠, 0.9, 86,   1,  17,16, 74.1,⑪⑬⑬
15, 7,Ｐトｰアチャｰリｰ, 34,左海誠, 4.8, 38,   0, -31,14, 93.0,⑧⑫⑬,15, 8,Ｇスウェプトワｰルド, 56,吉田豊, 2.0, 45,*  0, -29,11, 91.9,②②②,15,10,Ｐクリノトップオｰ, 59,小林淳, 1.2, 70,   1,   4,16,276.3,⑪⑫⑬,15, 1,Ｉフサイチホウオｰ, 88,鮫島良, 0.9, 83,   3,  10, 4,  9.0,④⑤⑤
16, 3,Ｏミヤビアラシオｰ, 40,川田将, 5.2, 35,   1, -37, 8, 39.2,⑨⑨⑩,,,,,,,,,,,,,16, 3,Ｋタカラヘリオス, 71,梶晃啓, 1.4, 66,   8,  -5,11, 40.2,③③④,16, 5,Ｄタイキヴァンベｰル, 94,吉田隼, 1.1, 82,   2,  12,15, 54.0,⑬⑩⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-14 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:65 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:91 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:1),,,,,,,,,,,
"単勝:270円 複勝:13=140円 14=1,620円 01=460円 枠連:11,680円",,,,,,,,,,,,単勝:180円 複勝:04=110円 02=160円 12=170円 枠連:420円,,,,,,,,,,,,"単勝:2,850円 複勝:11=720円 09=310円 14=170円 枠連:3,800円",,,,,,,,,,,,"単勝:640円 複勝:13=230円 15=210円 03=780円 枠連:1,440円",,,,,,,,,,,
"馬連:12,460円 ワイド:13-14=3,160円 01-13=1,230円 01-14=13,320円",,,,,,,,,,,,馬連:460円 ワイド:02-04=230円 04-12=240円 02-12=530円,,,,,,,,,,,,"馬連:10,940円 ワイド:09-11=3,430円 11-14=1,760円 09-14=680円",,,,,,,,,,,,"馬連:1,710円 ワイド:13-15=680円 03-13=2,680円 03-15=2,830円",,,,,,,,,,,
"馬単:16,480円 3連複:68,590円",,,,,,,,,,,,馬単:720円 3連複:870円,,,,,,,,,,,,"馬単:26,280円 3連複:13,970円",,,,,,,,,,,,"馬単:3,660円 3連複:16,930円 3連単:72,880円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 6R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 9R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■12R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,寒竹賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａザシｰクレット, 71,後藤浩,, 74,*  4,*  8, 1,  2.2,①①①, 1,14,Ｆアルコイリス, 68,大野拓,, 72,*  5,*  5, 3,  4.6,③③③, 1,11,Ｉアイティトップ, 53,丹内祐,, 73,   1,*  8, 7, 23.4,⑭⑭⑫, 1, 2,Ｅサウスヒュｰマｰ, 75,田中博,, 81,*  7,   6, 3,  6.9,①①①
 2,13,Ｅサンタｰナズギフト, 65,松岡正, 0.8, 69,*  3,   2, 4, 11.7,③②②, 2, 4,Ｃメイスンシンデレラ, 72,津村明, 0.0, 73,*  7,   3, 8, 23.7,①①①, 2, 4,Ａドリｰムノクタｰン, 68,田中博, 0.3, 66,*  9, -18, 2,  5.0,①①①, 2, 4,Ｍコアレスソニック, 67,蛯名正, 0.3, 78,  -6,* 15,10, 21.2,⑬⑭⑮
 3, 3,Ｊアイビスデｰジｰ, 60,蛯名正, 1.2, 65,  -2,   3, 8, 21.2,⑤⑧⑧, 3,10,Ｌジェイケイクリｰク, 60,北村宏, 0.3, 70,*  5,   1, 7, 11.8,②②②, 3, 2, バイタリティｰ,---,石橋脩, 0.4, 67,   5,  -9, 8, 65.7,⑨⑨⑩, 3,13,Ｐシルクヴァルキリｰ, 63,木幡初, 0.3, 77,*  4,   4,12, 25.5,②②②
 4,15,Ｏケイジｰジュニアｰ, 49,伊藤直, 1.3, 63,  -3,   3,16,230.3,⑫⑩⑧, 4,16,Ｈガｰルズポップ, 65,後藤浩, 0.4, 68,   3,   3, 6, 10.9,⑨⑤⑤, 4, 5,Ｂコスモポッケ, 65,後藤浩, 0.4, 67,   8, -13, 6, 13.5,③⑤③, 4, 9,Ｇクラシカルウィｰク, 73,横山典, 0.3, 77,  -1,  10, 4,  9.6,⑧⑦③
 5, 5,Ｉベルモントフレア, 61,武士沢, 1.4, 63,   0,  -1, 9, 25.2,⑤⑥⑤, 5,15,Ｅトｰセンフｰガ, 69,横山典, 0.6, 66,  -1,*  4, 5,  9.2,⑪⑩⑩, 5, 3,Ｄマイネルジュレップ, 61,吉田隼, 0.5, 64,   8, -16, 3,  6.1,③⑤③, 5,16,Ｋトウショウアタック, 69,武幸四, 0.3, 78,  -7,* 16, 8, 17.6,⑬⑭⑮
 5, 6,Ｋコスモコンテンダｰ, 60,柴田善, 1.4, 63,*  2,  -2, 7, 18.5,②③③, 6, 1,Ａプレシャスドロップ, 74,木幡初, 0.7, 66,   4,   0, 1,  4.3,⑥③③, 6,14, エバｰブライト,---,左海誠, 0.5, 66,   5,  -9, 9, 68.8,⑪⑪⑩, 6, 7,Ｊアグネスドｰン, 70,安藤光, 0.4, 76,  -3,  11,15,109.2,⑧⑪⑧
 7, 4,Ｆドリｰムシャドウ, 63,吉田隼, 1.5, 61,  -4,   2, 3,  6.0,⑪⑩⑪, 7, 2,Ｄセイヴィングス, 71,池崎祐, 0.8, 65,   0,   2, 4,  8.0,⑦⑧⑦, 7,15,Ｋリネンホｰク, 51,村田一, 0.6, 67,   4,* -6,11, 72.3,⑭⑫⑫, 7, 1,Ｄノｰザンスタｰ, 76,大庭和, 0.6, 73,  -6,  11, 7, 15.2,⑪⑭⑫
 8,12,Ｐケイアイガルチ, 46,吉田豊, 1.5, 62,*  2,  -3,12,114.6,④③③, 8, 7,Ｉワイルドオｰキッド, 63,田中博, 1.2, 62,  -4,   2, 9, 28.8,⑬⑭⑬, 8,12,Ｅニシノマルス, 59,柴田善, 0.8, 63,   6, -17, 5, 13.2,⑧⑦⑥, 8,12,Ｃスプリングタピアン, 77,石橋脩, 0.9, 69,   3,  -2, 2,  4.2,④③⑤
 9,16,Ｎヴァンリュミエｰル, 54,郷原洋, 1.6, 61,  -2,   0,14,143.3,⑨⑧⑦, 9,13,Ｍサフラントウショウ, 59,左海誠, 1.3, 61,   0,  -2,13, 76.3,⑤⑧⑦, 9,16,Ｃエアキリヤン, 61,田中勝, 0.8, 64,*  9, -21, 4,  8.5,⑥②③, 9, 8,Ｂタケデンノキボｰ, 77,田中剛, 0.9, 69,  -4,   4, 5, 11.8,⑪⑪⑧
10,10,Ｌメジロオマリｰ, 56,川田将, 1.8, 58,  -5,   0,13,141.0,⑬⑬⑪,10, 6,Ｊオｰルフォｰラヴ, 61,川田将, 1.4, 60,  -1,  -2,12, 58.2,⑦⑩⑩,10, 8, モエレヘイセイ,---,草野太, 1.1, 60,   6, -20,15,308.5,⑦⑨⑥,10,14,Ｏチアフルワｰルド, 65,勝浦正, 0.9, 70,   1,   1, 6, 14.4,⑤⑤⑤
11, 9,Ｇディｰエスルｰラｰ, 62,勝浦正, 2.0, 58,   0,  -6,11, 51.5,⑧⑥⑧,11,11,Ｇマイネバイレ, 66,佐藤聖, 1.6, 58,  -4,  -2,11, 42.8,⑭⑭⑬,11, 9,Ｊペガサスフォｰト, 51,北村宏, 1.3, 57,*  9, -30, 1,  2.0,③②②,11,11,Ｆサクラプログレス, 73,小島太, 1.0, 68,  -1,   1,14, 40.2,⑧⑦⑫
12,14,Ｄケイアイモｰガン, 65,横山典, 2.1, 56,  -3,  -4, 2,  5.0,⑬⑩⑪,12, 9,Ｋファステック, 61,田中勝, 1.8, 57,  -3,  -4,10, 39.6,⑮⑫⑬,12, 6,Ｇミヤビベガ, 55,柴山雄, 1.6, 55,   7, -28,10, 72.1,⑨⑦⑥,12,10,Ｌワンダｰスタｰ, 69,後藤浩, 1.0, 67,  -2,   2, 1,  4.2,⑬⑩⑧
