08年 7月13日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 7月13日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1400m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾟﾛｷｵﾝｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａバブルガムレディ, 67,武豊  ,, 70,*  1,*  6, 1,  1.7, ①①, 1,10, スズノハミルトン,---,和田竜,, 54,  -8,* -5, 3,  4.8, ⑧⑦, 1,10,Ｂアｰトオブウォｰ, 80,小原義,, 80,   5,* 11, 2,  4.3, ③④, 1,11,Ｅヴァンクルタテヤマ, 93,赤木高,, 92,*  8,  23, 7, 22.6, ③③
 2, 7,Ｅミコノス, 61,田中克, 0.4, 69,  -1,*  7, 4,  9.4, ⑥⑥, 2, 5, アディアフォｰン,---,武豊  , 0.1, 54,  -5,  -9, 1,  3.2, ⑥⑤, 2, 2,Ｇトシザカイモン, 71,岩田康, 0.2, 78,*  7,   6, 3,  4.4, ①①, 2,12,Ｄワイルドワンダｰ, 94,岩田康, 0.2, 91,   2,* 27, 1,  1.7, ⑨⑨
 3, 9,Ｃフェイドレスシｰン, 63,赤木高, 1.1, 62,  -3,   3, 3,  9.0, ⑩⑨, 3,18, エイシンタイガｰ,---,福永祐, 0.3, 50,  -9,* -7, 2,  4.3, ⑨⑨, 3, 3,Ｄペプチドアトム, 74,和田竜, 0.5, 76,*  7,   5, 6, 15.9, ②②, 3, 7,Ａサンライズバッカス, 96,佐藤哲, 0.3, 90,   0,* 28, 4,  8.9, ⑪⑪
 4,14,Ｄハイパｰラッシュ, 61,佐藤哲, 1.5, 58,  -1,  -3, 2,  5.2, ⑥②, 4, 6, シルクブリッツ,---,野元昭, 0.5, 51,*  0, -21, 5, 10.1, ①①, 4,12,Ｆタイキドゥカティ, 72,上村洋, 0.5, 77,   5,   6, 4,  4.6, ③②, 4, 8,Ｌバンブｰエｰル, 82,浜中俊, 0.5, 87,*  9,  15,11, 84.9, ①①
 5, 3,Ｆアイノレオ, 61,内田博, 1.7, 57,  -9,*  7, 6, 23.9, ⑮⑭, 5, 8, マイネチャペル,---,佐藤哲, 1.0, 43, -10, -13,12, 62.2, ⑪⑩, 5,15,Ａファルカタリア, 82,福永祐, 0.5, 76,   3,   9, 1,  4.0, ⑥⑥, 5, 2,Ｉシルクビッグタイム, 86,福永祐, 0.5, 87,   6,  19, 3,  7.8, ⑤④
 6,13,Ｂクイｰンオブナイト, 63,福永祐, 1.9, 56,*  1,  -8, 5, 16.6, ②②, 6, 9, パｰフェクトバイオ,---,角田晃, 1.0, 45,  -4, -22, 4,  9.4, ⑤⑤, 6,14,Ｊヒミノクリミナル, 66,菊地昇, 1.0, 72,   1,   8,16,352.1, ⑪⑩, 6,13,Ｃリミットレスビッド, 95,内田博, 0.5, 86,   4,  20, 6, 18.9, ⑦⑥
 7, 4,Ｉアドマイヤマイン, 53,川田将, 1.9, 55,*  1,  -8, 8, 28.9, ③④, 7,17, メダリアビｰト,---,内田博, 1.0, 43,  -6, -18, 8, 27.3, ⑥⑦, 7, 8,Ｋワンダｰリディア, 62,田村太, 1.2, 71,  -5,* 13,14,287.5, ⑮⑭, 7,10,Ｆビッグカポネ, 89,芹沢純, 0.6, 87,   6,  18, 8, 30.2, ⑤④
 8,10,Ｋスノｰスマイル, 47,飯田祐, 1.9, 55,  -1,  -7,14,242.8, ③⑥, 8,13, タガノタンドゥｰル,---,赤木高, 1.1, 42, -10, -15,10, 45.2, ⑩⑩, 8,16,Ｌキングガイア, 62,浜中俊, 1.2, 69,   2,   4,11,186.9, ⑥⑦, 8, 5,Ｇラインドライブ, 88,鮫島良, 0.6, 87,*  8,  15, 9, 38.3, ②②
 9,15,Ｈチョコサンデｰ, 57,鮫島良, 2.0, 55,  -1,  -6,10, 81.7, ③④, 9,12, サマｰパレンケ,---,浜中俊, 1.2, 41, -14, -12, 6, 12.0, ⑬⑫, 9, 1,Ｅマｰベラスパレｰド, 72,太宰啓, 1.3, 69,   0,   7, 8, 39.4, ⑪⑩, 9, 3,Ｂゼンノパルテノン, 95,武豊  , 0.7, 85,   4,  19, 2,  5.7, ⑦⑥
10,12, ヒミノプリンセス,---,荻野要, 2.1, 53,  -5,  -3,12,188.3, ⑪⑩,10,15, マルセイユシチｰ,---,小牧太, 1.2, 42,* -2, -27, 7, 23.9, ②②,10, 7,Ｉアコニットライアン, 67,内田博, 1.7, 65,   2,   1, 7, 32.4, ⑨⑧,10, 9,Ｋメイショウシャフト, 84,石橋守, 1.4, 81,   1,  17,13,150.2, ⑨⑨
11, 2,Ｇウォｰタｰルフラン, 59,熊沢重, 2.9, 49,  -2, -14, 7, 25.7, ⑥⑥,11, 4, アマノシｰザｰ,---,幸英明, 1.3, 40, -14, -12,13, 97.9, ⑭⑭,11, 9,Ｍマンヲジシテ, 61,川島信, 2.3, 62,  -2,   1,12,225.2, ⑬⑫,11, 6,Ｈスリｰアベニュｰ, 88,河北通, 2.1, 75,   0,  12,10, 74.4, ⑪⑪
12, 1,Ｊネオシンフォニｰ, 51,岩田康, 3.2, 45,  -5, -13, 9, 44.2, ⑪⑩,12, 3, マザｰテｰラｰ,---,鮫島良, 1.3, 39, -18,* -7,16,141.9, ⑱⑯,12,13,Ｈホッコｰランチャｰ, 69,小牧太, 2.3, 62,  -7,   5,10,152.7, ⑯⑮,12, 1,Ｊワｰキングボｰイ, 84,田村太, 2.1, 75,  -1,  13,12,147.1, ⑬⑪
13, 6,Ｍエビスザクラ, 35,石橋守, 3.3, 44,  -9,  -9,15,248.0, ⑭⑮,13, 7, ピｰスピｰス,---,飯田祐, 1.4, 38, -21,* -6,15,133.9, ⑯⑰,13, 5,Ｃアップカントリｰ, 80,武豊  , 2.8, 56,   5, -14, 5,  6.0, ③④,13, 4,Ｍマイネルレｰニア, 81,幸英明, 2.8, 68,   6,  -2, 5, 17.0, ③⑥
14, 8,Ｌマウルル, 38,渡辺薫, 3.6, 43,  -6, -14,16,258.0, ⑬⑫,14, 1, レッドソルジャｰ,---,上村洋, 1.9, 34,* -3, -35, 9, 30.6, ④②,14, 6,Ｎマッキｰサムソン, 54,大下智, 3.0, 56,   0,  -8,13,228.9, ⑩⑫,,,,,,,,,,,,
15,16,Ｎファインビュｰ, 27,田村太, 5.1, 29,  -4, -31,11,177.7, ⑥⑫,15,14, シゲルアサヒダケ,---,熊沢重, 2.9, 25, -17, -30,14,111.1, ⑭⑮,15, 4,Ｐヤマカツグラマン, 49,田中克, 3.2, 55,   3, -15,15,311.6, ⑥⑧,,,,,,,,,,,,
16, 5, テイエムブｰケ,---,田中健, 8.3,  8, -30, -26,13,233.3, ⑯⑯,16,16, ヒルノカンクン,---,田中健, 3.1, 22, -12, -39,17,205.1, ⑪⑫,16,11,Ｏスズノライデン, 52,熊沢重, 4.5, 45,  -4, -17, 9,100.6, ⑬⑮,,,,,,,,,,,,
,,,,,,,,,,,,17, 2, ワイドヒリュウ,---,田中克, 4.6,  1,* -1, -72,18,227.3, ②②,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,11, シルバｰフィｰルド,---,岩田康, 4.9,-11, -22, -48,11, 49.9, ⑯⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:91 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-5),,,,,,,,,,,
単勝:170円 複勝:11=110円 07=170円 09=170円 枠連:640円,,,,,,,,,,,,単勝:480円 複勝:10=160円 05=150円 18=170円 枠連:400円,,,,,,,,,,,,単勝:430円 複勝:10=150円 02=180円 03=270円 枠連:800円,,,,,,,,,,,,"単勝:2,260円 複勝:11=360円 12=110円 07=220円 枠連:840円",,,,,,,,,,,
馬連:590円 ワイド:07-11=300円 09-11=250円 07-09=570円,,,,,,,,,,,,馬連:930円 ワイド:05-10=340円 10-18=620円 05-18=420円,,,,,,,,,,,,馬連:880円 ワイド:02-10=340円 03-10=650円 02-03=770円,,,,,,,,,,,,"馬連:1,530円 ワイド:11-12=570円 07-11=2,000円 07-12=340円",,,,,,,,,,,
"馬単:810円 3連複:1,040円",,,,,,,,,,,,"馬単:2,100円 3連複:1,820円",,,,,,,,,,,,"馬単:1,910円 3連複:2,920円",,,,,,,,,,,,"馬単:4,960円 3連複:3,920円 3連単:31,470円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  芝2200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■11R  芝1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小豆島特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａロｰランビゴラス, 72,藤岡康,, 71,  -5,* 14, 1,  2.8,⑬⑧④, 1,15,Ｃオセアニアボス, 63,川田将,, 72,  -4,* 11, 2,  3.2, ④⑤, 1, 9,Ｋマルモコウテイ, 66,武豊  ,, 78,   5,*  9, 6, 18.1,⑪⑩⑩, 1,18,Ｋホｰマンファラオ, 75,鮫島良,, 83,   8,   6,13, 33.8, ④④
 2, 3,Ｊシゲルアマル, 53,角田晃, 0.4, 66,* -4,*  9, 6, 23.0,②②④, 2, 6,Ａナミダガキラリ, 71,内田博, 0.1, 70,*  2,   2, 3,  5.2, ②②, 2, 3,Ｉキングスデライト, 66,芹沢純, 0.0, 76,  10,  -7,10, 34.7,②③④, 2,10,Ｏシャイナムスメ, 70,浜中俊, 0.1, 80,   1,* 12, 4, 10.7, ⑭⑭
 3, 2,Ｂホｰプフルスタｰ, 70,幸英明, 0.9, 63,  -5,   6, 2,  3.0,⑯⑩②, 3,18,Ｄアイトｰン, 61,幸英明, 0.2, 73,  -5,* 12, 4,  5.8, ⑦⑦, 3,14,Ｇフライングメリッサ, 70,鮫島良, 0.1, 77,* 12, -11, 7, 21.4,④③②, 3, 4,Ｄハチマンダイボサツ, 79,小坂忠, 0.1, 81,*  9,   2, 3,  9.7, ②②
 4,10,Ｉミキノジャズマン, 56,岩田康, 0.9, 65,  -5,*  9, 8, 41.3,⑨⑩⑥, 4, 4,Ｂプロフェッショナル, 63,福永祐, 0.4, 68,  -5,*  8, 1,  2.8, ⑦⑦, 4,11,Ｂコパノジングｰ, 75,岩田康, 0.4, 72,   3,*  7, 1,  2.2,⑫⑫⑪, 4,14,Ｆアドマイヤダｰリン, 79,岩田康, 0.2, 76,  -4,* 18,12, 31.4, ⑱⑱
 5,14,Ｃウォｰタｰルｰク, 68,田中健, 1.0, 63,* -4,   4, 4,  7.8,④②②, 5,17,Ｊメイショウデイジｰ, 53,高橋亮, 0.7, 66,  -6,   7,13,168.0, ⑭⑩, 5, 2,Ａマｰムｰドイモン, 79,幸英明, 0.5, 74,   8,  -5, 2,  4.7,⑥⑥⑦, 5,17,Ｈコウユｰキズナ, 78,武豊  , 0.2, 79,   5,   6, 2,  3.7, ⑥⑦
 6, 4,Ｋリュｰク, 50,佐藤哲, 1.1, 62,  -4,   5, 3,  6.8,④⑤⑧, 6, 7,Ｆタカラブネ, 59,上村洋, 0.8, 61,*  5, -15, 5, 16.7, ①①, 6, 1,Ｃマイネルアンサｰ, 74,川島信, 0.6, 70,   0,* 10, 3,  7.0,⑫⑬⑫, 6, 7,Ｎノボリデュｰク, 73,角田晃, 0.3, 77,  -1,* 14,11, 27.1, ⑰⑯
 7,15, ウォｰタｰフィｰト,---,浜中俊, 1.2, 60,  -5,   4,11, 72.5,⑧⑥⑥, 7,13,Ｈファｰマウォラト, 56,田中健, 1.0, 62,  -8,   4, 9, 73.3, ⑫⑩, 7,13,Ｄマサライト, 73,小牧太, 0.7, 70,* 11, -19, 5, 13.5,②②①, 7,16,Ｐヒシワンスモア, 68,田中健, 0.4, 79,   6,   5,16,122.4, ⑧⑩
 8,16,Ｄメイショウシャオウ, 60,武豊  , 1.4, 58,* -3,  -1, 5, 10.3,①①①, 8, 8,Ｇナムラサクセス, 57,和田竜, 1.0, 61,  -3,  -3, 8, 63.7, ④⑤, 8, 5,Ｊキンショｰオトヒメ, 66,浜中俊, 0.7, 71,   7, -11,11, 83.0,⑤⑤④, 8, 1,Ｃメガリス, 80,藤岡康, 0.6, 75,   8,  -2,15, 43.7, ④④
 9, 9,Ｎオンワｰドファイン, 44,和田竜, 1.6, 61,  -5,   4, 7, 40.7,⑥⑧⑪, 9,11,Ｏホｰリｰグレイル, 45,藤岡康, 1.6, 55,  -7,  -4,12, 88.3, ⑩⑩, 9,10,Ｌミスズトップロｰド, 65,角田晃, 0.8, 70,   7, -10, 8, 27.2,⑥⑧⑨, 9, 6,Ｅマイネルクラッチ, 79,佐藤哲, 0.9, 70,   5,  -3, 8, 16.3, ⑧⑦
10, 7,Ｅトｰワミラクル, 60,福永祐, 1.8, 59,  -6,   3,12, 76.9,⑪⑩⑫,10, 5,Ｅエｰシンウドウィン, 59,岩田康, 1.7, 52,  -9,  -3, 6, 20.3, ⑯⑭,10, 6,Ｍメインストリｰム, 65,内田博, 1.0, 66,   7, -16, 4,  8.4,⑧⑥④,10,13,Ｂランペイア, 83,赤木高, 0.9, 72,   5,  -2, 5, 14.0, ⑪⑩
11,12,Ｌダンツヒッショウ, 46,田村太, 2.0, 55,  -6,  -1,16,380.4,⑭⑩⑧,11,16, スウェリングドラマ,---,佐藤哲, 1.8, 52,  -9,  -5,11, 81.4, ⑫⑭,11, 7,Ｅアグネスヨジゲン, 73,熊沢重, 1.7, 61,   7, -24, 9, 27.7,⑩⑧⑦,11,12,Ｇゼットカｰク, 78,小牧太, 0.9, 71,   5,  -3, 9, 22.3, ⑧⑦
12, 6,Ｈアンコｰルラッシュ, 57,川田将, 2.1, 57,  -6,   1,13,109.9,⑨⑭⑫,12,14,Ｋカストルキング, 51,野元昭, 2.0, 50,  -6, -12,16,214.5, ⑩⑩,12,12,Ｎゲイリｰライアン, 65,田中克, 1.8, 60,* 11, -36,12, 88.5,①①②,12, 9,Ｊグッドキララ, 76,和田竜, 1.1, 70,* 11, -14,10, 24.6, ①①
13, 5,Ｆダンスワイズ, 58,小牧太, 2.9, 49,  -6,  -7, 9, 43.9,⑭⑭⑫,13, 3,Ｑウォｰタｰゲイザｰ, 21,浜中俊, 2.1, 50,  -6, -15,17,279.8, ⑦⑦,13, 4,Ｈデンコウニンジャ, 66,福永祐, 2.6, 57,   3, -21,14,141.7,⑨⑩⑫,13, 3,Ｉコンティネント, 77,福永祐, 1.2, 68,*  9, -12, 1,  3.7, ②②
14, 1,Ｇメイセイカレン, 58,畑端省, 3.2, 48,  -4, -12,10, 50.7,⑥⑥⑫,14, 2,Ｎナナヨｰハッピｰ, 45,渡辺薫, 2.1, 49,  -1, -21,14,175.9, ④③,14, 8,Ｆアイファｰドラゴン, 72,和田竜, 4.8, 44,  -2, -41,13,104.7,⑭⑭⑭,14,11,Ｍエイシンヴァイデン, 73,石橋守, 1.3, 66,   3,  -4,14, 34.2, ⑫⑩
15, 8,Ｏウイントゥルｰス, 32,熊沢重, 3.5, 49,  -7,  -9,14,168.7,⑪⑭⑯,15, 1,Ｐクリスライムライト, 42,小牧太, 2.3, 47, -10, -10,15,181.9, ⑯⑭,,,,,,,,,,,,,15, 5,Ｌフミノバラｰド, 74,渡辺薫, 1.4, 65,   3,  -6, 7, 14.9, ⑭⑩
16,13,Ｍトウカイベガ, 45,石橋守, 6.2, 30,* -4, -41,15,174.7,②②⑧,16,12,Ｌチョコフィオｰレ, 49,船曳文, 2.7, 43, -12, -12,10, 80.6, ⑮⑰,,,,,,,,,,,,,16,15,Ｑコアレスパレｰド, 63,田村太, 1.5, 63,   1,  -6,18,389.1, ⑫⑭
,,,,,,,,,,,,17, 9,Ｍアグネスフィｰバｰ, 46,武豊  , 3.0, 37,  -2, -35, 7, 42.3, ②③,,,,,,,,,,,,,17, 8,Ａミリオンディスク, 87,川島信, 1.7, 61,   6, -15, 6, 14.4, ⑥⑥
