08年 4月12日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 4月12日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-36,,,,,■ 4R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 7R  ダ1150m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ひめさゆり賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｄスガノナイナｰ, 53,木幡初,, 58,*  4,   3, 4, 23.8, ③③, 1, 2,Ｉドナフュｰジョン, 39,赤木高,, 55,   0,* -1,10, 94.1,⑥⑤④, 1,11,Ａブラックスティング, 75,中舘英,, 69,*  3,   5, 1,  2.9, ②③, 1, 1,Ｆホワイトピルグリム, 65,赤木高,, 72,   6,*  1, 4,  7.5,⑫⑨⑧
 2,11,Ａショウナンカザン, 65,中舘英, 0.2, 55,*  6,  -1, 1,  1.2, ②②, 2, 1,Ｂアドマイヤワイド, 57,藤岡康, 0.2, 52,*  4, -12, 1,  1.9,①①①, 2, 6,Ｆドンアドヴァイタ, 68,津村明, 0.1, 68,   1,   6, 5,  8.6, ④④, 2,12,Ａトレノクリスエス, 72,二本柳, 0.0, 72,   8,* -3, 3,  6.5,⑧⑤③
 3, 7, エスユｰペニｰ,---,丸田恭, 0.2, 53, -11,* 10, 5, 44.7, ⑦⑤, 3, 4, メジロミスバニｰ,---,大野拓, 0.3, 55,  -4,*  3, 8, 56.7,⑮⑫⑩, 3, 3,Ｌメイキンマジック, 63,大野拓, 0.3, 67,  -2,   7,10, 41.8, ⑨⑦, 3, 3,Ｄオリジナルフェイト, 69,中舘英, 0.1, 70,* 11, -11, 1,  2.6,④③②
 4, 1,Ｂグルｰビｰアイズ, 57,北村友, 0.3, 52,  -4,*  5, 2,  6.6, ④④, 4, 8,Ｃエクセレントレイ, 53,田辺裕, 0.6, 51,*  3, -12, 6, 21.6,③③②, 4, 2,Ｂマックスオネスティ, 73,赤木高, 0.4, 65,  -2,   7, 6, 11.9, ⑨⑦, 4, 6,Ｃマイネルファルケ, 71,津村明, 0.2, 69,* 12, -15, 6, 13.5,①①①
 5, 2,Ｃコスモディスタンゲ, 53,津村明, 0.4, 53,*  6,  -2, 3,  7.7, ①①, 5,10, ハｰトスプリンクル,---,北村友, 0.8, 50,  -2,  -8, 9, 58.1,⑩⑧⑤, 5, 8,Ｅヴェリタス, 69,北村友, 0.4, 65,   0,   5, 4,  8.0, ⑤⑦, 5, 8,Ｈダイワジャンヌ, 63,的場勇, 0.4, 68,   9,  -9, 5, 11.1,⑥⑤③
 6, 8, イｰグルホｰラｰ,---,長谷川, 1.4, 42, -10,  -2, 7, 65.6, ⑥⑤, 6, 6, レインボｰダンス,---,中舘英, 0.9, 46,*  4, -20, 2,  4.9,②②②, 6, 1,Ｄゴｰルドヴェイン, 70,菊沢隆, 0.6, 64,   0,   3, 2,  4.6, ⑤④, 6, 4,Ｂネオスピリッツ, 71,青木芳, 0.5, 67,   8, -10, 2,  3.8,⑧⑤⑦
 7, 3,Ｅエアモイラ, 47,藤岡康, 2.0, 37,  -5, -10, 6, 50.7, ⑤⑦, 7,13,Ｄラインクリスタル, 52,中村将, 1.0, 47,  -2, -10, 4,  8.9,⑥⑧⑩, 7,10,Ｃスリｰフォｰトラン, 71,安藤光, 0.6, 65,   0,   3, 3,  5.7, ⑤④, 7, 5,Ｊベストオｰカン, 60,木幡初, 0.5, 68,   6,* -5,10, 60.2,⑩⑪⑨
 8, 4,Ｇシゲルキエロ,  2,中村将, 2.2, 32, -11,  -8, 8, 90.2, ⑦⑦, 8, 7,Ｊプリムロｰズシチｰ, 37,鈴来直, 1.1, 46,  -3,  -8,12,103.4,⑫⑫⑧, 8,12,Ｈカシノダンク, 65,太宰啓, 0.7, 62,*  3,  -1, 7, 21.9, ①①, 8, 7,Ｅマイネルインゼル, 67,藤岡康, 0.7, 64,  10, -17, 7, 14.1,②③③
 9, 6,Ｆイガノアミｰゴ, 36,宮崎北, 2.4, 30, -10, -10,12,229.9, ⑦⑨, 9,12,Ａハギノハｰセルフ, 58,長谷川, 1.2, 45,  -2, -13, 3,  5.9,⑩⑧⑤, 9, 9,Ｎダンディｰサウンド, 54,芹沢純, 0.9, 61, -10,*  9,16,287.1, ⑮⑮, 9, 2,Ｉマイサイドキック, 60,松田大, 1.1, 61,   7, -18,11, 62.1,⑥⑧⑨
10, 9,Ｉクリノラブタイプ,-10,草野太, 3.5, 17, -39,  -2,11,218.5, ⑪⑪,10,14,Ｅスティングマリｰ, 47,津村明, 1.4, 43,  -1, -19, 5, 10.8,⑥⑤⑧,10, 5,Ｋレオシュガｰ, 63,的場勇, 0.9, 61, -11,* 10,12, 71.6, ⑯⑯,10, 9,Ｋシゲルアコガレ, 58,中村将, 1.2, 60,   3, -11, 9, 55.3,⑩⑫⑫
11,10,Ｈサンタｰナドリｰム, -9,伊藤工, 4.4,  9, -19, -22,10,170.9, ⑩⑩,11, 3,Ｈアルカイクスマイル, 40,古川吉, 1.6, 39,   1, -24,13,107.7,③④⑤,11,13,Ｊウェｰブガｰル, 63,岩部純, 1.0, 61,*  3,  -3, 8, 22.7, ②②,11,10,Ｌシュロ, 50,田中健, 1.2, 60,   6, -16,12,172.7,⑤⑨⑪
12, 5, ニシノトワイライト,---,大野拓, 7.9,-31, -58, -28, 9,133.5, ⑫⑫,12,11,Ｇレディｰチョウサン, 43,的場勇, 2.1, 39,  -3, -18,11, 94.5,⑫⑫⑫,12,14,Ｉムｰンボｰ, 65,宮崎北, 1.2, 58,  -2,  -1, 9, 32.3, ⑨⑪,12,11,Ｇゲイリｰライアン, 65,長谷川, 2.2, 50,* 11, -41, 8, 51.6,②②③
,,,,,,,,,,,,13, 9,Ｆナナツダチ, 46,小林久, 2.4, 33,  -5, -24, 7, 36.3,⑭⑫⑮,13,16,Ｇアルファキャスパｰ, 67,田辺裕, 1.5, 54,  -1,  -4,13,122.6, ⑧⑪,,,,,,,,,,,,
,,,,,,,,,,,,14, 5,Ｌコスモパスカル, 34,高山太, 2.9, 31,  -5, -25,15,296.3,⑮⑯⑫,14, 4, テｰオｰハリケｰン,---,藤岡康, 1.5, 57,  -2,  -3,11, 63.4, ⑨⑩,,,,,,,,,,,,
,,,,,,,,,,,,15,15,Ｋサンマルシャルム, 35,梶晃啓, 3.1, 28,  -2, -38,16,442.9,⑨⑪⑫,15,15,Ｏミツアキトレジャｰ, 37,二本柳, 1.7, 51,  -8,  -1,15,284.5, ⑬⑭,,,,,,,,,,,,
,,,,,,,,,,,,16,16,Ｍニシノアンジェラ, 18,草野太, 5.3, -2,  -1, -71,14,277.2,③⑦⑮,16, 7,Ｍアラビアンホワイト, 57,佐藤聖, 1.9, 50,  -9,  -2,14,272.2, ⑬⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:1),,,,,,,,,,,
"単勝:2,380円 複勝:12=350円 11=110円 07=590円 枠連:960円",,,,,,,,,,,,"単勝:9,410円 複勝:02=1,090円 01=120円 04=900円 枠連:7,690円",,,,,,,,,,,,"単勝:290円 複勝:11=150円 06=260円 03=860円 枠連:1,090円",,,,,,,,,,,,"単勝:750円 複勝:01=200円 12=190円 03=120円 枠連:2,110円",,,,,,,,,,,
"馬連:1,020円 ワイド:11-12=440円 07-12=3,780円 07-11=660円",,,,,,,,,,,,"馬連:5,620円 ワイド:01-02=2,220円 02-04=13,850円 01-04=1,880円",,,,,,,,,,,,"馬連:1,610円 ワイド:06-11=540円 03-11=2,170円 03-06=3,630円",,,,,,,,,,,,"馬連:2,210円 ワイド:01-12=730円 01-03=360円 03-12=340円",,,,,,,,,,,
"馬単:3,860円 3連複:5,600円",,,,,,,,,,,,"馬単:18,190円 3連複:45,510円",,,,,,,,,,,,"馬単:2,270円 3連複:14,550円",,,,,,,,,,,,"馬単:4,710円 3連複:1,970円 3連単:17,160円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 5R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 8R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吾妻小富士賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａシロキタカｰニバル, 61,田中健,, 66,*  9,* -7, 2,  2.8, ②②, 1, 2,Ａブルｰデインヒル, 65,中谷雄,, 55,  -3,  -9, 1,  1.8, ⑤④, 1,10,Ｍヤマニンパルファン, 62,木幡初,, 68,* -2,* 13,10, 72.9,③④②, 1,14,Ｅマヤノツルギ, 72,長谷川,, 70,*  5,  -2, 1,  3.4, ②②
 2,15,Ｂニュｰホｰプ, 57,北村友, 0.0, 66,   7,* -4, 1,  2.2, ③③, 2,14,Ｂセイランコマチ, 55,田中健, 0.2, 50, -11,* -4, 6, 25.7, ⑪⑫, 2,12,Ｃルビウス, 68,田辺裕, 0.1, 62,* -1,  10, 2,  4.2,②①①, 2, 9,Ｂヴィヴァチッシモ, 73,青木芳, 0.0, 68,  -6,*  8, 3,  5.9, ⑬⑩
 3, 1,Ｃダイワプレシャス, 55,田辺裕, 0.3, 62,   7,  -8, 4, 11.5, ③③, 3,13,Ｃロングオｰカ, 53,河北通, 0.6, 49,*  0, -19, 4, 12.1, ②②, 3,15,Ｄポｰトムテキ, 68,古川吉, 0.2, 69,  -3,* 12, 3,  6.2,⑤⑤④, 3, 2,Ｍオｰスチンロｰズ, 64,高山太, 0.1, 68,   1,   1,12, 44.4, ⑤⑦
