08年 2月17日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 2月17日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2930m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  ダ1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,河原町ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｃペプチドアトム, 57,和田竜,, 69,* -2,*  5, 3, 10.3, ②②, 1, 8, ブルｰフランカｰ,,菊地昇,,,,, 2,  3.2,③⑤⑤, 1, 2,Ａマルカシリウス, 78,田村太,, 74,* 10,   0, 4,  7.0,①①①, 1, 1,Ａタガノサイクロン, 87,松田大,, 77,   5,* 10, 2,  4.9, ⑪⑪
 2, 7,Ｊレディオｰロラ, 47,田中克, 0.7, 63,*  0,  -3, 4, 11.0, ①①, 2,14, シュトラｰレン,,林満明,199.1,,,, 1,  3.0,④②①, 2, 3,Ｄクオン, 73,渡辺薫, 0.0, 77,   7,*  7, 6, 12.1,⑥⑥⑥, 2, 8,Ｂナリタジュｰン, 83,北村友, 0.0, 78,  14,  -1, 3,  6.3, ③③
 3, 1,Ｂコロナドリリｰ, 61,長谷川, 0.7, 62,  -2,   0, 2,  5.4, ③④, 3, 9, マｰブルジｰン,,岩崎祐,199.9,,,, 4, 10.1,①①②, 3, 1,Ｂツルマルシルバｰ, 74,岩田康, 0.5, 73,   8,  -1, 2,  3.1,⑨②②, 3,15,Ｇミスタｰモナルコス, 78,ルメｰ, 0.0, 76,   5,* 10, 9, 14.4, ⑪⑪
 4, 3,Ａグレｰトメモリｰ, 64,藤田伸, 0.8, 60,  -2,  -1, 1,  1.4, ③③, 4,11, エムテイクラウン,,植野貴,199.9,,,, 6, 13.6,④③③, 4, 9,Ｃクロニクル, 73,福永祐, 0.8, 73,   7,   0, 3,  5.2,⑤⑥⑥, 4,11,Ｄタｰタンフィｰルズ, 81,角田晃, 0.1, 76,   9,   4,10, 18.4, ⑨⑦
 5, 5,Ｅメイショウフェｰヴ, 55,幸英明, 1.2, 58,  -4,  -2,10, 81.8, ⑤⑤, 5, 4, ベルベットジャガｰ,,今村康,200.6,,,, 5, 13.2,⑥③③, 5, 8,Ｅテイエムヒリュウ, 72,和田竜, 1.2, 70,   8,  -7, 1,  3.1,④②②, 5, 3,Ｅカシノエスケイプ, 78,大下智, 0.2, 75,   7,   5, 1,  4.5, ⑩⑩
 6, 2,Ｉテイクザスカイ, 49,渡辺薫, 1.6, 53,  -6,  -4, 5, 17.9, ⑦⑦, 6,12, スタッテン,,柴田大,203.7,,,,12, 86.7,⑨⑧⑦, 6, 4,Ｈアイファｰドラゴン, 69,藤田伸, 1.6, 66,   4,  -2, 5,  9.6,⑧⑧⑧, 6,13,Ｆセフティｰステｰジ, 78,藤岡佑, 0.2, 74,   3,* 11,11, 30.4, ⑭⑭
 7, 9,Ｄファンドリテンカ, 55,北村友, 1.7, 52,  -9,  -2, 9, 64.1, ⑨⑨, 7, 6, マヤノリバティ,,白浜雄,205.0,,,, 3,  6.2,⑩⑨⑨, 7, 6,Ｉペケジェイ, 66,藤岡康, 2.2, 63,   8, -16, 8, 42.3,③②②, 7, 9,Ｏトップディアマンテ, 71,武豊  , 0.3, 75,   6,   8, 5, 10.4, ⑪⑪
 8, 4,Ｇタマモリクエスト, 54,藤岡康, 1.8, 52,  -7,  -5, 8, 58.3, ⑦⑦, 8,10, セイザンダンサｰ,,出津孝,205.9,,,, 9, 31.7,⑧⑦⑦, 8, 5,Ｆアイノグレゴリｰ, 71,浜中俊, 2.3, 61,   8, -16, 9, 49.8,②②②, 8, 5,Ｋグランパティシエ, 77,佐藤哲, 0.4, 73,   2,* 11,15,189.0, ⑮⑯
 9,10,Ｈアスｰルグロリオ, 49,白坂聡, 3.0, 42,  -6, -16,11,141.7, ⑥⑤, 9, 3, テイエムハｰン,,高井彰,207.2,,,,10, 61.7,⑫⑪⑪, 9, 7,Ｇサムシンググッド, 69,小牧太, 8.7, 28,   4, -62, 7, 21.9,⑥⑧⑨, 9, 7,Ｈビッグアラミス, 77,和田竜, 0.7, 74,  12,  -5, 8, 13.9, ⑤④
