08年 5月10日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 5月10日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:稍重(指数:3),,,,,,,,,,,
単勝:630円 複勝:09=160円 04=140円 06=110円 枠連:880円,,,,,,,,,,,,単勝:300円 複勝:14=130円 11=190円 07=120円 枠連:930円,,,,,,,,,,,,"単勝:210円 複勝:07=130円 08=260円 06=1,870円 枠連:1,210円",,,,,,,,,,,,単勝:280円 複勝:11=140円 18=860円 17=160円 枠連:360円,,,,,,,,,,,
"馬連:1,490円 ワイド:04-09=410円 06-09=220円 04-06=170円",,,,,,,,,,,,"馬連:1,480円 ワイド:11-14=520円 07-14=180円 07-11=370円",,,,,,,,,,,,"馬連:1,060円 ワイド:07-08=530円 06-07=6,720円 06-08=19,280円",,,,,,,,,,,,"馬連:7,630円 ワイド:11-18=2,180円 11-17=320円 17-18=3,450円",,,,,,,,,,,
"馬単:2,820円 3連複:810円",,,,,,,,,,,,"馬単:2,480円 3連複:1,030円",,,,,,,,,,,,"馬単:1,640円 3連複:38,190円",,,,,,,,,,,,"馬単:11,930円 3連複:12,310円 3連単:71,030円",,,,,,,,,,,
■ 2R  ダ1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  ダ1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 8R  ダ1400m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■11R  芝2000m 3 歳ｵｰﾌﾟﾝ 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾟﾘﾝｼﾊﾟﾙS,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａフサイチボランジェ, 64,田中勝,, 55,*  1,   0, 1,  2.9, ①①, 1, 8,Ａシルキｰチｰフ, 62,千葉直,, 63,   1,   1, 7, 14.7, ⑤④, 1,16,Ｃケルティックハｰプ, 67,松岡正,, 65,*  4,   3, 1,  3.5, ③②, 1,15,Ｃベンチャｰナイン, 78,武士沢,, 83,   8,*  9,10, 23.8,⑭⑰⑬
 2, 7,Ｃオンワｰドイｰガｰ, 57,千葉直, 0.2, 53,  -3,*  3, 4,  7.1, ④⑤, 2, 5,Ｇアポロガッバｰナ, 56,吉田隼, 0.1, 61,*  3,  -2, 1,  3.1, ②②, 2, 6,Ｍエムアイティアラ, 56,武士沢, 0.0, 66,  -4,* 14,15,254.9, ⑬⑬, 2, 4,Ｉアグネススタｰチ, 74,赤木高, 0.1, 80,* 17, -14,18,166.0,①①①
 3, 1,Ｇヤワタサンデｰ, 52,赤木高, 0.7, 48,  -3,  -1, 7, 29.9, ⑦⑤, 3, 4,Ｅドンダケｰ, 59,蛯名正, 0.4, 60,  -1,   2, 5,  8.1, ⑨⑧, 3, 4,Ｇシｰガルサリｰ, 63,福永祐, 0.0, 65,   1,   8, 5, 14.6, ⑥⑥, 3,10,Ｇヤマニンキングリｰ, 75,福永祐, 0.5, 79,* 13,  -9, 3,  5.8,⑥⑦③
 4,10,Ｂムｰンライトミスト, 60,内田博, 0.8, 48,  -1,  -5, 2,  3.4, ③③, 4, 7,Ｆラヴファントム, 59,田中勝, 0.4, 61,  -1,   2, 4,  7.0, ⑨⑧, 4,14,Ｐアイスカｰビング, 41,吉田豊, 0.1, 66,  -2,* 11, 7, 20.3, ⑫⑪, 4,11,Ａピサノエミレｰツ, 79,安藤勝, 0.6, 77,   9,* -3, 2,  5.3,⑫⑭⑫
 5, 9, ディフュｰジョン,---,松岡正, 0.8, 49,  -4,  -1, 5, 12.1, ⑦⑦, 5,14,Ｂドナｰリオ, 62,大庭和, 0.7, 61,  -1,  -1, 6, 12.8, ⑦⑦, 5,10,Ｂヤマニンプロロｰグ, 68,後藤浩, 0.2, 62,*  5,   0, 2,  3.5, ①①, 5, 6,Ｊマイネルスタｰリｰ, 72,松岡正, 0.6, 78,  11,  -5, 7, 18.1,⑭⑩⑧
 6, 8,Ｉカワキタライジン, 38,吉田豊, 1.1, 49,  -2,  -6, 8, 30.3, ④③, 6, 3,Ｃセピアエスプレッソ, 60,松岡正, 1.0, 57,  -5,   2, 2,  5.1, ⑪⑩, 6,12,Ａコアレスキャスト, 69,千葉直, 0.5, 61,   2,   1, 3,  3.6, ⑥⑤, 6, 3,Ｈミヤビベガ, 74,菊沢隆, 0.7, 77,  11,  -6,14,102.2,⑧⑩⑧
 7, 2,Ｆエゾスズラン, 53,大庭和, 1.6, 47,  -4,  -7,10, 39.0, ⑥⑦, 7,11,Ｊソニックブレｰド, 50,吉田豊, 1.0, 59,  -9,*  8,11, 39.9, ⑬⑬, 7, 1,Ｏホｰルドマイラヴ, 48,小野次, 0.8, 58,  -3,   6,10, 60.5, ⑪⑪, 7,17,Ｄダイワワイルドボア, 78,北村宏, 1.4, 69,   9, -13, 6, 12.7,⑧⑭⑬
 8, 3,Ｄホｰリｰランス, 56,蛯名正, 1.8, 41,  -5,  -8, 6, 14.6, ⑪⑨, 8,10,Ｉトウショウブリｰズ, 50,伊藤工, 1.1, 53,*  3, -12,10, 36.7, ①①, 8, 7,Ｆウエストライン, 64,北村宏, 1.0, 58,   4,  -4, 9, 28.5, ③②, 8,18,Ｅベルクハイル, 77,蛯名正, 1.4, 70,   8, -11, 8, 20.2,⑫⑰⑬
 9, 6,Ｈクイックステップ, 48,柴田善, 1.9, 40,  -5,  -9,11, 41.8, ⑨⑨, 9, 9,Ｋワイルドファンシｰ, 48,柴田善, 1.1, 53,*  2, -10, 9, 30.1, ③②, 9, 5,Ｅガｰルズポップ, 66,内田博, 1.1, 56,   0,   0, 4, 10.6, ⑨⑨, 9, 5,Ｂオｰスミスパｰク, 79,吉田豊, 1.4, 69,* 15, -28, 5, 11.4,②②②
10, 4, トｰホウティンクル,---,吉田隼, 3.5, 30,  -5, -22, 9, 35.9, ⑩⑪,10,12,Ｄミラクルクィｰン, 59,北村宏, 1.2, 53,   1,  -9, 3,  5.6, ⑤④,10, 2,Ｄジパングエンジェル, 67,伊藤工, 1.2, 57, -10,* 10,13,106.0, ⑮⑮,10,14,Ｋコパノジングｰ, 69,鷹野宏, 1.4, 69,  12, -21,16,147.6,⑰⑦④
11,12,Ｊダｰクリン, 31,鷹野宏, 4.0, 26,*  0, -34,12, 72.4, ②②,11,13, シンボリビスケｰン,---,内田博, 1.3, 54,  -8,*  4, 8, 19.7, ⑪⑪,11,13,Ｊヨイチトレジャｰ, 61,田中勝, 1.3, 56,  -8,   7,11, 83.0, ⑬⑭,11,12,Ｒスピットファイアｰ, 59,大庭和, 1.6, 67,  10, -21,17,154.2,⑥⑤⑦
,,,,,,,,,,,,12, 1,Ｌカツヨリュウマ, 43,武士沢, 3.2, 39,*  2, -27,12,153.2, ③④,12,11,Ｉファステック, 62,蛯名正, 2.1, 48,   0,  -9, 8, 22.2, ⑨⑨,12,16,Ｏマッカラン, 63,田中勝, 1.7, 68,   9, -16,11, 25.1,⑱⑯⑬
,,,,,,,,,,,,13, 2,Ｍヒロノキョウシュウ, 29,土谷智, 3.5, 39,  -8, -14,13,178.6, ⑧⑪,13, 8,Ｈレアシルウィア, 63,赤木高, 2.3, 46,   0, -12, 6, 20.2, ⑥⑧,13, 2,Ｆテラノファントム, 75,藤田伸, 1.9, 65,  12, -26, 1,  2.9,⑤⑤④
,,,,,,,,,,,,,,,,,,,,,,,,14, 9,Ｋマリｰンチャチャ, 60,鷹野宏, 2.6, 44,   1, -16,12,101.1, ⑤⑥,14,13,Ｌヒシクロｰザｰ, 68,加藤士, 1.9, 65,  10, -23,13, 83.0,⑧⑫⑪
,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｌアヤメ, 58,吉田隼, 2.7, 43,*  4, -21,14,109.6, ②②,15, 8,Ｍメジロティモン, 65,小野次, 2.3, 63,   8, -23,15,116.2,⑭⑬⑱
,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｎデザｰトコｰル, 52,菊沢隆, 3.1, 42,  -8,  -7,16,296.1, ⑮⑮,16, 1,Ｎダイワライトニング, 64,後藤浩, 3.7, 51,  12, -52, 9, 22.3,⑧③④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 7,Ｐサイレントフォｰス, 61,柴田善, 3.9, 50,  10, -53, 4, 10.7,④⑦⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 9,Ｑメイショウテッペイ, 61,吉田隼, 5.0, 44,   9, -64,12, 64.0,③③⑬
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:稍重(指数:3),,,,,,,,,,,
単勝:290円 複勝:11=140円 07=210円 01=420円 枠連:830円,,,,,,,,,,,,"単勝:1,470円 複勝:08=460円 05=160円 04=230円 枠連:910円",,,,,,,,,,,,"単勝:350円 複勝:16=160円 06=3,430円 04=370円 枠連:1,620円",,,,,,,,,,,,"単勝:2,380円 複勝:15=690円 04=4,690円 10=240円 枠連:14,040円",,,,,,,,,,,
"馬連:880円 ワイド:07-11=390円 01-11=1,000円 01-07=1,590円",,,,,,,,,,,,"馬連:3,780円 ワイド:05-08=1,090円 04-08=2,320円 04-05=470円",,,,,,,,,,,,"馬連:46,430円 ワイド:06-16=9,550円 04-16=800円 04-06=21,520円",,,,,,,,,,,,"馬連:112,830円 ワイド:04-15=23,920円 10-15=2,100円 04-10=11,610円",,,,,,,,,,,
"馬単:1,390円 3連複:5,100円",,,,,,,,,,,,"馬単:9,560円 3連複:9,400円",,,,,,,,,,,,"馬単:62,650円 3連複:134,770円",,,,,,,,,,,,"馬単:179,130円 3連複:200,160円 3連単:1,793,430円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 6R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 9R  芝1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■12R  ダ1600m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,高尾特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9, ルイアイザック,---,千葉直,, 59, -11,*  7, 4,  9.4, ⑤⑤, 1, 2,Ｂコスモハクウ, 62,藤田伸,, 72,  -6,* 15, 1,  2.2,⑧⑨⑧, 1,13,Ｄコスモベル, 75,松岡正,, 76,   0,* 10, 5,  9.9, ⑪⑩, 1, 8,Ａカネスラファｰル, 77,佐藤聖,, 78,   8,* 13, 9, 20.1, ⑦⑤
 2, 5,Ｂタツジャガｰ, 58,田中勝, 0.0, 60, -12,*  9, 1,  3.0, ⑤⑧, 2, 9,Ｇクレプスキュｰル, 50,北村宏, 0.1, 70,  -4,* 10, 7, 19.6,⑦⑤⑤, 2, 8,Ｈスピｰドタッチ, 72,内田博, 0.0, 74,* 12,  -6, 2,  6.1, ②②, 2,12,Ｆパンプアップ, 75,吉田隼, 0.0, 80,* 10,* 11, 4,  6.6, ④③
 3, 4,Ｃダイワシャトル, 56,北村宏, 0.0, 59,*-10,   6, 5,  9.6, ②②, 3, 3, ティアップアライブ,---,福永祐, 0.3, 72,  -7,* 18, 5, 16.2,⑬⑫⑩, 3,14,Ａシンデレラマン, 80,福永祐, 0.1, 74,   0,   7, 4,  7.6, ⑧⑨, 3, 3,Ｈワイルドソニック, 74,金子光, 0.9, 73,* 10,   1,11, 39.7, ①①
 4,10,Ｉヴォイジャｰ, 27,後藤浩, 0.1, 57,* -9,   4, 7, 15.7, ①①, 4, 7, サクラドリｰム,---,内田博, 1.3, 59,  -5,  -2, 6, 19.1,⑩⑨⑨, 4, 1,Ｇトｰセンイマジゲン, 72,蛯名正, 0.1, 73,   7,  -1, 1,  2.8, ③④, 4, 2,Ｍクラッカｰジャック, 72,藤田伸, 0.9, 73,   7,   6, 2,  5.5, ⑥⑦
 5, 6,Ｅマダトモウドッチ, 52,松岡正, 0.1, 59, -13,*  9, 9, 20.4, ⑧⑧, 5, 5,Ｊキングスボネット, 44,田中勝, 1.5, 55,* -3, -14, 4, 10.6,④②②, 5, 6,Ｎサクラプログレス, 65,柴田善, 0.1, 73,   8,  -2,13, 71.8, ③④, 5, 7,Ｂソフトパワｰ, 76,横山義, 1.0, 73,   7,   6,12, 53.9, ⑩⑧
 6,12,Ｄレオバベル, 55,吉田隼, 0.8, 52, -11,   1, 3,  8.8, ⑧⑤, 6,13,Ｃマイネルサニｰ, 60,松岡正, 1.8, 53,  -4, -14, 3,  5.7,⑤⑤⑤, 6, 9,Ｊグレｰスエポナ, 70,大庭和, 0.1, 72,* 10,  -6, 9, 32.0, ③③, 6, 5,Ｉテンザンモビｰル, 74,田中勝, 1.1, 72,   6,   6, 3,  6.5, ⑧⑩
 7, 1, トウショウフォｰス,---,藤田伸, 0.8, 52, -14,   5, 8, 17.5, ⑩⑩, 7,11,Ｄエイシンフレンチ, 56,吉田豊, 1.9, 52,  -4, -16, 8, 21.1,⑥⑤⑤, 7,17,Ｂシンボリハレｰ, 79,北村宏, 0.1, 74,   5,   3, 7, 12.3, ⑥⑥, 7,10,Ｊアプロｰズヒｰロｰ, 74,赤木高, 1.2, 72,   3,* 11, 5,  8.6, ⑮⑮
 8, 2,Ｆポポコ, 48,吉田豊, 1.1, 50, -11,  -3,10, 61.1, ④④, 8, 1,Ｈサンサンサン, 49,鷹野宏, 2.4, 47,* -3, -26,13,182.2,⑩②④, 8, 2,Ｐブライティアミラ, 62,小野次, 0.2, 73,* 12,  -8,12, 67.4, ①①, 8, 1,Ｄトワイライトワルツ, 75,柴田大, 1.2, 72,   5,   8,10, 20.3, ⑩⑬
 9, 8,Ａスペシャルジョイ, 66,内田博, 1.2, 50, -10,  -3, 2,  3.3, ⑤⑤, 9, 6,Ｆエプソムダｰク, 51,武士沢, 2.4, 46,* -1, -28,10, 55.7,①①①, 9,12,Ｅヴィヴァチッシモ, 74,安藤勝, 0.4, 71,  -7,* 14, 3,  6.3, ⑬⑭, 9, 6,Ｇティティボス, 74,松岡正, 1.4, 70,   8,   0, 6, 12.7, ④⑤
10, 3,Ｈクリノラブタイプ, 39,大庭和, 1.7, 47, -14,  -3,12,107.8, ⑩⑩,10, 8,Ｅソルジャｰブルｰ, 52,大庭和, 2.4, 51,  -9,  -6, 9, 36.3,⑩⑬⑬,10, 4,Ｆホワイトヴェｰル, 73,吉田豊, 0.5, 69,   4,  -2, 8, 21.3, ⑥⑦,10, 4,Ｎロｰランバｰク, 70,内田博, 1.5, 68,   8,  -1, 8, 15.6, ③④
11, 7,Ｇトウショウスワット, 46,武士沢, 2.0, 43, -14,  -5,11,107.0, ⑫⑩,11, 4,Ｋソリッドブレｰド, 40,吉田隼, 2.7, 47,  -8, -14,12, 64.8,⑧⑪⑪,11,15,Ｍベルファスト, 67,伊藤直, 0.7, 69,  -5,   9,10, 57.4, ⑮⑭,11,16, ケイアイプラネット,---,武士沢, 1.6, 67,   6,   1,15, 86.0, ⑧⑧
12,11, ダイワタｰゲット,---,柴田善, 2.5, 38,*-10, -16, 6, 11.2, ②②,12,12,Ａマコトボムケッチ, 63,蛯名正, 3.0, 43,* -1, -37, 2,  4.2,②②②,11,18,Ｋラドランファｰマ, 69,吉田隼, 0.7, 68,  -4,   6,14, 79.8, ⑬⑬,12, 9,Ｃアドマイヤミラクル, 76,菊沢隆, 1.8, 67,   6,   1, 7, 13.1, ⑬⑪
,,,,,,,,,,,,13,10,Ｉゲンキデスカｰ, 47,後藤浩, 8.0,-10,  -8, -89,11, 62.3,③⑤⑪,13,11,Ｃワンダｰクラフティ, 76,藤田伸, 0.8, 65,   1,  -3, 6, 10.5, ⑧⑧,13,15,Ｋキングフォｰティ, 72,吉田豊, 1.8, 69,   5,   2,14, 83.7, ⑫⑪
,,,,,,,,,,,,,,,,,,,,,,,,14,10,Ｑシルクアヴァロン, 61,鷹野宏, 0.9, 66,  -9,* 10,16,176.1, ⑯⑯,14,14,Ｌブルｰポラリス, 72,福永祐, 2.3, 64,   1,   4,13, 68.1, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｌラストモア, 67,赤木高, 1.2, 62, -10,   7,15,148.9, ⑯⑰,15,13,Ｅチェリｰクラウン, 75,蛯名正, 2.4, 63,   5,  -2, 1,  4.0, ⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｒデアテンビｰ, 59,土谷智, 1.7, 55,  -1, -11,17,304.2, ⑩⑫,16,11,Ｏアポロアパッチ, 63,柴田善, 3.7, 52,* 10, -22,16, 96.8, ②②
,,,,,,,,,,,,,,,,,,,,,,,,17, 7,Ｏストロベリｰドｰル, 63,佐藤聖, 1.8, 54,   0, -13,18,319.7, ⑫⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 5,Ｉリネンアカシア, 71,後藤浩, 2.2, 51, -12,  -2,11, 66.9, ⑱⑱,,,,,,,,,,,,
