08年 2月 9日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 2月 9日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａディアアゲイン, 62,武豊  ,, 69,*  8,  -3, 1,  1.1, ①①,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2,12,Ｅロジュマン, 55,小林徹, 0.3, 65,  -5,*  7, 5, 22.0, ⑨⑥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 3, 4,Ｉテイエムカイザｰ, 49,武幸四, 1.2, 59,*  5, -11, 4, 20.3, ②②,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 4, 2,Ｈヴォレハクユウ, 49,渡辺薫, 1.4, 56,  -9,*  1, 9, 55.9, ⑬⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 5,11,Ｃチアズアブソｰブ, 58,長谷川, 1.6, 56,  -5,  -4, 7, 39.2, ⑨⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 6, 1,Ｆキｰホウシンマル, 55,池添謙, 1.8, 53,  -7,  -4, 2, 15.7, ⑪⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 7, 6,Ｇマイティｰウラン, 53,大下智, 1.9, 52,  -8,  -4, 8, 52.6, ⑪⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 8,13,Ｎカシノボイス, 42,田村太, 1.9, 50,  -2, -10,14,311.7, ⑥⑥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 9,14,Ｊエｰシンパンコルト, 47,小牧太, 2.0, 50,  -4,  -9, 6, 24.1, ⑦⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10, 5,Ｌワｰルドマスタｰ, 45,熊沢重, 2.0, 52,   3, -16,10, 83.2, ③③,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11, 7,Ｏシゲルサンキム, 38,角田晃, 2.3, 49, -13,  -3,12,220.9, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12, 8,Ｐトレンドストｰリｰ, 20,小原義, 2.4, 47, -13,  -4,15,341.6, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,10,Ｋイズミハｰバｰ, 46,川原正, 2.6, 46,  -4, -14,11,217.9, ⑦⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,Ｄファイナルパンチ, 55,田中学, 2.7, 45,   1, -19, 3, 17.0, ⑤⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,Ｍトウケイリリｰ, 44,佐久間, 2.8, 45,   4, -23,13,284.7, ③④,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
単勝:110円 複勝:03=100円 12=230円 04=320円 枠連:670円,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"馬連:630円 ワイド:03-12=260円 03-04=300円 04-12=1,610円",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"馬単:740円 3連複:1,840円",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂココシュニック, 62,武豊  ,, 66,*  6,* -7, 1,  1.7,①①①,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2, 9,Ｇナムラソワン, 53,川原正, 0.4, 65,   0,*  1, 8, 65.7,⑧⑨⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 3, 4,Ｄクレアシオン, 58,小牧太, 1.0, 59,*  6, -13, 3,  8.2,②②②,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 4, 7,Ａキャトルキャｰル, 62,幸英明, 1.1, 60,   4, -10, 4,  8.6,⑧⑦⑦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 5, 2,Ｅコｰニングストｰン, 58,佐藤哲, 2.2, 54,   4, -22, 2,  5.3,⑤⑤⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 6,10,Ｉヒシビクトリア, 50,武幸四, 2.4, 52,   2, -19, 7, 30.5,⑤⑧⑨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
