08年 1月19日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 1月19日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
 1, 4,Ｂメルシｰヨｰク, 61,北村友,, 67,*  1,* -2, 2,  3.5, ②①, 1, 7, ケイプエマラティ,---,的場勇,, 69,  -7,*  9, 4,  9.1, ③③, 1, 5,Ａスペシャルフロｰト, 78,菊沢隆,, 80,   6,   9, 5, 12.1,④④④, 1, 1,Ｆトップオブザロック, 77,生野賢,, 79,   2,  17, 3, 10.8,⑤④③
 2,10,Ａセイウンバリュｰ, 63,田辺裕, 0.5, 60,  -2,  -4, 5,  9.9, ④③, 2,11, スワン,---,飯田祐, 0.3, 66,  -9,*  8,10, 60.5, ⑤⑤, 2, 1,Ｋエルベレス, 69,中村将, 0.3, 80,   2,* 14, 8, 20.1,⑪⑪⑨, 2, 4,Ｂトシセント, 82,北村友, 0.2, 76,   2,  17, 2,  3.8,⑥⑦⑧
 3, 1,Ｊブルｰセレネ, 46,太宰啓, 0.7, 57,  -4,  -6, 6, 13.7, ④③, 3,13, キングオブザベスト,---,中舘英, 0.4, 65,*  1,  -3, 2,  5.2, ①①, 3, 7,Ｌリッカメルド, 68,安藤光, 0.3, 80,   5,  11,11, 28.6,⑨⑨⑧, 3, 6,Ａリバプｰルサウンド, 84,武豊  , 0.3, 77,   1,  16, 1,  1.7,⑭⑧⑤
 4, 8,Ｌホッカイシｰラ, 40,松田大, 0.8, 55,  -8,  -3,11, 83.1, ⑧⑥, 4,17, サンマルハッピｰ,---,安藤光, 0.6, 62,*  0,  -5, 7, 21.9, ②②, 4, 8,Ｏスｰパｰレインボｰ, 65,太宰啓, 0.5, 76,*  9,  -2,10, 28.6,①①②, 4, 8,Ｉキングアｰサｰ, 75,青木芳, 0.4, 76,   1,  16, 4, 12.5,⑦⑧⑧
 5,15,Ｇクインズウイスパｰ, 47,高山太, 0.8, 53, -14,*  2,14,172.9, ⑯⑪, 5,14, クレバｰヒｰロｰ,---,浜中俊, 0.7, 60, -10,   3, 6, 19.2, ⑤④, 5,13,Ｂシャトヤンシｰ, 76,藤岡康, 0.5, 77,   3,   9, 6, 14.2,⑨⑨⑮, 5,11,Ｄゲットアウト, 78,宮崎北, 0.6, 76,  -1,* 19, 7, 33.4,⑮⑭⑬
 6, 6,Ｄヴェｰダバイオ, 56,藤岡康, 0.9, 53, -11,* -2, 4,  9.0, ⑪⑧, 6,18, セイランコマチ,---,田中健, 0.9, 58,  -8,  -1,12, 95.3, ④⑥, 6,10,Ｆプリンセスイブ, 71,西田雄, 0.5, 79,   3,  12,14, 66.2,⑪⑪⑨, 6, 3,Ｈアルヴィス, 75,松田大, 0.6, 74,*  4,  10, 6, 30.2,②②②
 7, 9,Ｅマイネエスポワｰル, 56,和田竜, 0.9, 53, -11,* -2, 1,  3.0, ⑪⑪, 7, 8, ロングオｰカ,---,河北通, 1.0, 57, -11,   1, 8, 25.8, ⑦⑦, 7,11,Ｅナイスヴァレｰ, 73,和田竜, 0.5, 76,*  8,  -1, 3,  8.2,②②①, 7,10,Ｅアドマイヤミラクル, 78,菊沢隆, 0.7, 74,   0,  16, 8, 37.8,⑪⑫⑩
 8,13,Ｉコスモアイリス, 46,中舘英, 1.1, 53,*  0, -15, 3,  6.4, ③③, 8, 4, ダイシャリン,---,武豊  , 1.0, 56, -20,* 10, 1,  2.3, ⑬⑬, 8, 9,Ｃツルマルオジョウ, 75,武豊  , 0.6, 76,   7,   3, 1,  3.1,⑦⑥⑥, 8, 5,Ｏファンドリウェｰブ, 67,太宰啓, 0.8, 73,*  5,   8,13,130.4,①①①
 9,16,Ｍタニノジュレップ, 40,荻野琢, 1.3, 47, -12,  -6, 8, 31.3, ⑭⑮, 9, 6, ベイビｰワンカフェ,---,赤木高, 1.6, 48, -21,   2,15,111.3, ⑬⑬, 9, 6,Ｉボｰンザスカイ, 70,二本柳, 0.6, 79,   3,* 14,13, 44.9,⑮⑭⑬, 9, 7,Ｎケイアイシャｰプ, 72,赤木高, 0.9, 73,   1,  13,10, 54.6,⑨⑪⑩
10,12,Ｋイントゥザライト, 44,浜中俊, 1.5, 45,  -8, -13, 9, 39.0, ⑧⑧,10, 2, グランフォｰス,---,和田竜, 1.7, 49, -15,  -3,11, 62.5, ⑩⑪,10,16,Ｊリキアイコンドル, 69,浜中俊, 0.7, 72,*  8,  -2,12, 36.0,③③③,10,16,Ｍイグザクトリｰ, 72,川島信, 0.9, 76,  -3,* 18,14,171.2,⑯⑯⑬
11, 7,Ｃリッカモｰメント, 59,古川吉, 2.1, 39,  -8, -20, 7, 14.1, ⑧⑪,11,15, アイノカゼ,---,田辺裕, 2.2, 40, -12, -14, 5, 10.8, ⑨⑧,11, 2,Ｍヴィヴィッドカラｰ, 67,北村友, 0.7, 74,   5,   3, 7, 15.5,⑦⑦⑦,11,15,Ｊツルマルビビッド, 75,和田竜, 0.9, 73,   3,   9, 9, 42.9,⑦④③
12,11,Ｑメッサｰジェット, 34,二本柳, 2.1, 38,  -5, -23,12,110.3, ⑥⑦,12, 3, レイナウッド,---,丹内祐, 2.4, 38, -15, -13, 3,  5.4, ⑩⑧,12,17,Ｐエアファｰギｰ, 64,松田大, 0.8, 77,  -1,* 15,16,179.3,⑰⑰⑰,12, 9,Ｇトラベルシチｰ, 77,丹内祐, 1.1, 69,   2,   8, 5, 18.9,④④⑤
13, 2,Ｐミヤコノミヤコ, 34,嘉藤貴, 2.2, 38,  -6, -22,16,213.4, ⑦⑧,13,12, ロングハンマｰ,---,西田雄, 2.4, 38, -18, -11,18,265.9, ⑫⑪,13, 3,Ｎアイスランドポピｰ, 66,田辺裕, 0.8, 77,   1,  12,17,235.4,⑬⑯⑬,13, 2,Ｌタケイチマサル, 74,田中健, 1.4, 74,  -1,  12,16,224.6,⑪⑭⑬
14,17,Ｆエイユｰフェアリｰ, 52,田中健, 2.4, 32, -12, -20,10, 44.6, ⑭⑯,14, 5, ラブリｰスキャット,---,川島信, 2.7, 33, -11, -22,13,100.7, ⑦⑧,14, 4,Ｑライトザキャンドル, 61,赤木高, 0.8, 76,   2,  10, 4, 11.7,⑬⑭⑮,14,14,Ｃクリアヴィジョン, 79,古川吉, 1.4, 70,   2,   8,11, 72.5,⑬⑧⑩
15,14,Ｈスパｰブ, 47,飯田祐, 2.5, 32,  -9, -24,13,133.6, ⑪⑭,15, 9, ヤマニンアミティエ,---,中村将, 2.9, 34, -31,  -2,16,176.7, ⑮⑮,15,14,Ｄエｰルスタンス, 74,的場勇, 0.8, 75,   2,   8, 9, 25.9,⑯⑪⑪,15,12,Ｋウインサウザｰ, 74,田中克, 1.7, 70,*  4,   2,15,209.1,②②⑤
16, 3,Ｏコウユｰナナエヤエ, 38,赤木高, 2.9, 28,*  1, -40,15,190.2, ①②,16, 1, ラブイズキッス,---,北村友, 3.3, 26, -42,   1, 9, 56.6, ⑱⑯,16,12,Ｈナショナルホリデｰ, 70,中舘英, 1.0, 70,   6,  -5, 2,  3.7,④④④,16,13,Ｐテイエムバクシン, 66,中村将, 2.4, 63,   0,   2,12,128.2,⑩⑫⑯
,,,,,,,,,,,,17,10, ダンシングジュネス,---,太宰啓, 3.6, 23, -37,  -9,14,101.5, ⑰⑱,17,18,Ｇアクティブアクト, 71,丸田恭, 2.3, 58,   5, -19,15,115.6,⑥⑦⑪,,,,,,,,,,,,
,,,,,,,,,,,,18,16, イケマックス,---,田嶋翔, 3.7, 20, -31, -15,17,201.4, ⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-5),,,,,,,,,,,
単勝:350円 複勝:04=170円 10=340円 01=410円 枠連:430円,,,,,,,,,,,,"単勝:910円 複勝:07=290円 11=1,180円 13=200円 枠連:8,430円",,,,,,,,,,,,"単勝:1,210円 複勝:05=430円 01=710円 07=740円 枠連:3,890円",,,,,,,,,,,,"単勝:1,080円 複勝:01=190円 04=120円 06=110円 枠連:1,300円",,,,,,,,,,,
"馬連:2,290円 ワイド:04-10=930円 01-04=790円 01-10=1,780円",,,,,,,,,,,,"馬連:15,100円 ワイド:07-11=4,270円 07-13=820円 11-13=3,650円",,,,,,,,,,,,"馬連:10,790円 ワイド:01-05=3,830円 05-07=3,790円 01-07=5,750円",,,,,,,,,,,,"馬連:1,650円 ワイド:01-04=360円 01-06=290円 04-06=140円",,,,,,,,,,,
"馬単:3,920円 3連複:10,310円",,,,,,,,,,,,"馬単:25,730円 3連複:27,010円",,,,,,,,,,,,"馬単:28,910円 3連複:39,980円",,,,,,,,,,,,"馬単:3,790円 3連複:600円 3連単:6,990円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,巌流島特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａホワイトピルグリム, 65,中舘英,, 59,*-16,   9, 5, 18.8,②②②, 1, 2,Ｇワンダｰヘネシ, 65,草野太,, 71,   0,   7, 6, 18.1, ③②, 1, 9,Ｄマイプリティワン, 74,中舘英,, 77,   1,* 17, 2,  4.0,⑥⑤②, 1, 2,Ｃシュガｰヴァイン, 72,和田竜,, 74,  -3,  10, 3,  3.8, ⑨⑥
 2, 4,Ｃマルイチポケット, 61,安藤光, 0.2, 60, -22,* 16, 3,  5.0,⑩⑨⑪, 2, 5,Ａトキノムテキ, 76,浜中俊, 0.3, 68,*  2,   4, 2,  5.5, ③④, 2, 7,Ｆラガｰチトセオｰ, 73,荻野琢, 0.2, 75,*  2,  12, 3,  5.2,①①①, 2,10,Ｂリッタｰヴォルト, 74,北村友, 0.0, 73,*  4,   3, 5, 12.1, ②②
 3, 5,Ｂエｰシンペｰスワン, 63,田辺裕, 0.2, 57,*-18,   9, 4,  8.3,⑤③③, 3, 4,Ｅマイティｰキラｰ, 67,藤岡康, 0.5, 67,   0,   4, 3,  9.8, ⑤⑤, 3, 2,Ａチョウカイファイト, 75,武豊  , 0.4, 74,   0,* 15, 1,  2.2,⑧⑥④, 3, 4,Ｄエｰシンアロｰ, 71,古川吉, 0.1, 72,   0,   6, 4,  7.9, ⑤③
 4,12,Ｈリュｰク, 51,武豊  , 0.4, 56, -19,   9, 2,  4.7,⑦⑦⑨, 4,14,Ｂバリバリセレブ, 73,武豊  , 0.5, 67,*  4,   1, 1,  1.6, ②②, 4, 4,Ｅタイインテンスリｰ, 74,浜中俊, 0.4, 73,*  2,  12, 4,  8.6,②②②, 4, 8,Ｆアキノパンチ, 68,飯田祐, 0.2, 71,*  3,   2, 7, 19.4, ②③
 5, 7,Ｏマイネルエｰス, 39,浜中俊, 0.6, 53, -21,   8, 8, 28.3,⑨⑦⑥, 5, 6,Ｉセレナダンス, 62,安藤光, 0.5, 65, -12,* 11,10,105.4, ⑫⑫, 5, 5,Ｂアンジェラスキッス, 75,太宰啓, 0.9, 71,  -1,  14, 6, 21.7,⑪⑨⑥, 5,11,Ｅウインイｰジス, 71,武豊  , 0.2, 70, -17,* 20, 1,  3.6, ⑰⑰
 6,10,Ｅオｰスミタｰゲット, 53,和田竜, 0.7, 51,*-18,   2, 1,  2.2,③③③, 6,12,Ｊマスタｰカフェ, 61,小島太, 0.6, 64,  -2,   4, 7, 22.9, ⑥⑥, 6, 1,Ｇニシノドｰン, 73,古川吉, 1.2, 70,  -1,  11, 5, 13.0,⑨⑨⑨, 6, 5,Ｈシティボス, 65,太宰啓, 0.3, 70, -12,* 15, 6, 17.7, ⑭⑮
 7,16,Ｌエイシンプレスマン, 47,中村将, 0.7, 53, -22,   9, 7, 25.2,⑧⑨⑥, 7, 1,Ｃサンタナイト, 69,中村将, 0.6, 65,  -2,   4, 4, 10.5, ⑥⑥, 7,15,Ｈサカイヤベンケイ, 72,赤木高, 1.4, 68,  -1,   9, 8, 40.5,⑬⑨⑨, 7,14,Ｌナムラブｰム, 63,田中健, 0.5, 66, -11,  11, 9, 51.9, ⑭⑫
 8, 1,Ｇパイロット, 52,田中克, 0.7, 57, -27,* 17,13, 99.4,⑮⑮⑮, 8, 7,Ｄレイゴｰルド, 69,田辺裕, 0.6, 61,  -8,   7, 8, 30.6, ⑩⑨, 8, 6,Ｉセイザンコズウェイ, 70,安藤光, 1.5, 67,   0,   6,11,100.6,⑥⑧⑨, 8,16,Ｉチュｰイングサイン, 65,的場勇, 0.5, 67,   1,  -1,16,239.0, ④③
 9,13,Ｄアｰスウイザｰド, 59,野元昭, 0.8, 46,*-17,  -4,10, 80.0,①①①, 9, 8,Ｆマコトジンライ, 67,北村友, 0.7, 64,*  5,  -2, 5, 11.2, ①①, 9,16,Ｍコウヨウウェｰブ, 63,千葉直, 1.8, 65,  -4,  10,10, 96.3,⑭⑬⑬, 9, 3,Ｇメイクユｰハッピｰ, 66,菊沢隆, 0.5, 67,   0,   1,10, 57.8, ⑤⑥
10, 8,Ｆメイショウエビス, 53,北村友, 0.8, 49, -20,   2, 6, 19.6,③⑤⑤,10,10,Ｈリトルマｰメｰド, 63,川島信, 0.9, 64, -12,* 10, 9, 64.6, ⑬⑬,10,10,Ｋデザｰトモｰニング, 66,青木芳, 1.9, 63,   0,   2,15,179.0,⑤⑥⑥,10,18,Ｊアｰバンストリｰト, 64,安藤光, 0.6, 66,  -8,   7, 8, 36.6, ⑫⑬
11,11,Ｊマルブツスカイ, 48,川島信, 0.8, 46, -19,   2,14,252.6,⑤⑤⑥,11, 9,Ｋブルｰシｰズン, 57,高山太, 1.0, 60,  -5,   2,12,210.4, ⑧⑨,11, 3,Ｃワンダｰガジ, 75,和田竜, 1.9, 64,  -1,   4, 7, 29.5,⑨⑨⑨,11,15,Ａチェリｰフォレスト, 82,中舘英, 0.7, 65,*  7,  -8, 2,  3.6, ①①
12,14,Ｉアイアムジャック, 51,小島太, 1.0, 48, -22,   5,11, 95.5,⑩⑨⑨,12, 3,Ｌシャｰクブロｰド, 56,嘉藤貴, 1.2, 58,  -5,   0,13,306.1, ⑧⑧,12,11,Ｐオリエンタルバレｰ, 46,西田雄, 2.1, 61,*  2,  -2, 9, 67.0,④②⑥,12, 9,Ｍデザｰトワｰルド, 63,田中克, 0.8, 63,  -5,   2,11, 96.3, ⑩⑨
13, 2,Ｐデインヒルパッショ, 37,大下智, 1.1, 50, -25,   9,16,401.5,⑬⑬⑫,13,11,Ｍフウハク, 55,西田雄, 1.4, 56, -11,   2,14,326.5, ⑪⑪,13, 8,Ｎオンワｰドカルマ, 56,宮崎北, 2.3, 60,*  2,  -4,13,129.7,②②④,13,17,Ｋキクカネイチャ, 64,小林久, 0.9, 61,  -8,   3,13,119.4, ⑫⑬
