08年11月 9日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年11月 9日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,渡月橋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｄアイディンパワｰ, 59,藤岡佑,, 59,*  1,*  2, 2,  4.0, ②②, 1, 5, タガノデンジャラス,,高田潤,,,,, 2,  4.3,⑥①①, 1,12,Ａフロｰルデセレッソ, 77,四位洋,, 70,   3,   3, 2,  3.1, ④③, 1,14,Ｄビクトリｰテツニｰ, 86,小牧太,, 84,   5,* 18, 3,  4.9, ⑦⑦
 2, 9,Ａナムラエクシｰド, 65,小林徹, 0.7, 54,*  2,  -5, 1,  1.7, ①①, 2, 4, トｰワヒヨシマル,,小坂忠,195.3,,,, 4, 12.7,⑤④③, 2, 7,Ｐエアデヴォン, 33,岩田康, 0.0, 70,*  5,   1, 3,  8.6, ①①, 2,13,Ａタガノマｰシャル, 90,岩田康, 0.0, 84,*  8,  13, 1,  2.6, ③③
 3, 1,Ｃマルブツコロナド, 60,秋山真, 0.9, 50,  -8,*  2, 5, 12.7, ⑨⑨, 3, 2, クンダリｰニ,,西谷誠,196.3,,,, 3,  7.1,⑨⑧⑤, 3, 5,Ｄヴェイルドクリス, 73,福永祐, 0.1, 69,   3,   2, 1,  3.0, ③③, 3,12,Ｆヒシカツリｰダｰ, 82,小林徹, 0.3, 83,  -3,* 24,13,127.6, ⑭⑬
 4, 3,Ｂシュンハレン, 60,川島信, 0.9, 50,  -4,  -2, 4,  9.0, ⑥④, 4,12, ルｰルシャガｰル,,金折知,196.7,,,, 8, 50.8,⑩⑨⑦, 4,14,Ｆキアｰロ, 71,武豊  , 0.1, 70,   0,   7, 7, 18.7, ⑧⑥, 4, 8,Ｃオネストジョン, 86,安藤勝, 0.3, 81,   7,  13, 2,  3.4, ⑤④
 5, 6,Ｊバンダムヴィｰヴォ, 32,和田竜, 0.9, 52,  -6,   2, 7, 67.6, ⑧⑦, 5,11, トロピカルガイ,,高野容,197.2,,,,14,246.4,⑧⑨⑦, 5,13,Ｎサクラアｰバン, 61,池添謙, 0.2, 69,  -2,*  8,11, 62.7, ⑫⑪, 5, 9,Ｂサンワｰドラン, 86,和田竜, 0.4, 81,   6,  13, 8, 36.7, ⑤④
 6, 8,Ｆマルコｰドリｰム, 48,田村太, 1.6, 45,  -1, -11, 9,176.6, ③③, 6, 6, テイエムノブシオｰ,,出津孝,197.9,,,, 6, 27.8,①③②, 6,10,Ｅニシノヴァネッサ, 71,武幸四, 0.2, 69,  -1,   6, 5, 10.0, ⑩⑨, 6, 7,Ｊマジックボンバｰ, 81,ルメｰ, 0.4, 80,*  9,   9, 5, 11.3, ②②
 7, 4,Ｈエｰシンロレｰン, 35,福永祐, 2.0, 41,  -5, -10, 6, 32.7, ⑥⑦, 7, 7, ホｰプフルスタｰ,,白浜雄,198.2,,,, 7, 31.3,⑪⑪⑩, 7, 1,Ｇニホンピロコナユキ, 70,酒井学, 0.2, 69,   3,   2, 8, 19.1, ④⑤, 7,10,Ｋミスタｰモナルコス, 80,長谷川, 0.9, 78,   3,  12, 4, 11.1, ⑧⑧
 8, 7,Ｅサダムヨカモン, 58,岩田康, 2.0, 41,  -2, -13, 3,  6.0, ③④, 8,13, カルストンチｰタｰ,,北沢伸,198.5,,,,10,110.5,⑦⑦⑤, 8, 3,Ｂスマｰトストｰム, 76,小牧太, 0.4, 68,  -7,* 13, 6, 13.6, ⑯⑯, 8, 5,Ｍアグネスマクシマム, 78,川田将, 0.9, 78,   2,  14, 6, 22.6, ⑩⑧
 9, 2,Ｇクイｰンヘッド, 35,田中克, 2.1, 40, -10,  -6,10,218.0, ⑩⑩, 9, 3, タツシャンハイ,,林満明,198.8,,,, 9, 50.9,②⑤④, 9,15,Ｏナンヨｰナイト, 60,田中克, 0.5, 67,*  4,  -2,14,122.8, ②②, 9, 3,Ｌハｰベストシｰズン, 78,武豊  , 1.1, 74,*  9,   2, 7, 23.0, ①①
10, 5,Ｉカンファｰピュア, 33,太宰啓, 2.2, 39,  -3, -14, 8,138.1, ③⑥,10, 8, ハマノオラトリオ,,熊沢重,201.1,,,, 5, 25.6,②⑥⑨,10, 4,Ｈレディマハロ, 68,藤岡佑, 0.5, 66,  -4,*  8,10, 61.6, ⑮⑭,10,11,Ｈタイキフェアレディ, 82,太宰啓, 1.3, 73,   1,  11,11, 81.0, ⑩⑩
,,,,,,,,,,,,11, 9, マｰキュリｰ,,佐久間,202.4,,,,12,113.4,⑫⑫⑪,11, 6,Ｋアズライト, 66,秋山真, 0.8, 64,   0,   0, 9, 28.2, ⑧⑨,11, 6,Ｉセフティｰステｰジ, 81,福永祐, 1.4, 74,   0,  12,12, 86.1, ⑫⑩
