08年 2月16日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 2月16日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  ダ1200m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,飛鳥ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｄナンヨｰナイト, 54,鮫島良,, 68,  -3,*  5, 4,  8.4, ②②, 1, 2, テイエムクレナイ,---,田中健,, 67,  -7,*  9,13, 85.2, ②②, 1,16,Ａアｰスコマンダｰ, 80,小牧太,, 73,  -6,* 15, 1,  2.3, ⑤⑤, 1, 7,Ｌコｰナｰストｰン, 79,角田晃,, 82,*  9,   2, 4,  7.6, ⑤③
 2, 2, ゴｰルデンホｰク,---,浜中俊, 0.2, 65,* -1,   2, 8, 48.8, ①①, 2,14, セトノアンテウス,---,安藤勝, 0.5, 61, -10,*  7, 1,  1.5, ⑤⑤, 2, 9,Ｂサイキックダイブ, 79,安藤勝, 0.1, 71,  -5,  12, 3,  5.6, ③③, 2, 8,Ｍアキノレッドスタｰ, 78,藤岡佑, 0.1, 80,* 11,  -2, 5, 11.6, ②②
 3, 9,Ａテンシノボストン, 61,武豊  , 0.7, 61,  -7,*  4, 1,  2.1, ⑨⑥, 3, 6, ピエナワイルド,---,和田竜, 0.7, 61,  -8,   3, 3, 12.4, ③④, 3, 3,Ｄサンマルチｰフ, 72,安部幸, 0.1, 72,  -6,  14, 5, 12.2, ⑦⑦, 3, 6,Ｂリアルコンコルド, 83,岩田康, 0.2, 81,   5,*  9, 2,  5.3, ⑫⑫
 4, 1,Ｂクリスタルドア, 60,幸英明, 0.9, 60,  -5,  -1, 2,  3.3, ⑥⑥, 4,10, マスベルマン,---,小林徹, 1.1, 56,  -7,  -1, 6, 16.9, ③②, 4, 6,Ｃチョウカイファイト, 76,武豊  , 0.6, 68, -11,* 16, 2,  4.1, ⑬⑫, 4, 9,Ｅビッグベアシチｰ, 81,佐藤哲, 0.3, 80,   5,*  6,10, 29.9, ⑫⑫
 5, 7,Ｃアサケボｰイ, 57,秋山真, 0.9, 61,  -3,  -3, 3,  6.7, ②②, 5,13, ラブトリック,---,酒井学, 1.5, 53, -13,   1,10, 43.8, ⑦⑤, 5, 8,Ｋプルｰヴドメリト, 65,佐藤哲, 0.6, 69,  -6,  10, 7, 17.7, ⑤⑤, 5,12,Ｎクラウンプリンセス, 78,上村洋, 0.4, 80,   8,   0, 9, 23.6, ⑪⑧
 6, 3,Ｈカシノハルト, 46,大下智, 1.2, 57,  -7,  -1,11,134.9, ⑩⑨, 6, 7, スタｰベツレヘム,---,柴原央, 1.5, 54, -17,*  6,11, 51.1, ⑪⑩, 6,12,Ｅマｰベラスアロｰ, 71,吉田稔, 0.7, 68, -12,* 17, 6, 17.1, ⑮⑫, 6, 1,Ｉカネトシリベルテ, 79,安部幸, 0.5, 76,* 11,  -8, 7, 13.7, ①①
 7, 8,Ｅハｰバｰブリッジ, 52,小原義, 1.3, 56,  -5,  -4, 5, 14.7, ⑤②, 7, 8, スタｰダムシチｰ,---,小牧太, 1.6, 51, -16,   3, 7, 18.4, ⑩⑧, 7, 4,Ｐシルキｰイリス, 51,柴山雄, 1.0, 64,  -5,   5,13,142.4, ③③, 7,10,Ａイｰスタｰ, 84,武豊  , 0.5, 79,   7,   2, 1,  3.0, ⑫⑫
 8, 4,Ｇグラマラスシチｰ, 49,藤岡康, 1.6, 54,  -6,  -6, 6, 24.7, ⑥⑨, 8,12, エララ,---,佐藤哲, 1.8, 53, -11,  -2, 8, 22.9, ⑤⑤, 8,14,Ｇバトルスクワｰト, 67,太宰啓, 1.1, 64,  -8,   9,10, 72.1, ⑨⑧, 8,16,Ｋコスモスペシャリｰ, 79,熊沢重, 0.6, 76,* 10,  -7, 8, 18.7, ⑤③
 9,11,Ｊキングセンプｰ, 42,田中克, 2.0, 52,  -4, -11,10, 99.4, ②②, 9, 5, スイフヨウ,---,佐久間, 2.3, 46,*  0, -18, 2,  9.7, ①①, 9, 1,Ｉクニノオｰ, 66,石橋守, 1.2, 63,  -9,   7,11,125.2, ⑪⑩, 9, 4,Ｊダイイチミラクル, 79,和田竜, 0.6, 76,*  9,  -7,13, 49.3, ③③
10,10,Ｉコスモシャトレｰヌ, 46,上村洋, 2.3, 49,  -6, -12, 9, 55.4, ⑥⑧,10,16, サンワｰドハｰレｰ,---,浜中俊, 2.6, 42, -18,  -4, 9, 25.4, ⑪⑬,10,11,Ｆホッコｰランチャｰ, 69,渡辺薫, 1.5, 61, -12,  10,14,210.3, ⑮⑯,10, 2,Ｈマヤノスタｰダム, 79,浜中俊, 0.8, 75,   4,   2,14, 98.4, ⑮⑮
11, 6,Ｆマンテンパレｰド, 50,佐久間, 2.9, 42,  -9, -14, 7, 33.9, ⑩⑪,11, 3, ジｰティｰアンティ,---,生野賢, 2.8, 43, -18,  -5,15,168.3, ⑪⑬,11,10,Ｊメイショウハナミチ, 66,藤岡康, 1.5, 61,  -7,   4, 9, 69.9, ⑦⑧,11,11,Ｇトウカイラブ, 80,石橋守, 0.8, 76,*  9,  -8,12, 49.0, ⑦⑥
,,,,,,,,,,,,12,15, シュラｰガｰ,---,千田輝, 2.9, 41, -13, -10,14,162.8, ⑦⑧,12,13,Ｈメリッサ, 66,岩田康, 1.6, 60, -11,   7, 4, 10.1, ⑬⑫,12,13,Ｃフィレンツェ, 83,川島信, 0.9, 72,   4,   2, 6, 12.3, ⑮⑮
,,,,,,,,,,,,13,11, トロピカルガイ,---,長谷川, 2.9, 43, -17,  -6, 5, 16.3, ⑪⑩,13, 5,Ｌニシノヴァネッサ, 64,浜中俊, 1.6, 58,* -3,  -3, 8, 31.0, ①①,13, 5,Ｐコスモテナシャス, 71,吉田稔, 1.0, 72,   8,  -9,15,109.6, ⑦⑧
