08年 4月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 4月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1600m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  ダ1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,青梅特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂエスユｰペニｰ, 57,蛯名正,, 57,*  7,  -8, 1,  2.5, ②②, 1, 3, グラスファイタｰ,,大庭和,,,,, 3,  4.4,①①①, 1, 7,Ａプロヴィナｰジュ, 70,田中勝,, 74,   0,* 12, 2,  3.5, ③③, 1,13,Ａダイワディライト, 85,北村宏,, 86,* 15,   7, 1,  1.5, ③③
 2, 3,Ｌエｰシンリｰドモア, 21,吉田豊, 0.1, 57,  -5,   3, 8, 19.5, ⑥⑥, 2,13, マイネルデネブ,,金子光,201.9,,,, 2,  3.5,④⑤③, 2, 4,Ｅウインク, 64,北村宏, 1.3, 65,  -3,   6, 3,  5.5, ⑩⑧, 2, 3,Ｅダノンシャトル, 76,水出大, 0.2, 82,   7,* 16, 8, 28.5, ⑬⑬
 3, 7,Ｉシャｰカガミ, 40,今野忠, 0.1, 57, -10,* 10,13,167.2, ⑪⑩, 3, 9, ブラウマイスキｰ,,石神深,203.1,,,, 4, 11.3,④③④, 3,13,Ｊバブルガムエンド, 54,江田照, 1.4, 62,*  5,  -8,11,124.9, ②②, 3, 5,Ｆラインストｰム, 76,津村明, 0.7, 78,   8,* 11, 5, 12.1, ⑬⑬
 4, 8,Ｄレオバベル, 52,江田照, 0.3, 55,  -9,   7, 5, 12.0, ⑩⑨, 4, 4, メジロレグルス,,浜野谷,203.5,,,, 6, 38.4,②②②, 4, 5,Ｉフサイチユニコｰン, 56,勝浦正, 1.5, 63,  -3,   3, 5, 10.3, ⑤⑤, 4, 9,Ｂトｰセンセイント, 77,小野次, 1.1, 75,  12,   1, 9, 31.9, ⑥⑤
 5, 4,Ａラヴファントム, 60,田中勝, 0.3, 55,  -7,   5, 2,  3.5, ⑦⑧, 5,11, ミウラマリリン,,宗像徹,204.9,,,, 5, 14.4,⑥⑥⑥, 5,10,Ｂマロンティアラ, 69,武士沢, 1.6, 63,  -2,   3, 6, 25.6, ⑧⑦, 5, 2,Ｋネオナｰト, 73,今野忠, 1.2, 77,* 16,  -4,12,107.7, ②②
 6, 2,Ｆドリｰムサクセス, 51,和田竜, 0.6, 53,*  7, -13, 7, 18.0, ①①, 6,10, ロｰドフラッグ,,横山義,204.9,,,, 1,  2.1,③③④, 6,12,Ｄマジュスキュｰル, 65,吉田豊, 1.6, 66,  -5,   7, 7, 26.5, ⑫⑪, 6, 4,Ｊオオヒメ, 73,柴田大, 1.3, 75,  13,  -2,15,141.3, ③④
 7, 9,Ｈインスティル, 42,勝浦正, 0.7, 51,   0,  -7, 6, 13.5, ④④, 7,14, ハルノドトウｰ,,柴田大,206.3,,,,13,207.2,⑦⑦⑦, 7, 3,Ｆヒロアンジェロ, 64,蛯名正, 1.7, 61,  -3,   3, 4,  6.2, ⑧⑧, 7,10,Ｉバリオン, 75,蛯名正, 1.4, 73,   6,   8, 2,  9.3, ⑮⑮
 8,14,Ｇベストカップル, 49,北村宏, 1.1, 48, -20,* 12, 9, 39.1, ⑭⑭, 8,12, クニノユメオｰ,,五十嵐,208.1,,,,12,146.2,⑧⑨⑨, 8, 8,Ｌタケデンスキップ, 40,伊藤直, 1.7, 63,  -3,   3,13,253.0, ⑦⑧, 8, 1,Ｍトウカイフラッグ, 71,和田竜, 1.6, 74,  10,   2, 6, 21.5, ⑨⑨
