08年 4月27日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 4月27日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1200m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,橘ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｄミキノセレナｰデ, 57,幸英明,, 67,   2,   1, 6, 19.9, ④②, 1, 8, オｰプンガｰデン,,江田勇,,,,, 5, 12.8,⑤②①, 1,12,Ｃホｰマンクラフト, 73,藤田伸,, 71,*  8,   4, 3,  5.6,②②②, 1, 3,Ｄスプリングソング, 69,池添謙,, 82,  -1,* 15, 1,  2.4, ⑧⑥
 2,10,Ａピエナワイルド, 66,佐藤哲, 0.5, 62,   1,  -3, 1,  2.2, ⑤④, 2, 2, カリスマコンコルド,,黒岩悠,196.6,,,, 7, 23.6,⑪⑧⑦, 2, 4,Ｌアグネススピリッツ, 62,秋山真, 0.1, 73,   5,*  8, 5, 17.9,⑧⑩⑧, 2, 1,Ｉミリオンウェｰブ, 65,和田竜, 0.2, 81,  -4,* 15,10, 30.9, ⑫⑨
 3, 6,Ｃヴェンダバｰル, 57,田中克, 0.6, 62,  -2,  -2, 4,  9.7, ⑥⑥, 3,14, メイショウセレット,,白浜雄,197.3,,,,11, 49.0,⑬⑦⑤, 3, 2,Ｄトップオブオナｰ, 72,岩田康, 0.3, 70,   2,* 12, 1,  2.2,⑯⑮⑮, 3, 7,Ｂビｰチアイドル, 70,岩田康, 0.3, 79,   0,  10, 3,  5.7, ⑦⑥
 4, 9,Ｋフェイドレスシｰン, 42,武豊  , 0.6, 62, -10,*  7, 3,  6.8, ⑫⑪, 4,13, シンメイリゲル,,西谷誠,197.4,,,, 6, 19.6,⑨⑨⑨, 4,15,Ａマルブツフジ, 76,福永祐, 0.4, 67,*  7,   1, 4,  7.1,③③③, 4, 4,Ｅマイネアルデュｰル, 69,佐藤哲, 0.4, 77,   4,   5, 8, 21.7, ⑤⑤
 5, 4,Ｈホｰマンフィｰルド, 51,飯田祐, 0.9, 59,  -4,  -1, 9, 54.1, ⑨⑨, 5, 9, タツシャンハイ,,金折知,197.7,,,, 9, 40.4,①①②, 5, 9,Ｏスマｰトサイクロン, 57,藤岡佑, 0.4, 66,*  7,   1, 9, 67.3,③③③, 5, 6,Ｈメスナｰ, 66,福永祐, 0.4, 78,  -4,* 13, 2,  4.6, ⑩⑨
 6,12,Ｆニホンピロキリバス, 55,藤岡佑, 0.9, 58,  -1,  -5, 2,  3.8, ⑥⑥, 6, 4, クリノワｰルド,,今村康,197.8,,,, 8, 39.8,⑦④③, 6,16,Ｆウインステルス, 71,川原正, 0.8, 65,   7,  -2, 7, 29.0,⑤③⑤, 6, 5,Ａドラゴンファング, 71,芹沢純, 0.5, 77,   7,   1, 4,  8.0, ④③
 7, 3, ショパン,---,川原正, 1.0, 57, -12,*  5,12,136.9, ⑫⑬, 7, 7, マイネルグリッツァ,,五十嵐,198.0,,,, 3,  4.8,②③③, 7, 5,Ｍシゲルアサンテサナ, 60,小牧太, 1.0, 65,   6,   0,12,206.3,⑦⑥⑥, 7, 2,Ｃトｰホウドルチェ, 70,幸英明, 0.8, 73,   7,  -3, 7, 21.2, ③③
 8,11,Ｂグラマラスシチｰ, 57,岩田康, 1.2, 55,  -9,  -1, 5, 10.9, ⑪⑫, 8, 6, インカム,,菊地昇,198.2,,,, 1,  2.3,④⑤⑤, 8,11,Ｉマヤノカタナ, 66,幸英明, 1.0, 63,* 10, -10,11,120.5,①①①, 8,13,Ｋマチカネハヤテ, 64,渡辺薫, 1.5, 64,* 10, -15,11, 45.7, ②②
