08年11月 2日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年11月 2日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  ダ1150m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■10R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 2, 4,Ｃネイチャｰトレイル, 72,千葉直, 0.2, 67,   6,*  1, 4,  8.3,⑬⑪⑫, 2, 1,Ｂメイショウグラｰド, 72,安藤光, 0.4, 73,   3,  11, 4,  9.2,③④④, 2, 8,Ｂマイヨｰル, 60,石橋脩, 1.0, 67,* -3,   4, 2,  3.2,②②②, 2, 2,Ａダイワジｰニアス, 78,中舘英, 0.5, 76,* 11,*  7, 1,  3.5,①①①
 3,14,Ｂウメノカイウン, 72,宮崎北, 0.4, 64,  10,  -8, 6,  9.1,⑥④④, 3, 3,Ｎクヴァルダ, 60,菅原勲, 0.5, 74,  -1,* 18, 6, 12.4,⑪⑫⑭, 3, 1,Ｄダノンフｰバフｰバ, 58,中舘英, 1.2, 64,* -3,   1, 1,  2.2,③②③, 3, 9,Ｇギルティストライク, 74,北村友, 1.6, 68,   9,   1, 6, 10.5,⑤④③
 4, 1,Ｄフレアキャスケｰド, 71,北村友, 0.5, 65,   7,  -3, 7, 13.3,⑫⑩⑩, 4,14,Ｏビギンマニュｰバｰ, 54,石橋脩, 0.6, 73,   3,   9, 7, 19.3,⑥⑤②, 4, 6,Ｆホッカイマドゥライ, 54,嘉藤貴, 1.6, 64, -12,   9, 8, 78.3,⑤⑤④, 4,11,Ｄメイクアダッシュ, 74,西田雄, 1.6, 69,   8,   3, 7, 12.8,⑧⑦⑦
 5, 6,Ｏマダムビジュｰ, 42,丹内祐, 0.9, 62,   8,  -9,13,146.2,⑧⑦⑦, 5, 7,Ａフランドルシチｰ, 75,黛弘人, 0.6, 72,   0,* 13, 2,  4.1,⑦⑦⑥, 5, 7,Ｅナムラタイシ, 55,中村将, 1.9, 62, -13,   8, 5, 15.5,⑥⑥⑥, 5, 6,Ｌフォレストジャガｰ, 63,藤岡康, 1.9, 69,   9,  -1, 9, 57.1,⑤④③
 6, 5,Ａキラメキパスワｰド, 73,丸田恭, 0.9, 63,   6,  -4, 5,  9.0,⑭⑬⑫, 6,13,Ｋマイサンシャイン, 64,二本柳, 0.6, 69,*  6,   4, 9, 33.4,②②②, 6, 2,Ｃケイアイウミノカミ, 58,三浦皇, 2.2, 58, -13,   4, 4,  8.6,⑥⑥⑦, 6, 1,Ｍサイアｰエフェクト, 57,丸田恭, 1.9, 67,   5,   4,11, 76.2,⑫⑪⑩
 7,12,Ｎシチリアｰナ, 56,安藤光, 0.9, 62,  10, -12,12, 94.2,⑤④⑤, 7, 4,Ｌタツエンペラｰ, 61,宮崎北, 0.9, 69,   0,   9,12,115.8,⑦⑦⑧, 7, 5,Ｇカミノフジ, 42,菅原勲, 2.7, 48, -10,  -9, 6, 23.0,④④④, 7,12,Ｉアドミラビリス, 69,芹沢純, 2.1, 69,   6,   4, 8, 34.1,⑪⑪⑫
 8, 7,Ｆハングインゼア, 67,中村将, 1.1, 62,   6,  -5,10, 47.6,⑩⑪⑩, 8,12,Ｆエｰケｰサンライズ, 66,藤岡康, 1.0, 69,  -1,  11, 5, 12.3,⑪⑫⑨, 8, 4, タラリア,---,古川吉, 3.0, 49, -16,  -3, 7, 40.3,⑧⑧⑧, 8, 7,Ｊギャラクシｰキッド, 67,高山太, 2.3, 66,   6,   1,10, 68.9,⑨⑩⑦
 9,13,Ｇルビウス, 66,大野拓, 1.6, 58,* 14, -25, 9, 25.4,③②②, 9, 5,Ｉマイネルスパｰダ, 65,丸田恭, 1.1, 67,  -1,   9,10, 38.6,⑪⑫⑪,,,,,,,,,,,,, 9, 5,Ｈリネンホｰク, 72,田辺裕, 2.4, 62,   7,  -2,12, 81.6,⑩⑨⑪
10,10,Ｊアデニウム, 62,木幡初, 1.9, 56,   8, -17, 8, 18.3,⑥⑦⑦,10, 8,Ｈプリンセスドルチェ, 66,中舘英, 1.1, 69,   1,   8, 3,  5.3,⑭⑪⑥,,,,,,,,,,,,,10, 8,Ｅボナパルト, 74,木幡初, 2.5, 63,   8,  -5, 5,  7.9,⑦⑦⑦
11, 8,Ｍアンプレシオネ, 57,芹沢純, 2.1, 56,   8, -18,11, 53.8,⑩⑨⑦,11,15,Ｄメイショウタメトモ, 69,古川吉, 1.2, 67,*  5,  -2, 8, 23.4,③③④,,,,,,,,,,,,,11,10,Ｆセイウンロデム, 74,津村明, 2.7, 60,* 10, -10, 4,  6.4,②②③
12, 2,Ｋアリダｰチャｰム, 62,小野次, 2.3, 53,* 15, -31,15,202.9,②②②,12, 6,Ｇディアディアｰ, 66,大野拓, 1.3, 64,   0,   4,15,159.0,⑦⑦⑪,,,,,,,,,,,,,12, 4,Ｋゴｰルデンシｰズ, 64,丹内祐, 2.7, 63,   1,   5,13,151.4,⑬⑬⑫
13,15,Ｉワスレナグサ, 63,的場勇, 2.3, 53,* 18, -38, 2,  4.8,①①①,13, 9,Ｊトｰセンバサラ, 65,木幡初, 1.8, 60,   1,  -3,11, 74.7,⑦⑦⑨,,,,,,,,,,,,,13,13,Ｂバンブｰアズｰリ, 77,石橋脩, 3.3, 57,   9, -14, 3,  6.0,②④③
14, 9,Ｌブラックスレンダｰ, 60,中舘英, 2.3, 54,   3, -11,14,166.9,⑭⑭⑭,14,10,Ｍホッコｰサンライズ, 61,赤木高, 2.0, 59,  -2,   1,13,130.0,⑭⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15,11,Ｅトミケンラピッド, 67,的場勇, 3.4, 39,   2, -29,14,142.4,⑤⑤⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,
単勝:540円 複勝:11=220円 04=270円 14=290円 枠連:800円,,,,,,,,,,,,"単勝:280円 複勝:02=160円 01=320円 03=370円 枠連:1,640円",,,,,,,,,,,,単勝:470円 複勝:03=120円 08=110円 01=110円 枠連:0円,,,,,,,,,,,,単勝:400円 複勝:03=150円 02=160円 09=230円 枠連:470円,,,,,,,,,,,
"馬連:2,620円 ワイド:04-11=880円 11-14=850円 04-14=930円",,,,,,,,,,,,"馬連:1,390円 ワイド:01-02=580円 02-03=820円 01-03=1,780円",,,,,,,,,,,,馬連:560円 ワイド:03-08=180円 01-03=170円 01-08=150円,,,,,,,,,,,,馬連:580円 ワイド:02-03=260円 03-09=500円 02-09=640円,,,,,,,,,,,
"馬単:5,140円 3連複:7,710円 3連単:40,740円",,,,,,,,,,,,"馬単:2,440円 3連複:4,360円 3連単:18,880円",,,,,,,,,,,,"馬単:1,160円 3連複:280円 3連単:2,240円",,,,,,,,,,,,"馬単:1,180円 3連複:1,670円 3連単:6,350円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
