08年 1月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 1月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝1600m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東雲賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａステラｰホｰプ, 69,横山典,, 73,*  8,*  0, 2,  7.4, ①①, 1, 4, ジンデンバリュｰ,,柴田大,,,,, 7, 23.4,②④②, 1,13,Ｄサクセスガｰウィン, 75,田中博,, 70,*  8,  -3, 8, 22.3,⑦②②, 1, 2,Ｄダイイチミラクル, 79,勝浦正,, 90,  24,  -6, 8, 24.6,⑤⑥②
 2, 6,Ｈキョウエイストｰム, 52,村田一, 0.9, 69,*  8,  -6,10, 58.2, ②②, 2, 2, シェイクマイハｰト,,宗像徹,198.5,,,, 1,  3.3,①①①, 2, 9,Ｏマンオンミッション, 58,柴田善, 0.0, 70,   6,*  0,15,148.6,⑦⑧⑩, 2, 1,Ｈナンヨｰイｰスト, 76,石橋脩, 0.1, 90,  23,  -4, 9, 25.5,⑫⑧④
 3,11,Ｄアメリカンイｰグル, 59,田中勝, 1.0, 61,  -1,*  0, 9, 41.1, ⑩⑩, 3, 8, トウカイハッスル,,横山義,199.0,,,, 3,  3.7,②③④, 3,11,Ｇシルクスタｰシップ, 74,吉田豊, 0.5, 68,   5,* -1, 7, 20.2,⑫⑪⑫, 3,12,Ｅクラウニングワｰク, 78,蛯名正, 0.4, 86,  16,*  3, 5,  7.3,⑨⑫⑬
 4,10,Ｇペプチドラヴ, 52,田中博, 1.2, 60,   3,  -5, 4, 11.4, ⑦⑦, 4,14, ヒシバトル,,山本康,199.2,,,, 4, 10.1,④②②, 4, 5,Ａサクラマジェスティ, 81,蛯名正, 0.7, 65,   6,  -6, 1,  2.1,⑩⑧④, 4, 3,Ａユウタｰジャック, 86,武士沢, 0.5, 85,  16,*  2, 7, 18.0,⑭⑫⑧
 5,15,Ｌスパｰクルキング, 41,丹内祐, 1.3, 57,   0,  -4, 7, 23.7, ⑧⑦, 5, 1, デリジェントハｰト,,大庭和,200.2,,,, 8, 25.5,⑦⑦⑥, 5,14,Ｉクリノアドベンチャ, 71,武士沢, 0.7, 66,   6,  -6, 3,  7.3,⑨⑧⑧, 5,15,Ｃダノンシャトル, 81,横山典, 0.8, 82,  18,  -8, 2,  5.6,⑨⑪⑧
 6, 8,Ｂソシアルグレイシｰ, 68,北村宏, 1.5, 59,*  6, -11, 1,  1.5, ④③, 6,12, エプソムフォルテ,,浜野谷,200.6,,,, 2,  3.6,⑤⑤⑤, 6,15,Ｋヤクモキャット, 69,松岡正, 0.7, 67,   3,*  1,12, 52.5,⑯⑭⑭, 6,11,Ｊモエレフィｰルド, 74,柴田善, 1.0, 78,* 36, -40, 4,  6.2,①①①
 7, 2,Ｆタケデンオｰ, 59,柴山雄, 1.9, 55,*  7, -15, 5, 15.7, ②③, 7,11, ハｰトオンスマイル,,穂苅寿,201.7,,,, 5, 13.6,⑫⑨⑨, 7, 1,Ｈウインスラッシュ, 73,田中勝, 0.8, 66,   3,*  0, 5, 13.4,⑬⑭⑯, 7, 7,Ｐステキナブロンコ, 68,宮崎北, 1.0, 79,  13,* -1,16,116.5,⑭⑮⑭
 8,12,Ｅカネスアスラン, 59,後藤浩, 2.4, 49,   4, -16, 8, 25.1, ⑤⑤, 8,10, ボスポラス,,西谷誠,202.3,,,, 6, 17.4,⑤⑥⑥, 8, 8,Ｂメダイヨン, 80,江田照, 0.9, 63,   5,  -4,11, 49.1,⑩⑪⑩, 8, 5,Ｆアイアムマイネル, 78,大野拓, 1.1, 78,  22, -18,14, 55.2,⑤⑧⑧
 9,13,Ｍエドノバラｰド, 36,小林淳, 2.6, 47,  -2, -14,12,223.7, ⑩⑨, 9, 6, クロタラリア,,五十嵐,203.4,,,,10, 42.8,⑧⑧⑧, 9, 2,Ｌリネンヤクシン, 68,村田一, 1.6, 60,*  8, -17,16,220.1,①①①, 9,13,Ｍトｰセンレｰサｰ, 70,村田一, 1.1, 78,* 28, -28,13, 49.6,③③④
10,14,Ｃカゼノビュｰティ, 60,勝浦正, 2.7, 48,   4, -19, 6, 21.2, ⑤⑤,10, 7, ダンディｰサウンド,,柴田未,204.9,,,,14,165.8,⑩⑪⑩,10,12,Ｎエクスハイタッチ, 63,勝浦正, 2.0, 59,   3,  -9,14,145.8,⑮⑭⑫,10,10,Ｉアンテリオｰル, 75,田辺裕, 1.2, 76,  24, -22,10, 26.1,⑤⑥⑥
11, 7,Ｏショウナンアロｰン, 30,吉田豊, 2.7, 44,  -5, -11,11,140.3, ⑭⑫,11, 3, ナンヨｰノｰス,,金子光,205.5,,,,11, 58.8,⑩⑫⑪,11, 6,Ｃトウカイゲイル, 76,横山典, 2.1, 54,   7, -19, 2,  6.7,④⑤⑧,11, 4,Ｇウインクルセイド, 78,津村明, 1.4, 75,  21, -21, 1,  3.9,⑨⑩⑫
12, 5,Ｉアドバンス, 45,松岡正, 3.6, 38,  -1, -23, 3,  8.9, ⑧⑩,12, 5, ケイコワンデイ,,平沢健,206.3,,,,13,131.9,⑬⑬⑬,12,16,Ｆディアｰウィッシュ, 74,吉田隼, 2.3, 54,   7, -21, 9, 25.0,④⑤④,12,16,Ｌトゥｰエニワン, 71,的場勇, 1.4, 73,  25, -28,15, 70.8,⑤④⑧
13, 3,Ｋヒシビスタ, 42,郷原洋, 3.6, 37,  -2, -21,13,254.7, ⑩⑫,13,13, マイネルトイフェル,,高野和,209.5,,,,12,114.0,⑭⑭⑭,13,10,Ｊレオテンリュウ, 71,大野拓, 3.0, 49,   4, -21,13, 82.6,⑬⑪⑭,13, 6,Ｏリンガフランカ, 70,田中勝, 1.6, 73,  16, -14, 6, 14.4,⑫⑫⑭
14,16,Ｊサンデｰチャリティ, 44,田面木, 4.6, 29,  -6, -26,15,353.6, ⑭⑯,14, 9, フサイチエｰシック,,田中剛,209.7,,,, 9, 35.2,⑧⑩⑪,14, 4,Ｍクラッカｰジャック, 68,北村宏, 3.0, 50,*  8, -29, 6, 15.2,②②②,14, 9,Ｂブリュンヒルト, 84,小林淳, 2.2, 66,  24, -37, 3,  5.9,③⑤⑥
15, 4,Ｎカシノシンケン, 31,二本柳, 4.8, 26,  -5, -29,16,482.0, ⑭⑭,,,,,,,,,,,,,15, 7,Ｐシルクオルフェウス, 55,木幡初, 3.2, 47,   7, -28,10, 27.4,⑥⑤④,15,14,Ｋキラリダイヤモンド, 71,江田照, 2.6, 60,  10, -18,12, 42.6,⑭⑯⑯
16, 9,Ｐスプリングプラハ,-16,柄崎将, 5.0, 25,  -2, -34,14,267.0, ⑩⑭,,,,,,,,,,,,,16, 3,Ｅスズカサンバ, 75,後藤浩, 3.4, 46,*  8, -32, 4, 10.0,②②④,16, 8,Ｎセレスマン, 70,丹内祐, 3.1, 56,* 29, -59,11, 32.2,②②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:+13 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:8),,,,,,,,,,,
"単勝:740円 複勝:01=470円 06=3,440円 11=1,870円 枠連:2,040円",,,,,,,,,,,,"単勝:2,340円 複勝:04=330円 02=150円 08=150円 枠連:2,760円",,,,,,,,,,,,"単勝:2,230円 複勝:13=460円 09=3,060円 11=540円 枠連:8,050円",,,,,,,,,,,,"単勝:2,460円 複勝:02=510円 01=750円 12=270円 枠連:23,910円",,,,,,,,,,,
"馬連:14,530円 ワイド:01-06=3,900円 01-11=3,760円 06-11=12,820円",,,,,,,,,,,,"馬連:3,300円 ワイド:02-04=880円 04-08=850円 02-08=290円",,,,,,,,,,,,"馬連:106,650円 ワイド:09-13=21,060円 11-13=2,720円 09-11=26,160円",,,,,,,,,,,,"馬連:33,320円 ワイド:01-02=4,700円 02-12=2,080円 01-12=4,350円",,,,,,,,,,,
"馬単:23,150円 3連複:120,640円",,,,,,,,,,,,"馬単:8,390円 3連複:2,610円",,,,,,,,,,,,"馬単:189,320円 3連複:450,340円",,,,,,,,,,,,"馬単:63,070円 3連複:81,100円 3連単:637,060円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 5R  芝1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 8R  ダ1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
