08年11月29日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年11月29日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝3170m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  ダ1400m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山科特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａマルカフリｰト, 64,福永祐,, 67,  -4,* 13, 1,  2.2, ③③, 1, 6, シュフルｰル,,金子光,,,,, 5, 18.3,⑤⑤③, 1, 1,Ｉレツィｰナ, 66,四位洋,, 71,*  8,   0, 1,  3.8,①①①, 1,15,Ｆタガノティアｰズ, 78,橋本美,, 82,  -1,* 19, 9, 46.5, ⑪⑩
 2,13,Ｃナムラエクシｰド, 63,小林徹, 0.8, 59,* -2,   4, 2,  4.3, ②②, 2, 3, ハリｰコマンド,,白浜雄,213.1,,,, 9, 36.2,⑫⑦⑤, 2,12,Ｄアンテヴォルテ, 73,上村洋, 0.2, 75,   4,*  9, 6, 20.4,⑬⑩⑧, 2, 6,Ａシャンパンマリｰ, 84,藤田伸, 0.1, 79,*  5,  10, 1,  2.9, ①①
 3, 6,Ｄタムロウイング, 59,佐藤哲, 0.9, 58,* -1,   2, 7, 17.3, ①①, 3,12, コウヨウウェｰブ,,五十嵐,213.4,,,,10, 55.3,①②②, 3, 2,Ａアドマイヤミスティ, 76,浜中俊, 0.3, 71,   3,   7, 3,  4.9,⑨⑧⑦, 3,14,Ｄタガノクリスエス, 82,安藤勝, 0.4, 76,   1,  12, 3,  4.7, ⑨⑨
 4, 5,Ｆピサノプレミアム, 54,岩田康, 1.3, 55,  -4,   1, 4,  7.1, ④④, 4, 5, ワンダｰシンゲキ,,植野貴,213.6,,,, 2,  2.6,⑥③④, 4,14,Ｇニホンピロコナユキ, 71,酒井学, 0.4, 69,*  8,  -2, 7, 22.2,②②②, 4, 4,Ｎショウナンラノビア, 70,小牧太, 0.6, 75,  -2,  14,15,150.1, ⑫⑪
 5, 1,Ｅマルブツコロナド, 57,秋山真, 1.5, 53, -10,*  6, 5, 12.4, ⑩⑩, 5, 8, テイエムヤマトオｰ,,出津孝,213.8,,,, 3,  8.6,④④⑥, 5,15,Ｂメイショウコレット, 76,武幸四, 0.5, 71,   1,* 10, 5,  9.3,⑭⑭⑫, 5,10,Ｏオｰスミマコ, 68,和田竜, 0.8, 75,  -3,  14,12,117.9, ⑭⑬
 6,11,Ｂスマイルミッキｰ, 64,藤岡佑, 1.7, 51,  -5,  -1, 3,  6.3, ⑦⑦, 6,11, モモタロサン,,高野和,213.9,,,,11, 86.3,②①①, 6, 7,Ｆセイウンハレルヤ, 72,田中健, 0.5, 72,   2,*  9, 9, 28.7,⑧⑬⑪, 6, 1,Ｈアクセルファイヤｰ, 76,四位洋, 0.9, 76,  -7,* 19, 4,  9.9, ⑯⑯
 7,10,Ｈマｰベラスリリｰ, 48,デムｰ, 2.0, 49,  -5,  -3, 6, 15.4, ⑥⑥, 7, 1, マルブツグロｰリア,,高田潤,214.2,,,, 6, 18.5,⑪⑩⑧, 7, 9,Ｊマｰブルダンサｰ, 65,渡辺薫, 0.5, 71,   2,   7,14,110.9,⑪⑪⑨, 7,13,Ｇフロｰルデセレッソ, 76,藤岡佑, 0.9, 72,   0,   9, 7, 27.8, ⑧⑦
 8, 2,Ｋシゲルホタカヤマ, 47,渡辺薫, 2.3, 47, -12,   1,13,259.0, ⑫⑫, 8, 9, アンティｰクコイン,,西谷誠,214.3,,,, 1,  2.4,⑩⑧⑦, 8,16,Ｌタイムトラベリング, 63,高田潤, 0.7, 70,   1,*  8,12, 85.7,⑯⑮⑭, 8, 3,Ｅサラトガ, 79,福永祐, 1.0, 72,   2,   5, 5, 10.7, ⑤⑥
