08年 7月26日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 7月26日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■10R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 9, 8,Ｆジｰアイジェｰン, 41,中舘英, 1.6, 36,  -3, -18, 2,  4.8, ⑤⑤, 9, 5,Ｃレオアヴァロン, 61,蛯名正, 1.9, 52,   1, -12, 4,  8.8,⑤④④, 9, 3,Ｌフジマサルビｰ, 56,池崎祐, 2.4, 57,  -9,   2,11,150.9, ⑬⑬, 9, 7,Ｃデジデｰリオ, 81,江田照, 1.3, 76,   1,  15,11, 38.8,⑭⑭⑭
10, 5,Ｃマゴコロ, 46,菅原勲, 1.7, 32, -11, -10, 8, 34.5, ⑦⑨,10, 9,Ｈラヴファントム, 58,田中剛, 2.0, 51,  -2,  -8, 8, 25.7,⑨⑨⑧,10,12,Ｊシルキｰイリス, 66,田中勝, 3.6, 47,  -4, -13,13,260.6, ⑨⑨,10, 6,Ｏチョウノヨウニマイ, 71,松岡正, 1.4, 73,*  8,   3, 2,  5.5,②②②
11, 9,Ｋインモｰタルロｰズ, 18,小林淳, 3.9, 12, -13, -34,11,178.1, ⑩⑪,11,11,Ｊハナヨリタンゴ, 50,菅原勲, 2.3, 51,  -3,  -7,12,205.2,⑬⑫⑬,11, 5,Ｉニシノシズル, 68,松岡正, 3.6, 47,   2, -18, 8, 42.5, ④③,11,10,Ｄリックチョモランマ, 81,柴山雄, 1.7, 72,   5,   6, 9, 25.7,⑫⑨⑧
,,,,,,,,,,,,12, 2,Ｋクリファイブエｰス, 49,松岡正, 2.8, 47,   0, -18, 9, 41.9,②⑤⑥,12,13,Ｎロｰテカリｰノ, 47,加藤士, 3.9, 43, -11,  -9,15,407.5, ⑭⑭,12, 3,Ｇロｰランウェルズ, 79,横山義, 1.8, 71,   2,   9,14,251.6,⑨⑫⑫
,,,,,,,,,,,,13,12,Ｉトｰセンサラトガ, 52,吉田豊, 3.0, 46,  -1, -18,11, 88.4,⑦⑦⑧,13,15,Ｏセリｰヌロｰズ, 36,江田照, 3.9, 44, -12,  -7,14,338.3, ⑮⑭,13,11,Ｉハウンドコップ, 79,柴田善, 2.4, 67,   4,   1,13,126.3,⑨⑩⑨
,,,,,,,,,,,,14,14,Ｎクリｰンピカタン, 41,江田照, 5.3, 32,  -6, -29,14,302.4,⑬⑭⑭,14,10,Ｍメジロモデラｰト, 48,吉田豊, 4.7, 37,  -3, -23,12,169.3, ⑨⑫,14,13,Ｍマルブツフジ, 76,内田博, 3.1, 60,   5,  -7, 7, 22.3,⑦⑥⑨
,,,,,,,,,,,,15,13,Ｏドリブラｰ, 37,山本康, 8.6,  7,  -8, -53,15,401.7,⑩⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:不良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:不良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:重(指数:-9),,,,,,,,,,,
"単勝:810円 複勝:01=280円 07=1,430円 11=250円 枠連:8,320円",,,,,,,,,,,,"単勝:2,050円 複勝:04=320円 03=120円 06=160円 枠連:580円",,,,,,,,,,,,単勝:150円 複勝:02=110円 01=210円 06=180円 枠連:680円,,,,,,,,,,,,単勝:760円 複勝:14=240円 12=130円 01=210円 枠連:890円,,,,,,,,,,,
"馬連:20,570円 ワイド:01-07=3,490円 01-11=750円 07-11=2,710円",,,,,,,,,,,,"馬連:1,880円 ワイド:03-04=680円 04-06=1,480円 03-06=270円",,,,,,,,,,,,馬連:610円 ワイド:01-02=280円 02-06=270円 01-06=810円,,,,,,,,,,,,"馬連:1,030円 ワイド:12-14=430円 01-14=1,040円 01-12=320円",,,,,,,,,,,
"馬単:34,500円 3連複:30,380円 3連単:302,760円",,,,,,,,,,,,"馬単:5,690円 3連複:3,340円 3連単:29,620円",,,,,,,,,,,,"馬単:890円 3連複:1,520円 3連単:4,360円",,,,,,,,,,,,"馬単:2,420円 3連複:2,340円 3連単:15,170円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝2850m 3歳上未勝利 定量,,,,,,,,,,,,■ 8R  芝1400m 2 歳ｵｰﾌﾟﾝ(混) 馬齢,,,,,,,,,,,,■11R  芝2200m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾏﾘｰｺﾞｰﾙﾄﾞ賞,,,,,,,,,,,,日本海ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｃアデニウム, 65,蛯名正,, 65,*  4,* -3, 3,  5.1, ①①, 1, 6, マイネルスパｰクル,,横山義,,,,, 3,  7.5,⑥①①, 1, 5,Ａツルマルジャパン, 70,武豊  ,, 76,*  4,   4, 1,  1.3, ①①, 1, 5,Ｌキャッチｰタイトル, 71,小野次,, 85,* -1,  20, 9, 20.1,②②②
 2, 4,Ｈアメイジングレイス, 51,後藤浩, 0.8, 55,   0,  -7, 4, 10.6, ③⑥, 2, 3, ロｰランアントレ,,宗像徹,186.9,,,, 7, 16.1,⑥④②, 2, 6,Ｃバンガロｰル, 58,石橋脩, 0.2, 73,   0,*  6, 2,  4.2, ③②, 2, 8,Ｃコスモピロリ, 85,松岡正, 0.2, 82,  -2,  20, 4,  7.2,③④③
 3, 6,Ｄラグｰナベルデ, 64,田中博, 0.8, 54,  -3,  -5, 7, 19.6, ⑧⑦, 3, 2, クロタラリア,,山本康,188.0,,,, 6, 13.0,⑧⑤⑤, 3, 4,Ｂスガノメダリスト, 61,江田照, 0.4, 71,*  3,   1, 3,  7.0, ②②, 3, 2,Ｂダンスアジョイ, 87,後藤浩, 0.2, 85,  -3,* 25, 1,  3.7,⑦⑧⑥
 4,10,Ｉホワッツモア, 50,吉田豊, 0.9, 53,  -7,* -1,10, 42.1, ⑪⑪, 4,10, ファストソニック,,石神深,188.3,,,, 1,  1.9,③②③, 4, 3,Ｄスイｰトデビル, 40,小野次, 2.4, 47,  -4, -17, 5, 49.0, ④④, 4, 9,Ｍウインシンシア, 68,中舘英, 0.3, 85,  -4,* 25,10, 21.9,⑨⑧⑨
 5, 9,Ａコパノアコチャン, 68,中舘英, 0.9, 52,  -4,  -4, 2,  3.4, ⑧⑦, 5, 5, オンワｰドアリｰテ,,穂苅寿,190.2,,,,10, 58.1,⑨⑥⑥, 5, 1,Ｅコスモビリオン, 23,松岡正, 2.4, 46,  -5, -14, 6, 65.1, ⑥⑥, 5, 3,Ｆドリｰムパｰトナｰ, 81,蛯名正, 0.5, 81,  -3,  21,11, 43.6,⑨⑧⑨
 6,14,Ｅロングナイト, 61,松岡正, 0.9, 54,  -4,* -3, 6, 17.2, ⑩⑩, 6,12, サンベルナｰル,,高野和,190.3,,,, 9, 53.0,⑤②③, 6, 2, カミノフジ,---,菅原勲, 3.0, 40,  -4, -23, 4, 15.6, ④⑤, 6, 7,Ｄカゼノコウテイ, 83,田中勝, 0.5, 86,  -4,* 27, 3,  6.2,⑫⑪⑪
 7, 3,Ｂアイラシンガｰ, 68,福永祐, 1.1, 53,   1, -11, 1,  2.9, ③②, 7, 9, エイトゴｰオン,,平沢健,190.4,,,,13, 87.2,⑪⑥⑥,,,,,,,,,,,,, 7, 4,Ｋニュｰビギニング, 77,武豊  , 0.7, 79,  -3,  17, 5,  7.7,⑤⑥⑥
 8, 7,Ｋジャンドゥｰヤ, 34,田面木, 1.5, 48,  -1, -13,12,125.9, ⑦⑦, 8,14, ヒカルバロｰロ,,浜野谷,193.5,,,, 2,  5.8,⑩⑩⑩,,,,,,,,,,,,, 8,10,Ａアドマイヤマジン, 87,村田一, 0.7, 74,* -1,   9, 7, 13.6,①①①
 9,12,Ｆベルアミイ, 56,柴田善, 1.8, 47,   1, -17, 5, 12.1, ③②, 9,11, ヨシヴァｰティカル,,矢原洋,193.6,,,,14,117.7,⑭⑫⑫,,,,,,,,,,,,, 9,11,Ｅホｰマンアラシ, 82,柴山雄, 0.8, 75,  -3,  15, 6,  9.5,⑦⑥⑥
10, 2,Ｇチャスキ, 56,勝浦正, 1.8, 47,*  3, -19, 9, 34.1, ②②,10, 4, エクレｰルブラン,,水出大,193.8,,,,11, 60.7,②⑨⑧,,,,,,,,,,,,,10, 6,Ｉストロングドン, 79,黛弘人, 0.8, 79,  -5,  20,13,133.2,⑨⑪⑪
11,15,Ｊジョイントゥラヴ, 50,宮崎北, 2.3, 38, -12, -10,13,165.7, ⑬⑬,11, 1, メジロタｰキッシュ,,蓑島靖,195.4,,,, 8, 29.8,⑪⑪⑪,,,,,,,,,,,,,11, 1,Ｈスズノオオゴン, 79,柴田善, 0.9, 82,  -6,  23, 8, 17.8,⑬⑬⑬
12, 8, ラフェリア,---,柴山雄, 2.4, 40,  -7, -14,11, 77.5, ⑪⑫,12, 8, ロｰドウィズダム,,柴田未,195.7,,,, 5, 12.5,①⑧⑧,,,,,,,,,,,,,12,12,Ｊグラスブラスト, 78,内田博, 1.0, 71,* -1,   7, 2,  5.2,④②③
13,13, ベルモントバジル,---,内田博, 3.0, 36,   1, -27, 8, 22.4, ③②,13, 7, カリキュレイタｰ,,柴田大,198.5,,,,12, 68.0,⑬⑬⑬,,,,,,,,,,,,,13,13,Ｇショｰトロｰブス, 81,石橋脩, 1.1, 72,  -2,   9,12,108.9,⑥④③
14,11,Ｌバｰディクトレディ, 25,嘉藤貴, 3.2, 32, -12, -17,15,391.1, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15, 5, モリマドンナ,---,千葉直, 6.3,-22, -53,  -7,14,191.1, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:不良(指数:-9),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-3),,,,,,,,,,,
"単勝:510円 複勝:01=200円 04=320円 06=380円 枠連:2,800円",,,,,,,,,,,,"単勝:750円 複勝:06=260円 03=470円 02=400円 枠連:4,400円",,,,,,,,,,,,単勝:130円 複勝:05=110円 06=130円 枠連:0円,,,,,,,,,,,,"単勝:2,010円 複勝:05=460円 08=230円 02=170円 枠連:1,810円",,,,,,,,,,,
"馬連:2,230円 ワイド:01-04=750円 01-06=1,120円 04-06=1,910円",,,,,,,,,,,,"馬連:4,430円 ワイド:03-06=1,390円 02-06=1,050円 02-03=1,870円",,,,,,,,,,,,馬連:150円 ワイド:05-06=110円 04-05=110円 04-06=140円,,,,,,,,,,,,"馬連:4,800円 ワイド:05-08=1,480円 02-05=1,370円 02-08=600円",,,,,,,,,,,
"馬単:5,090円 3連複:9,990円 3連単:57,640円",,,,,,,,,,,,"馬単:9,040円 3連複:11,180円 3連単:69,580円",,,,,,,,,,,,馬単:200円 3連複:160円 3連単:330円,,,,,,,,,,,,"馬単:10,580円 3連複:7,270円 3連単:52,290円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 6R  芝1000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■12R  芝1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｇマイネルクロイツ, 55,松岡正,, 68,* -1,   3, 2,  5.4, ①①, 1, 7, クリノスレンダｰ,---,内田博,, 55,*-19,   2, 3, 10.2,   , 1, 7,Ｉメインストリｰム, 67,福永祐,, 72,   1,* 11, 4,  7.4,⑩⑧④, 1, 1,Ｊハッピｰビｰチ, 66,田中博,, 78,* 11,   8, 9, 40.1, ①①
 2,10,Ｈタツクｰル, 55,柴田善, 0.2, 66,* -2,   3, 5, 14.8, ③②, 2, 5, コスモパイレット,---,松岡正, 0.3, 50,*-21,  -1, 1,  2.0,   , 2, 6,Ｅスタｰマップ, 71,柴山雄, 0.1, 69,*  2,   6, 7, 19.3,⑤③①, 4, 5,Ｂメジロフォｰナ, 72,千葉直, 0.3, 74,   3,* 14, 2,  4.3, ⑨⑥
 3, 4,Ｂダイワデュｰク, 65,後藤浩, 0.2, 67,  -3,*  7, 3,  7.1, ⑦⑥, 3,14, ケイアイホシノカミ,---,福永祐, 0.7, 43, -23,  -5, 2,  3.2,   , 3, 4,Ｄシルクバッカス, 71,黛弘人, 0.2, 71,  -1,* 12, 6, 16.4,⑩⑩⑧, 2, 3,Ｄレディハニｰ, 72,宮崎北, 0.5, 71,*  8,   4, 6, 18.9, ②②
 4, 3,Ｊモンテフェニックス, 54,田中勝, 0.3, 67,  -6,*  9,11, 33.7, ⑪⑩, 4,10, クｰルドライブ,---,田中勝, 0.7, 47, -41,*  7, 5, 17.6,   , 4,11,Ｆタキオンバッハ, 71,内田博, 0.4, 66,*  2,   1, 3,  6.8,②②②, 3, 8,Ａトｰセントゥルｰ, 80,武豊  , 0.5, 72,   4,   9, 1,  1.7, ⑤⑤
 5, 5,Ｅコアレスマｰシャル, 56,中舘英, 0.5, 64,  -3,   2, 9, 29.0, ⑥⑥, 5, 8, ハッピｰシャトル,---,柴山雄, 1.3, 37, -48,*  3, 6, 21.4,   , 5, 8,Ｈコスモタクミ, 69,田中博, 0.4, 68,*  2,   3, 9, 20.8,③⑤④, 5, 2,Ｏショウナンタイトル, 59,吉田豊, 1.0, 66,*  7,   0,12, 99.4, ③③
 6, 1,Ｆシｰキングオアシス, 55,蛯名正, 0.5, 63,  -4,   2,12, 43.1, ⑤④, 6, 6, ダンスフォルトゥナ,---,石橋脩, 1.4, 33, -23, -15, 9, 42.5,   , 6, 5,Ａマイネナデシコ, 73,武豊  , 0.5, 67,*  2,   2, 5,  8.6,⑥⑤⑧, 6,10,Ｌロドリｰバニヤン, 65,柴田善, 1.0, 67,   0,   8, 7, 29.4, ⑩⑩
 7,13,Ａサバｰス, 65,福永祐, 0.6, 63,  -8,*  8, 1,  2.4, ⑬⑬, 7, 3, スマイルオンリップ,---,田中博, 1.4, 33, -24, -13, 4, 10.5,   , 7, 1,Ｊマイネルコレドｰル, 65,千葉直, 0.7, 64,   1,   0,11,118.6,⑧⑤④, 7, 6,Ｆクインズプレイヤｰ, 69,小林淳, 1.1, 66,   4,   3, 3, 13.8, ⑦⑥
 8,12,Ｎナニワプレストン, 51,小野次, 1.1, 59,  -6,  -1,16, 97.2, ⑯⑯, 8,12, ロンドゥジャンブ,---,西田雄, 1.8, 26, -31, -15,11, 66.8,   , 8,12,Ｃマイネアプレイザｰ, 72,松岡正, 0.9, 63,   1,  -1, 2,  5.7,⑧⑧⑧, 8,14,Ｃカピタｰノ, 72,中舘英, 1.2, 64,   5,  -1, 5, 16.1, ③③
 9, 8,Ｉスズノエイユウ, 54,吉田豊, 1.2, 55,  -5,  -6,15, 69.2, ⑦⑨, 9, 4, コンセプシオン,---,小野次, 1.9, 26, -35, -14, 7, 35.3,   , 9, 3,Ｌヨシウォｰリア, 38,菅原勲, 0.9, 65,   0,   3,12,134.6,⑫⑪⑪, 9,11,Ｅマルブツプリンス, 71,黛弘人, 1.3, 64,  -5,* 12,16,269.5, ⑯⑮
10, 2,Ｋスプリｰムシチｰ, 52,内田博, 1.3, 54,  -5,  -7, 6, 15.2, ⑦⑥,10, 2, セイコｰティアラ,---,柴田善, 2.0, 24, -22, -22, 8, 38.4,   ,10,10,Ｇグランデスピリッツ, 69,蛯名正, 1.2, 60,*  3,  -9, 1,  2.3,③③②,10, 9,Ｇクリｰルバレット, 67,福永祐, 1.4, 62,  -1,   5, 8, 31.9, ⑫⑪
11,16,Ｍレッドルンバ, 52,千葉直, 1.3, 53,* -2, -13,13, 49.1, ②②,11, 9, マカディシチｰ,---,草野太, 2.1, 26, -49,  -6,13,137.3,   ,11, 9,Ｋヨウソロ, 61,中舘英, 4.2, 40,*  3, -56,10, 58.8,①①⑦,11, 4,Ｑカクテルウィッシュ, 44,菅原勲, 1.4, 62,   4,  -2,14,231.3, ⑤⑥
12,14,Ｃウルトラペガサス, 60,石橋脩, 1.8, 49,  -4, -17, 8, 17.2, ④④,12, 1, ウインクワン,---,中舘英, 2.2, 19, -23, -26,10, 59.1,   ,12, 2,Ｂラｰドロランダム, 72,江田照, 7.9, -2,  -7, -74, 8, 19.5,⑥⑫⑫,12,12,Ｉシｰリｰコｰト, 66,柴山雄, 1.5, 61,  -5,   9,13,161.7, ⑯⑮
13, 7,Ｄドナｰリオ, 57,柴山雄, 2.0, 46,  -8, -13,10, 33.0, ⑭⑬,13,11, リレｰションタイズ,---,村田一, 2.6, 12, -23, -32,12, 81.5,   ,,,,,,,,,,,,,13,13,Ｋエアファｰギｰ, 66,松岡正, 1.5, 61,  -2,   5,11, 64.5, ⑬⑪
14, 9,Ｌベスト, 52,菅原勲, 2.1, 46,  -6, -16,18,152.7, ⑪⑫,14,13, ブルｰフォｰチュン,---,池崎祐, 3.5, -3, -41, -32,14,194.5,   ,,,,,,,,,,,,,14, 7,Ｐインザムｰンライト, 44,西田雄, 1.8, 58,  -2,   2,18,382.6, ⑬⑪
15,17, アサクサヨｰデル,---,勝浦正, 2.2, 47,  -9, -13, 4, 13.1, ⑱⑯,,,,,,,,,,,,,,,,,,,,,,,,,15,17,Ｈコｰトダジュｰル, 66,江田照, 2.0, 54,   4,  -9, 4, 14.4, ⑦⑥
16, 6,Ｏフクリュｰ, 36,田中剛, 2.6, 40,  -7, -24,17,150.9, ⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,,16,15, ショウナンカイザｰ,---,後藤浩, 3.3, 40,  -2, -18,10, 62.9, ⑬⑮
17,18, トップザビｰル,---,村田一, 2.8, 39,  -6, -26,14, 64.9, ⑭⑬,,,,,,,,,,,,,,,,,,,,,,,,,17,16,Ｎハｰバｰクイｰン, 60,伊藤工, 4.5, 26, -11, -23,17,270.7, ⑱⑱
18,15, アンチｰクショップ,---,武豊  , 4.5, 24,  -9, -46, 7, 16.4, ⑰⑯,,,,,,,,,,,,,,,,,,,,,,,,,18,18,Ｍパスタイム, 61,石橋脩, 5.1, 20,   0, -44,15,233.0, ⑩⑭
ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,
"単勝:540円 複勝:11=250円 10=290円 04=220円 枠連:4,130円",,,,,,,,,,,,"単勝:1,020円 複勝:07=170円 05=110円 14=130円 枠連:520円",,,,,,,,,,,,"単勝:740円 複勝:07=270円 06=410円 04=410円 枠連:1,320円",,,,,,,,,,,,"単勝:4,010円 複勝:01=640円 03=400円 08=120円 枠連:9,630円",,,,,,,,,,,
"馬連:3,840円 ワイド:10-11=1,370円 04-11=740円 04-10=1,210円",,,,,,,,,,,,"馬連:1,000円 ワイド:05-07=360円 07-14=380円 05-14=190円",,,,,,,,,,,,"馬連:8,810円 ワイド:06-07=2,150円 04-07=1,520円 04-06=2,470円",,,,,,,,,,,,"馬連:10,650円 ワイド:01-03=3,090円 01-08=1,060円 03-08=550円",,,,,,,,,,,
