08年 7月12日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 7月12日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陸奥湾特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａナムラミｰティア, 61,四位洋,, 60,  -5,* -2, 2,  3.4, ③③, 1, 2,Ｆアブラシオ, 56,三浦皇,, 70,* -1,*  4, 4,  7.6,①①①, 1,10,Ｂヤマビコ, 76,横山典,, 74,   3,* 11, 3,  5.5,⑬⑫⑪, 1,11,Ｃネオスピリッツ, 72,ホワイ,, 73,* 13, -13, 2,  4.5,②②②
 2, 3,Ｄマイネルエルフ, 50,津村明, 0.0, 61,  -5,* -2, 3,  6.9, ③③, 2, 5,Ａデルマビｰナス, 65,藤岡佑, 0.9, 63,  -6,*  4, 2,  4.0,⑦⑦⑦, 2, 5,Ｃトｰセントップラン, 76,藤岡佑, 0.3, 73,   6,   3, 1,  2.9,⑨⑤④, 2, 3,Ｇニシノレイチェル, 67,長谷川, 0.2, 76,   5,*  5, 3, 12.6,⑧⑨⑧
 3, 6,Ｂロイヤルダリア, 59,安藤勝, 0.7, 50,* -2, -14, 1,  1.7, ②②, 3, 1,Ｅオジジアンクリス, 56,武幸四, 0.9, 65,  -6,*  5, 7, 30.0,⑨⑦⑦, 3, 3,Ａヤマノボンディｰル, 77,北村友, 0.5, 68,*  8,  -1, 2,  3.6,①①①, 3, 7,Ｌサラバンド, 57,池添謙, 0.5, 70,   9,  -9, 9, 68.7,④③③
 4, 9,Ｅトｰセンモンロｰズ, 49,池添謙, 0.8, 49,  -8, -10, 5, 16.7, ⑤⑤, 4, 3,Ｄヤマテウォルデン, 59,的場勇, 1.1, 57,* -2,  -8, 5,  8.2,②②②, 4, 9,Ｄイントゥザライト, 71,三浦皇, 0.5, 70,*  8,  -1, 7, 20.8,③②②, 4, 4,Ｅメイショウカレン, 70,松田大, 0.5, 72,   6,  -2,10, 79.2,⑧⑦⑦
 5, 5,Ｈクリノマックス, 40,古川吉, 0.9, 49, -12,  -7,10,158.1, ⑦⑦, 5, 9,Ｃテｰオｰショウキ, 61,竹之下, 1.3, 58,  -3,  -7, 6, 28.2,⑤⑤⑤, 5, 6,Ｅコパノタイマネ, 70,中村将, 0.6, 70,   5,   4,10, 40.7,⑪⑩⑨, 5, 2,Ｉカゼノマイ, 65,藤岡佑, 0.6, 69,   9, -11, 8, 51.0,③③③
 6,10,Ｉキングパレｰド, 39,ホワイ, 1.1, 46,  -8, -13, 6, 26.3, ⑤⑤, 6,10,Ｂスズカコング, 62,安藤勝, 1.5, 55,  -6,  -5, 1,  2.2,⑤⑦⑦, 6, 8,Ｆブリズデロｰトンヌ, 69,菊沢隆, 0.9, 68,   5,   1, 8, 25.6,⑪⑩⑦, 6, 9,Ｈキングバｰド, 66,菊沢隆, 0.6, 71,   2,*  4, 6, 27.7,⑩⑪⑪
 7, 2,Ｇテンシノマズル, 43,中村将, 1.3, 44, -15,  -8, 8, 84.3, ⑨⑨, 7,11,Ｊマイソｰルビｰト, 47,長谷川, 1.6, 55,* -2, -14,11,111.9,③③③, 7,11,Ｈメジロレディｰ, 69,津村明, 1.4, 64,*  9,  -9, 6, 20.6,⑨②②, 7, 8,Ｊロイバｰブリング, 65,大野拓, 0.6, 71,   8,  -7,11, 95.8,⑥⑤⑤
 8, 4,Ｊコスモピグマン, 13,北村友, 1.5, 42, -21,  -6, 9,139.1, ⑩⑩, 8, 8,Ｈカプリｰス, 53,四位洋, 1.8, 52,  -4, -14, 3,  6.5,⑦⑤⑤, 8,12,Ｍボルガ, 54,丸田恭, 1.6, 63,   7,  -9,13,254.7,④⑤⑦, 8, 5,Ｂダイワスピリット, 76,三浦皇, 1.0, 64,* 16, -32, 1,  1.4,①①①
 9, 1,Ｃイｰサンヘモス, 53,藤田伸, 1.5, 41,* -1, -25, 4, 12.9, ①①, 9, 6,Ｇエムオｰティンバｰ, 53,丸田恭, 1.9, 50,* -3, -18, 8, 31.5,④③③, 9, 2,Ｋベルテッセン, 65,長谷川, 1.7, 66,   6,  -7,12,164.4,⑥⑨⑪, 9, 1,Ａマルタカワンタッチ, 76,中村将, 1.2, 64,   5, -10, 4, 18.8,⑥⑦⑧
10, 7,Ｆハヤブサリｰフ, 45,三浦皇, 1.6, 40, -10, -17, 7, 36.7, ⑦⑦,10, 7,Ｋデンコウレｰナ, 47,北村友, 2.2, 51, -11,  -7,10,106.1,⑩⑩⑩,10, 1,Ｇミンナシアワセ, 69,木幡初, 1.9, 59,   7, -11, 9, 38.0,④⑤⑤,10, 6,Ｄラインジュエル, 71,木幡初, 1.2, 65,   4,  -7, 7, 37.1,⑩⑨⑩
,,,,,,,,,,,,11, 4,Ｉエアエルラッド, 48,松田大, 2.3, 50, -10,  -8, 9, 52.0,⑩⑩⑪,11, 4,Ｉテイクバイストｰム, 67,藤田伸, 2.8, 52,*  8, -21, 4,  6.4,②②⑤,11,12,Ｋイブキレボルシオン, 59,津村明, 1.4, 65,   2,  -5,12,114.4,⑫⑫⑫
,,,,,,,,,,,,12,12,Ｌシルマリル, 45,菊沢隆, 3.5, 36, -12, -21,12,210.2,⑫⑫⑪,12,13,Ｊシュンカジョウ, 67,池添謙, 3.2, 51,   6, -22,11, 41.9,⑥⑤⑨,12,10,Ｆリアルヴィクトリｰ, 67,四位洋, 1.6, 60,   8, -21, 5, 24.3,⑤⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,13, 7,Ｌワキノドライバｰ, 65,四位洋, 7.8, 25,   1, -51, 5, 12.3,⑥⑬⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-2),,,,,,,,,,,
"単勝:340円 複勝:08=110円 03=140円 06=110円 枠連:1,040円",,,,,,,,,,,,"単勝:760円 複勝:02=290円 05=190円 01=420円 枠連:1,540円",,,,,,,,,,,,単勝:550円 複勝:10=170円 05=120円 03=150円 枠連:530円,,,,,,,,,,,,"単勝:450円 複勝:11=260円 03=350円 07=2,760円 枠連:1,580円",,,,,,,,,,,
"馬連:1,130円 ワイド:03-08=260円 06-08=140円 03-06=180円",,,,,,,,,,,,"馬連:2,040円 ワイド:02-05=630円 01-02=1,810円 01-05=1,090円",,,,,,,,,,,,馬連:960円 ワイド:05-10=370円 03-10=620円 03-05=200円,,,,,,,,,,,,"馬連:1,860円 ワイド:03-11=530円 07-11=3,530円 03-07=4,210円",,,,,,,,,,,
"馬単:1,930円 3連複:430円",,,,,,,,,,,,"馬単:4,100円 3連複:9,920円",,,,,,,,,,,,"馬単:2,190円 3連複:1,520円",,,,,,,,,,,,"馬単:3,460円 3連複:26,330円 3連単:116,270円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■11R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ函館,,,,,,,,,,,,,,,,,,,,,,,,津軽海峡特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｌブライティアカペラ, 31,北村友,, 64,*  1,*  5,10,127.8, ①①, 1, 4, フィフスペトル,---,三浦皇,, 54,*-21,*  6, 1,  2.7, ②②, 1,10,Ｂトップオブドｰラ, 73,安藤勝,, 80,*  2,* 13, 1,  2.7, ①①, 1, 9,Ａヒシカツリｰダｰ, 82,田嶋翔,, 81,* 12,*  7, 7, 15.1,①①①
 2, 6,Ａロｰドエスクｰド, 61,三浦皇, 0.3, 61,  -2,*  4, 2,  3.1, ③②, 2, 1, ロラパルｰザ,---,藤田伸, 0.4, 48, -24,   3, 6, 14.3, ③③, 2, 3,Ｃアグネスカルミア, 71,三浦皇, 0.6, 73,  -4,* 11, 2,  2.8, ②②, 2, 6,Ｃロトブルｰスタｰ, 82,北村友, 0.6, 77,  10,   6, 6, 14.7,⑤③③
 3,11,Ｆアメリカンヒロイン, 51,津村明, 0.8, 57,*  1,  -2, 9, 99.3, ②②, 3, 3, タイキジャガｰ,---,安藤勝, 0.7, 43, -22,  -2, 2,  2.9, ③④, 3, 7,Ａアクロスザスタｰ, 75,藤岡佑, 1.3, 66,  -9,   8, 3,  4.1, ⑤④, 3,10,Ｋエドノドリｰム, 77,菊沢隆, 0.7, 79,   9,*  8,11, 43.4,⑨⑥⑤
 4,10,Ｃチャｰムナデシコ, 58,小林徹, 0.8, 56,  -4,   0, 3,  5.5, ③④, 4, 6, シシャモチャン,---,小林徹, 0.8, 43, -23,  -2, 4, 11.4, ③④, 4, 5,Ｆラインルｰジュ, 66,荻野琢, 1.6, 63, -10,   6, 5, 16.8, ⑧⑧, 4, 5,Ｄヘイアンルモンド, 80,四位洋, 1.1, 74,   8,   5, 5,  7.7,⑥⑥⑦
 5, 3,Ｂアナザｰスタｰ, 60,木幡初, 1.2, 52,  -1,  -4, 1,  2.1, ③④, 5, 9, ショウナンカルメン,---,木幡初, 1.4, 38, -39,*  6, 8, 54.2, ⑩⑩, 5, 1,Ｊカシノウェｰブ, 58,大江原, 1.7, 62,  -7,   4,12,221.0, ⑤③, 5,12,Ｉアリアドネズライン, 78,横山典, 1.1, 74,   9,   3, 2,  4.1,④⑤⑤
 6, 4,Ｄエンディアメント, 52,大野拓, 1.5, 48, -12,  -1, 5, 14.9, ⑧⑧, 6,10, スマイルミッキｰ,---,横山典, 1.4, 35, -27,  -6, 3,  4.2, ⑦⑦, 6,12,Ｄサルバドｰルボス, 68,木幡初, 1.9, 58, -13,   5, 8, 53.3, ⑨⑧, 6, 3,Ｍヒシアスペン, 69,池添謙, 1.1, 73,* 11,   0, 4,  7.0,②②②
 7, 2,Ｅスズカランデブｰ, 51,藤岡佑, 1.6, 48,  -7,  -4, 6, 17.9, ⑦⑦, 7, 5, スプリンググレン,---,大野拓, 1.7, 33, -31,  -6, 7, 46.1, ⑧⑦, 7, 4,Ｇチェルケッティ, 65,ホワイ, 1.9, 60,  -5,   0, 7, 24.4, ③④, 7, 4,Ｂタマモグレアｰ, 82,藤岡佑, 1.2, 75,   6,*  7, 1,  3.7,⑬⑨⑩
 8,12,Ｋメイショウカンスケ, 41,荻野琢, 1.6, 46, -16,   1, 7, 53.3, ⑪⑪, 8, 2, マイネルヘリオス,---,津村明, 1.9, 30, -31,  -8, 9, 73.8, ⑧⑨, 8, 2,Ｅピエネヴェｰレ, 68,藤田伸, 2.2, 56,  -7,  -1, 4, 12.8, ⑤⑦, 8, 1,Ｌクロカンブッシュ, 76,三浦皇, 1.4, 74,   7,   6, 8, 15.9,⑪⑨⑧
 9, 7,Ｊタッキｰファントム, 44,中村将, 1.6, 46, -13,  -1, 8, 64.2, ⑨⑨, 9, 7, コｰド,---,北村友, 1.9, 29, -24, -16,10, 96.9, ③⑥, 9,11,Ｉサチノオリｰブ, 58,菊沢隆, 2.2, 56, -15,   4, 9, 89.5, ⑨⑪, 9, 8,Ｆランキング, 79,木幡初, 1.6, 69,  10,  -4,10, 30.8,②③③
10, 1,Ｉカネスアスラン, 45,藤田伸, 1.6, 47,  -2,  -8, 4, 11.7, ③⑥,10, 8, フライングビｰン,---,池添謙, 2.8, 17,*-19, -31, 5, 12.6, ①①,10, 9,Ｈウインハンズダウン, 63,長谷川, 2.3, 58, -13,   2, 6, 18.9, ⑨⑧,10, 7,Ｅナムラハｰン, 79,小林徹, 1.7, 72,   7,   1, 3,  6.6,⑥⑧⑧
11, 8,Ｈフォｰチュンスリｰ, 47,大江原, 1.7, 44, -15,  -1,11,138.8, ⑪⑪,,,,,,,,,,,,,11, 6,Ｌサクラメフィウス, 46,丸田恭, 2.5, 53,  -5,  -6,10, 96.8, ③④,11, 2,Ｇヤマニンコｰリング, 78,松田大, 2.1, 71,   5,   1, 9, 25.1,⑪⑫⑪
12, 5,Ｇリミットレスパワｰ, 49,郷原洋, 1.9, 43, -13,  -4,12,154.6, ⑨⑩,,,,,,,,,,,,,12, 8,Ｋスタｰダム, 51,郷原洋, 2.8, 49, -15,  -2,11,134.5, ⑨⑪,12,11,Ｈフウランジョｰ, 78,西原玲, 3.1, 62,   4,  -5,12, 63.0,⑨⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,Ｊバリｰバｰン, 77,大江原, 3.2, 62,   7,  -9,13,106.5,⑥⑨⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
