08年 9月28日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 9月28日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 4R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
 6, 5,Ｂダイショウベリｰ, 64,中谷雄, 0.4, 56,*  8, -12,11, 31.3,①②②, 5, 1, シンボリグリュック,---,柴田善, 0.7, 52, -12,* -1, 6, 10.0,⑪⑫⑪, 6, 1,Ｊゴｰルデンリング, 72,柴田善, 0.2, 77,   6,   3, 8, 24.5, ④⑥, 6, 3,Ｈクロスビスティｰ, 66,勝浦正, 0.3, 73,*  3,   1,11,125.5,③③③
 7,13, デイズオブサンダｰ,---,北村宏, 0.5, 54,   1,  -2, 7, 11.2,⑩⑦⑩, 6,13, タイキグラディウス,---,北村宏, 0.7, 49,  -7, -11, 2,  5.4,⑦⑦⑩, 7, 2,Ｍアポロティアラ, 65,勝浦正, 0.2, 77,   2,   7,11, 45.8, ⑦⑧, 7,12,Ａイケドラゴン, 76,小野次, 0.4, 72,*  3,   0, 4,  7.5,③③③
 8, 6,Ｋホノカチャン, 54,宮崎北, 0.6, 55,   1,  -2, 5,  9.3,⑦⑩⑥, 7, 7, コアレスアルダン,---,勝浦正, 0.8, 53, -12,  -3,12, 67.7,⑪⑫⑪, 8,10,Ｉエフテｰストライク, 72,江田照, 0.2, 77,  -2,  11, 5, 12.2, ⑪⑫, 8, 8,Ｉサチノマックイｰン, 65,宮崎北, 0.6, 72,  -1,   7,12,168.9,⑨⑨⑨
 9, 7,Ｇライラックラブ, 59,松岡正, 0.7, 54,  -6,*  7, 4,  8.5,⑫⑬⑬, 8, 3, ヒビケジンダイコ,---,蛯名正, 0.9, 50,  -9,  -8, 5,  9.0,⑬⑩⑦, 9, 4,Ｌジェイウォｰク, 70,吉田豊, 0.3, 74,  -1,   8,10, 39.2, ⑨⑧, 9,11,Ｇフサイチルネサンス, 67,田中勝, 0.9, 69,  -2,   4, 3,  6.3,⑨⑩⑨
10, 8,Ｊエｰブダヴィンチ, 55,蛯名正, 0.8, 53,   4, -10, 3,  7.6,⑤④④,10, 5, コスモホｰクアイ,---,黛弘人, 1.0, 46,  -7, -17,11, 58.7,⑤⑦⑦,10, 5,Ｇスマｰトエッジ, 74,石神深, 0.4, 74,   6,   0,13, 73.9, ④④,10, 1,Ｋドンラミロ, 63,北村宏, 1.3, 63,  -2,   0, 9,104.3,⑪⑪⑪
11, 3,Ｈサイレントキララ, 56,千葉直, 0.8, 52,  -2,  -2,14,106.3,⑦⑪⑩,11,12, テンチジン,---,鷹野宏, 1.2, 48, -15,  -3,13,257.2,⑭⑭⑬,11, 3,Ｄノｰモアクライ, 76,石橋脩, 0.5, 73,*  8,  -4, 6, 17.2, ①①,11, 5,Ｌホｰリｰカップ, 59,小林淳, 1.3, 62,   2, -12, 8, 49.5,⑤③⑥
12,16,Ｌサクラロミオ, 47,村田一, 0.8, 53,  -3,   1, 9, 21.7,⑫⑫⑩,12, 9, ゴッドギャンブラｰ,---,石橋脩, 1.2, 45,  -5, -23, 7, 18.0,⑤⑥⑤,12, 6,Ｅモンテミウ, 76,木幡初, 0.6, 71,*  7,  -4, 7, 22.2, ②②,12, 2,Ｊニシノロドリゲス, 64,千葉直, 2.0, 57,  -4,  -7,10,124.8,⑪⑫⑫
13,11,Ｍスイｰトケベック, 45,土谷智, 1.2, 48,  -6,  -1,16,148.3,⑫⑬⑬,13, 2, ブレｰヴクン,---,松岡正, 1.9, 37,* -3, -38, 9, 26.7,①①②,13,13,Ｎコアレスソニック, 64,田中勝, 0.6, 72, -12,* 15,14,102.4, ⑭⑭,,,,,,,,,,,,
14, 4,Ｏラフェリア, 39,吉田豊, 1.6, 44, -10,   1,12, 50.8,⑮⑯⑯,14,10, エプソムヴァｰチュ,---,千葉直, 2.1, 36,  -9, -26,14,270.9,⑨⑩⑭,14, 9,Ｈワシントンパｰク, 73,蛯名正, 0.8, 69,   6,  -5, 9, 30.5, ④④,,,,,,,,,,,,
15, 2,Ｎトウショウスワット, 44,後藤浩, 2.3, 35,  -6, -16,13, 65.2,⑮⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, 9,Ｉセントラルジョイ, 55,横山義, 2.9, 28,   4, -40,15,126.7,③④⑥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,
"単勝:380円 複勝:01=160円 15=510円 10=240円 枠連:1,850円",,,,,,,,,,,,単勝:540円 複勝:14=250円 04=750円 11=290円 枠連:730円,,,,,,,,,,,,"単勝:1,080円 複勝:11=300円 08=190円 12=130円 枠連:580円",,,,,,,,,,,,"単勝:350円 複勝:09=160円 10=300円 06=290円 枠連:2,340円",,,,,,,,,,,
