08年11月16日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年11月16日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,須賀川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｈドゥミポワント, 46,西田雄,, 71,*  3,*  4, 8, 38.9, ②②, 1, 5,Ａノボディｰヴォ, 70,千葉直,, 65,*  1,   2, 1,  3.0, ②②, 1, 6,Ｇバロズハｰト, 70,中舘英,, 76,* 11,*  9, 3,  5.4,①①①, 1,11,Ｂテｰオｰギャング, 78,松田大,, 83,   8,*  7, 1,  3.8, ⑤④
 2,14,Ａコスモクラッベ, 62,津村明, 0.1, 70,*  3,*  3, 1,  3.6, ①①, 2,10,Ｍニホンピログッデン, 55,熊沢重, 0.0, 66,  -2,   6, 9, 37.5, ⑥⑧, 2, 1,Ａフォｰミュラｰワン, 74,津村明, 1.0, 70,* 10,   3, 5,  8.0,⑤③②, 2, 9,Ｌキヲウエタオトコ, 72,中舘英, 0.4, 77,   3,*  7, 5,  9.7, ⑧⑩
 3, 7,Ｇタフネスデジタル, 48,北村友, 0.4, 64,  -4,*  6, 5,  6.7, ⑪⑨, 3, 7,Ｅスプリングプラハ, 62,荻野琢, 0.0, 65,  -7,*  9,16,220.7, ⑪⑦, 3, 2,Ｄピサノシェンロン, 72,丸田恭, 1.1, 70,   7,*  7, 1,  2.8,⑥⑩⑦, 3,12,Ｆエｰシンエフダンズ, 76,藤岡康, 0.5, 75,   4,   4, 4,  7.5, ⑨⑦
 4, 1,Ｅメジロフェｰム, 49,丸田恭, 0.9, 57,  -1,  -3, 3,  4.4, ⑤③, 4, 3,Ｄエｰスデヨバン, 64,太宰啓, 0.0, 66,  -4,*  7, 6, 12.6, ⑦④, 4, 5,Ｃトウショウアラジン, 74,伊藤直, 1.2, 69,   8,   5, 7, 16.2,⑪⑨④, 4, 6,Ｎマッキｰバクシン, 71,太宰啓, 0.7, 74,   4,   2,11, 28.3, ⑦⑥
 5, 5,Ｄメジロブラボｰ, 51,的場勇, 1.1, 52, -13,*  6, 7, 23.8, ⑮⑬, 5, 8,Ｂジョイフルハｰバｰ, 69,小林久, 0.1, 64,*  0,   2, 2,  3.7, ③③, 5, 3,Ｅアイファｰドラゴン, 71,安藤光, 1.5, 66,   6,   5, 9, 57.2,⑫⑪⑧, 5,14,Ｊティムガッド, 73,田中博, 0.8, 74,* 11,  -6, 8, 24.6, ①①
 6,13,Ｌオルｰロ, 37,小林久, 1.3, 52,  -5,  -5,11, 79.5, ⑫⑪, 6,16,Ｇジョウショｰアロｰ, 60,安藤光, 0.2, 62,  -1,   2, 4,  6.9, ⑤⑥, 6, 9,Ｂハンサムデイイヤツ, 74,大野拓, 1.5, 67,   8,   1, 4,  7.3,⑨⑦⑥, 6, 2,Ａカシノリボン, 78,岩部純, 1.0, 68,   1,   0, 3,  6.3, ⑩⑫
 7, 6,Ｆマルセイユシチｰ, 49,中舘英, 1.4, 54,*  2, -12, 2,  4.4, ③⑤, 7, 6,Ｃメタリック, 65,西田雄, 0.2, 64, -12,* 12, 8, 33.7, ⑮⑬, 7,12,Ｊマイネルフォルザ, 68,千葉直, 1.6, 64,   9,  -1,11, 67.9,⑧⑤③, 7, 8,Ｉウインドストｰム, 73,高橋智, 1.0, 67,  -5,*  7,13, 49.3, ⑯⑮
 8, 8,Ｂユキノクイｰン, 55,木幡初, 1.4, 52,   0, -11, 4,  5.8, ④⑥, 8,14,Ｊワイルドオｰキッド, 57,津村明, 0.3, 61,  -4,   3, 7, 33.1, ⑧⑨, 8, 7,Ｈレｰザｰウイング, 68,太宰啓, 1.8, 64,   8,  -1,10, 58.2,⑦⑥⑨, 8, 4,Ｃエイワムサシ, 78,木幡初, 1.1, 67,  -3,   3, 7, 14.1, ⑭⑭
 9,11,Ｏスズノプロスタｰ, 30,土谷智, 1.5, 48, -12,  -1,13,192.2, ⑭⑭, 9, 1,Ｈヴァイオリン, 59,宮崎北, 0.4, 60,*  3,  -5,12,112.4, ①①, 9,10,Ｉカンファｰライズ, 68,中村将, 2.7, 58,   5,  -2,13,294.2,⑬⑬⑫, 9,16,Ｐスズカロｰズマリｰ, 67,赤木高, 1.2, 66,  -1,   1,16,159.3, ⑫⑪
10, 9,Ｃダンサｰズブロンド, 53,藤岡康, 1.6, 51,  -1, -12, 6, 17.8, ⑧⑩,10,13,Ｆロｰドスウェアｰ, 61,木幡初, 0.5, 59,  -6,   3, 3,  5.2, ⑬⑪,10, 4,Ｍシンボリバッハ, 58,田中博, 2.8, 58,   8,  -9, 8, 30.7,④⑧⑪,10, 1,Ｏコスモランゲル, 68,黛弘人, 1.2, 65,  -5,   5,15, 95.5, ⑮⑯
11, 3,Ｍキタサンハナミチ, 35,宮崎北, 1.8, 45,  -4, -12,16,218.6, ⑩⑦,11, 9,Ｉプラネットビｰナス, 58,藤岡康, 0.8, 55,*  0,  -7, 5, 11.0, ④⑤,11,11,Ｌダイワパンテｰラ, 61,荻野琢, 2.8, 61,   3,   0,14,506.8,⑭⑭⑬,11,10,Ｄモンテミウ, 77,的場勇, 1.5, 63,   8, -12,10, 25.9, ③③
