08年 7月13日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 7月13日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,岩木山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａケイアイジンジン, 77,池添謙,, 66,*  0,*  2, 1,  1.1, ②①, 1, 7,Ｉニシエイビュレット, 49,丸田恭,, 64,   0,*  9, 5, 10.0,②③③, 1, 1,Ｃトｰホウグリｰン, 73,横山典,, 76,*  6,* 10, 3,  5.2, ①①, 1, 9,Ｅライオングラス, 70,横山典,, 76,*  3,  11, 2,  3.1,⑪①①
 2, 7,Ｃノボジュピタｰ, 45,藤田伸, 0.9, 55,  -3,  -3, 3, 26.3, ③③, 2,13,Ａアクトオンザタｰフ, 64,的場勇, 0.5, 62,*  2,   2, 2,  3.1,⑥②②, 2,10,Ｂオｰプンザゲｰト, 77,藤田伸, 0.5, 71,   3,*  8, 2,  3.1, ②②, 2, 2,Ａウエイクアイランド, 80,藤岡佑, 0.1, 77,   1,* 16, 3,  4.4,④⑤⑤
 3, 3,Ｄミスアサｰト, 34,松田大, 1.4, 51, -16,   1, 7, 67.6, ⑤⑤, 3, 3,Ｊサｰンバラッド, 45,津村明, 1.0, 56,*  2,  -3, 8, 44.9,①①①, 3, 2,Ａリンリンリン, 78,三浦皇, 1.3, 63,   3,   0, 1,  2.4, ②②, 3, 7,Ｊアズライト, 60,津村明, 0.4, 73,*  2,   7, 9, 50.6,①②②
 4, 1,Ｂアクセルボｰイ, 56,三浦皇, 1.7, 47, -11,  -6, 2, 10.9, ④④, 4, 8,Ｃフィｰルドパシオン, 57,横山典, 1.1, 56,   0,   1, 1,  2.9,③④④, 4, 5,Ｇフィリアルドｰタｰ, 65,大江原, 1.5, 61,  -1,   1, 8, 57.7, ④④, 4, 4,Ｂコンプトゥス, 76,安藤勝, 0.5, 72,  -2,* 15, 1,  2.8,⑧⑩⑧
 5, 4,Ｅボンファイアｰ, 31,的場勇, 2.8, 39,*  1, -23, 4, 32.9, ①②, 5,10,Ｆクニサキマサオｰ, 55,梶晃啓, 1.1, 58,  -4,*  7, 7, 27.6,⑧⑧⑦, 5, 7,Ｅサクラモサ, 69,武幸四, 1.5, 60,  -8,   6, 4,  8.6, ⑨⑦, 5,10,Ｃキングオブロマネ, 71,木幡初, 0.7, 70,   1,   7, 7, 32.2,⑥⑤⑥
 6, 6,Ｇゴｰゴｰヒロシ, 27,武幸四, 3.1, 32, -20, -12, 6, 61.3, ⑥⑥, 6, 6,Ｅヴォイジャｰ, 56,ホワイ, 1.2, 56,  -1,   2, 4,  8.4,③⑤⑤, 6, 6,Ｆレディオｰロラ, 67,荻野琢, 1.6, 60,  -8,   5, 5, 11.2, ⑨⑩, 6, 8,Ｈダノンスイショウ, 67,三浦皇, 0.7, 69,*  2,   4, 5, 13.6,②②③
 7, 2,Ｆシルクバラッド, 28,荻野琢, 3.6, 27, -25, -14, 5, 37.2, ⑦⑥, 7, 5,Ｈカズノブライアン, 50,北村友, 1.9, 52,  -8,*  8, 9, 54.4,⑫⑩⑨, 7,11,Ｉウルトラボルケｰノ, 53,長谷川, 1.7, 60,  -3,   0, 9,122.5, ⑤⑤, 7, 6,Ｆハバネロキャット, 69,菊沢隆, 0.7, 70,  -2,  11, 6, 22.1,⑧⑧⑨
,,,,,,,,,,,, 8, 2,Ｇスｰパｰスタｰ, 55,郷原洋, 2.0, 52,  -3,  -2,10, 78.6,⑦⑦⑦, 8, 4,Ｄライモン, 69,北村友, 2.0, 54,  -3,  -2, 7, 36.7, ⑤⑤, 8,11,Ｄファイアレッド, 70,池添謙, 1.1, 64,*  2,  -1, 4,  7.6,③②③
